fid,iid,rep,high_level_category,ela_distr.skewness,ela_distr.kurtosis,ela_distr.number_of_peaks,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.intercept,ela_meta.lin_simple.coef.min,ela_meta.lin_simple.coef.max,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.adj_r2,ela_meta.quad_simple.cond,ela_level.mmce_lda_50,ela_level.mmce_qda_50,ela_level.lda_qda_50,disp.ratio_mean_02,disp.ratio_mean_05,disp.ratio_mean_10,disp.ratio_mean_25,disp.ratio_median_02,disp.ratio_median_05,disp.ratio_median_10,disp.ratio_median_25,disp.diff_mean_02,disp.diff_mean_05,disp.diff_mean_10,disp.diff_mean_25,disp.diff_median_02,disp.diff_median_05,disp.diff_median_10,disp.diff_median_25,ic.h_max,ic.eps_s,ic.eps_max,ic.eps_ratio,ic.m0,nbc.nn_nb.sd_ratio,nbc.nn_nb.mean_ratio,nbc.nn_nb.cor,nbc.dist_ratio.coeff_var,nbc.nb_fitness.cor,ela_meta.quad_w_interact.adj_r2,ela_level.mmce_lda_10,ela_level.mmce_qda_10,ela_level.lda_qda_10,ela_level.mmce_lda_25,ela_level.mmce_qda_25,ela_level.lda_qda_25,t_0,t_1,t_2,t_3,t_4,optimal_budget
1,1,10,1,0.23849032387551045,0.06757364006418906,0.6363636363636364,0.7070400911853573,0.00032636579250337543,4.370169510159306e-09,1.4889143026479647e-08,0.00024808034692560995,0.8552257407176778,1.0,1.1434944787933055e-20,0.5893909626719056,0.03177966101694915,0.46267743582344645,5.432675479427605e-06,8.789735133459649e-06,1.4553716451753684e-05,6.917520207433211e-05,1.716675102291802e-05,3.6288626130348885e-05,5.591802239146323e-05,0.000246955421705952,0.7148853849094948,0.7955202343516549,0.7972024479942762,0.7416302921722441,0.7395641223950841,0.8148730860984581,0.796363505772911,0.7873755657879995,0.4449932851392858,0.017241379310344855,2.5787628875938045e-09,0.2599531615925058,0.6125541125541126,0.6433430152857387,0.9772868661773739,0.9887598473940786,0.002125387132021317,0.843016155438169,1.0,0.19999999999999998,0.0659186535764377,0.15308538793703858,0.4999999999999999,0.04125736738703339,0.2315445572083971,0.02241497281905444,0.0157466336037295,0.02446136369632876,0.017390622632242617,0.02218930438643753,False
1,1,11,1,0.2802247598505387,0.10473545452467976,0.5454545454545454,0.5095923177196972,0.0003263644550692702,1.2822245278079245e-08,1.2903502538888645e-08,5.793375027154215e-05,0.8528537566111873,1.0,4.2351647362715017e-20,0.5795677799607071,0.057203389830508475,0.30709854277881976,3.5994425474839155e-06,5.835380848588684e-06,9.560767234221603e-06,3.732293179030938e-05,1.336716193613916e-05,2.8154069083303136e-05,4.077018724381377e-05,0.00016854819428888988,0.703420856584076,0.7826611316416704,0.7842369713236154,0.7270699400145695,0.7396394761060223,0.8149560745114356,0.7964445133134622,0.7874571245787233,0.48427585713124677,0.020114942528735573,3.3229325163989758e-09,0.24121779859484788,0.681818181818182,0.679507861363063,0.9854542502404289,0.994806218350311,0.007261174714841445,0.8054525724917296,1.0,0.18588235294117647,0.07152875175315579,0.13324783492081793,0.48122065727699526,0.08055009823182724,0.12979632976504932,0.07826124187914366,0.026086759188164152,0.05712423947613773,0.047400611144015635,0.04543734878619603,False
1,1,12,1,0.28127386538921273,0.09663705866616153,0.8181818181818182,0.8180646418300035,0.00032637007990879213,4.396838150684463e-09,1.4493779739796964e-08,0.00023953395537814855,0.912118450811294,1.0,1.0164395367051604e-20,0.5599214145383101,0.050847457627118633,0.32387616711668077,5.168832612762974e-06,9.350879166980089e-06,1.5203537489517795e-05,4.533069916026884e-05,1.4149200831990018e-05,3.3748840256292634e-05,5.14447200193988e-05,0.00015631498563872651,0.7033778296917358,0.7826130979722904,0.7841888536766145,0.7270163906041527,0.7370423788126957,0.8120942860487034,0.7936442141855002,0.784578523389307,0.46855756050546116,0.03735632183908041,2.2148552337263593e-09,0.2903981264637003,0.645021645021645,0.6604008177055956,0.9777471074677189,0.9930256584287991,0.0,0.8513222954152468,1.0,0.17411764705882352,0.0841514726507715,0.10840698305380742,0.460093896713615,0.06483300589390976,0.14938134297233424,0.02963605899262431,0.014272001029593447,0.013451076225543434,0.013699370201671906,0.031224499516935733,False
1,1,13,1,0.19039472534438903,0.04307427666849431,0.7272727272727273,0.5733755260386748,0.0003263662427987748,4.770327925118893e-10,1.2154770609533711e-08,0.001997919968543277,0.8966789736361755,1.0,3.3881317890172014e-21,0.49901768172888006,0.05296610169491525,0.28202500040077594,6.731520449584407e-06,1.2959241522499873e-05,2.1825475288329668e-05,7.988804871440732e-05,1.4677334767736954e-05,3.582843418277611e-05,5.678860516319136e-05,0.0002085248330688943,0.6968442681165018,0.7752850998844473,0.7768008765059757,0.7187272597614777,0.7328116422939013,0.8074322425582843,0.7890822676873174,0.77989227014234,0.4172599499258586,0.03448275862068959,3.3229325163989758e-09,0.29508196721311475,0.5952380952380953,0.6331298840542681,0.94921849608207,0.9772859920494297,0.014692301759225326,0.8214995512237906,1.0,0.17882352941176452,0.07433380084151484,0.12432093606351859,0.4835680751173709,0.03536345776031449,0.2512720700681218,0.00544727941653993,0.0065818194560363745,0.00802846729775146,0.01412824389938233,0.005574789844522623,False
1,1,14,1,0.16750636819199854,0.031513739578089825,0.4545454545454545,0.7395043792331304,0.0003263682883969502,9.011047991511528e-09,1.083824581293259e-08,7.42865232722141e-05,0.8533430765091444,1.0,4.235164736271502e-21,0.5461689587426325,0.03813559322033898,0.38474196389036763,1.2378061278714363e-05,2.656978082997815e-05,4.357365155821656e-05,0.00019174938776825794,1.8000994382485997e-05,5.276856135563255e-05,7.699830496181079e-05,0.00036990614458141626,0.6851477903772722,0.7621671025747855,0.7635761311179954,0.7038993268890769,0.7235524786233646,0.7972298857741029,0.7790990621669917,0.7696444069798573,0.4797940386161855,0.03735632183908041,3.424006137970453e-08,0.30679156908665106,0.6753246753246754,0.6210000142385543,0.939436137971275,0.9667846904145623,0.013586468584217595,0.8541030318156568,1.0,0.1811764705882353,0.04628330995792437,0.19013790221479313,0.49061032863849763,0.088408644400786,0.12198291073586501,0.006678071280443831,0.011515505191848576,0.028691954861165984,0.02412107848040828,0.025431579768196322,True
1,1,15,1,0.21489101722981752,0.055186982946481486,0.5454545454545454,0.7444758789614487,0.00032636870069746473,8.814567337541528e-09,1.2440114421964331e-08,9.040840453843147e-05,0.8656370184699651,1.0,1.5246593050577406e-20,0.6090373280943023,0.057203389830508475,0.3219773481460107,2.6691993235009842e-05,5.048881901230676e-05,9.777501520453684e-05,0.00027101459004237155,6.743151534197619e-05,0.0001681605756888238,0.00030340368705017765,0.0008355876249306253,0.6857595210879334,0.762854303698159,0.7642741684634078,0.7046886734240638,0.733956569979549,0.8086958377815473,0.7903242756916927,0.7811853948652938,0.47744646524875434,0.04310344827586208,3.424006137970453e-08,0.278688524590164,0.6255411255411256,0.6523521315130962,0.9590113635004602,0.983923948298109,0.017114940660737224,0.8479091174514775,1.0,0.1623529411764706,0.10659186535764387,0.08165885438955992,0.5070422535211266,0.06090373280943041,0.17266055448645248,0.018051814207388415,0.06054217625189076,0.07638921485434699,0.0385543055469234,0.09040533924872975,True
1,1,16,1,0.35880941493372676,0.18682101167120563,0.5454545454545454,0.6583400330268854,0.000326369278719911,4.090278076624133e-09,1.2171704280156908e-08,0.00021553857074026178,0.7931812525723756,1.0,1.8211208365967457e-20,0.56188605108055,0.0635593220338983,0.2753087049698949,8.830531921022579e-06,1.5134669619688179e-05,2.3056889058498124e-05,0.0001201624741724941,1.5124104864989077e-05,3.607230369078414e-05,5.090677546394875e-05,0.00021891534462794435,0.7165586889508091,0.7973973393173188,0.7990953163737152,0.7437617969610543,0.7334939415335477,0.8081840855245657,0.7898177099369915,0.7806487678627629,0.440619886795108,0.02586206896551723,1.6338538778098642e-09,0.297423887587822,0.6363636363636364,0.658291411188263,0.9723241613663627,0.9867107469654879,0.017049485697999037,0.841739590086711,1.0,0.20941176470588235,0.06591865357643757,0.15958582903839902,0.5117370892018778,0.019646365422396853,0.39058398279372936,0.02055395929265464,0.015257041677819893,0.02952161392014153,0.021188251207392813,0.026703768649479005,False
1,1,17,1,0.17675595120090146,0.03749506391428772,0.4545454545454545,0.5791619108789685,0.00032636812637414363,7.464143703911652e-09,1.0259341115189751e-08,8.835574104171859e-05,0.7015122242730631,1.0,1.6940658945086007e-21,0.6227897838899802,0.06991525423728814,0.2821201846775357,1.4261359631229545e-05,2.2946307950836777e-05,3.9249378676228175e-05,0.00014164658265966302,6.506932756919132e-05,0.00013888711802480366,0.0002307202933075036,0.0009218489620118326,0.678747923578062,0.7549878342301835,0.7563376126475958,0.6957641560413317,0.7402183759581294,0.815594625007036,0.7970715432977445,0.7881153837904854,0.4595601027293955,0.054597701149425255,7.10970943231244e-09,0.2997658079625293,0.6320346320346321,0.6548833705578783,0.9712991634525838,0.9915707178062882,0.011636839553501005,0.8060903489861997,1.0,0.18352941176470589,0.04908835904628342,0.1830338487254492,0.49530516431924876,0.041257367387033554,0.22945919644098428,0.01580475105954943,0.04838669277240989,0.04041294709974691,0.04969591197513611,0.06985636212293343,True
1,1,18,1,0.23651908612228556,0.07539913534938357,0.4545454545454545,0.7079887698067031,0.000326369017521257,8.606405343877031e-09,9.718855828131812e-09,6.883452064441136e-05,0.8293036341485299,1.0,1.3976043629695956e-20,0.5599214145383101,0.04025423728813558,0.38023613716154486,6.319057634861e-06,9.311888456828069e-06,1.2925483168319345e-05,4.5587252879209356e-05,1.543196206688049e-05,3.0115141615258263e-05,3.844904367216748e-05,0.0001227845146484117,0.675844941750896,0.7517310562529582,0.7530516566917791,0.6920597014055323,0.7324070534508424,0.8069860868246579,0.7886450404176212,0.7794396472428059,0.47942094344983077,0.048850574712643625,2.45126006203334e-09,0.2763466042154567,0.6363636363636364,0.6541033202160811,0.9739398352427795,0.9857821731197147,0.008404863007909116,0.8282352367076404,1.0,0.1811764705882353,0.08976157082748959,0.105842745566588,0.4835680751173709,0.0333988212180748,0.2617822883358822,0.000777392123364019,0.0075678294583591465,0.0020542635668894223,0.005896206287741168,0.007255214643889606,False
1,1,19,1,0.22786929037646828,0.06368954823634367,0.5454545454545454,0.6936931364488409,0.0003263663816693018,3.385645754081933e-09,1.0866865004470394e-08,0.0002353994380375481,0.8319062842034277,1.0,1.3976043629695956e-20,0.5284872298624753,0.03177966101694915,0.4177358134579315,3.125265543364243e-05,5.43730652214486e-05,8.963398270063106e-05,0.0003455951769180393,0.00010971600463680023,0.00024885324015574593,0.0003759252067614847,0.0013056246157710325,0.7091159505013476,0.7890509213579625,0.7906838513588943,0.7343458937617252,0.7398549357152183,0.8151950558221075,0.796681767808713,0.7877216004061607,0.4650383246589097,0.02586206896551723,1.6003103137387018e-08,0.30679156908665106,0.655844155844156,0.6501537404165545,0.9740785506401828,0.9850713802245774,0.01423432462348577,0.8313091448392633,1.0,0.16705882352941176,0.07012622720897627,0.12332021026238811,0.4553990610328638,0.04125736738703339,0.21173362991797584,0.06399261102179969,0.09337493475314346,0.09452338403426991,0.05271013143788956,0.0991985889313573,True
1,2,0,1,0.22352194218271737,0.05770404272883916,0.8181818181818182,0.8880766540058237,0.0003266723171934118,9.64284425782623e-09,1.1919283019689613e-08,7.657010135124065e-05,0.9351427725967835,1.0,1.7364175418713157e-20,0.6168958742632611,0.05932203389830509,0.3172212171995753,2.8364433770839776e-06,4.887806228979364e-06,7.642078445521703e-06,3.200191636315977e-05,9.926009206909159e-06,2.172322696091325e-05,3.045986352790168e-05,0.00012398532539809398,0.6689689832487389,0.744018711959201,0.7452754971233128,0.6833275592806709,0.7362361045530594,0.8112056256932636,0.7927742358001751,0.7836839951147879,0.4448836447328802,0.06896551724137928,1.0095865926290008e-09,0.2599531615925058,0.6515151515151517,0.5912281884114594,0.9296660784876862,0.9642171270928881,0.007440933943464151,0.8691567050577326,1.0,0.21176470588235294,0.07994389901823282,0.13556466778102805,0.5258215962441314,0.04518664047151292,0.22674822744334772,0.003493905675902149,0.0006013408199348173,0.010435663067300998,0.07096464563650298,0.11486473404287588,False
1,2,1,1,0.20066319103403266,0.05057169594565344,0.5454545454545454,0.8485109395850688,0.00032666381923003335,2.3891327080998135e-08,1.0470283114052754e-08,1.288183825640367e-05,0.9547407218725957,1.0,9.317362419797304e-21,0.5461689587426325,0.04449152542372882,0.3473333122925985,8.370092689965384e-06,1.321899659528508e-05,1.5754925843058732e-05,5.109221799381469e-05,3.509680795792663e-05,7.232825012229353e-05,7.977734779407557e-05,0.0002421912656384618,0.6567153422535535,0.7302749281534708,0.7314182580241989,0.6677730433824736,0.7374937948107378,0.8125918728727186,0.7941309039353952,0.785080624088906,0.48257897378147196,0.05172413793103444,2.854009769829238e-09,0.31381733021077285,0.6320346320346321,0.6183953143459955,0.9480967920687127,0.9729648962117332,0.008732115957534745,0.8728773105310358,1.0,0.1623529411764706,0.08976157082748959,0.0959547506518425,0.4741784037558685,0.039292730844793865,0.22826204488932142,0.021666933101308822,0.019158078129650796,0.06421852299967187,0.04463826147480564,0.07819290125376649,False
1,2,2,1,0.19457852710147622,0.04885869624435489,0.5454545454545454,0.8154194455519603,0.0003266687013653489,3.0607118864015013e-08,1.2785233703313566e-08,1.0952265551758628e-05,0.9433893594513739,1.0,1.7364175418713157e-20,0.6561886051080549,0.057203389830508475,0.3457834367335161,1.185424738934588e-05,2.0017765318523685e-05,2.844308326375395e-05,0.00012464063771116315,3.554005228889646e-05,7.872182026713558e-05,0.00010206743665330937,0.00040393740180087707,0.6435750281724695,0.7155368982369342,0.7165599627218341,0.6511089898850357,0.731650756711162,0.806153437160618,0.7878311922394049,0.778614422429147,0.40751693206288686,0.07183908045977011,4.9853734638739054e-09,0.30913348946135827,0.6212121212121213,0.5867300634593307,0.922068495262852,0.970159628122597,0.009412066623673707,0.8498227615018741,1.0,0.2282352941176471,0.06732117812061722,0.169395585609543,0.5305164319248825,0.05893909626719072,0.18524391206165156,0.027631041413486764,0.028530720408520276,0.06685356884492322,0.06373381142231085,0.0963354624690832,False
1,2,3,1,0.2838672684465164,0.10683188759793556,0.6363636363636364,0.7317796237510167,0.0003266672954261004,3.5730605212856714e-09,1.3160037015387788e-08,0.00027118280541944123,0.8760702796246741,1.0,1.0164395367051604e-20,0.6031434184675833,0.04449152542372864,0.3814925696147743,1.966573279901597e-06,3.53920249849699e-06,7.498727058185593e-06,4.030035689336845e-05,6.963391405899507e-06,1.660842838156649e-05,3.205246665803701e-05,0.00015599508186572023,0.66458494436658,0.7391013656199074,0.7403178065680888,0.6777636156685661,0.7362710043690691,0.8112440732591392,0.792812090899246,0.7837240340855083,0.3636451324052089,0.03735632183908041,2.5787628875938045e-09,0.24824355971896955,0.603896103896104,0.6491905246135214,0.954975368690758,0.9760526958357303,0.012486958990023764,0.8438082786318184,1.0,0.1764705882352941,0.06591865357643757,0.13683428518363747,0.488262910798122,0.039292730844793865,0.23474983394349447,0.001564059357063179,0.0004021317839453336,0.002904816809976556,0.0053030729281992066,0.013040440486088531,False
1,2,4,1,0.22609138300601347,0.05990154222255177,0.6363636363636364,0.888880752420349,0.00032667096203486327,1.0640576008393224e-08,1.4460336709766053e-08,8.564804704328347e-05,0.9624180493777158,1.0,1.5246593050577406e-20,0.5225933202357563,0.055084745762711856,0.2862414066064333,6.387928688601543e-05,0.00011891288844550762,0.00017768813331369785,0.0005551971113279385,0.00013589017771058773,0.00031906656137531875,0.0004558581481688068,0.001391981346383005,0.6544292733827569,0.727718772304121,0.7288532843249363,0.6649839834124767,0.7267611807209625,0.8007703346132081,0.7825725024530471,0.7732553686099612,0.4678933358719125,0.06609195402298845,3.254711605531081e-08,0.3208430913348945,0.6493506493506495,0.6230125695387021,0.9561997125396373,0.974816854256437,0.01376206110058835,0.8964712978177183,1.0,0.18588235294117647,0.07152875175315579,0.13324783492081788,0.4835680751173709,0.07072691552062882,0.1456810400292274,0.014535603391860628,0.025627673429799058,0.03779297757187377,0.09830003535017108,0.1481723508439154,True
