fid,iid,rep,high_level_category,ela_distr.skewness,ela_distr.kurtosis,ela_distr.number_of_peaks,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.intercept,ela_meta.lin_simple.coef.min,ela_meta.lin_simple.coef.max,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.adj_r2,ela_level.mmce_lda_50,ela_level.mmce_qda_50,ela_level.lda_qda_50,disp.ratio_mean_02,disp.ratio_mean_05,disp.ratio_mean_10,disp.ratio_mean_25,disp.ratio_median_02,disp.ratio_median_05,disp.ratio_median_10,disp.ratio_median_25,disp.diff_mean_02,disp.diff_mean_05,disp.diff_mean_10,disp.diff_mean_25,disp.diff_median_02,disp.diff_median_05,disp.diff_median_10,disp.diff_median_25,ic.h_max,ic.eps_s,ic.eps_max,ic.eps_ratio,ic.m0,nbc.nn_nb.sd_ratio,nbc.nn_nb.mean_ratio,nbc.nn_nb.cor,nbc.dist_ratio.coeff_var,nbc.nb_fitness.cor,t_0,t_1,t_2,t_3,t_4,t_5,t_6,t_7,t_8,t_9,t_10,t_11,t_12,t_13,t_14,t_15,t_16,t_17,t_18,t_19,optimal_budget
1,1,10,1,0.42808102327794206,0.0431010173232664,0.3333333333333333,0.7987266806012374,0.05605981222477532,1.7134375001693061e-09,3.651690304476115e-09,9.74607032176709e-05,0.0,0.0,0.5333333333333334,0.26086956521739124,0.5527777777777779,0.0,0.2921231784205527,0.2763601556212447,0.22094540012645902,0.0,0.3010074935246625,0.3268908108884645,0.22684608373373294,0.5747144546715859,0.3079575741365202,0.3034643828118545,0.25558080487170176,0.6305507187470996,0.319509049110561,0.34060532575048574,0.24550656109480706,0.7076162853815613,0.19920318725099603,5.1198987057933705e-08,0.22522522522522523,0.5,0.7727698783928321,0.8628410905612984,0.9144391338881588,0.19728815683103823,0.4793755661872433,0.439709655208171,0.454918941409923,0.4237544491765491,0.3991102096490422,0.4581250943074441,0.4638671990827219,0.4886008271851396,0.5081425083539854,0.5331536098085463,0.5537184968905247,0.5598383109016953,0.5401005751570206,0.5523373267828114,0.582718441290472,0.5663486993887195,0.5848773908918734,0.6017456157352497,0.600681581593867,0.588022463866313,0.6026662160343765,True
1,1,11,1,0.4762909742873612,0.045087607027061855,0.0,0.9629187331748182,0.05605981327964446,2.0414176164530478e-09,3.043438340152608e-09,6.66265722771998e-05,0.0,0.0,0.49999999999999994,0.6086956521739129,0.31442307692307697,0.0,0.3044293681510193,0.4277511868148156,0.3529846867039499,0.0,0.3207391028640314,0.503142182290983,0.3291495039579706,0.2593941817784504,0.3061543750608051,0.4353720031986651,0.3588637288721198,0.26792021780244824,0.31943889937345255,0.499311208189761,0.32111578902690874,0.5707628374982585,0.20517928286852594,5.6682030764096266e-08,0.22297297297297297,0.7,0.8741671082106066,0.6845432674757745,0.6768574478879239,0.5469755811708675,0.4283934429424191,0.423452205519494,0.45695352970279013,0.48184436843722844,0.4416581288434325,0.47271003521103766,0.4204051989227458,0.4483062916430151,0.45981989951992697,0.47126161936983274,0.49221686155145195,0.4694378865618394,0.5021632392572805,0.4812482040777147,0.49768280220602484,0.4913828325987291,0.49428760849397363,0.5111020561525865,0.5400285810739113,0.5124656604790304,0.5283946932781444,True
1,1,12,1,0.41184623428867795,0.007511099818173807,0.3333333333333333,0.9428264728859941,0.056059812885215554,2.133610711128846e-09,3.607738437273698e-09,7.621535167063504e-05,0.0,0.0,0.46666666666666673,0.21739130434782605,0.5264705882352941,0.0,0.17160839070257872,0.23117466212253213,0.1818048860537007,0.0,0.20817511264823207,0.2486698726672878,0.21118860917795157,0.38899541234292734,0.17965048192249372,0.2476079254043554,0.2010342406988619,0.470452169437535,0.21908730384729436,0.2533495482136484,0.21710091768486772,0.7348440555880873,0.19920318725099603,2.778301161109126e-08,0.23423423423423423,0.25,0.7594322561352755,0.9244607534007763,0.9755617360508142,0.11476811576382738,0.45547955577454846,0.3829777951618803,0.4402715105559763,0.45549230744773916,0.4137346482638389,0.4301985111789452,0.45610709671411526,0.539134199719275,0.4730940975129901,0.5287559344811388,0.5703995310185419,0.5948629532715971,0.5996835816650092,0.5985187029141583,0.6328300665235291,0.6590870501115811,0.6623084178470258,0.661480034088669,0.667713547010242,0.6508875088847674,0.6487918859748801,True
1,1,13,1,0.4207302154262861,0.011771824718345071,0.0,0.9098905940754859,0.05605981219794924,7.349307886108745e-10,2.3683435837028115e-09,0.00015055208711696065,0.0,0.0,0.7333333333333332,0.3913043478260868,0.6166666666666665,0.0,0.13478165535761066,0.1767105159009943,0.3521955829638177,0.0,0.05938323778521526,0.19218197578073415,0.3413311376531203,0.619871234413222,0.15807556457477118,0.2111705755781813,0.3838780405733707,0.6199178602193598,0.08513679581983535,0.20846373860162004,0.35656932173868083,0.6116430235774319,0.20318725099601587,4.073147676886692e-08,0.2049549549549549,0.6499999999999999,0.6755364115561164,0.9427606581450618,0.9444660419974535,0.12479224068430843,0.5283603117068505,0.3942678533956074,0.3964614703975576,0.395185845816013,0.43355889627897637,0.43043537842807716,0.44205522598554986,0.4600007022199803,0.45754805133229826,0.4486689005337747,0.5347659042865612,0.5385750970206872,0.5370265934843849,0.5695819850050559,0.5753141890425254,0.5516948418701607,0.5643430159264438,0.592244767276254,0.5943611238100169,0.5748347080778694,0.5598041854071845,True
1,1,14,1,0.45409352922610424,0.050105068202450115,0.3333333333333333,0.8412720264613255,0.056059813631420846,9.416163138690763e-10,2.2644548210625316e-09,0.00011102307001143728,0.0,0.0,0.5333333333333334,0.5217391304347825,0.37708333333333344,0.0,0.22873662004162698,0.20458983765583993,0.10185989733556555,0.0,0.36984047206634973,0.2700438065051063,0.15173763937674556,0.266533314749565,0.2299686383867332,0.2128250375958578,0.11039878979803042,0.2160485531967158,0.36671689375693367,0.2578482562071691,0.1350688845954766,0.5809181486335797,0.20119521912350596,3.49594151232834e-08,0.22522522522522523,0.19999999999999996,0.7264127873570785,0.7206373910104205,0.8933267010853669,0.3498384603866331,0.39179796172688475,0.49254962968314947,0.5266982859181127,0.49234295858377614,0.43582187885345336,0.4725420321451108,0.4335031349061867,0.4846602830185632,0.5349259693651852,0.5332264775972174,0.49828210281255336,0.5115422372049927,0.5162694994608681,0.5136976234022131,0.5538214434560041,0.5502799598210177,0.5379652050047283,0.5313027125713241,0.5803373555159711,0.5583817920989772,0.5569708378970673,True
1,1,15,1,0.44198396800754935,0.04729519842699371,0.3333333333333333,0.8301314853808323,0.05605981311594564,2.7234213580341854e-09,4.1638441204107304e-09,6.834606758843086e-05,0.0,0.0,0.6000000000000001,0.26086956521739124,0.6166666666666669,0.0,0.25231327244199964,0.1918457345389495,0.06291423003303542,0.0,0.3284722282202668,0.26758124681226314,0.0413660729156522,0.5127217248894338,0.26617274625736814,0.21787421541151142,0.09831579349465991,0.5226349053485588,0.3404568319589728,0.27563098535566877,0.053260490793073045,0.6384693759421389,0.20717131474103584,5.253500144493524e-08,0.22522522522522523,0.44999999999999996,0.7516699104223883,0.9217906228456361,0.957308609763402,0.18813955871601157,0.320280279141403,0.5430179279051286,0.4912872264206898,0.44360013088147715,0.4093568371344867,0.4614505461319193,0.4696806400448446,0.4745950485474824,0.4689600439531499,0.4570519375763991,0.4895579222745347,0.5371624118218086,0.519350224193275,0.5682355715721177,0.593030880604038,0.5957571758072203,0.5993033019711106,0.5789739277939194,0.62410408435959,0.59310352617779,0.5935770268616501,True
1,1,16,1,0.414314209216832,0.009637183187887918,0.0,0.7451664818282314,0.056059810622486925,3.0360130616417026e-10,3.536948477666595e-09,0.0005569347090184279,0.0,0.0,0.6333333333333333,0.4347826086956521,0.5034090909090909,0.0,0.38295586220512856,0.4351357933101532,0.4579084638770876,0.0,0.3966283209817836,0.47944675450036756,0.393002924135871,0.4476016359238235,0.3919128437275642,0.45057143316231085,0.47396261956119734,0.4475572606345013,0.40399836709375025,0.4821608781027047,0.3969564229604726,0.7076162853815613,0.20318725099601587,7.689912277094194e-08,0.23648648648648649,0.44999999999999996,0.603293937256044,0.6124501709835801,0.6692029126975267,0.40865667854053006,0.3317343671464116,0.6013566266836536,0.5298611453357568,0.43868865343899877,0.43023883827906984,0.45568610357167294,0.48090809647897864,0.524502102220774,0.5494417410174509,0.5495334393755699,0.5796387812733554,0.6073671685499835,0.6318534438358675,0.6149466972059883,0.6443815434664208,0.6462379654542163,0.6773817603202906,0.6681520268201397,0.6735329326158646,0.6563866881056752,0.6765613950687103,False
1,1,17,1,0.3870557563462679,0.032175563821938404,0.0,0.8511759916362973,0.056059810061399595,3.553481554432484e-09,3.4124412113919866e-09,4.096532633313534e-05,0.0,0.0,0.6333333333333335,0.5217391304347827,0.44895833333333346,0.0,0.17189964083301867,0.19127029352141212,0.33003822624595847,0.0,0.1714630313983776,0.29541803193343563,0.2903998063050546,0.567744590510757,0.19076002469435105,0.22129423001682802,0.35901500775600725,0.580767709573732,0.19077548020033708,0.3067990843705934,0.303969696543823,0.7076162853815613,0.21314741035856571,6.438674946860104e-08,0.23198198198198194,0.5999999999999999,0.8823448253025945,0.7872625603442032,0.8860480348935742,0.3835885730832452,0.3792123743364403,0.5257957803859056,0.4943477832059892,0.45601814119435874,0.4284669574815728,0.47669952150140127,0.47495895050800224,0.47787949366237725,0.5120054871394496,0.5249166384496619,0.5549386811221797,0.5591692847269943,0.5468003527395626,0.5521868797171589,0.5655839782018468,0.5818791280010411,0.5995881075385886,0.6008519677198486,0.5888956373962934,0.6086688783478936,0.6127955891648281,True
1,1,18,1,0.4221066436886151,0.016382732157744988,0.0,0.9157309964872189,0.05605981323813865,2.840310857455037e-09,3.2665804579549482e-09,5.014076903968001e-05,0.0,0.0,0.3333333333333333,0.6086956521739131,0.2038461538461538,0.0,0.5269759358101547,0.3982812734702905,0.2541188657791369,0.0,0.5940006417998991,0.440222556423411,0.25666488257348474,0.3626428552794003,0.5328425261945565,0.41068535719603033,0.26941186126816763,0.3464706140739908,0.5974252744795878,0.4385318457619059,0.25298254089235006,0.6116430235774324,0.2091633466135457,7.499381434063046e-08,0.23873873873873877,0.5,0.7569729677417736,0.6492912530013015,0.6109075182616301,0.6671873691866795,0.5454998539731484,0.4301383829834341,0.500342043799379,0.46115423809984535,0.4522048979406793,0.4365792487229265,0.488416353797211,0.5254248499948634,0.5422235644320921,0.569441628976603,0.5807415506938649,0.6027148060768799,0.6383596043085805,0.6299104403525448,0.621793546813615,0.6460098750972563,0.638696216741066,0.6696482587765651,0.6843510320610234,0.6789966034258983,0.6715769291623488,True
1,1,19,1,0.43967519774595276,0.023458374974891213,0.0,0.962200650790972,0.056059814030632475,2.8123318922525124e-09,2.1748662048323825e-09,3.205160632120239e-05,0.0,0.0,0.6333333333333333,0.7391304347826082,0.345689655172414,0.0,0.2802070166084847,0.3198144163495815,0.5021960229092439,0.0,0.2861322891266891,0.3966755908314137,0.5031106438711315,0.4489814756306423,0.2905093667475196,0.33811980310115425,0.5169405573653454,0.46808675405508726,0.295852936401344,0.4005529785901344,0.5079313548739701,0.5598701054444595,0.20318725099601587,6.27503127225007e-08,0.24549549549549549,0.34999999999999987,0.7327646685753253,0.8222352634488796,0.8291067524900415,0.3383218149588648,0.5058611030228827,0.4148773559574036,0.41185315925245114,0.4409267410121361,0.46617428984265585,0.49509666610012515,0.5151716869925482,0.5764874800422286,0.5521838199293844,0.5783653585717725,0.6239056492542673,0.6411050121205792,0.6452337130359342,0.6568141182381677,0.6900131156872252,0.713230344633875,0.7128357795784721,0.731251403423841,0.7199570057997764,0.7421672426055733,0.7500625741590318,False
1,2,0,1,0.41802993545575357,0.011798709007578002,0.0,0.9509972239959341,0.05605984230619348,5.585204704883899e-09,3.964028716763893e-09,2.8842012759211886e-05,0.0,0.0,0.6333333333333333,0.6956521739130432,0.3633928571428572,0.0,0.2369599939663405,0.2694592582893933,0.31252946109132695,0.0,0.2658055863848685,0.3297807921502478,0.2976174607378139,0.4669290311691734,0.24874653105634598,0.2901130058511506,0.3346008178583091,0.5486990932687865,0.2806090979278541,0.33864900981222773,0.30878702379238276,0.5848511420541382,0.20318725099601587,6.774474257426518e-08,0.23198198198198194,0.34999999999999987,0.6985429594934858,0.8073590957544319,0.8971846933958834,0.26326496070759625,0.6541437889645214,0.25445275314238236,0.28454765618860794,0.4028437147150397,0.4090530665685679,0.4021997582789157,0.4307846182180802,0.473778193177884,0.5086284431522219,0.5559101113970991,0.5632377541673718,0.5698764113007545,0.61104521478064,0.6101853369262595,0.6252753975890192,0.6145740650691799,0.6305646185482026,0.6237499743942082,0.6463368870985762,0.6506064137842926,0.6441657139854898,True
1,2,1,1,0.3898031440717304,0.016746555564651947,0.0,0.9613146325533806,0.05605983758231504,1.6741316196445222e-10,2.701188461808915e-09,0.0007746219129430027,0.0,0.0,0.4333333333333334,0.26086956521739124,0.4569444444444444,0.0,0.1524796741399781,0.29543491641121244,0.4585276235593314,0.0,0.16043846566190823,0.38489710072848293,0.4255799537369809,0.43070877162024335,0.16324548988889231,0.31325407236265246,0.47357827367622707,0.4419326258473353,0.1699146959888177,0.3874838738307924,0.4292117198849622,0.7974492238634721,0.2211155378486056,1.0430544878959002e-07,0.25675675675675674,0.5999999999999999,0.7853107139401967,0.8549488400971175,0.8180178458331702,0.3316709457628496,0.42506858195863106,0.27458102610771,0.29386577607277414,0.3649388052130804,0.39209166910248283,0.39894064972176563,0.47641139825852,0.4732192864695598,0.46728437856308097,0.5034523463485536,0.5098662586539402,0.5542984803584343,0.5507533570776374,0.606830045862208,0.5895617081533083,0.5939698582780973,0.602303619843335,0.6075034007991088,0.6189373260303889,0.6336337759884048,0.6409478328214222,True
1,2,2,1,0.4029734356603025,0.015155216227755003,0.3333333333333333,0.8873311118907445,0.056059840163641905,3.6312222373952954e-09,2.576695694223978e-09,2.8920093817065744e-05,0.0,0.0,0.5666666666666669,0.3913043478260868,0.4797619047619047,0.0,0.3446402363433583,0.32033547534939744,0.31056304025595294,0.0,0.41683578408068156,0.37069883687624583,0.23721571685785792,0.43450736799071166,0.3535707686020756,0.3378174639470461,0.3302114052930265,0.4250976403540072,0.42307819494495064,0.3724056093886631,0.2394737632210816,0.6768488197403522,0.19920318725099603,8.512529662763698e-08,0.25,0.6499999999999999,0.8595895210139495,0.7649043134789704,0.8598950668802428,0.4734310392226306,0.46826626449594955,0.32848532849899875,0.3863085098616414,0.44421974911725215,0.4505702288869584,0.4195036495541298,0.4833033605771764,0.48097726733216284,0.5058031836195728,0.5402109730212906,0.573192697661829,0.5637635314081896,0.5979118166395776,0.5915070684081486,0.6068515334113286,0.6283998720334686,0.6220504451769766,0.642202284143199,0.6353502068725873,0.647611115808277,0.635485025891936,True
1,2,3,1,0.45476863197886297,0.017549506816155663,0.3333333333333333,0.925626428671119,0.05605983852594227,2.2912992808477934e-09,2.126989427816453e-09,3.9564304464715744e-05,0.0,0.0,0.2,0.5217391304347825,0.13750000000000012,0.0,0.20136185517053584,0.39532121634147543,0.4261675297147489,0.0,0.2126469592041873,0.4356806264065092,0.3941892176213546,0.40821126953216424,0.2103463655880199,0.4098869235501104,0.4407581311252041,0.4175831979400826,0.21998637662929044,0.4371260429069983,0.39638616171638114,0.5746958309188175,0.19920318725099603,6.602318621470137e-08,0.23873873873873877,0.40000000000000013,0.7792880126869486,0.7400175354717717,0.7318384867362877,0.46233661661188,0.5553903111666263,0.3064594214673798,0.31828569135022483,0.4102805880558279,0.4115080316030504,0.3774134337993344,0.4077510834642231,0.42412472326722855,0.4590206162917488,0.4987088378054688,0.5425723398649236,0.548425931842473,0.5754810332566185,0.5613914535426452,0.5461988239225483,0.5942609159046677,0.5779631876892054,0.6040956551487975,0.6044655035758679,0.6021106874582265,0.6199186765069767,True
