fid,iid,rep,high_level_category,ela_distr.skewness,ela_distr.kurtosis,ela_distr.number_of_peaks,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.intercept,ela_meta.lin_simple.coef.min,ela_meta.lin_simple.coef.max,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.adj_r2,ela_meta.quad_simple.cond,ela_level.mmce_lda_50,ela_level.mmce_qda_50,ela_level.lda_qda_50,disp.ratio_mean_02,disp.ratio_mean_05,disp.ratio_mean_10,disp.ratio_mean_25,disp.ratio_median_02,disp.ratio_median_05,disp.ratio_median_10,disp.ratio_median_25,disp.diff_mean_02,disp.diff_mean_05,disp.diff_mean_10,disp.diff_mean_25,disp.diff_median_02,disp.diff_median_05,disp.diff_median_10,disp.diff_median_25,ic.h_max,ic.eps_s,ic.eps_max,ic.eps_ratio,ic.m0,nbc.nn_nb.sd_ratio,nbc.nn_nb.mean_ratio,nbc.nn_nb.cor,nbc.dist_ratio.coeff_var,nbc.nb_fitness.cor,sigma,d_norm,d_mean,ps_norm,ps_mean,pc_norm,pc_mean,loglikelihood,mhl_norm,mhl_mean
1,1,10,1,0.9478833137659128,-0.0777371443535943,1,0.2633160514963408,104.29554534885013,0.0617038308092094,4.863078055861142,78.81322751091355,0.7580175634861976,0.9999999999999782,1.0000006269290405,0.4833333333333333,0.2666666666666666,1.8125,0.0,0.636657653617529,0.5008430902736745,0.4620931514849935,0.0,0.6439006401454874,0.4568634179427422,0.4898227257730353,-5.2761282466341495,-1.9170408169468844,-2.6336158709096784,-2.838065517507982,-5.21677914301854,-1.857691713331275,-2.83342359308668,-2.66148216342928,0.8342974823706741,0.861861861861862,0.4473533054498463,0.2452452452452451,0.5454545454545454,1.0525060240551471,0.9115621230331304,0.8435930070154466,0.189783484064693,-0.4512928381595878,1.9149509764,2.0547514345,0.9109219277,2.0409101397,0.1612254752,2.069682929,0.1715533979,-77.2503544342,6.4901993624,1.9607028342
1,1,11,1,1.480297825361962,1.6196620566660416,2,0.4974990014383139,105.4485387830512,1.6626307666975757,4.65028023820186,2.796941047493392,0.8870937252837976,0.9999999999999888,1.0000007469548708,0.4833333333333333,0.35,1.380952380952381,0.0,0.415128420306147,0.3485113007977428,0.5813496194976707,0.0,0.4272359680755806,0.4272359680755806,0.580840374552222,-5.456000996540794,-3.1910599216580504,-3.554522992082581,-2.2841568932228915,-5.301382009302321,-3.036440934419577,-3.036440934419577,-2.2221252973747494,0.7847276096517842,0.7517517517517519,1.1144152514667882,0.4214214214214208,0.5,1.0290077410077567,0.9288494958397217,0.9535985718571812,0.1384042246480781,-0.5519391820557676,1.6811118394,2.021813945,0.9023333546,1.3442530786,0.0647052861,1.3033555273,0.0977459928,-79.6498589659,7.6487582759,2.5638191977
1,1,12,1,1.0639488419079866,-0.108565595301572,1,0.7011958915906356,110.27907563896632,0.4183748314248749,5.3447216799832695,12.774959865010402,0.8445158917977493,0.9999999999999936,1.0000003599850666,0.3833333333333333,0.2333333333333333,1.6428571428571432,0.0,0.5371579577911466,0.6035868697304462,0.555385143198363,0.0,0.5619361907192895,0.6304981367044579,0.6026844157993114,-5.748371068540666,-2.6605878047376508,-2.2787297692311457,-2.5558111794818816,-5.494900159127662,-2.4071168953246462,-2.030375847420642,-2.183209466848264,0.76107722317139,0.94994994994995,2.325444274683707,0.5755755755755753,0.4545454545454545,1.023357544741887,0.953222007307483,0.96922284758152,0.1094752635043751,-0.4112139679165063,1.5800684564,1.9150692736,0.8527981085,1.2693813472,-0.0236889722,1.20339379,-0.0331810676,-84.3897254492,9.7142511048,3.0021648929
1,1,13,1,0.4466443017095124,-0.927949830570288,1,0.5006839190355654,108.11890571160608,0.5430051899108638,2.145757872460444,3.95163418753452,0.7526859950710162,0.9999999999999604,1.0000005884096934,0.3,0.3,1.0,0.0,0.4912925069698018,0.517384187668042,0.5684157750478768,0.0,0.4973985963012397,0.4973985963012397,0.5251236077101938,-5.711456727413323,-2.905460833352892,-2.756439328099408,-2.4649746250482694,-5.641342607169392,-2.83534671310896,-2.83534671310896,-2.67894042496337,0.8642705585758116,0.9059059059059056,1.3650078065460138,0.2892892892892895,0.5909090909090909,0.9816462864519184,0.9376106728523323,0.8298256948886698,0.1150887419898739,-0.4993118035133347,1.9285591549,2.1177145333,0.9441736877,1.9411785249,0.0462931678,1.9531009208,0.0500890436,-79.5289308167,6.1874523147,2.0394819042
1,1,14,1,0.079033786073274,-1.013723753794441,1,0.3443298070346738,108.3595239825471,0.043470453412068,3.031549815648377,69.73816874904672,0.5422924083984784,0.9999999999999242,1.0000001967331664,0.35,0.3666666666666666,0.9545454545454546,0.0,0.4729128038852702,0.5489582802509735,0.6612824841474201,0.0,0.4812882451556611,0.4870214351174688,0.6963980186218638,-5.667031782477001,-2.9870198925188616,-2.556067761040818,-1.919522927618228,-5.568413350904413,-2.888401460946273,-2.856476689419672,-1.6905813264670466,0.8279747926459312,0.7737737737737733,1.2975171686575868,0.3333333333333329,0.5,0.9277327836797936,0.8830171410132679,0.6983178393445794,0.1983163430687324,-0.6692251820570347,1.7514086333,2.0678987288,0.9224478383,1.7162154557,-0.0278185811,1.7481559988,-0.0157459477,-89.5769341858,8.5551569024,2.8901131104
1,1,15,1,0.5329378816089452,-1.194189997131142,2,0.6384634413939783,102.0841078226169,0.1516975714073335,8.429335661433644,55.56671463644896,0.8895208117256888,0.999999999999974,1.0000008543830017,0.2333333333333333,0.25,0.9333333333333332,0.0,0.4184540161422573,0.4640205395197359,0.6325770662798074,0.0,0.4381507344503249,0.4852761967999027,0.7045909594348637,-4.843879711642912,-2.8169387925959364,-2.5962200344776654,-1.7797524942395593,-4.626126945992325,-2.599186026945349,-2.3811776557276203,-1.3665997226481168,0.7766488636789595,1.0380380380380387,1.850407019542302,0.2892892892892895,0.5909090909090909,1.0248880056696017,0.9417642033257512,0.9401959295539012,0.1230366807691234,-0.6504859337243617,1.4489800882,1.9587972618,0.8742516702,0.8825234139,0.0623632787,0.898253975,0.0691667967,-71.4648715178,7.734649123,2.5613819879
1,1,16,1,2.679045278414848,7.851528491519559,2,0.5292868711706318,107.13509567393578,0.4142493925561776,5.994080622379146,14.469739075275218,0.81724045727648,0.9999999999999878,1.000000338992298,0.4666666666666666,0.5666666666666667,0.8235294117647058,0.0,0.4611153658419069,0.4173936536078658,0.5852916492564406,0.0,0.480899412258542,0.4591611082679373,0.5643786278016355,-5.4205641575722,-2.9210587329837665,-3.158055079227296,-2.247953221886418,-5.197563899796668,-2.698058475208235,-2.811044699272608,-2.264169918118107,0.8712219756400781,0.9939939939939944,1.4360089846512607,0.443443443443443,0.5454545454545454,1.062167827066819,0.931993859042226,0.953132331489968,0.1600059101514451,-0.4492354018767906,1.713328038,1.9971868647,0.8880340388,1.5591369812,-0.3719684224,1.5629374824,-0.3748914,-73.1294540276,6.876390616,2.1971690734
1,1,17,1,0.9159470826189502,-0.2211263367085814,2,0.1559902079701126,112.78757601964108,0.962535715578654,2.3920544415375145,2.485159150795217,0.7153294842628607,0.9999999999999214,1.000000148681855,0.4333333333333333,0.4166666666666666,1.04,0.0,0.6906297937228103,0.5669589026697026,0.7513935037652705,0.0,0.6933405411767632,0.6777393779134177,0.7305902809653385,-6.49122398238577,-2.0081913024221265,-2.810966756349077,-1.613760450535774,-6.465845300715972,-1.982812620752329,-2.0836873289243343,-1.7419615657874763,0.9225479046070498,0.971971971971972,1.7154331750298604,0.2232232232232229,0.6363636363636364,0.965044990624804,0.9004890266879241,0.6866285925009153,0.1899220858510587,-0.5942002861439479,1.8243504918,2.0798186626,0.9256563572,2.2597863669,0.3407730113,2.3481258447,0.3569473524,-88.6329697624,7.9826088933,2.6318869023
1,1,18,1,1.6957908767892305,4.07553551465065,2,0.7232422410372252,101.94859213625614,3.2247666773388484,7.728102125055128,2.3964841175525096,0.8224210943628503,0.9999999999999896,1.0000004883130933,0.2,0.3,0.6666666666666667,0.0,0.2992545182410858,0.4058724646298907,0.5903364906456268,0.0,0.3077444997862106,0.3502174315061837,0.6314980888229117,-6.133219923515713,-4.297826150037389,-3.643914837041241,-2.512556397509608,-5.964018121374605,-4.128624347896281,-3.875315013450456,-2.1977520760213296,0.8925748284019125,1.0160160160160154,1.850407019542302,0.5095095095095097,0.6818181818181818,0.9121525619103394,0.8981812200253374,0.8171956714246604,0.165657013817245,-0.6302889397732795,1.8221678819,2.0207569085,0.897686086,1.891354116,0.1708176799,1.879962757,0.1541212744,-87.785408306,8.876937017,2.6609071281
1,1,19,1,0.767365316940675,-0.3197241816609275,1,0.5036613277127123,102.56270184615778,0.3501379149554536,4.249140016756671,12.13561809579311,0.7943339841839923,0.999999999999963,1.0000005265538865,0.2,0.2,1.0,0.0,0.2415666088606906,0.6163685496084527,0.6770427530898764,0.0,0.2514822592049686,0.813368936271443,0.7902972933140824,-5.008795374265176,-3.798837661226824,-1.9215314341438223,-1.6176267644088438,-4.811304450912324,-3.601346737873972,-0.8979388675957076,-1.0089435660463173,0.76107722317139,0.8838838838838833,2.266498079273693,0.1791791791791794,0.5454545454545454,0.9777443822658254,0.9059610378836668,0.8127213083691627,0.1699501283248343,-0.6500670450943377,1.7481979653,2.0765683219,0.9257774743,2.0177173691,-0.1386206599,2.0538031155,-0.1270967915,-72.7371900832,5.8982503859,1.9736578715
1,2,0,1,0.4934708350389901,-1.1454829508104365,2,0.8178084050661697,469.587358973253,1.87662268007032,7.650313101627163,4.076638944457655,0.9352818997915676,0.9999999999999823,1.000000729745997,0.1833333333333333,0.3666666666666666,0.5,0.0,0.7108092670021255,0.7667511673022246,0.7936560917338579,0.0,0.7151279683689847,0.799015313495999,0.799015313495999,-6.230437901239736,-1.801784903557258,-1.4532423676601465,-1.2856129067513071,-6.192811907193407,-1.764158909510928,-1.2446603597455113,-1.2446603597455113,0.8342974823706742,1.1041041041041042,1.8985316814422828,0.443443443443443,0.6363636363636364,1.031338323113394,0.8828483978535403,0.8512086574265563,0.1881865660698691,-0.4709527935321488,2.0740973275,2.1666260508,0.9607664893,2.4185848141,0.168429923,2.4013527434,0.1362067708,-80.6757448794,5.8146117995,1.9634698856
1,2,1,1,1.1724373842223703,0.1047807431138569,1,0.8237529485041486,464.2708420317302,1.7023923428140668,7.407358639466892,4.351146591286046,0.9584112454990836,0.9999999999999842,1.0000009195739996,0.1833333333333333,0.2666666666666666,0.6875,0.0,0.7468969948481446,0.6890658559143245,0.5743499380241827,0.0,0.7561966310664417,0.7561966310664417,0.5397935773368737,-5.296915890260835,-1.340665329861633,-1.646992008632067,-2.254632576970216,-5.231774908623725,-1.2755243482245229,-1.2755243482245229,-2.407696414876429,0.8326286759916378,1.0160160160160154,2.5084150592775414,0.443443443443443,0.5454545454545454,0.9009017442434902,0.8799574933122339,0.8674725930725671,0.1761486942352056,-0.3691600312076288,1.9609652213,2.096559875,0.9324476476,2.5629472163,0.0329780701,2.5042890297,0.0404854338,-76.8701871212,5.9574973002,1.9075734349
1,2,2,1,1.4625255310473315,2.49796853052415,2,0.729832644961273,462.2560449056772,3.656708761393205,6.922906502243136,1.8932069666946925,0.9622974580746272,0.9999999999999732,1.0000007361427683,0.1833333333333333,0.2666666666666666,0.6875,0.0,0.5991519544419597,0.5331767030456315,0.6752074246504559,0.0,0.6167393793038999,0.6107477716981052,0.6487377432923609,-5.938831754796195,-2.380569101808082,-2.772385019831258,-1.928888460207908,-5.769475360895951,-2.2112127079078383,-2.2457811403616272,-2.0265989352874327,0.7639606083280303,1.06006006006006,1.2333634979137746,0.3773773773773774,0.6363636363636364,0.9870357604612404,0.8903612823969165,0.8665429716432519,0.1701416959247619,-0.4659756187166297,2.0577341875,2.0989330155,0.9297019002,1.9081841076,-0.4879070617,1.8705022839,-0.4678456798,-77.9183664593,5.8735197882,1.8991034038
1,2,3,1,1.3933185857250212,1.5783065911065162,1,0.7888174889138397,462.7500760080358,1.3490784010825414,5.685611888372962,4.214441417052304,0.949317944328486,0.9999999999999952,1.0000004892459595,0.1333333333333333,0.2166666666666666,0.6153846153846154,0.0,0.1376166558104766,0.5462786897685711,0.5762616156818222,0.0,0.1433917862787042,0.7704804324385442,0.6362030653189097,-6.947051535074568,-5.991021535074568,-3.152025324739293,-2.943732393247614,-6.667257761485773,-5.711227761485773,-1.530266118236974,-2.4255279363572324,0.8493276454077656,1.28028028028028,1.0069386314760271,0.5315315315315318,0.4090909090909091,0.9219494491234528,0.8733292413519718,0.8200488144534921,0.1921800508957235,-0.3561054936740747,2.4910939339,2.2814007962,1.0028858529,3.2728733932,-0.8367864785,3.454472307,-0.9021664565,-92.1102253459,5.879634278,1.9764130346
1,2,4,1,0.3814065248286294,-0.7310003018881948,1,0.9260475846383692,465.2049355820184,0.987569357245301,7.991740081062555,8.092332981406487,0.9528014990451806,0.9999999999999762,1.000001045121236,0.1,0.1833333333333333,0.5454545454545455,0.0,0.244501191101649,0.3414078028364357,0.611003250447234,0.0,0.241882470724739,0.357455216933952,0.5962775085166959,-5.587662595228024,-4.22147243522064,-3.679990985599888,-2.173582587141274,-5.6481569578562,-4.281966797848817,-3.629193787208701,-2.280287999314464,0.8498691228782437,1.0380380380380387,3.2322839781813806,0.7077077077077075,0.4545454545454545,0.9985983137724253,0.9160080853959726,0.9181088076868128,0.1591963567875603,-0.3474472252558228,1.7105365756,2.0603827404,0.919689655,1.6664509248,-0.3419793218,1.6420689371,-0.3279991495,-83.7831790674,7.88914092,2.6524195772
1,2,5,1,1.1218932969196451,0.6204852653163457,2,0.8712715011510302,462.9543371874721,0.7826885902713266,8.013375082248798,10.238267405266356,0.9268081808395752,0.9999999999999912,1.000000612692609,0.2,0.1833333333333333,1.090909090909091,0.0,0.4205104365698067,0.4987266585319823,0.5572110957414986,0.0,0.4279269900360423,0.4448167332894022,0.6010135088275057,-5.806907084286668,-3.3650420511529777,-2.910847717734682,-2.571234024982223,-5.7062655312487385,-3.264400498115048,-3.16802313835676,-2.276722862011483,0.7680286402356565,1.1261261261261255,2.638890814457508,0.4214214214214208,0.4545454545454545,1.0359556928593006,0.8669508715115681,0.7479139273122797,0.2533940858137373,-0.2940185412784451,1.8711011223,2.0868723639,0.9274904717,2.3663305651,0.0528025391,2.341420974,0.0886762413,-82.3317528412,7.2239047268,2.3869505233
1,2,6,1,0.9156666046688198,-0.2704321441958255,1,0.830941552645608,467.6785258037474,1.379037148846974,7.9668065747119075,5.777079015872073,0.91296018703351,0.9999999999999792,1.000000437758556,0.0833333333333333,0.3166666666666666,0.2631578947368421,0.0,0.3324150063414866,0.600829924691326,0.6594406498671957,0.0,0.3403267946681649,0.6961894278853243,0.6961894278853243,-5.978140353420411,-3.990916789927869,-2.3862947350806483,-2.035911593763548,-5.839162812408532,-3.85193924891599,-1.773999394708575,-1.773999394708575,0.789922970467969,1.1261261261261255,3.4888485160357896,0.7077077077077075,0.4545454545454545,1.0226227329924182,0.9127660972624636,0.8291237778968032,0.1506002478815422,-0.5738458481028885,1.8270276479,2.0743391088,0.9245939617,1.6913076426,-0.369108143,1.6608916022,-0.3537535444,-79.9067984429,7.1219281172,2.332870302
1,2,7,1,-0.031639823929405,-1.1296704760512375,2,0.820879211313289,454.39098497159625,1.855601708720453,8.356257812851899,4.503260464560594,0.8840787207930438,0.9999999999999636,1.0000005649387618,0.0833333333333333,0.1666666666666666,0.5,0.0,0.2234889602236702,0.452167086515022,0.6491180150239356,0.0,0.2241377056315085,0.489314678954338,0.633423228022548,-6.003143275283838,-4.661507026616935,-3.288719470566498,-2.1063948285273053,-5.985767744373218,-4.644131495706315,-3.056843722240005,-2.1942434175390884,0.7980017164407939,0.971971971971972,1.3650078065460138,0.4654654654654652,0.4545454545454545,0.7688840991280408,0.8848065477305673,0.8511950800035362,0.1597478980644872,-0.5915139191875568,2.3426520128,2.2306284983,0.982197937,2.9191706964,-0.2792938695,3.0885899494,-0.3134997583,-89.3766450403,6.1313156773,2.0650396563
1,2,8,1,0.9548332073911276,1.534775345759955,2,0.85020287015389,465.3018594730895,2.755850008261525,10.604492658536143,3.847993405572092,0.9513300092801654,0.9999999999999876,1.0000006989327297,0.1,0.1333333333333333,0.75,0.0,0.6021519495025659,0.6012236047130622,0.659201221510761,0.0,0.6222829236178709,0.6222829236178709,0.6940135725269525,-6.124911124939441,-2.4367839505272024,-2.442469979856213,-2.087362229734512,-5.926769053809084,-2.238641879396845,-2.238641879396845,-1.8135108892328555,0.8124031521383617,1.2362362362362358,3.316347955442545,0.5535535535535532,0.5454545454545454,1.0352914407510774,0.8986944594924673,0.8902021693364129,0.1698868844949651,-0.4025421326116639,1.7498594918,2.027540478,0.9022260157,1.7322965405,0.0845948245,1.8092896495,0.0928183916,-92.7959454002,9.1603613425,3.0430181066
1,2,9,1,0.3674257408715857,-1.1521045605673248,1,0.8648181162456527,464.18125075310655,2.2544850127485554,7.924760742238177,3.515109081420197,0.9677531278594986,0.999999999999986,1.0000006126007452,0.3833333333333333,0.1666666666666666,2.3,0.0,0.4833358090056757,0.4819916921394394,0.554354804668717,0.0,0.494321934597244,0.494321934597244,0.5796513654903184,-6.069541214385498,-3.135914601237192,-3.144072773953764,-2.704861880056097,-5.934647863721688,-3.0010212505733818,-3.0010212505733818,-2.4946211258112108,0.9374908177750958,1.0820820820820811,2.5736529368675245,0.4214214214214208,0.6818181818181818,1.0358264115387734,0.9155993276133424,0.868431919214283,0.1815671179357872,-0.531152575015197,1.9841708589,2.1067398956,0.931618244,2.9255955382,0.0053228364,2.9239488013,-0.0088855671,-85.0357194633,7.0690059849,2.273504607
1,2,10,1,1.8952896677501372,4.142256553469259,2,0.731331888094821,463.1832244254532,1.9615228631725612,5.832391485478901,2.973399696216443,0.7778233592161556,0.9999999999999928,1.000000542964325,0.35,0.35,1.0,0.0,1.0419987777338715,0.8454963036450807,0.8026882389545024,0.0,1.0539029203577577,1.0539029203577577,0.9499525541210307,-6.00492558324645,0.2521995348792059,-0.9277831989477968,-1.1848424417775192,-5.937098187375375,0.3200269307502816,0.3200269307502816,-0.2971366002107949,0.725908786150068,1.1481481481481488,2.3843904700937206,0.4654654654654652,0.4545454545454545,0.8258050420881045,0.914538663351341,0.689607964449906,0.1603009551471081,-0.374040480935486,2.2677212362,2.1027426442,0.9361513639,2.3982945948,-0.695456624,1.9301987443,-0.7167716201,-82.5289394914,5.7603211824,1.9348996989
