fid,iid,rep,high_level_category,ela_distr.skewness,ela_distr.kurtosis,ela_distr.number_of_peaks,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.intercept,ela_meta.lin_simple.coef.min,ela_meta.lin_simple.coef.max,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.adj_r2,ela_meta.quad_simple.cond,ela_meta.quad_w_interact.adj_r2,ela_level.mmce_lda_10,ela_level.mmce_qda_10,ela_level.lda_qda_10,ela_level.mmce_lda_25,ela_level.mmce_qda_25,ela_level.lda_qda_25,ela_level.mmce_lda_50,ela_level.mmce_qda_50,ela_level.lda_qda_50,disp.ratio_mean_02,disp.ratio_mean_05,disp.ratio_mean_10,disp.ratio_mean_25,disp.ratio_median_02,disp.ratio_median_05,disp.ratio_median_10,disp.ratio_median_25,disp.diff_mean_02,disp.diff_mean_05,disp.diff_mean_10,disp.diff_mean_25,disp.diff_median_02,disp.diff_median_05,disp.diff_median_10,disp.diff_median_25,ic.h_max,ic.eps_s,ic.eps_max,ic.eps_ratio,ic.m0,nbc.nn_nb.sd_ratio,nbc.nn_nb.mean_ratio,nbc.nn_nb.cor,nbc.dist_ratio.coeff_var,nbc.nb_fitness.cor,sigma,d_norm,d_mean,ps_norm,ps_mean,pc_norm,pc_mean,loglikelihood,mhl_norm,mhl_mean
1,1,10,1,6.195590347481058,46.05576274514068,9,0.6317815288075512,95.10357735360904,0.1748824684031705,5.689575097778445,32.533707636501404,0.7517119539027689,0.9999999999999888,1.00000040661378,0.9999999999999972,0.10375,0.065,1.5961538461538465,0.25875,0.0824999999999999,3.1363636363636367,0.39625,0.0375,10.566666666666668,1.727316930930551e-05,2.160342749832135e-05,3.194842116702336e-05,0.0001324647860038,0.0001095481002013,0.000139815773682,0.0001998177775263,0.0008370256503522,-0.7588191481530375,-0.7588158622134487,-0.758808012098569,-0.758731737038716,-0.1150922639531489,-0.1150887799964226,-0.115081873473362,-0.1150085277417841,0.5674210638867938,0.6856856856856854,2.2717281330269027e-05,-2.551551551551552,0.4937343358395989,0.97302699598309,0.9582976458301794,0.9963157499289432,0.1311289175821904,-0.1148354255796322,0.0007464637,0.013225731,0.0057060043,2.2597076514,0.4787023362,0.0154337998,0.0032713134,458.9695834919,9.0503297956,2.9391784292
1,1,11,1,8.024133085055057,84.64451149649396,8,0.4379840563638472,96.70367757411498,1.8536067757169767,3.0061946674556235,1.6218081994725255,0.7305113519304823,0.99999999999999,1.000000310709959,0.9999999999999956,0.115,0.0649999999999999,1.7692307692307698,0.275,0.04875,5.641025641025641,0.3924999999999999,0.05375,7.302325581395348,9.03280707485962e-06,1.3679120632375068e-05,2.3652508492954875e-05,0.0001088000719364,8.447050371793514e-05,0.0001242395805873,0.0002162019268495,0.0008582581192684,-0.7621627137902662,-0.7621591725113285,-0.7621515710983089,-0.762086674214081,-0.0828621636941831,-0.082858868064042,-0.0828512472213159,-0.0827980405616055,0.5512672334773423,0.6636636636636631,6.26320745219868e-05,-2.617617617617617,0.4724310776942356,0.9650078601816864,0.9552764005518448,0.9931044087832248,0.1375318909988241,-0.1226604991741926,0.000600027,0.0122327387,0.0053303928,2.4589937601,0.6052876284,0.011058406,0.0031739722,470.3651247091,5.2036827691,1.6986787014
1,1,12,1,7.778307973847776,74.68530470585057,6,0.469463219290664,102.28852782342396,0.6105774790379307,6.554048931237128,10.734180601557975,0.784676114415557,0.9999999999999928,1.0000001796655886,0.9999999999999968,0.11,0.06,1.8333333333333337,0.26875,0.03,8.958333333333334,0.385,0.03375,11.407407407407408,1.2973997181168042e-05,1.818534070506376e-05,2.794484720228921e-05,0.0001532999443853,7.383106009863914e-05,0.0001025648826248,0.0001547460267967,0.000675542321972,-0.9163592493362492,-0.916354473811452,-0.9163455304813736,-0.916230658688272,-0.1616722915078196,-0.1616676457018832,-0.1616592088338285,-0.1615750042864677,0.563493911205653,0.7077077077077075,3.0795587129142294e-05,-2.0010010010010006,0.4987468671679197,0.974571459719377,0.9516686028064684,0.9945057167896948,0.1348009765256614,-0.1180611210844502,0.0008338797,0.0104123216,0.0045766096,0.954653521,-0.2631460063,0.0043143201,-0.0012783284,462.8394278499,9.7827341627,3.2264593351
1,1,13,1,4.9854976391977575,28.62746825127828,9,0.6854169253403247,97.81572355897892,0.1805642426819212,5.084520801829973,28.15906807632326,0.8679687982608115,0.999999999999988,1.0000003557421846,0.9999999999999956,0.0962499999999999,0.05375,1.7906976744186045,0.2674999999999999,0.0325,8.23076923076923,0.4025,0.04,10.0625,7.494569196897784e-06,7.494569196897784e-06,1.2867609174459712e-05,7.137182351062965e-05,6.877333663573989e-05,6.877333663573989e-05,0.000115403820291,0.0005937107252006,-0.8357707405884964,-0.8357707405884964,-0.8357662499252396,-0.8357173534482383,-0.0896276137984623,-0.0896276137984623,-0.0896234341320324,-0.0895805616770002,0.5531331951806222,0.6636636636636631,3.2397426295281954e-05,-2.0450450450450446,0.4548872180451128,0.9448261237154147,0.9434537767561254,0.9919974220750264,0.2095748166351716,-0.1121904812187254,0.0002890938,0.0098745108,0.00434667,0.4364238651,-0.0421980222,0.0017753201,-0.0003959151,507.1419346773,9.8670911917,3.1889445324
1,1,14,1,4.637326048019631,23.15013950213714,6,0.6529573204555514,95.13303845712892,0.8939475005778944,5.073402108970281,5.675279706795498,0.7796085161996222,0.9999999999999842,1.0000001949174258,0.9999999999999958,0.12,0.06375,1.882352941176471,0.28125,0.0399999999999999,7.031250000000001,0.37875,0.0412499999999999,9.181818181818183,4.617784262329785e-05,7.933750517142989e-05,0.0001274615912073,0.0005222508064341,0.0002444457694144,0.0004296876244697,0.0006724408412221,0.002637977560169,-0.9044370178295,-0.9044070256182172,-0.9043634984033642,-0.9040064199337596,-0.1656782774410706,-0.1656475793856053,-0.1656073506170582,-0.1652816242567852,0.5963516771949359,0.6636636636636631,0.0003338285864731,-2.089089089089089,0.5,0.9394787762161664,0.9411994416968428,0.9856077910443976,0.1267692644868536,-0.1236601130847634,0.0030277732,0.0135575009,0.0059455797,2.1187875062,0.0566507066,0.0139074485,0.0004358482,401.0293263815,6.3417437305,2.1373316317
1,1,15,1,6.041637597717767,41.76003866070852,8,0.7951045580953039,100.9059006595739,0.3201548683491563,6.129383154718447,19.1450568480309,0.9174488960859868,0.9999999999999908,1.000000407838131,0.9999999999999968,0.105,0.12125,0.8659793814432991,0.26,0.05625,4.622222222222223,0.40125,0.0424999999999999,9.441176470588236,2.5968284548289024e-05,3.716697885785633e-05,6.0326265445415416e-05,0.0001372306223457,0.0001779619032188,0.0002577991140509,0.0004265809768344,0.0008879043166192,-0.9202773447155156,-0.9202670385432188,-0.9202457250229767,-0.9201749498477017,-0.1297057615942547,-0.129695404404835,-0.1296735085281475,-0.1296136615825432,0.605112603686944,0.7517517517517519,3.408258547423452e-05,-2.5955955955955954,0.5225563909774437,0.9692585924776476,0.9526546035154254,0.9943673762102758,0.1294353726815531,-0.1018092581751035,0.0016845864,0.0126321189,0.0055419896,0.931983941,0.0095033489,0.0048176112,-0.0004213185,427.1247722739,7.4553803226,2.3792560012
1,1,16,1,10.13242684040915,147.8181325756587,6,0.6601938441670838,99.4418729485596,0.3811032286764809,4.847331726947676,12.719209290831232,0.8094056426435953,0.999999999999991,1.000000108559596,0.999999999999998,0.11375,0.06875,1.6545454545454548,0.28625,0.03875,7.387096774193549,0.40875,0.02,20.437500000000004,1.8955089036123784e-05,2.4459293860024792e-05,3.970028836169648e-05,0.0001829864857827,0.0001104671136537,0.0001357947192917,0.0002213948826422,0.0009107898116154,-0.6893864599651708,-0.6893826653689654,-0.6893721582345559,-0.689273376797743,-0.1214377165634113,-0.1214346404970125,-0.1214242442601954,-0.1213405164650427,0.5758871036724651,0.5975975975975976,1.3681576279674705e-05,-2.5955955955955954,0.4974937343358396,0.970271672456872,0.9555120318752476,0.993817483876433,0.1479465761979425,-0.0957062953289485,0.0010410122,0.0101727426,0.0045020779,2.0517686918,-0.7485290002,0.0104492581,-0.0040278925,454.4194959121,6.2146303773,2.0978781513
1,1,17,1,5.176170028470876,30.969778991958226,6,0.694382288565234,104.63049034985094,1.6466503802205126,5.460865581417167,3.31634793093472,0.8023583287289628,0.9999999999999868,1.0000000829536522,0.9999999999999976,0.1025,0.04875,2.102564102564102,0.26875,0.04125,6.515151515151515,0.395,0.0337499999999999,11.703703703703706,6.130810110369333e-06,9.074721841604424e-06,1.4366266023257496e-05,8.41930672141653e-05,3.5667962117703164e-05,5.226371395684454e-05,8.161102629907388e-05,0.0004757716701278,-0.9645430532687737,-0.964540213721755,-0.9645351097682822,-0.9644677583993432,-0.1634728638915452,-0.1634701508396945,-0.1634653531793757,-0.1634009163117639,0.5660468594662031,0.7737737737737733,1.5535697689382375e-05,-2.397397397397397,0.5125313283208021,0.9495934543732928,0.9402340519783698,0.990850901030806,0.1687567942969614,-0.1184785364396764,0.0004243246,0.0106138736,0.0046668569,1.2851674118,-0.4925593421,0.006182798,-0.0024956003,489.1760490951,6.0417065117,1.9608659386
1,1,18,1,6.325467104654104,57.804157483917336,7,0.7697651981718845,102.72776202921489,0.9455764792452938,5.1225095716345725,5.4173403041106445,0.8387240913056209,0.9999999999999916,1.0000001918268824,0.9999999999999966,0.1012499999999999,0.075,1.35,0.25125,0.025,10.05,0.3475,0.035,9.928571428571429,1.5981168262635336e-05,2.3660790907221223e-05,3.864571367055029e-05,0.000161962480269,7.638658046121108e-05,0.0001102513966137,0.0001763281802032,0.0006760103741708,-1.160113602715068,-1.1601046933379922,-1.1600873088474342,-1.1599442451027346,-0.2443717704121234,-0.2443634941748521,-0.2443473456407319,-0.2442252280902065,0.5541382064383898,0.7297297297297298,0.0001816599788375,-2.0450450450450446,0.4924812030075188,0.9572812215039336,0.9526505914275416,0.9937834199403808,0.117180215897324,-0.1268505080878275,0.0011403935,0.0131624471,0.0058191515,1.612885569,0.2988264254,0.0107918175,0.0021699018,440.4765207141,6.7329401462,2.2654932903
1,1,19,1,6.415307022795756,49.197594924635474,7,0.5763182859564212,95.07018932332568,0.2429269430801776,4.367048246881823,17.9767966101664,0.8262209354924102,0.9999999999999843,1.0000002556516656,0.9999999999999964,0.1,0.0725,1.3793103448275863,0.2774999999999999,0.03375,8.222222222222221,0.40875,0.04375,9.342857142857143,1.5649175548013428e-05,1.877555631274668e-05,2.733726662633558e-05,0.0001359908497107,0.0001676272926985,0.0001987053400072,0.0002909639710033,0.0011838725458368,-0.6966932795440935,-0.696691101381539,-0.696685136402155,-0.6966094369963886,-0.0642408765275176,-0.0642388797117969,-0.0642329519428187,-0.0641755810963927,0.5893866026081233,0.641641641641642,1.3681576279674705e-05,-2.1771771771771773,0.4686716791979949,0.9622610666674484,0.9484638987000406,0.9917608512587028,0.1410466043529579,-0.1148141692544271,0.0006844205,0.0102696596,0.0045164345,1.0651555257,-0.3531468167,0.0050761997,-0.0017322354,471.2541314272,8.6665652696,2.8422844052
1,2,0,1,6.173610036066735,43.59813159699981,8,0.8410614068563169,460.93524256746673,1.9281532082652444,5.179917741551798,2.6864658468774687,0.9394647148232464,0.9999999999999952,1.0000001016696194,0.999999999999999,0.10375,0.08625,1.202898550724638,0.26125,0.03875,6.741935483870967,0.3475,0.04625,7.513513513513514,9.017389066917132e-06,1.0583987655290087e-05,1.4424701023500896e-05,5.7630494190881e-05,8.796035352186162e-05,0.0001024990921176,0.00013834360697,0.0005115012865154,-1.1055659909586102,-1.105564258964871,-1.1055600127645009,-1.1055122454782262,-0.1107992024037455,-0.110797591381399,-0.1107936194883737,-0.1107522702780181,0.5884349954507999,0.9059059059059056,1.2362095437367693e-05,-2.661661661661662,0.4899749373433584,0.9253980088930428,0.9266076563681878,0.9862086947647544,0.1341299304368371,-0.0867793875700414,0.0004284004,0.0132689231,0.0058533118,1.6490855437,-0.4827342643,0.0093910501,-0.0025931443,479.4864706211,7.0174063252,2.3545858398
1,2,1,1,6.701037440033707,54.08787610538403,9,0.8293334908106895,448.57986114499016,1.852963675479241,4.645590503382164,2.507113639008953,0.9216826272257548,0.9999999999999932,1.000000419796077,0.9999999999999974,0.11625,0.0612499999999999,1.8979591836734695,0.27625,0.04,6.90625,0.4025,0.0425,9.470588235294118,1.7030153332889366e-05,1.992678226255577e-05,2.9101210315115192e-05,0.0001325139138578,0.0001218390818923,0.0001411595711773,0.0002001621275144,0.0009104462355273,-0.9915033136836244,-0.9915004416175304,-0.991491344986798,-0.9913888092023584,-0.1370763610103524,-0.1370737123052725,-0.1370656234640225,-0.136968248439129,0.5392315071385132,0.7517517517517519,0.0001039960913954,-2.0450450450450446,0.4724310776942356,0.9400214103630607,0.9432285929754044,0.990153511803332,0.1234291952413385,-0.0941762015118155,0.0008665648,0.0125527089,0.0055411816,1.138540306,-0.087118567,0.0060052374,-0.00040378,453.3834037052,9.7542030289,3.2491498712
1,2,2,1,5.6591461959797975,39.12140590366663,6,0.8726820291667474,456.1797833733538,2.7174443310283456,6.37513244461702,2.3460029601432604,0.9234639315293156,0.9999999999999942,1.0000001745761444,0.9999999999999974,0.1025,0.06375,1.607843137254902,0.26625,0.03125,8.52,0.38125,0.0425,8.970588235294116,3.000011676966301e-05,4.4306524729278826e-05,6.738272315432017e-05,0.0003417654254686,0.0001891709985366,0.0002921988608401,0.0004385767132208,0.0017470158998982,-1.168532883243503,-1.1685161652338183,-1.1684891991281523,-1.1681685642988224,-0.1752086944844127,-0.1751906396917199,-0.1751649881667782,-0.1749356948694262,0.5575557535654178,0.94994994994995,6.588989550799956e-05,-2.0450450450450446,0.4962406015037593,0.9601922717003644,0.9487991812925102,0.9930775506046828,0.1469863795097156,-0.100027624837368,0.0023374782,0.0119694822,0.0052494031,1.0788636592,0.1855031014,0.0045641012,0.0010369566,416.2051767351,8.2639041126,2.7288580666
1,2,3,1,7.928204949605742,79.79636488249439,7,0.7203841140840128,454.1339903287908,0.9241234263236782,6.667050405413814,7.21445882173606,0.9445096449146454,0.9999999999999954,1.0000002967440955,0.9999999999999988,0.1075,0.07875,1.3650793650793651,0.25625,0.04375,5.857142857142857,0.37875,0.04375,8.657142857142858,9.899196245369408e-06,9.899196245369408e-06,1.7329512300527998e-05,6.887806481710317e-05,9.712121761555076e-05,9.712121761555076e-05,0.0001630847771428,0.0006400150405995,-1.1072628130388142,-1.1072628130388142,-1.107254585644713,-1.1071975072844151,-0.1137165343412427,-0.1137165343412427,-0.1137090324652691,-0.1136547923407194,0.6002783469865326,0.7957957957957954,3.2397426295281954e-05,-2.4854854854854853,0.5025062656641605,0.9496627011726396,0.9229468159779084,0.9856393230971376,0.147010214661229,-0.0969413247117856,0.00051554,0.0120097353,0.0052928026,1.3911127438,-0.4566412935,0.0076733973,-0.0021613796,476.1667558768,8.875614976,2.8682360097
1,2,4,1,6.0974405155813685,42.870758317861686,7,0.8645459753164626,459.7514323583481,0.7424280036705054,5.184064566854391,6.982582204907123,0.9533492463933312,0.9999999999999936,1.000000276073963,0.9999999999999984,0.1037499999999999,0.09375,1.1066666666666665,0.28375,0.05,5.675,0.40125,0.03875,10.35483870967742,8.353151287491774e-06,1.1883718610637062e-05,1.6880080588539813e-05,5.429187647792811e-05,8.72816934403332e-05,0.0001271655442479,0.0001791883037923,0.0005668494831989,-1.1206840159260123,-1.1206800592425956,-1.1206744598528164,-1.1206325327009323,-0.1034226566972477,-0.1034185314433787,-0.1034131506417325,-0.1033730541929739,0.6143729204938861,0.9279279279279278,1.2362095437367693e-05,-2.617617617617617,0.4661654135338345,0.9429087865821212,0.9315293967622876,0.9870747874398272,0.1397356241078215,-0.0733034041478833,0.0005114289,0.0141277403,0.0061866355,2.009053734,-0.6799917894,0.014540908,-0.0041846017,470.4950041233,7.3502471334,2.2766194257
1,2,5,1,7.138997572605476,63.689603547658265,8,0.8152122260541997,452.2329063586038,0.0549139845314359,6.099165691914944,111.06762228159612,0.9485866883403676,0.9999999999999966,1.000000240236202,0.9999999999999988,0.13625,0.05125,2.6585365853658547,0.2825,0.09125,3.0958904109589045,0.4525,0.03125,14.48,3.382376403775013e-05,4.203121195868519e-05,6.069962821472333e-05,0.0002725875267237,0.000378838195606,0.0004633040575458,0.000652675634444,0.0030630887697419,-1.0826044813475393,-1.0825955956270912,-1.082575384432374,-1.0823459858847826,-0.0950810333399752,-0.095072999194899,-0.095054986725871,-0.0948257152974164,0.591987999061723,0.8178178178178177,0.000526892142135,-2.617617617617617,0.518796992481203,0.9144732822254396,0.9059758072278884,0.9787169133579744,0.1394632819083245,-0.0825164151599448,0.0022574903,0.0130134143,0.0057285816,2.7385952199,-0.5580757458,0.0158262381,-0.0036195346,413.9946397634,8.6760340516,2.7569834751
