fid,iid,rep,high_level_category,ela_distr.skewness,ela_distr.kurtosis,ela_distr.number_of_peaks,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.intercept,ela_meta.lin_simple.coef.min,ela_meta.lin_simple.coef.max,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.adj_r2,ela_meta.quad_simple.cond,ela_level.mmce_lda_50,ela_level.mmce_qda_50,ela_level.lda_qda_50,disp.ratio_mean_02,disp.ratio_mean_05,disp.ratio_mean_10,disp.ratio_mean_25,disp.ratio_median_02,disp.ratio_median_05,disp.ratio_median_10,disp.ratio_median_25,disp.diff_mean_02,disp.diff_mean_05,disp.diff_mean_10,disp.diff_mean_25,disp.diff_median_02,disp.diff_median_05,disp.diff_median_10,disp.diff_median_25,ic.h_max,ic.eps_s,ic.eps_max,ic.eps_ratio,ic.m0,nbc.nn_nb.sd_ratio,nbc.nn_nb.mean_ratio,nbc.nn_nb.cor,nbc.dist_ratio.coeff_var,nbc.nb_fitness.cor,sigma,d_norm,d_mean,ps_norm,ps_mean,pc_norm,pc_mean,loglikelihood,mhl_norm,mhl_mean,std_y_last_1,mean_std_x_last_1,std_y_last_2,mean_std_x_last_2,std_y_last_4,mean_std_x_last_4,BFGS,DE,MLSL,Non-elitist,PSO,Elitist
1,1,10,0.0,0.4747237820807893,0.06747531149498517,0.0,0.4139366349597192,0.20711656063725464,1.0435917607804504e-09,5.0999226694388754e-09,0.005477291082386548,0.8370980884714722,0.9999999999999813,1.1061435926560618e-11,0.3689320388349514,0.2842105263157895,0.08444444444444443,0.0,0.2802248855545398,0.23511217721599525,0.2395923885700016,0.0,0.2749208258178982,0.18687146274697763,0.2607001711887794,0.6467436999289158,0.3416195714869126,0.30757201873697926,0.37341679721944154,0.6523928370210341,0.33854960547284096,0.2894598070899315,0.3887843069608297,0.5924443241725659,0.04010025062656644,1.730566546385851e-08,0.10129870129870122,0.38888888888888895,0.8536362663115368,0.7493423571985782,0.7918030525445425,0.43776276734788167,0.45449804620751444,0.23918725410606656,0.3411871288127091,0.3587163002386924,0.1600723041120786,0.5090987240170987,0.22406573813274933,0.4819367889360499,0.49643230839533325,0.6159267169421532,0.6361098098393791,1.663396272846972e-08,0.4139924523417005,1.7649000464734673e-08,0.4749499196660114,3.6910362383048632e-09,0.3559734721707619,1e-12,1e-12,1e-12,1e-12,0.040891394544339384,1e-12
1,1,11,0.0,0.5609301843403512,0.16054532823023054,0.5,0.6033357266048873,0.2071165618628426,9.23104140740326e-09,5.419653086978266e-09,0.00039813302448760027,0.8705448425507232,0.9999999999999942,2.014690993787198e-11,0.5242718446601943,0.26315789473684215,0.1285714285714286,0.0,0.16034631180429065,0.21152786885514063,0.13578876175906124,0.0,0.16056743118891378,0.16730748041694765,0.20710904832806787,0.6957862413491127,0.2531941302308346,0.3003969994840719,0.3081763223993433,0.7287008147378615,0.2573619122851031,0.29095991593909754,0.3682478377506087,0.36048078061719413,0.04511278195488727,1.8785076535824411e-07,0.11168831168831159,0.38888888888888895,0.8731920806255248,0.7322318647375128,0.9235779360401581,0.42761187252101374,0.4412708583385675,0.1996653085389778,0.26209665532828197,0.30073852955830516,0.33531172425597233,0.3547614999665555,0.314549103002249,0.34123010937006504,0.33994773781961474,0.7916447353074962,0.7954584710451833,1.0348956438265944e-08,0.21810999420084837,1.4884106723632327e-08,0.28406826877314373,4.859459698252751e-09,0.31841242009993787,1e-12,1e-12,1e-12,1e-12,0.03413328967861296,1e-12
1,1,12,0.0,0.5280510790660681,0.09976181311954671,0.0,0.6638055955852297,0.20711656502731193,1.1418517835337146e-09,4.3510365805014096e-09,0.004267324755387278,0.9037794249499255,0.9999999999999971,5.529631392803703e-12,0.3300970873786408,0.2526315789473685,0.08395061728395062,0.0,0.09282960473499594,0.2572926655501889,0.1676678588885709,0.0,0.0952793270288105,0.2597479033328468,0.24264191130463353,0.451264544905535,0.15776385523344466,0.2816563446133568,0.26036608053089194,0.5301708599828843,0.17301651254278166,0.328802961193568,0.3439513599548908,0.6777779527812566,0.030075187969924866,1.321117697558536e-07,0.10129870129870122,0.5555555555555556,0.8328450828081267,0.871418994978467,0.9557059277923572,0.2529752858493155,0.640324726973527,0.3227839043885593,0.26173471040504204,0.26924180062151715,0.7831729639521832,0.6317869322792563,0.7143008582705226,0.5952019270237139,0.6135786362636779,0.4190397727333198,0.44035179039975225,1.0081102453078936e-08,0.3972530560163719,1.3791427282066992e-08,0.36674499964461105,6.988437420388242e-09,0.5714312575532237,1e-12,1e-12,1e-12,1e-12,0.06995994249820582,1e-12
1,1,13,0.0,0.4365622222803923,0.046231945559260294,0.0,0.476784063631123,0.20711656235279,1.6327279520610735e-09,2.075137030203942e-09,0.0013781370954268118,0.8841837468724283,0.9999999999999707,1.739870189788233e-11,0.4757281553398059,0.45263157894736844,0.07101449275362319,0.0,0.22329135879320866,0.4074214640869707,0.2859237550847063,0.0,0.22059540047264986,0.3369158835249069,0.32282407563448257,0.5972091709860983,0.2907618501409216,0.44221239889258923,0.3976364226294382,0.6149255661247843,0.2908535563120732,0.41218325231462716,0.4285732505452037,0.5825208139756219,0.04010025062656644,1.7734480553154222e-07,0.11168831168831159,0.33333333333333337,0.8013982865205024,0.5955195368088133,0.5791176248186576,0.5398171317393924,0.3673455200148372,0.3534080813039693,0.48282518461060686,0.5397073915022039,0.42447269692420375,0.5931054129017597,0.412110232230937,0.5807678104063191,0.6277651138639357,0.2841200671458305,0.33593004110559543,7.316800017238708e-09,0.381741081771446,1.0497156849073004e-08,0.3083723060336201,2.624607393644981e-09,0.40792559129952255,1e-12,1e-12,1e-12,1e-12,0.021287262942928584,1e-12
1,1,14,0.0,0.40161990845550966,0.02929463543889979,0.0,0.33299170355420915,0.20711656218874286,1.6217153075763733e-09,2.1061612901365335e-09,0.0014103396336081714,0.6642779903131578,0.999999999999948,2.8909725497848135e-12,0.5533980582524272,0.3684210526315789,0.09999999999999998,0.0,0.2011634993535495,0.3857855304706555,0.3606343010481348,0.0,0.1985194983826666,0.36942555432734564,0.41990507295567736,0.5141473245448642,0.26239999068394676,0.41061187690150663,0.4407925403680052,0.5332618976920889,0.2628973210024339,0.430297013774496,0.4916051871348435,0.6764828004248751,0.022556390977443594,1.4455354422703175e-07,0.09870129870129862,0.5,0.8040146870828134,0.5923957541340035,0.6663042267638797,0.5465853475668926,0.3509510280686906,0.30900328061251636,0.4317362234798101,0.47504821412891696,0.5279829097266027,0.25498329757158233,0.532768828082714,0.2464518452420702,0.5275116677685698,0.4805339961199113,0.5172386557272075,6.7913300314546135e-09,0.5139555418312527,1.611853759869649e-08,0.4206006334467709,2.5046351563859905e-09,0.4668946234877971,1e-12,1e-12,1e-12,1e-12,0.13870230062142005,1e-12
1,1,15,0.0,0.43247306102281424,0.031939815000811014,0.5,0.7833368549693467,0.20711655973097645,1.6241707608929637e-09,9.894322305700715e-09,0.006639268625003424,0.9396580730415733,0.9999999999999842,3.885642160675676e-11,0.233009708737864,0.22105263157894725,0.06666666666666667,0.0,0.2125910147027293,0.21111340281091306,0.16090377828737662,0.0,0.2099116342520687,0.17952752432079144,0.15382875570947085,0.8681076339883556,0.3136540398849823,0.34316684096529476,0.3781480823804406,0.8761849545380636,0.31183919620192124,0.3350686813390166,0.3731946234754622,0.5105958610840753,0.050125313283208,1.4455354422703175e-07,0.1090909090909091,0.38888888888888895,0.8613208618000198,0.7844227575951495,0.9313862164238367,0.40948880672495847,0.4145092190267555,0.07410013003361826,0.19018116112429206,0.21887054537201323,0.2804125082281681,0.42721934214331314,0.27883557690860933,0.42148692000029325,0.6298928107045467,0.7355923290839625,0.8062792151022644,1.1663872562865862e-08,0.05057081727057372,2.6780722645516345e-08,0.10698604139666834,5.1887985222848426e-09,0.15145771856009427,1e-12,1e-12,1e-12,1e-12,0.04825317569633055,1e-12
1,1,16,0.0,0.7248910420442314,0.45209387646638377,0.5,0.6259450529685908,0.2071165623660681,4.177201895280752e-09,6.412587620620848e-09,0.001494715736335095,0.8982277078500671,0.9999999999999947,7.344348321506027e-12,0.3689320388349514,0.3157894736842106,0.07676767676767676,0.0,0.13321747777974702,0.08604476947121226,0.24834018673969332,0.0,0.13526051553757842,0.08032617193590103,0.2946848721936268,0.6664410915395085,0.22765892385536635,0.1909670774562618,0.38519208947235684,0.7187413234977522,0.23651992608507194,0.2175050462156055,0.42999241108300756,0.6454233661466862,0.030075187969924866,8.527719767453175e-08,0.09870129870129862,0.5,0.8545782577074835,0.8087576174458508,0.9398507353279317,0.3765955079631913,0.6681290125635276,0.2372814980439274,0.30056301423243426,0.3192355988964204,0.39522907276280517,0.3995158562752482,0.3959755690701707,0.39066824650478194,0.5120624948699268,0.6015381257623211,0.6754736277030455,8.564240292777962e-09,0.3096815445485909,9.915624103944287e-09,0.32147794885419967,4.97042608343363e-09,0.34730536246475396,1e-12,1e-12,1e-12,1e-12,0.07968526978794536,1e-12
1,1,17,0.0,0.44919434332479496,0.063952095656594,0.0,0.383760532578614,0.20711656547791069,3.3091313204565104e-09,3.089750204457904e-09,0.0008667395618308436,0.7782377242562643,0.9999999999999465,5.815826742720451e-12,0.42718446601941745,0.46315789473684227,0.06241134751773048,0.0,0.19854666896218623,0.18675430552714467,0.3568115823512517,0.0,0.19116022903330993,0.14371370621342838,0.38724540535487195,0.2745233419564028,0.23042555695811376,0.1699076389618781,0.3894828686680137,0.25867140090629914,0.22254574125127513,0.1535035743093136,0.41486383687349326,0.7759864242195642,0.050125313283208,1.9890319497159855e-07,0.12207792207792206,0.7222222222222222,0.7222994213478918,0.6697911176223013,0.615408044757471,0.42861527874344285,0.30165492830624574,0.45645558699817046,0.5488166052323784,0.5623092998362789,0.7689417019395896,0.587839829141716,0.821852058109197,0.5750886090304572,0.2402007968547557,0.5631596619550117,0.6080566847086362,1.9712754999974742e-08,0.5268641605477624,2.9537379658131865e-08,0.5745674723219734,4.034886083302277e-09,0.7004253870440327,1e-12,1e-12,1e-12,1e-12,0.2850477569340394,1e-12
1,1,18,0.0,0.5896052192070435,0.2566432361246538,0.5,0.7665055104840128,0.20711656060855774,1.4077946403999322e-08,8.43948256703684e-09,0.0003943167512790876,0.8380703391276252,0.9999999999999944,5.098927166992742e-12,0.3980582524271845,0.3157894736842106,0.08282828282828283,0.0,0.288052657966058,0.29186161639982966,0.32437138387120673,0.0,0.2806803771462567,0.2991129038134751,0.34705913993488813,0.48980246717850795,0.3354623568494518,0.32167569645952776,0.40507929537584314,0.4887903487876948,0.33057327659391117,0.3582437520372448,0.42230947465939855,0.6316250496947753,0.0476190476190477,1.5335385946107124e-07,0.13246753246753246,0.38888888888888895,0.7796128191899531,0.6860041829223418,0.8196814400519719,0.4209719482778692,0.40623110978036525,0.26419868359898424,0.24120450871236798,0.2657852135185794,0.3316933149686946,0.47469332088616656,0.3067236305013912,0.455110837393452,0.2961299396054651,0.7646462156115361,0.8231477752306728,1.1546776105256857e-08,0.29824882152879745,3.397221807156733e-08,0.47508047190237157,7.01431265362464e-09,0.5201659761918256,1e-12,1e-12,1e-12,1e-12,0.12169704659138626,1e-12
1,1,19,0.0,0.4801831414906645,0.06975749328704157,0.0,0.6221062271151329,0.20711656004910933,9.543637992432068e-10,4.243412773614766e-09,0.005037253306256317,0.9156734040908346,0.9999999999999789,1.644966515703273e-11,0.2815533980582525,0.30526315789473685,0.06041666666666667,0.0,0.21585503935317749,0.2363201809681461,0.18343148235338697,0.0,0.2164936820978301,0.2459490414405252,0.20428316304186322,0.7553090939135882,0.30288382667842073,0.334295752892593,0.36093266178346994,0.7873612324079109,0.30653896693899096,0.36622529394622344,0.3821594589684238,0.6068307901003751,0.035087719298245584,1.7734480553154222e-07,0.11948051948051944,0.2777777777777778,0.8247741007158841,0.8490534867834123,0.91820443687333,0.24501824480918796,0.4569675209653643,0.2657799271310598,0.42167176434384723,0.47166647549984564,0.4251541522373635,0.4369099304888177,0.4111715357413579,0.4317920674378919,0.4411621854801211,0.5853585458437705,0.6508874749875551,3.3880641526023665e-09,0.22010852853360935,1.6680958187822163e-08,0.25999800880629675,3.5305435703815136e-09,0.2406710058434367,1e-12,1e-12,1e-12,1e-12,0.07889742107536257,1e-12
1,2,0,0.0,0.4509083842211512,0.03813976700613006,0.5,0.7818158582680668,0.20711673408640163,1.514306520428227e-08,8.065674801969841e-09,0.00031891612105048694,0.9257372372760635,0.9999999999999925,1.8429153975172818e-11,0.22330097087378636,0.3157894736842106,0.04646464646464646,0.0,0.372269922625189,0.3894844388201129,0.35831974153617746,0.0,0.36709504550639704,0.3460710059979181,0.4092133166885872,0.18608977675805516,0.3980744127633963,0.3623475473233912,0.3732394663068362,0.212998764612653,0.3985575569289687,0.36416464816015254,0.42831786172986575,0.4539312983247512,0.057644110275689164,1.1699488999282835e-07,0.10649350649350647,0.5,0.6522793930030969,0.4942466576522513,0.7422832244026307,0.5117233893036677,0.6405264348006193,0.6553196561227667,0.7821121770204629,0.8344534964886576,0.8687172550596616,0.13149978716519212,0.8696330116128715,0.14527090243363489,0.17938556007681639,0.3137646514389544,0.3601475683556601,1.6310712054905983e-08,0.7138599302737041,3.99474179096945e-08,0.762115081939569,1.0644701047538815e-08,0.8305352971688258,1e-12,1e-12,1e-12,1e-12,0.13636944988805802,1e-12
1,2,1,0.0,0.49841587297375967,0.07454440444395707,0.0,0.8324820917010908,0.2071167308595908,4.100672157653227e-09,7.2960008077642025e-09,0.001763420255999675,0.9623648304369556,0.9999999999999944,2.8992088244028658e-11,0.1553398058252427,0.22105263157894725,0.044444444444444446,0.0,0.2470411948149194,0.26231286892104855,0.339600365422483,0.0,0.24740803832831856,0.26875276510296947,0.3927062666951334,0.6038146413663872,0.3109223052893503,0.32039013468762806,0.441891487404811,0.6408040000304129,0.3153570424146204,0.3572730063281563,0.48823357640308473,0.5825208139756219,0.04010025062656644,1.6735829616287729e-07,0.11428571428571421,0.33333333333333337,0.6757427717460994,0.628540814294333,0.8318041084045373,0.4158771553830025,0.6273406329557811,0.4139462536700699,0.5203150094462292,0.5687924780499674,0.5232435848404658,0.36444514883402224,0.4952627953454973,0.3600348047996236,0.6511508359668636,0.153863810867225,0.20210287905245106,3.328549440494745e-08,0.43433074253507525,3.105129313021401e-08,0.3455434121453922,7.90307085213503e-09,0.38948836440405765,1e-12,1e-12,1e-12,1e-12,0.009633241077580517,1e-12
1,2,2,0.0,0.5061464118981709,0.15544367008539844,0.5,0.7931960786932195,0.2071167309531819,2.0486190260424564e-08,8.003633483654333e-09,0.00015572493168271951,0.9571510476981434,0.9999999999999845,9.146738901499255e-12,0.34951456310679613,0.35789473684210527,0.06486486486486485,0.0,0.24712270641321235,0.3521249680909572,0.4424538944236431,0.0,0.24504684982269684,0.29928745531085144,0.4246102605379949,0.4062841676581792,0.2913240292510893,0.3614995903415575,0.4923452484140704,0.43621132838180876,0.29388084185332586,0.34971416162734104,0.47975670290178385,0.377230429701777,0.060150375939849676,2.709019939673557e-07,0.1298701298701298,0.2777777777777778,0.8361845265858042,0.6208789713849874,0.8290132773103447,0.5032307654551019,0.537726193493533,0.42777601910212193,0.43435704630000416,0.4697423120938491,0.44890599131234776,0.26698048809890074,0.427484890122843,0.2741481922579346,0.5095325854089261,0.37193162858155204,0.4302635034450566,3.162577635480932e-08,0.5995149950836314,3.358186784219329e-08,0.54152574586842,8.133184968749535e-09,0.6130158209430827,1e-12,1e-12,1e-12,1e-12,0.19957640342026844,1e-12
