fid,iid,rep,high_level_category,ela_distr.skewness,ela_distr.kurtosis,ela_distr.number_of_peaks,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.intercept,ela_meta.lin_simple.coef.min,ela_meta.lin_simple.coef.max,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.adj_r2,ela_meta.quad_simple.cond,ela_level.mmce_lda_25,ela_level.mmce_qda_25,ela_level.lda_qda_25,ela_level.mmce_lda_50,ela_level.mmce_qda_50,ela_level.lda_qda_50,disp.ratio_mean_02,disp.ratio_mean_05,disp.ratio_mean_10,disp.ratio_mean_25,disp.ratio_median_02,disp.ratio_median_05,disp.ratio_median_10,disp.ratio_median_25,disp.diff_mean_02,disp.diff_mean_05,disp.diff_mean_10,disp.diff_mean_25,disp.diff_median_02,disp.diff_median_05,disp.diff_median_10,disp.diff_median_25,ic.h_max,ic.eps_s,ic.eps_max,ic.eps_ratio,ic.m0,nbc.nn_nb.sd_ratio,nbc.nn_nb.mean_ratio,nbc.nn_nb.cor,nbc.dist_ratio.coeff_var,nbc.nb_fitness.cor,BFGS,DE,Elitist,MLSL,Non-elitist,PSO,pred_t1,pred_t2,pred_t3,switch
1,1,10,1,0.4142640201810268,0.0642907486831216,0.0,0.4157687498325001,0.1003094839220688,4.226044832331221e-09,5.5725771167678755e-09,0.0002226870550795,0.6596147169854277,0.9999999999999832,3.2008091245842515e-12,0.8373983739837401,0.209090909090909,0.2691304056917279,0.4444444444444445,0.1464646464646465,0.1606061944947642,0.1919237302650836,0.2290562757871203,0.3172068833711483,0.2312440001523819,0.1944465607016303,0.1983790488886501,0.3271535651480955,0.2491643171337288,0.3091953082226473,0.3944069205761154,0.4810666289104664,0.4220839212015145,0.3185314960010832,0.3156646956954858,0.477877514224121,0.4492987125517488,0.4986109014930913,0.0357142857142857,1.269554217815492e-07,0.0658682634730539,0.2499999999999999,0.8923824727081864,0.9159270089930952,0.9731282812650284,0.1320797696168215,0.5208928534294138,-4.350847808697413,-4.823500302930026,-4.846894608978443,-4.859194142086095,-4.583093190188668,-1.6232031512838727,-11.42841745803309,-11.965166097274542,-11.92687569164066,False
1,1,11,1,0.5137955716114883,0.1589755284085063,0.3333333333333333,0.5001352188663077,0.1003094860713702,1.1338164403994476e-08,4.482151372510674e-09,4.934099503931719e-05,0.7416560173014306,0.9999999999999902,2.3071465765146008e-12,0.7967479674796749,0.1863636363636363,0.2854851545005338,0.4088888888888889,0.3383838383838385,0.0659793968237391,0.1628634837166394,0.2043221654735136,0.2911677699197724,0.2248346232577528,0.1664143226444139,0.163364701031197,0.293034454134729,0.2670721343618672,0.279080058640867,0.3618330470235237,0.4448939553652949,0.3975851477487512,0.2920951738828174,0.2839443458416303,0.4398291708534635,0.4470417950670972,0.6558332312262019,0.0408163265306122,1.5658422287807533e-07,0.0868263473053891,0.3928571428571429,0.8973646489488922,0.8635421620119628,0.94523373270162,0.1758639371588305,0.5645550542158064,-4.383254019298065,-4.875106771789558,-4.823377949912459,-4.9295005429339,-4.923580258015394,-1.6245484144021105,-11.598307593223824,-11.858172269864182,-12.0,False
1,1,12,1,0.4883668780686261,0.1132854382172925,0.6666666666666667,0.5937311322385052,0.1003094901014231,2.7848722804320407e-10,4.687834391373081e-09,0.0031631090499844,0.799318691334899,0.9999999999999952,1.2364052093754392e-12,0.6504065040650407,0.2363636363636363,0.1877005828775957,0.6844444444444445,0.3282828282828284,0.1228029867892016,0.1506325078590691,0.200961752304122,0.3052953892363031,0.252004225306364,0.1576133264577013,0.1613594716625459,0.3291475134873449,0.2891191936128517,0.2414433080975286,0.3194526838624694,0.4085130621085636,0.367572124551016,0.265199819295889,0.2610252595563028,0.4340672164272361,0.4279480170832562,0.7870583801581381,0.0280612244897959,1.76063474583255e-07,0.0688622754491017,0.5714285714285713,0.8997609893614134,0.9228100393667766,0.9722231201112378,0.1024990702094957,0.6258946084193681,-4.154714443734145,-5.09639389912957,-4.910172835135708,-4.750149016601927,-4.8232309300248914,-1.630125091357042,-11.644145956354192,-11.838150344763411,-11.834811377549876,False
1,1,13,1,0.3632838093685963,0.0392148780511168,0.0,0.4708728580754299,0.1003094851637982,3.387498859147772e-09,4.143486920721188e-09,0.000209475678076,0.7957500651212198,0.9999999999999744,3.6353759121142498e-12,0.4552845528455286,0.1636363636363635,0.190282897734333,0.5333333333333334,0.4191919191919193,0.0715507710931179,0.1778171779849264,0.25071699836179,0.3747906741739265,0.3548340089707611,0.1792660242061989,0.1828915011494842,0.3288722608368036,0.3795441944915382,0.2895690367973353,0.3963301080826363,0.505417039005357,0.4934641480140559,0.2981909255944941,0.2946635755027906,0.4617461271980212,0.5234943576193152,0.7658789232667258,0.0357142857142857,1.7107021989252445e-07,0.0718562874251496,0.3928571428571429,0.9417936610230226,0.825225073961624,0.7996754033977064,0.2396527109438699,0.434940131282581,-3.9211561502166297,-4.466826278333761,-4.020172223745339,-4.525270338533447,-4.788591732307401,-1.604940039422102,-11.57979268699677,-11.826281932554345,-11.688562760831196,False
1,1,14,1,0.3258816865715532,0.0174298305555767,0.0,0.4130510621321946,0.1003094861154902,5.338279529481361e-09,3.282689741111242e-09,9.466686965198388e-05,0.5901315200944008,0.9999999999999653,1.573437535386875e-12,0.7398373983739837,0.1363636363636363,0.3520182983795625,0.3777777777777778,0.1616161616161615,0.1243127923196848,0.1935985717298169,0.2670976011871285,0.300992952683778,0.2727724957553642,0.1937116339800933,0.2125266588091623,0.3085841865768073,0.2512574087405603,0.2865149339803027,0.3895824492564425,0.4253844267979652,0.4057189128251836,0.293379816655366,0.3009472917892894,0.4194292181375147,0.4004073013879743,0.8269653411141522,0.0178571428571428,1.976218640509343e-07,0.0868263473053891,0.4642857142857143,0.8291815477153408,0.6779772623166265,0.7754473344561642,0.3910042086502319,0.2974174019249556,-3.7301019993793534,-4.331394601830117,-4.844867011157689,-4.6941311797758125,-4.2477893953664525,-1.502247167195822,-11.602487434266534,-11.858172269864182,-11.780627074921975,False
1,1,15,1,0.3940033235643902,0.0402945055597261,0.3333333333333333,0.7243829655938784,0.1003094852063231,5.6461274762844233e-11,9.038352200014998e-09,0.0282205968273267,0.9242379014259078,0.999999999999988,5.491386901476073e-12,0.4878048780487805,0.2272727272727271,0.1481588866338068,0.2133333333333333,0.2070707070707071,0.051412868421349,0.0915612167905544,0.1572274747731567,0.2621276746518264,0.2711849554250181,0.0928379887225209,0.1269829560892165,0.2494201704304657,0.2945899508871832,0.2448847475951048,0.3473981246603692,0.4475956360563471,0.4544593118672689,0.2551255947730063,0.2712925859711448,0.4276401528968807,0.4846194437607481,0.7630313724613378,0.0459183673469387,1.9209564923717619e-07,0.1047904191616766,0.3928571428571429,0.8664765448755296,0.892210375797684,0.9594787900315151,0.1924588366499272,0.5643493277115081,-5.179957385720076,-5.171892046061492,-5.660905623812185,-5.665029984380412,-5.542438789439512,-1.5891918840873454,-12.0,-11.965166097274542,-12.0,False
1,1,16,1,0.6112890577852027,0.327025286681025,0.6666666666666667,0.6015857201346665,0.1003094858656748,5.7138041071067805e-09,6.3662699940538574e-09,0.0001824856473251,0.8196833494117356,0.9999999999999902,2.0671324589929045e-13,0.8048780487804877,0.1181818181818181,0.430740794433169,0.3333333333333335,0.0505050505050504,0.2469844916714532,0.1064740882443235,0.1656732399581016,0.2120405704925491,0.1537146535909969,0.1077125143334638,0.1308162461297219,0.2052682700301769,0.1394673905417985,0.2509793308183639,0.3483386526433145,0.4070979533819162,0.3660864541479057,0.2606385023468131,0.2698152284928615,0.3898827874686407,0.3719388644100246,0.658611428240018,0.0306122448979591,7.856149353057331e-08,0.0209580838323353,0.6071428571428571,0.8744299840658112,0.9185518680466284,0.969536624063097,0.1712184676936015,0.6219979228803397,-4.873785562766851,-5.015193189210026,-5.036200603898419,-4.625617802568912,-5.4510505890270124,-1.841005017700974,-11.528908244892072,-11.82794325498064,-11.62345066757672,False
1,1,17,1,0.3689855850314373,0.0418242024333557,0.3333333333333333,0.5729002355382595,0.1003094896482953,1.0379179568824786e-08,5.443130866357438e-09,7.278220170383405e-05,0.7985337720920651,0.9999999999999684,7.468175993526234e-15,0.4390243902439024,0.0954545454545454,0.2949862010459285,0.3822222222222222,0.1313131313131313,0.1497383368434488,0.1796625554087109,0.1997516273763801,0.3440063516455374,0.2839709757249191,0.1765938732748644,0.18016530862475,0.343917225934658,0.2728460210597047,0.2429446192202005,0.2857472412101452,0.4049506196473847,0.3556984410013505,0.2446152827012717,0.2393480905723873,0.3905155724453993,0.3511344680663189,0.5957456102497589,0.0382653061224489,1.269554217815492e-07,0.0568862275449101,0.5357142857142857,0.9206631198499882,0.7501909251622836,0.7965464336256217,0.4105445686776073,0.4635371215075603,-4.349648395902213,-4.931246606149731,-5.124555189220486,-4.774075577800781,-5.179385057625651,-1.7161540681986376,-11.68835537096145,-11.872984247488873,-11.761687069190536,False
1,1,18,1,0.4907981302108207,0.1672242510666818,0.3333333333333333,0.6518130818092258,0.1003094883677075,1.3230177412534716e-08,6.6608146736702486e-09,6.773014695218221e-05,0.754696607448826,0.9999999999999928,1.1618413632026982e-12,0.821138211382114,0.2772727272727272,0.2014600814425986,0.3333333333333333,0.2575757575757576,0.0693967100121467,0.2228465236906665,0.2815127273446288,0.3624966748938501,0.2882700118114287,0.223676235246271,0.2281998645130942,0.3634403337530419,0.3065730511359749,0.2898521831338052,0.3742213508571636,0.4387062054604735,0.3790795411277791,0.2987715216937341,0.2952630261681268,0.4327036752386123,0.408823709821195,0.5946774595872035,0.0433673469387755,2.2791549938780866e-07,0.0808383233532934,0.3571428571428571,0.8421407047774019,0.8321596710625077,0.909521171366788,0.2365480723318653,0.6227834021062619,-4.045998156911542,-4.85989402654581,-5.343938442694911,-4.986108470911914,-5.083650118409213,-1.5752209714302865,-11.732701855423132,-12.0,-12.0,False
1,1,19,1,0.4180480129980106,0.0650980768456888,0.0,0.5401115667421266,0.1003094843047835,7.050929779017279e-10,4.043437645341176e-09,0.0010787805761218,0.8306896643616208,0.9999999999999744,9.336732538641705e-13,0.7154471544715446,0.1636363636363635,0.2901324055281724,0.3644444444444444,0.2777777777777778,0.0711792515353687,0.0391469111676054,0.2142301646672863,0.3162789402835867,0.2349035201363067,0.0392559873448274,0.2207178498225192,0.3428919740944606,0.2418899577132486,0.1960456394581964,0.373414297179735,0.4680526361179817,0.4106347775041974,0.2040110774721615,0.3226669769197686,0.4749829276431123,0.4272026340923587,0.8422018920120775,0.0306122448979591,8.399586660827496e-08,0.0628742514970059,0.3928571428571429,0.911171289514894,0.8444857888042101,0.919749139825214,0.2142171105343455,0.4867282697724397,-4.445198853744876,-5.300385297345207,-4.925918837577758,-4.660890429129315,-5.077289256619638,-1.705332854222084,-11.709191880752083,-11.676310919359173,-11.761687069190534,False
1,2,0,1,0.3977309520086465,0.0438618468285705,0.3333333333333333,0.7856802366191394,0.1003096891767881,1.839597710429463e-08,6.097227868895117e-09,3.5833275308793064e-05,0.9175391142692406,0.9999999999999942,1.2192183027059933e-12,0.4065040650406505,0.1454545454545453,0.1912682547191406,0.2666666666666666,0.3535353535353536,0.0364373923032739,0.1865235460731777,0.2220042107675492,0.257056359768459,0.2567030961871975,0.1863429405490584,0.1901115410827965,0.2813750056799759,0.2920805214395215,0.2218126895948726,0.266370062473376,0.2737056627562425,0.2787777547470679,0.2313309800766649,0.2256323869063224,0.2903473133808055,0.3288430041265122,0.6358450738524086,0.0535714285714284,3.094559175584393e-07,0.0898203592814371,0.3928571428571429,0.7575917406377228,0.6539876956597599,0.7985252124136589,0.373134846810436,0.6351321644484791,-4.222132573423588,-4.839156275191831,-5.052931965223429,-5.183942305955552,-5.310407811795297,-2.5661651956772853,-12.0,-11.877836102815614,-12.0,False
1,2,1,1,0.4402946752362107,0.0755274964266564,0.0,0.7874256534648609,0.1003096822665128,1.9984410726003083e-08,5.906126329241269e-09,2.9181547702916343e-05,0.9227468904455064,0.9999999999999928,5.301024918503983e-12,0.2682926829268293,0.1272727272727272,0.1500861289717394,0.1955555555555556,0.1666666666666667,0.0580393518827725,0.1988828894464691,0.2835178351273775,0.3805999105217262,0.3894722868589888,0.2030652478444211,0.2071720404020317,0.4000886580929405,0.4324261200377511,0.2803904703349519,0.3895579530342276,0.4709727368801495,0.4828380061662355,0.2950185240554477,0.2913881518205017,0.4849727665213697,0.5347175781829827,0.7390581598280288,0.0408163265306122,2.2791549938780866e-07,0.0868263473053891,0.6071428571428571,0.7638713836364099,0.7045993670093589,0.8014679173789133,0.3532839217980852,0.7154538478823343,-4.321208100555318,-4.564173176435939,-4.913656119405625,-4.656513472883086,-5.279195283626086,-2.043479906439817,-12.0,-11.743813226729513,-12.0,False
1,2,2,1,0.3893418085646274,0.066460747692539,0.3333333333333333,0.806416502775586,0.1003096869589424,3.8141204703275815e-08,9.17215168698108e-09,1.7878436234770367e-05,0.9174685190504938,0.9999999999999912,1.809409289811755e-12,0.3252032520325202,0.1727272727272726,0.1332665594770552,0.2533333333333333,0.0808080808080807,0.1402818892767197,0.3065769537811283,0.3275440473992907,0.4485565645505158,0.355284709188199,0.3091551727698167,0.3154075284838315,0.4634838892613886,0.3804707385915823,0.3524590022376803,0.4016788423857323,0.4966651137347913,0.4185969047904974,0.3629981936714808,0.3615754269916816,0.508886581889089,0.4568893508865511,0.6349553737809919,0.0510204081632653,2.7711200980659e-07,0.1167664670658682,0.2499999999999999,0.8978874639147696,0.7392038482330179,0.8469012131711654,0.3325258727946813,0.5823511797704215,-4.28668133243942,-4.126202761215817,-4.565064101026954,-4.4631892429954325,-4.4579737498607015,-1.9604727222323428,-12.0,-11.65563070645619,-12.0,False
1,2,3,1,0.4946963622641105,0.1283775659084692,0.6666666666666667,0.7721678848156707,0.1003096871396247,4.6814002619899715e-09,6.002163375073761e-09,0.0002147464989427,0.9486110699933696,0.9999999999999972,2.1120116984100048e-12,0.4471544715447156,0.1409090909090908,0.214570615846348,0.2711111111111112,0.3333333333333333,0.0401312010641192,0.1495847096298962,0.2404730711268854,0.33035225653303,0.2000750649044453,0.1576672548715958,0.2029241317624532,0.3384863132016217,0.2966150876750626,0.1932816453187987,0.293887238340344,0.3569244329003002,0.235001302417518,0.2253262476662959,0.2569645127479903,0.3811999782744382,0.3683070501658783,0.534589838610761,0.0765306122448979,1.3083043874960776e-07,0.0658682634730539,0.2499999999999999,0.9587444764823748,0.6855132240036239,0.8868473538185556,0.7151894066673112,0.7783878822564445,-4.768547632257177,-4.751588272955507,-4.812545732640314,-4.412022096862931,-5.60833522171339,-2.121926318507652,-11.783339905499018,-11.57930171121341,-12.0,False
1,2,4,1,0.3907714301764248,0.0459387203430446,0.0,0.8466534908265447,0.100309688760538,1.37989920135893e-08,8.268285254749925e-09,8.452651492188563e-05,0.9355228242244564,0.9999999999999896,2.2235877706846445e-12,0.3577235772357724,0.1863636363636363,0.1349142212050363,0.2222222222222222,0.1464646464646465,0.075921589419579,0.1813193410445474,0.1818685663262457,0.3178058191502452,0.282106043553944,0.1837012484463503,0.1254687246348622,0.3304319375681623,0.3077568482654222,0.2427066304280366,0.266676021218855,0.3786647180745662,0.3509858591539044,0.256499709265961,0.1982041644339176,0.3874093467115517,0.3930190851280135,0.5357934604987815,0.0612244897959184,4.062360176451891e-07,0.0958083832335329,0.2857142857142855,0.9407549299409468,0.6889226087767257,0.8081724234365729,0.4594884382734334,0.7603245762232165,-4.272529042192077,-4.621246600410892,-5.088123615266726,-4.751500086433744,-5.467050950444064,-1.957883493643111,-11.779530708742527,-11.406492268982772,-12.0,False
1,2,5,1,0.4596741407551588,0.10108647501497,0.3333333333333333,0.811973305263148,0.1003096848045894,3.007749676402141e-09,8.624764909232352e-09,0.0005035571720833,0.9671860220309576,0.9999999999999988,4.0218355311675766e-12,0.2764227642276422,0.2181818181818182,0.0911267893001729,0.2444444444444445,0.1616161616161615,0.0771313694920817,0.1837699124598776,0.2929861705569319,0.3593808920967791,0.2463980860525104,0.1883163755467555,0.2252643367817435,0.3569106586427565,0.26366754589754,0.2381620854045448,0.3613039280391392,0.405318255474586,0.3053210830480262,0.2569967072843136,0.2811272408582267,0.4062165302707408,0.3469479691407363,0.6950429947574353,0.0433673469387755,2.4788741855537746e-07,0.092814371257485,0.3928571428571429,0.8006688136625142,0.5433087142368809,0.739125993522051,0.6402000810522337,0.7992898833524958,-4.073923516586448,-4.9427599189189415,-5.095724061847739,-4.9589926498644505,-5.324607094202606,-2.3781179643818007,-12.0,-12.0,-11.967931976989098,False
