602 5.5137660774 1.0000000000 1.0000000000 0.9324375482 40.0000000000 5.8915297280 0.9300811462 5.6752819884 -0.0506479609 5.0072607089 -0.0201169499 32.2088256473 -744.2915610813 24.5208016416 6.2787826568 2.802801 -0.706730 -4.481300 0.027130 -3.123317 1.001509 2.674660 0.706692 0.150383 3.589962 -4.683992 0.941901 -2.071410 -4.089719 3.068944 0.746261 -0.680943 -0.874032 -0.402050 -2.355781 0.414288 1.198801 -0.128366 -2.211472 -0.649659 1.468673 2.611733 2.706768 -0.696451 -1.393439 -4.182846 -2.763185 2.749763 1.832956 0.471017 3.017794 -4.387404 1.452561 1.181886 0.057630
1005 14.5962970893 1.0000000000 1.0000000000 0.7292965815 67.0000000000 5.6419938839 0.8895110532 6.4824636265 -0.0614274640 5.9613120237 -0.0546767661 42.0223346692 -583.1750686101 25.5898315601 6.5484503568 0.246136 -1.928756 -2.976596 2.356766 -0.300132 2.708888 0.501517 2.006599 -0.628223 0.233836 -2.749489 0.971156 -0.899536 -3.101945 3.632337 0.885184 -1.121806 2.914374 -1.462974 -0.565901 -1.519416 1.100290 2.379414 -4.899408 -0.514295 1.364756 0.920138 3.088347 -0.243477 -0.713371 -5.000000 -2.739047 2.454412 1.821282 -1.557156 4.274224 -3.368555 4.363083 2.643124 1.192552
evaluations raw_y rep iid sigma t d_norm d_mean ps_norm ps_mean pc_norm pc_mean ps_squared loglikelihood mhl_norm mhl_mean x0 x1 x2 x3 x4 x5 x6 x7 x8 x9 x10 x11 x12 x13 x14 x15 x16 x17 x18 x19 x20 x21 x22 x23 x24 x25 x26 x27 x28 x29 x30 x31 x32 x33 x34 x35 x36 x37 x38 x39
1 15.4776732721 2.0000000000 1.0000000000 0.7292965815 67.0000000000 5.6419938839 0.8895110532 6.4824636265 -0.0614274640 5.9613120237 -0.0546767661 42.0223346692 -583.1750686101 25.5898315601 6.5484503568 -0.833516 -0.112534 -4.272392 3.280542 -3.586871 -1.683495 1.005763 -2.490576 -2.115904 -1.818015 1.102908 4.584416 0.083079 -2.235851 1.078117 -1.192319 -0.038261 2.350002 -1.495742 0.018051 -1.756216 -0.312868 0.513141 -1.977558 -0.677644 -0.472368 -1.275310 -2.375225 -2.842434 -0.306990 -0.538114 4.462734 -4.869535 0.225453 0.740889 2.719268 1.003714 -1.688427 0.000020 1.084705
2 14.1071567040 2.0000000000 1.0000000000 0.7292965815 67.0000000000 5.6419938839 0.8895110532 6.4824636265 -0.0614274640 5.9613120237 -0.0546767661 42.0223346692 -583.1750686101 25.5898315601 6.5484503568 -0.627016 1.542023 -3.736181 3.462369 2.935356 -0.671355 1.222682 0.095941 -1.658271 0.175420 2.000732 -0.762185 -0.751339 -0.148942 0.866993 2.556758 -1.269359 1.016792 0.432232 -3.717225 -0.838633 -0.264658 -0.079140 0.652007 -4.080646 0.092511 -1.355351 -2.878878 1.048593 1.470559 -1.306501 1.684913 -0.763033 0.132978 -2.197478 3.168974 -5.000000 -0.182905 1.390239 -4.066933
4 12.5500287098 2.0000000000 1.0000000000 0.7292965815 67.0000000000 5.6419938839 0.8895110532 6.4824636265 -0.0614274640 5.9613120237 -0.0546767661 42.0223346692 -583.1750686101 25.5898315601 6.5484503568 -2.042829 0.864791 -0.647160 0.847649 1.598360 2.525227 1.503930 -1.987522 2.218287 -3.529835 -0.228843 -0.996348 -2.121598 1.183333 -0.366513 2.039709 -2.964931 1.692624 0.995880 0.253008 -2.837621 -0.503548 -3.093349 -4.165304 5.000000 1.941723 3.585186 -0.858027 1.392396 1.394833 1.203032 0.007319 -0.456495 -4.139225 1.220288 0.846994 2.235773 -0.548484 3.483624 -0.895002
6 11.6871601028 2.0000000000 1.0000000000 0.7292965815 67.0000000000 5.6419938839 0.8895110532 6.4824636265 -0.0614274640 5.9613120237 -0.0546767661 42.0223346692 -583.1750686101 25.5898315601 6.5484503568 -2.302006 -0.853045 -0.296294 3.002874 1.739196 -2.174181 1.328443 1.469769 -2.122731 -0.217034 -3.700808 0.660976 -0.631386 -2.700004 -1.396342 0.479902 -1.105899 0.599054 1.105327 -1.680886 -0.624541 4.289356 0.242211 -1.693658 0.120925 -2.677178 2.265492 0.740610 2.171613 1.804359 0.780593 1.951019 0.383147 -1.324418 -2.047030 -0.896350 -5.000000 3.651989 -3.428135 -0.153279
10 8.4536088863 2.0000000000 1.0000000000 0.7292965815 67.0000000000 5.6419938839 0.8895110532 6.4824636265 -0.0614274640 5.9613120237 -0.0546767661 42.0223346692 -583.1750686101 25.5898315601 6.5484503568 2.496901 -2.491453 -0.334338 -1.153222 0.832043 -0.115695 1.863775 2.936664 -0.442642 -2.346311 1.125338 -0.329030 2.289711 -0.304235 1.659578 0.672132 -0.378088 -0.898657 1.427049 5.000000 1.675232 -0.263365 1.415186 0.228108 -2.561790 0.619693 3.096581 -0.631656 -2.251808 0.976993 3.661893 1.880352 2.037434 4.604757 3.242186 1.425367 -0.417407 0.275236 -0.206704 1.696701
32 8.1543084428 2.0000000000 1.0000000000 1.7923761284 2.0000000000 6.3003721891 0.9961335410 3.9290505230 0.0835198095 3.3779863937 0.0743168274 15.4374380122 -1227.2395309064 25.6305648811 6.5301232344 -0.472685 0.362265 1.728825 1.709925 1.605410 -0.769963 -2.483046 3.052424 -1.629072 -3.515155 -1.912356 1.016669 1.143197 -1.889329 2.211256 -1.530053 -1.614612 -4.033699 -1.075877 2.349856 0.942358 -1.082904 -0.092451 0.527970 1.390884 -1.843129 1.594343 0.992788 0.547246 0.597906 1.200057 0.860145 0.724488 1.343555 -0.378723 1.558631 -0.790908 -0.739579 0.302681 2.956032
167 8.0578135759 2.0000000000 1.0000000000 1.6717106275 11.0000000000 6.2029494371 0.9803106903 5.5427710964 -0.0875000524 5.2680318301 -0.0611306521 30.7223114271 -1139.2946649104 24.4040171245 6.2462475559 2.440677 -4.082657 -0.617001 5.000000 1.381653 -4.736786 -0.788166 -3.109264 -0.434756 -4.119584 -4.689736 0.325784 1.874461 -3.674600 2.177871 -5.000000 -5.000000 3.430475 -3.289280 2.908293 1.090372 -0.861932 -0.774794 -2.249538 3.157668 -0.540139 1.936901 5.000000 -2.967205 5.000000 1.476281 5.000000 1.635373 -2.810731 -0.351988 -0.611365 -0.515369 0.027586 2.313477 3.783488
205 7.4677634124 2.0000000000 1.0000000000 1.6231611091 13.0000000000 6.1807206685 0.9766888871 5.6352049505 -0.0426657327 5.2738976555 -0.0282872437 31.7555348339 -1135.9385602578 25.0779172448 6.3978180348 4.284169 -3.361231 -1.274970 3.642028 -0.062492 -4.510640 0.332654 -5.000000 -0.362659 -2.292441 -0.240739 0.162474 2.380955 0.255866 2.129784 -2.609271 -5.000000 2.210320 -5.000000 5.000000 0.538581 -0.407123 -3.505623 -2.193917 1.667463 -2.251499 0.666239 3.451868 -3.076383 4.165073 2.015724 0.074632 -0.050373 -1.054039 -0.360234 1.538303 -0.624354 0.067487 2.273842 2.265538
218 7.4282956607 2.0000000000 1.0000000000 1.5759647969 14.0000000000 6.1685704166 0.9747474814 4.6950506184 -0.0823074019 4.4490050116 -0.0630396983 22.0435003093 -1059.4624067322 22.6620029125 5.7962743278 0.234233 -3.618570 -0.972315 5.000000 -1.570631 -2.209513 -0.713636 -4.246804 -1.238167 0.265164 -1.790041 0.316464 -0.008003 -1.184587 1.741642 -3.469769 -3.128626 2.172786 -4.654509 5.000000 1.305088 1.716805 -1.239172 -3.896040 3.048705 -0.516612 -3.401746 3.800180 -2.530026 5.000000 0.733411 3.743903 0.047471 -0.759583 -0.400077 -0.355331 -1.092935 2.129466 1.448396 0.310445
233 7.2325387619 2.0000000000 1.0000000000 1.5293942057 15.0000000000 6.1557046550 0.9726846016 4.6687501104 -0.1598709257 4.3951717972 -0.1301774937 21.7972275932 -1098.0158951978 25.2282335986 6.4343213025 1.463165 -1.611730 -1.585580 4.559266 -1.127636 -2.254695 -1.157443 -5.000000 1.230896 -2.803506 -3.141296 3.620410 0.095595 -1.842556 2.181158 -0.769912 -1.298120 1.657446 -4.902162 5.000000 -0.727859 0.590909 -2.674003 -4.129261 -0.237031 -2.402327 -3.138649 2.466186 -3.545319 1.361638 2.357058 2.454600 2.560320 -1.833878 -0.688865 0.858184 -0.430481 1.245531 0.525805 1.699919
271 5.4868099661 2.0000000000 1.0000000000 1.3811119626 18.0000000000 6.1216937873 0.9672433027 3.9742837581 -0.1056104874 3.5135163331 -0.0956146149 15.7949313896 -1024.7447708177 24.8601703006 6.3366026486 0.788115 -2.068264 -0.820302 1.948272 -5.000000 -1.536521 -1.533404 -4.637825 -1.129880 -3.878956 -0.762639 -1.767664 2.517916 1.924531 3.854644 0.612687 0.718351 -1.045965 -4.109930 1.915186 -1.954364 -3.362045 -1.736789 -1.461426 2.591003 0.089244 -2.846837 0.899941 1.013959 2.557247 -0.410411 3.045678 0.764933 -3.304978 -1.601575 2.994945 0.471334 -0.436804 1.983237 2.037301
1005 16.9767311126 2.0000000000 1.0000000000 1.0003504620 67.0000000000 5.6483058204 0.8900827421 5.4805567282 0.0934912342 4.9583034710 0.0764222275 30.0365020515 -766.5881283172 25.4462768549 6.4804339703 5.000000 -3.781912 -3.702803 5.000000 -1.631996 -3.958435 -1.040475 -2.700883 -2.266870 -2.246210 1.183238 -3.233848 3.701906 2.270842 1.397778 2.252523 1.939402 1.097823 2.549596 1.137492 2.071709 0.815312 1.062285 0.979169 0.779814 0.123200 -2.469747 -2.838597 -2.222903 -0.844518 -1.746408 0.563551 -0.587286 -1.544651 -3.352525 3.470495 -0.720843 -1.440299 -1.123168 -1.992378
evaluations raw_y rep iid sigma t d_norm d_mean ps_norm ps_mean pc_norm pc_mean ps_squared loglikelihood mhl_norm mhl_mean x0 x1 x2 x3 x4 x5 x6 x7 x8 x9 x10 x11 x12 x13 x14 x15 x16 x17 x18 x19 x20 x21 x22 x23 x24 x25 x26 x27 x28 x29 x30 x31 x32 x33 x34 x35 x36 x37 x38 x39
1 15.4954598975 3.0000000000 1.0000000000 1.0003504620 67.0000000000 5.6483058204 0.8900827421 5.4805567282 0.0934912342 4.9583034710 0.0764222275 30.0365020515 -766.5881283172 25.4462768549 6.4804339703 3.577257 0.873020 0.192995 -3.726985 -0.554776 -0.709518 -0.165483 -1.254001 -0.087636 -0.954436 -2.627730 1.769245 1.762636 3.419146 0.100067 -0.809355 -1.090720 -3.092955 1.964735 -2.202135 -2.370093 -0.411300 2.972297 0.473433 -2.047570 -1.425986 1.250490 -0.321027 -1.537673 -0.460061 1.490113 3.952222 -2.488247 -1.252834 -1.607532 -4.838166 -1.847584 -2.047752 2.247956 -0.263828
2 14.6079843397 3.0000000000 1.0000000000 1.0003504620 67.0000000000 5.6483058204 0.8900827421 5.4805567282 0.0934912342 4.9583034710 0.0764222275 30.0365020515 -766.5881283172 25.4462768549 6.4804339703 -3.246571 1.293351 -0.712542 -3.486282 -1.193299 -1.177189 -1.747765 0.059428 -4.496516 -0.535524 2.026367 1.705596 2.216375 2.238781 2.975086 -2.236601 1.691667 -3.721779 -1.205770 -3.828944 2.096295 2.667476 -0.394829 3.549290 -1.349455 0.301234 0.305891 -2.128391 0.875893 3.877957 -2.049862 1.798677 -0.309014 3.539255 0.967577 1.352433 1.286327 0.498173 -2.791527 2.783326
4 10.4644189461 3.0000000000 1.0000000000 1.0003504620 67.0000000000 5.6483058204 0.8900827421 5.4805567282 0.0934912342 4.9583034710 0.0764222275 30.0365020515 -766.5881283172 25.4462768549 6.4804339703 -1.356425 0.852870 -1.506670 -3.488221 0.451501 0.574070 -0.154882 0.552137 -1.296822 -1.474930 -0.336180 3.818554 1.629629 -1.039984 1.117426 -0.956729 -0.914522 1.718568 -1.050529 -3.351269 -1.812989 0.176830 0.256016 2.483233 -1.432052 1.462931 0.851933 -0.298028 1.671688 0.984238 -1.724617 2.143368 -2.441804 0.119231 0.004888 0.849271 -1.450867 -0.069887 -0.281240 1.994177
25 9.3165332760 3.0000000000 1.0000000000 1.8814109646 1.0000000000 6.3107092324 0.9977903399 2.9912127704 -0.0343571083 2.5366612063 -0.0291361232 8.9473538377 -1283.2333712035 26.6326868354 6.7981047297 -1.205494 -1.336424 0.283410 0.382679 2.050697 0.823870 1.237536 3.828833 0.145406 0.231901 1.197385 1.588913 3.474155 1.124950 -0.628207 -3.443032 -2.191194 0.344374 -2.681005 -1.640456 -2.154778 0.087223 -0.933620 1.992558 -4.564127 0.790132 1.145424 -1.514125 4.835804 2.485535 -0.416335 3.683620 -1.910839 1.432480 -0.471798 -0.236024 0.242856 3.307590 0.280073 1.418330
30 9.1827300555 3.0000000000 1.0000000000 1.8814109646 1.0000000000 6.3107092324 0.9977903399 2.9912127704 -0.0343571083 2.5366612063 -0.0291361232 8.9473538377 -1283.2333712035 26.6326868354 6.7981047297 -0.475576 2.768850 -0.368479 -1.379295 2.594347 3.597569 -1.132943 4.067269 2.999441 0.668643 1.324939 -0.671298 2.472025 0.567899 0.656533 -2.281443 1.327381 2.241442 -0.196566 -0.305065 -5.000000 -0.131623 0.317368 -1.199607 -1.782994 -1.860279 -1.915407 -2.815225 1.358412 1.242666 1.561344 0.147042 -0.462050 -0.104269 0.501599 1.337718 -2.492376 -2.619470 -1.369430 3.013255
32 8.1258737199 3.0000000000 1.0000000000 1.8112056722 2.0000000000 6.2972281359 0.9956365046 4.2358385102 0.0674313857 3.6423897961 0.0552441917 17.9423278843 -1246.9714783878 26.2082799305 6.6723564663 0.749557 1.377581 -0.325571 0.318342 5.000000 0.167945 2.981372 3.146189 0.403527 1.038562 2.948841 -1.671537 0.651588 1.730577 -1.613407 -0.719423 1.488619 2.821503 0.661176 -0.909048 -5.000000 -3.349793 -1.527676 0.906415 -0.616759 -2.818385 -0.896470 -1.497842 5.000000 3.194052 5.000000 -0.748150 -0.414740 -2.001496 -2.845529 -0.246306 -0.796927 -2.579284 -1.845066 4.155107
33 7.9283630601 3.0000000000 1.0000000000 1.8112056722 2.0000000000 6.2972281359 0.9956365046 4.2358385102 0.0674313857 3.6423897961 0.0552441917 17.9423278843 -1246.9714783878 26.2082799305 6.6723564663 0.240475 -0.744778 -0.053636 0.433580 3.733070 0.150867 -1.669148 4.254110 3.550684 1.494523 -0.485614 0.832766 0.283401 3.360307 -1.690307 0.027013 0.439748 0.978617 -0.475086 -3.928207 2.312123 -1.721731 -2.070535 1.544625 -1.763423 0.877470 -5.000000 -2.396841 4.644281 1.695031 2.059614 -0.136157 1.582145 2.442591 -1.977845 -4.374521 -3.657897 0.836206 -1.147806 1.969253
71 7.6163617348 3.0000000000 1.0000000000 1.7270355949 4.0000000000 6.2778152400 0.9925073888 5.1831007562 0.0142334626 4.6298862607 0.0159595751 26.8645334488 -1180.4940656621 24.7927441031 6.3492361176 -2.160287 3.065111 -1.357833 -2.267533 0.867034 -1.165206 -2.159326 1.958966 5.000000 0.427135 0.929143 2.759541 0.157275 -0.332832 0.038813 -0.162244 -1.792809 1.246733 0.132668 0.923499 -1.502781 -1.856727 -3.651921 -2.063655 -4.585566 -0.574841 -2.385421 -3.947034 1.022167 3.928170 1.858664 -2.628792 2.893699 2.079428 0.407637 -1.401727 -2.696531 0.149925 -0.516374 1.243185
90 7.5254232252 3.0000000000 1.0000000000 1.6739049518 5.0000000000 6.2654490560 0.9905278459 4.6013194611 0.0003724754 4.1740843271 0.0036432364 21.1721407829 -1151.3782748061 24.4713159988 6.2653827663 -0.883738 5.000000 -0.635926 -0.301627 -1.871856 -1.974873 0.687748 4.925257 4.439808 -2.262085 1.506450 3.164940 3.604685 1.180333 1.108295 -3.877606 1.422587 0.660755 -0.237190 0.552201 -0.762200 -3.515901 -4.093474 1.372720 -3.899016 -1.748895 0.710102 0.124183 1.388217 1.899705 5.000000 -0.699866 1.204963 1.775719 1.253968 -4.027735 -2.408700 1.168520 1.500341 1.048876
215 6.5530929324 3.0000000000 1.0000000000 1.4648024316 14.0000000000 6.1712710950 0.9752822841 5.4427264356 0.1691891441 5.1396865020 0.1734697715 29.6232710523 -1068.8712931161 24.9010746051 6.3895928616 0.529289 2.278251 -1.177420 -1.883343 1.684077 1.212140 -2.437020 1.069860 4.137913 2.855646 2.018940 0.132223 -0.293549 -1.384115 1.581588 -1.340268 2.913471 1.222460 0.680290 2.013816 1.254263 -2.220804 -4.604120 3.818358 -3.233485 0.626635 1.491472 -3.909456 1.198463 4.097205 1.809839 -0.485562 0.186810 -1.674666 0.422675 -5.000000 3.415603 5.000000 0.679526 3.159106
749 6.3666310123 3.0000000000 1.0000000000 0.7647940095 49.0000000000 5.7994096072 0.9152433411 5.5404895497 -0.1101351461 4.6839912852 -0.0965416455 30.6970244506 -645.6141933832 26.0190382360 6.6539353022 -1.162397 1.583087 -2.913373 -2.936281 2.409098 0.171790 1.049540 1.347180 3.926057 0.949063 3.653091 -2.493326 -4.825887 0.283608 -1.801344 -3.514382 2.838930 -1.139433 -3.648698 1.448230 2.833483 -1.781475 -2.710222 -1.008226 -0.980682 -0.660051 -1.713310 -1.650704 -0.633816 0.714904 3.035609 0.011199 2.330875 -0.951301 1.941854 -0.847735 1.021950 -0.127230 2.379647 3.776266
871 6.1145429897 3.0000000000 1.0000000000 0.7399143615 58.0000000000 5.7111638049 0.9009224744 6.4331030617 0.0289117303 5.8441102366 -0.0053119183 41.3848150031 -589.2907452993 24.9971981292 6.3769219543 -1.673142 1.868403 -3.562866 -3.624022 4.142262 0.619581 0.219103 2.345885 4.650848 2.659910 4.627739 -5.000000 -1.462824 0.823110 -1.880378 -2.556975 3.643238 1.288118 -5.000000 2.463316 4.484024 -0.722669 -4.323965 -2.577526 1.033222 -0.722011 -1.243258 -1.942978 -1.267248 2.570649 2.016212 1.703946 0.711740 1.814776 2.862118 -0.503081 1.652209 -4.073062 1.945484 5.000000
1005 21.4588568461 3.0000000000 1.0000000000 0.7403228836 67.0000000000 5.6308666348 0.8875091766 5.8783906152 -0.0520508941 5.4603349206 -0.0422860913 34.5554762253 -601.8332840774 26.0971271243 6.6495573944 -1.515967 1.764850 -3.516644 -4.387103 4.703339 0.205894 0.631641 0.930224 4.437157 1.226883 4.463600 -3.606227 -2.565013 1.297787 -2.418679 -0.721692 4.420202 -2.035962 -5.000000 1.882488 4.618783 -1.440586 -5.000000 -1.570371 2.069295 -1.568954 -2.172420 -2.520784 -0.139829 2.504584 0.671878 0.771686 1.764412 2.329974 0.653243 0.379993 1.708389 -5.000000 2.779672 4.232090
evaluations raw_y rep iid sigma t d_norm d_mean ps_norm ps_mean pc_norm pc_mean ps_squared loglikelihood mhl_norm mhl_mean x0 x1 x2 x3 x4 x5 x6 x7 x8 x9 x10 x11 x12 x13 x14 x15 x16 x17 x18 x19 x20 x21 x22 x23 x24 x25 x26 x27 x28 x29 x30 x31 x32 x33 x34 x35 x36 x37 x38 x39
