fid,iid,rep,alg_B50,alg_B100,alg_B150,alg_B200,alg_B250,alg_B300,alg_B350,alg_B400,alg_B450,alg_B500,alg_B550,alg_B600,alg_B650,alg_B700,alg_B750,alg_B800,alg_B850,alg_B900,alg_B950,alg_B1000
1,1.0,12.0,Non-elitist,Non-elitist,BFGS,MLSL,MLSL,MLSL,BFGS,BFGS,BFGS,Elitist,Elitist,Elitist,MLSL,MLSL,DE,DE,PSO,MLSL,DE,Non-elitist
1,1.0,13.0,DE,BFGS,BFGS,Non-elitist,Non-elitist,BFGS,DE,MLSL,DE,BFGS,Non-elitist,MLSL,Elitist,DE,Elitist,Elitist,Elitist,BFGS,DE,Non-elitist
1,1.0,14.0,MLSL,BFGS,BFGS,Elitist,Elitist,MLSL,Elitist,MLSL,Elitist,MLSL,Non-elitist,Elitist,MLSL,MLSL,DE,DE,Non-elitist,MLSL,PSO,Non-elitist
1,1.0,15.0,Non-elitist,MLSL,DE,DE,Elitist,MLSL,Elitist,MLSL,MLSL,Non-elitist,Elitist,MLSL,Elitist,Elitist,Elitist,Elitist,BFGS,Non-elitist,BFGS,Non-elitist
1,1.0,16.0,MLSL,MLSL,BFGS,MLSL,MLSL,MLSL,MLSL,BFGS,BFGS,Non-elitist,Elitist,Elitist,MLSL,MLSL,DE,DE,MLSL,PSO,PSO,Non-elitist
1,1.0,17.0,Non-elitist,Non-elitist,BFGS,MLSL,Elitist,MLSL,MLSL,MLSL,Non-elitist,Elitist,DE,Elitist,MLSL,DE,DE,DE,PSO,MLSL,MLSL,Non-elitist
1,1.0,18.0,DE,MLSL,MLSL,Non-elitist,MLSL,MLSL,DE,MLSL,MLSL,MLSL,DE,Elitist,MLSL,MLSL,DE,DE,PSO,MLSL,MLSL,Non-elitist
1,1.0,19.0,Elitist,MLSL,MLSL,MLSL,Non-elitist,Elitist,Non-elitist,Elitist,MLSL,MLSL,Elitist,MLSL,MLSL,Non-elitist,DE,DE,Non-elitist,BFGS,BFGS,Non-elitist
1,2.0,0.0,MLSL,DE,Non-elitist,Elitist,DE,MLSL,MLSL,MLSL,MLSL,MLSL,DE,DE,DE,MLSL,Elitist,Elitist,MLSL,Elitist,PSO,Non-elitist
1,2.0,1.0,Non-elitist,Non-elitist,MLSL,Elitist,Elitist,Non-elitist,DE,DE,DE,MLSL,DE,DE,MLSL,Non-elitist,Non-elitist,Elitist,BFGS,Elitist,MLSL,Non-elitist
1,2.0,2.0,Elitist,MLSL,Elitist,MLSL,Non-elitist,MLSL,DE,Elitist,Elitist,DE,Elitist,MLSL,MLSL,MLSL,Non-elitist,Elitist,BFGS,PSO,PSO,Non-elitist
1,2.0,3.0,Non-elitist,MLSL,DE,DE,Non-elitist,MLSL,BFGS,DE,DE,DE,MLSL,Elitist,MLSL,MLSL,DE,DE,MLSL,Elitist,Elitist,Non-elitist
1,2.0,4.0,Non-elitist,Elitist,DE,MLSL,Non-elitist,MLSL,Elitist,Elitist,MLSL,Elitist,MLSL,Elitist,MLSL,Elitist,Non-elitist,Elitist,BFGS,BFGS,MLSL,Non-elitist
1,2.0,5.0,Elitist,Non-elitist,Elitist,Non-elitist,Non-elitist,MLSL,Non-elitist,Non-elitist,MLSL,MLSL,MLSL,MLSL,MLSL,MLSL,DE,DE,Elitist,BFGS,PSO,Non-elitist
1,2.0,6.0,DE,Non-elitist,Elitist,Elitist,Elitist,Non-elitist,Non-elitist,MLSL,MLSL,Elitist,DE,MLSL,Non-elitist,Elitist,Non-elitist,Elitist,PSO,PSO,MLSL,Non-elitist
1,2.0,7.0,Elitist,Non-elitist,MLSL,MLSL,DE,MLSL,MLSL,DE,DE,MLSL,DE,DE,MLSL,MLSL,DE,PSO,BFGS,PSO,PSO,Non-elitist
1,2.0,8.0,Non-elitist,DE,DE,Elitist,Non-elitist,DE,BFGS,DE,MLSL,DE,MLSL,MLSL,Non-elitist,MLSL,Non-elitist,DE,MLSL,MLSL,Elitist,Non-elitist
1,2.0,9.0,Non-elitist,MLSL,DE,MLSL,Non-elitist,MLSL,MLSL,Elitist,DE,Elitist,Elitist,DE,MLSL,Non-elitist,DE,PSO,MLSL,PSO,MLSL,Non-elitist
1,2.0,10.0,Non-elitist,Elitist,MLSL,Elitist,Non-elitist,Non-elitist,Non-elitist,Elitist,DE,Elitist,DE,Elitist,DE,MLSL,Elitist,DE,BFGS,BFGS,Elitist,Non-elitist
1,2.0,11.0,Elitist,DE,Non-elitist,Non-elitist,Non-elitist,MLSL,MLSL,MLSL,MLSL,DE,MLSL,MLSL,MLSL,MLSL,Elitist,Elitist,BFGS,BFGS,MLSL,Non-elitist
1,2.0,12.0,Non-elitist,Non-elitist,Elitist,Elitist,Elitist,Non-elitist,Non-elitist,Non-elitist,DE,MLSL,Elitist,DE,DE,Elitist,DE,Elitist,MLSL,BFGS,Elitist,Non-elitist
1,2.0,13.0,Elitist,Non-elitist,DE,MLSL,DE,MLSL,MLSL,MLSL,MLSL,Elitist,DE,DE,MLSL,MLSL,DE,PSO,MLSL,MLSL,MLSL,Non-elitist
1,2.0,14.0,Non-elitist,Elitist,Elitist,Elitist,Elitist,Elitist,Elitist,Elitist,MLSL,MLSL,MLSL,MLSL,MLSL,MLSL,DE,DE,PSO,PSO,MLSL,Non-elitist
1,2.0,15.0,Elitist,MLSL,Non-elitist,Elitist,Elitist,Non-elitist,MLSL,MLSL,DE,DE,DE,DE,MLSL,Elitist,DE,DE,DE,MLSL,Elitist,Non-elitist
1,2.0,16.0,Elitist,DE,Elitist,DE,Elitist,Elitist,Elitist,Elitist,DE,Elitist,DE,MLSL,DE,Elitist,Non-elitist,DE,Elitist,BFGS,PSO,Non-elitist
1,2.0,17.0,Non-elitist,DE,Elitist,Elitist,DE,Non-elitist,Elitist,DE,DE,DE,DE,DE,DE,Non-elitist,Non-elitist,Elitist,Non-elitist,Non-elitist,Elitist,Non-elitist
1,2.0,18.0,Non-elitist,Non-elitist,DE,Non-elitist,Elitist,Non-elitist,MLSL,MLSL,DE,MLSL,MLSL,MLSL,DE,MLSL,Elitist,Elitist,BFGS,PSO,Elitist,Non-elitist
1,2.0,19.0,Elitist,Elitist,DE,DE,Non-elitist,Non-elitist,MLSL,DE,MLSL,Elitist,Elitist,DE,MLSL,Non-elitist,DE,DE,MLSL,PSO,MLSL,Non-elitist
1,3.0,0.0,BFGS,DE,MLSL,DE,MLSL,DE,Non-elitist,BFGS,Non-elitist,Non-elitist,Elitist,Elitist,DE,MLSL,Elitist,DE,MLSL,BFGS,DE,Non-elitist
1,3.0,1.0,DE,Non-elitist,Non-elitist,Elitist,DE,MLSL,DE,BFGS,Non-elitist,Non-elitist,DE,MLSL,DE,MLSL,DE,DE,DE,BFGS,PSO,Non-elitist
1,3.0,2.0,Non-elitist,MLSL,Elitist,Non-elitist,MLSL,Elitist,DE,Elitist,Non-elitist,Elitist,DE,MLSL,MLSL,MLSL,BFGS,DE,PSO,BFGS,BFGS,Non-elitist
1,3.0,3.0,BFGS,MLSL,MLSL,Elitist,MLSL,Elitist,Elitist,MLSL,DE,MLSL,DE,DE,DE,MLSL,DE,BFGS,PSO,BFGS,Non-elitist,Non-elitist
1,3.0,4.0,BFGS,DE,Non-elitist,Non-elitist,MLSL,Elitist,BFGS,BFGS,Elitist,BFGS,MLSL,Non-elitist,DE,Non-elitist,DE,Elitist,BFGS,BFGS,Elitist,Non-elitist
1,3.0,5.0,Elitist,Non-elitist,MLSL,Non-elitist,MLSL,DE,Non-elitist,MLSL,Elitist,Elitist,MLSL,Non-elitist,Non-elitist,Non-elitist,DE,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist
1,3.0,6.0,Elitist,DE,Non-elitist,BFGS,Non-elitist,Elitist,Elitist,MLSL,Elitist,Non-elitist,Elitist,Elitist,DE,Non-elitist,Elitist,Elitist,BFGS,BFGS,DE,Non-elitist
1,3.0,7.0,Non-elitist,Non-elitist,Non-elitist,Elitist,MLSL,Elitist,Non-elitist,Elitist,Elitist,Elitist,Elitist,Elitist,Non-elitist,Elitist,DE,Elitist,Non-elitist,Non-elitist,DE,Non-elitist
1,3.0,8.0,Non-elitist,DE,MLSL,MLSL,Non-elitist,Non-elitist,DE,BFGS,Non-elitist,Non-elitist,DE,Non-elitist,Non-elitist,Elitist,Elitist,BFGS,BFGS,BFGS,Non-elitist,Non-elitist
1,3.0,9.0,MLSL,Non-elitist,MLSL,BFGS,MLSL,Non-elitist,DE,Elitist,MLSL,Elitist,Elitist,Elitist,DE,MLSL,DE,Elitist,Elitist,BFGS,Elitist,Non-elitist
1,3.0,10.0,Elitist,MLSL,MLSL,Non-elitist,MLSL,DE,Elitist,BFGS,Elitist,Elitist,MLSL,Non-elitist,DE,Non-elitist,Elitist,Elitist,BFGS,BFGS,BFGS,Non-elitist
1,3.0,11.0,MLSL,Elitist,MLSL,Non-elitist,MLSL,DE,Non-elitist,MLSL,Elitist,Non-elitist,MLSL,MLSL,Elitist,Non-elitist,Elitist,Elitist,PSO,BFGS,Elitist,Non-elitist
1,3.0,12.0,MLSL,DE,MLSL,MLSL,Elitist,MLSL,MLSL,MLSL,MLSL,MLSL,Elitist,DE,DE,MLSL,DE,DE,BFGS,MLSL,MLSL,Non-elitist
1,3.0,13.0,DE,Elitist,Non-elitist,Non-elitist,Non-elitist,MLSL,Non-elitist,MLSL,Non-elitist,Non-elitist,DE,Non-elitist,Non-elitist,Elitist,Elitist,Elitist,BFGS,BFGS,Elitist,Non-elitist
1,3.0,14.0,Elitist,Non-elitist,Elitist,Non-elitist,MLSL,Elitist,Non-elitist,Elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,MLSL,Non-elitist,DE,Non-elitist,DE,DE,DE,Non-elitist
1,3.0,15.0,BFGS,DE,Non-elitist,Non-elitist,MLSL,Non-elitist,Non-elitist,Elitist,Elitist,Non-elitist,Elitist,Non-elitist,DE,MLSL,DE,Elitist,BFGS,BFGS,Non-elitist,Non-elitist
1,3.0,16.0,DE,Non-elitist,DE,Elitist,MLSL,BFGS,DE,Elitist,Non-elitist,Non-elitist,DE,Non-elitist,DE,Elitist,BFGS,BFGS,Elitist,BFGS,DE,Non-elitist
1,3.0,17.0,Elitist,Elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,Non-elitist,BFGS,Elitist,Non-elitist,DE,Non-elitist,Non-elitist,Elitist,Elitist,Elitist,BFGS,BFGS,Elitist,Non-elitist
1,3.0,18.0,Elitist,Non-elitist,Elitist,Elitist,DE,DE,DE,MLSL,Elitist,Elitist,DE,Non-elitist,MLSL,Non-elitist,Non-elitist,BFGS,BFGS,BFGS,Elitist,Non-elitist
1,3.0,19.0,Non-elitist,MLSL,Non-elitist,Non-elitist,MLSL,Non-elitist,Non-elitist,Elitist,Non-elitist,Non-elitist,Elitist,Elitist,Non-elitist,Non-elitist,DE,Elitist,Elitist,BFGS,Elitist,Non-elitist
1,4.0,0.0,MLSL,Non-elitist,DE,MLSL,Non-elitist,DE,MLSL,Non-elitist,Non-elitist,MLSL,MLSL,MLSL,MLSL,MLSL,DE,Elitist,BFGS,DE,Elitist,Non-elitist
1,4.0,1.0,MLSL,Elitist,MLSL,DE,MLSL,DE,Non-elitist,Elitist,MLSL,Non-elitist,Elitist,Elitist,Non-elitist,DE,DE,BFGS,BFGS,BFGS,Non-elitist,Non-elitist
1,4.0,2.0,Non-elitist,Non-elitist,Non-elitist,MLSL,Elitist,MLSL,MLSL,Non-elitist,Non-elitist,Elitist,DE,Non-elitist,MLSL,MLSL,DE,DE,PSO,PSO,PSO,Non-elitist
1,4.0,3.0,DE,MLSL,Non-elitist,Elitist,Elitist,Non-elitist,Elitist,Elitist,MLSL,MLSL,DE,Non-elitist,Elitist,MLSL,Elitist,DE,MLSL,DE,PSO,Non-elitist
1,4.0,4.0,DE,MLSL,Elitist,MLSL,Elitist,Elitist,Non-elitist,MLSL,Non-elitist,Elitist,MLSL,MLSL,Elitist,DE,DE,Elitist,BFGS,Elitist,PSO,Non-elitist
1,4.0,5.0,MLSL,MLSL,DE,Non-elitist,MLSL,Non-elitist,Non-elitist,MLSL,MLSL,Non-elitist,Elitist,Non-elitist,MLSL,Non-elitist,Non-elitist,DE,PSO,DE,Non-elitist,Non-elitist
1,4.0,6.0,MLSL,Non-elitist,Elitist,MLSL,Non-elitist,DE,Non-elitist,Non-elitist,MLSL,DE,Elitist,Non-elitist,Elitist,Elitist,Elitist,Elitist,PSO,MLSL,Non-elitist,Non-elitist
1,4.0,7.0,MLSL,MLSL,DE,Non-elitist,Elitist,MLSL,Elitist,Non-elitist,Elitist,Elitist,Non-elitist,Elitist,Elitist,DE,Elitist,DE,BFGS,DE,Non-elitist,Non-elitist
1,4.0,8.0,DE,Elitist,DE,Elitist,MLSL,Elitist,Elitist,DE,DE,Elitist,Elitist,Elitist,Elitist,MLSL,DE,DE,BFGS,DE,Elitist,Non-elitist
1,4.0,9.0,MLSL,MLSL,Non-elitist,MLSL,Elitist,MLSL,MLSL,MLSL,MLSL,MLSL,Elitist,MLSL,Elitist,MLSL,DE,MLSL,PSO,MLSL,BFGS,Non-elitist
1,4.0,10.0,DE,Non-elitist,DE,Elitist,Non-elitist,Non-elitist,MLSL,Elitist,Non-elitist,MLSL,Non-elitist,MLSL,Non-elitist,Non-elitist,DE,BFGS,BFGS,DE,BFGS,Non-elitist
1,4.0,11.0,DE,Non-elitist,Elitist,Elitist,Non-elitist,Non-elitist,MLSL,DE,Elitist,Non-elitist,BFGS,MLSL,Elitist,DE,Elitist,DE,PSO,Elitist,MLSL,Non-elitist
1,4.0,12.0,Non-elitist,Elitist,BFGS,Elitist,MLSL,DE,Elitist,BFGS,BFGS,Elitist,Non-elitist,Non-elitist,MLSL,Elitist,Elitist,DE,PSO,BFGS,BFGS,Non-elitist
1,4.0,13.0,MLSL,Elitist,Elitist,MLSL,Non-elitist,Non-elitist,MLSL,MLSL,MLSL,MLSL,Non-elitist,Elitist,Non-elitist,MLSL,DE,BFGS,PSO,PSO,Non-elitist,Non-elitist
1,4.0,14.0,DE,BFGS,Elitist,Elitist,Non-elitist,Elitist,Non-elitist,BFGS,Non-elitist,Non-elitist,Elitist,Elitist,Non-elitist,MLSL,Non-elitist,Non-elitist,BFGS,MLSL,MLSL,Non-elitist
1,4.0,15.0,MLSL,Elitist,Non-elitist,Non-elitist,Non-elitist,Elitist,Non-elitist,MLSL,Non-elitist,Elitist,Elitist,DE,MLSL,MLSL,Elitist,DE,DE,DE,BFGS,Non-elitist
1,4.0,16.0,Elitist,Elitist,BFGS,Elitist,Elitist,MLSL,Elitist,Elitist,Elitist,Non-elitist,Elitist,Non-elitist,Elitist,MLSL,DE,Elitist,Non-elitist,DE,Elitist,Non-elitist
1,4.0,17.0,DE,BFGS,DE,MLSL,MLSL,MLSL,DE,Non-elitist,DE,Elitist,DE,Elitist,MLSL,MLSL,DE,BFGS,DE,DE,Elitist,Non-elitist
1,4.0,18.0,DE,Elitist,MLSL,MLSL,MLSL,MLSL,Elitist,MLSL,MLSL,Elitist,Non-elitist,Non-elitist,Elitist,MLSL,DE,Elitist,BFGS,DE,Elitist,Non-elitist
1,4.0,19.0,DE,Non-elitist,Elitist,DE,MLSL,Non-elitist,MLSL,Elitist,DE,DE,MLSL,DE,Elitist,Non-elitist,Elitist,Non-elitist,Non-elitist,BFGS,MLSL,Non-elitist
1,5.0,0.0,Elitist,Elitist,Elitist,Non-elitist,Elitist,MLSL,MLSL,MLSL,MLSL,Elitist,Non-elitist,Non-elitist,DE,Non-elitist,Elitist,Non-elitist,Elitist,MLSL,PSO,Non-elitist
1,5.0,1.0,DE,DE,BFGS,MLSL,DE,Elitist,BFGS,MLSL,DE,MLSL,DE,Non-elitist,DE,DE,Elitist,BFGS,DE,PSO,Non-elitist,Non-elitist
1,5.0,2.0,DE,Non-elitist,DE,Elitist,Non-elitist,MLSL,MLSL,MLSL,MLSL,DE,DE,Non-elitist,DE,DE,DE,DE,Non-elitist,Non-elitist,BFGS,Non-elitist
1,5.0,3.0,MLSL,Non-elitist,Non-elitist,Non-elitist,MLSL,Elitist,Elitist,Elitist,Elitist,Elitist,Elitist,Non-elitist,Elitist,DE,DE,DE,DE,DE,Elitist,Non-elitist
1,5.0,4.0,MLSL,Non-elitist,Elitist,MLSL,Elitist,Non-elitist,MLSL,MLSL,MLSL,Elitist,Non-elitist,Non-elitist,DE,Non-elitist,Non-elitist,DE,Elitist,Elitist,Elitist,Non-elitist
1,5.0,5.0,Non-elitist,BFGS,Non-elitist,Non-elitist,Non-elitist,DE,BFGS,BFGS,Non-elitist,Non-elitist,Elitist,MLSL,Elitist,Non-elitist,DE,Elitist,Non-elitist,Non-elitist,PSO,Non-elitist
1,5.0,6.0,MLSL,MLSL,Elitist,MLSL,MLSL,DE,MLSL,BFGS,DE,MLSL,DE,Elitist,MLSL,MLSL,DE,MLSL,PSO,BFGS,BFGS,Non-elitist
1,5.0,7.0,DE,MLSL,Elitist,MLSL,Non-elitist,Non-elitist,MLSL,MLSL,MLSL,Elitist,Elitist,MLSL,MLSL,MLSL,DE,BFGS,PSO,BFGS,BFGS,Non-elitist
1,5.0,8.0,Non-elitist,Elitist,DE,Non-elitist,DE,Elitist,BFGS,DE,DE,MLSL,DE,Elitist,DE,DE,Elitist,PSO,DE,MLSL,Non-elitist,Non-elitist
1,5.0,9.0,MLSL,Elitist,Elitist,Elitist,Non-elitist,Elitist,Non-elitist,Elitist,DE,DE,Elitist,MLSL,Elitist,MLSL,DE,DE,PSO,Elitist,BFGS,Non-elitist
1,5.0,10.0,Non-elitist,MLSL,DE,MLSL,DE,Non-elitist,Non-elitist,DE,MLSL,DE,DE,Elitist,Elitist,Elitist,Elitist,DE,PSO,MLSL,Non-elitist,Non-elitist
1,5.0,11.0,Non-elitist,Non-elitist,DE,Elitist,BFGS,MLSL,MLSL,Elitist,MLSL,Elitist,Non-elitist,DE,DE,MLSL,DE,DE,PSO,Non-elitist,Non-elitist,Non-elitist
1,5.0,12.0,Elitist,Elitist,Elitist,Elitist,Elitist,Non-elitist,Non-elitist,Elitist,DE,Elitist,Elitist,Non-elitist,Non-elitist,Non-elitist,Elitist,Elitist,PSO,Non-elitist,Elitist,Non-elitist
1,5.0,13.0,MLSL,DE,Elitist,MLSL,Non-elitist,BFGS,Non-elitist,Elitist,DE,Elitist,Elitist,DE,Elitist,Non-elitist,DE,PSO,Elitist,BFGS,Non-elitist,Non-elitist
1,5.0,14.0,Non-elitist,Elitist,Elitist,Non-elitist,Non-elitist,Elitist,MLSL,Elitist,Elitist,Non-elitist,Non-elitist,Elitist,Elitist,MLSL,Elitist,DE,Elitist,Non-elitist,PSO,Non-elitist
1,5.0,15.0,Non-elitist,MLSL,Non-elitist,MLSL,Non-elitist,DE,Elitist,MLSL,Non-elitist,MLSL,DE,MLSL,Elitist,MLSL,DE,DE,Elitist,Non-elitist,DE,Non-elitist
1,5.0,16.0,Elitist,MLSL,DE,Elitist,Non-elitist,BFGS,Non-elitist,Elitist,Elitist,DE,Non-elitist,Non-elitist,MLSL,DE,Elitist,DE,Non-elitist,MLSL,Elitist,Non-elitist
1,5.0,17.0,Non-elitist,Non-elitist,DE,DE,Elitist,MLSL,Elitist,MLSL,DE,DE,MLSL,MLSL,MLSL,MLSL,Elitist,DE,MLSL,BFGS,Elitist,Non-elitist
1,5.0,18.0,DE,MLSL,Elitist,MLSL,MLSL,MLSL,MLSL,MLSL,DE,Elitist,Elitist,Elitist,Elitist,MLSL,DE,DE,PSO,BFGS,PSO,Non-elitist
1,5.0,19.0,Elitist,Non-elitist,Non-elitist,MLSL,MLSL,Non-elitist,MLSL,Elitist,DE,Elitist,Elitist,Elitist,Elitist,Elitist,DE,DE,MLSL,Non-elitist,BFGS,Non-elitist
2,1.0,0.0,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,Non-elitist,Non-elitist
2,1.0,1.0,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,Non-elitist,Non-elitist
2,1.0,2.0,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,Elitist,Non-elitist
2,1.0,3.0,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,Non-elitist
2,1.0,4.0,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,Non-elitist,Non-elitist
2,1.0,5.0,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,Non-elitist
2,1.0,6.0,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,Elitist,Non-elitist
2,1.0,7.0,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,Non-elitist
2,1.0,8.0,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,Elitist,Non-elitist
2,1.0,9.0,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,Non-elitist
2,1.0,10.0,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,Non-elitist
2,1.0,11.0,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,Elitist,Non-elitist
2,1.0,12.0,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,Non-elitist
2,1.0,13.0,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,Elitist,Non-elitist
2,1.0,14.0,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,Elitist,Non-elitist
2,1.0,15.0,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,Non-elitist
2,1.0,16.0,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,Non-elitist,Non-elitist
2,1.0,17.0,BFGS,MLSL,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,Non-elitist
2,1.0,18.0,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,Non-elitist
2,1.0,19.0,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,MLSL,Non-elitist
2,2.0,0.0,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,Non-elitist
2,2.0,1.0,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,Non-elitist
2,2.0,2.0,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,BFGS,Elitist,Non-elitist
