95 399.2123780682 1.0000000000 1.0000000000 1.6723124529 6.0000000000 6.2565221329 0.9890597368 5.5171589542 -0.0787833675 4.9742764660 -0.0716131447 30.4390429264 -1170.2478801604 25.3170873850 6.4702463048 0.075925 0.363964 2.384156 -0.135737 3.155537 -2.403703 0.491212 -5.000000 1.365368 -1.135029 3.092263 -0.405994 0.123610 -1.376474 1.135974 -1.567149 -1.330228 -4.618579 -4.617938 -0.975534 -3.848819 -1.509600 -0.665869 -0.945030 2.016351 -0.021252 0.538962 0.987172 0.774166 2.098960 1.851708 -1.332490 -0.661269 0.952971 -1.201924 -2.469034 -4.928935 -2.368523 3.295752 1.537550
445 389.7365968638 1.0000000000 1.0000000000 1.2724120121 29.0000000000 5.9994986969 0.9473285738 6.1723735271 -0.0492557167 5.7846437992 -0.0461416163 38.0981949582 -970.5695875795 25.5121497337 6.5112694491 4.518659 0.623747 -0.905406 -1.963758 2.783435 -1.394531 -0.137739 3.341368 -1.042028 -0.928022 2.588064 -4.189594 2.470273 1.660463 -3.040391 -3.824901 1.611264 2.748293 -1.658484 -2.423354 -5.000000 1.845258 -2.003030 0.876714 -4.660497 -0.701367 -0.004081 -3.331452 3.291440 -2.548203 0.608361 -5.000000 2.524554 -3.715435 2.477784 -1.471065 -1.702370 -0.256782 -2.901646 5.000000
504 314.8893408358 1.0000000000 1.0000000000 1.3266579083 33.0000000000 5.9652352435 0.9415108100 6.7608555736 0.2611143968 6.2843438819 0.2199094193 45.7091680870 -964.6920769195 24.4617875991 6.2450824943 3.347604 -0.046660 -1.038500 0.061545 2.934400 0.073630 -0.057582 2.406551 -0.945302 0.941905 2.547240 -0.634488 4.326494 2.041580 -1.410273 -2.763891 1.031325 -1.254481 -2.683835 -1.750551 -5.000000 -2.104092 -1.771536 1.228417 -3.311316 -1.409487 1.029313 -1.706331 3.024637 -1.276658 0.691891 -2.832573 3.373886 -3.045822 -0.887609 -1.073008 -4.650508 -1.392950 -1.054499 2.988201
1005 518347.0954815957 1.0000000000 1.0000000000 0.7222816804 67.0000000000 5.6111355602 0.8838420142 5.7769077187 0.1573337991 5.0082469392 0.1391578148 33.3726627908 -559.4483887250 25.1497683880 6.4378426211 0.244701 2.213572 -2.787747 -3.591104 2.653001 -3.692291 -0.199388 3.144277 -0.177500 0.711296 3.587159 4.926844 1.921862 2.613099 -1.203155 2.951614 -1.532560 5.000000 -3.826722 -5.000000 -0.920069 -0.715280 -0.177721 5.000000 -0.836583 -5.000000 3.828834 -2.388491 -0.829446 -2.503287 -2.060512 -4.989291 3.447029 -3.549559 0.893446 1.255629 -1.641759 -0.202934 -1.059725 2.874476
evaluations raw_y rep iid sigma t d_norm d_mean ps_norm ps_mean pc_norm pc_mean ps_squared loglikelihood mhl_norm mhl_mean x0 x1 x2 x3 x4 x5 x6 x7 x8 x9 x10 x11 x12 x13 x14 x15 x16 x17 x18 x19 x20 x21 x22 x23 x24 x25 x26 x27 x28 x29 x30 x31 x32 x33 x34 x35 x36 x37 x38 x39
1 547078.5308552255 2.0000000000 1.0000000000 0.7222816804 67.0000000000 5.6111355602 0.8838420142 5.7769077187 0.1573337991 5.0082469392 0.1391578148 33.3726627908 -559.4483887250 25.1497683880 6.4378426211 -0.833516 -0.112534 -4.272392 3.280542 -3.586871 -1.683495 1.005763 -2.490576 -2.115904 -1.818015 1.102908 4.584416 0.083079 -2.235851 1.078117 -1.192319 -0.038261 2.350002 -1.495742 0.018051 -1.756216 -0.312868 0.513141 -1.977558 -0.677644 -0.472368 -1.275310 -2.375225 -2.842434 -0.306990 -0.538114 4.462734 -4.869535 0.225453 0.740889 2.719268 1.003714 -1.688427 0.000020 1.084705
3 2125.0454708253 2.0000000000 1.0000000000 0.7222816804 67.0000000000 5.6111355602 0.8838420142 5.7769077187 0.1573337991 5.0082469392 0.1391578148 33.3726627908 -559.4483887250 25.1497683880 6.4378426211 -0.378939 -0.154437 1.649406 2.496426 -0.807785 -2.769037 2.734471 2.435771 -0.924011 0.701777 0.763732 1.132551 0.408416 2.813392 -3.475919 2.081648 0.760944 -0.434271 2.347063 -4.687206 2.323043 0.772156 -2.266267 0.866185 -0.608173 5.000000 3.670665 0.881380 -1.438508 -1.166829 -0.650099 -1.120469 -1.804492 -1.181945 -0.552359 -1.033768 -1.397180 -1.857784 5.000000 -2.946346
122 424.7219955772 2.0000000000 1.0000000000 1.5304855014 8.0000000000 6.2268610411 0.9843259204 4.5393301364 0.0593124710 4.2373443442 0.0589955862 20.6055180874 -1105.0787628908 25.0191456859 6.3570463287 -1.183952 1.628419 2.612131 -0.287672 2.753409 -2.207841 -0.201823 2.824208 -1.063858 -1.532223 -0.946424 0.302504 1.447069 -3.540239 -2.718705 -0.882190 -1.131313 2.317627 0.911980 -4.195147 -1.311060 -0.814844 -2.810091 1.011981 -0.785963 4.218171 2.300458 -0.090678 1.228128 -1.065154 0.956742 1.976076 -1.176464 -3.807477 -5.000000 5.000000 -5.000000 1.781136 3.372587 -3.136697
1005 316067.9187884326 2.0000000000 1.0000000000 0.7139856002 67.0000000000 5.6198685490 0.8846515731 5.1458048383 0.0474749258 4.8741004620 0.0303793010 26.4793074337 -532.6113174597 24.2218450769 6.2198443910 -3.619659 -2.777015 -2.019070 -4.028465 4.665001 1.661202 5.000000 -0.213122 -4.897282 3.354491 -1.998147 -3.760511 4.487703 -5.000000 -3.145122 2.527504 1.988556 2.004179 0.738711 -3.508348 0.487250 1.280646 2.340801 0.549204 2.827027 3.877533 0.227099 -1.000081 3.852398 2.976005 1.592218 2.820565 -4.364700 2.772732 -4.428497 -1.630990 -4.588958 -1.281111 4.304500 2.287292
evaluations raw_y rep iid sigma t d_norm d_mean ps_norm ps_mean pc_norm pc_mean ps_squared loglikelihood mhl_norm mhl_mean x0 x1 x2 x3 x4 x5 x6 x7 x8 x9 x10 x11 x12 x13 x14 x15 x16 x17 x18 x19 x20 x21 x22 x23 x24 x25 x26 x27 x28 x29 x30 x31 x32 x33 x34 x35 x36 x37 x38 x39
1 4344.7641258829 3.0000000000 1.0000000000 0.7139856002 67.0000000000 5.6198685490 0.8846515731 5.1458048383 0.0474749258 4.8741004620 0.0303793010 26.4793074337 -532.6113174597 24.2218450769 6.2198443910 3.577257 0.873020 0.192995 -3.726985 -0.554776 -0.709518 -0.165483 -1.254001 -0.087636 -0.954436 -2.627730 1.769245 1.762636 3.419146 0.100067 -0.809355 -1.090720 -3.092955 1.964735 -2.202135 -2.370093 -0.411300 2.972297 0.473433 -2.047570 -1.425986 1.250490 -0.321027 -1.537673 -0.460061 1.490113 3.952222 -2.488247 -1.252834 -1.607532 -4.838166 -1.847584 -2.047752 2.247956 -0.263828
48 536.7521670157 3.0000000000 1.0000000000 1.7710598998 3.0000000000 6.2838202328 0.9934852044 4.9638142506 0.2567556691 4.3675932491 0.2224337484 24.6394519147 -1206.6589412579 25.2313296495 6.4367010815 2.435923 1.971120 2.812483 1.298714 -1.272212 1.723075 -0.747071 1.743949 -1.055447 2.399305 -5.000000 -2.426158 -1.487035 0.214566 -0.712477 -0.316671 -0.587930 -1.705763 2.292977 -0.491485 3.323166 -1.000267 2.135403 3.086912 -2.028989 -2.128273 -1.310447 0.247379 -0.716144 -2.484210 2.322620 -0.087706 -5.000000 3.809146 -0.689226 -2.267570 -2.293004 1.684963 -0.482160 2.970045
99 518.4005439612 3.0000000000 1.0000000000 1.6955095471 6.0000000000 6.2508663778 0.9881875374 5.8790581057 0.1938779230 5.3585659932 0.1845953990 34.5633242098 -1148.7376287377 24.1624870704 6.1266277944 3.816773 2.228929 5.000000 4.050224 -0.053945 3.783865 0.971360 2.904945 -3.406615 3.753893 -1.649983 -2.446140 0.298306 -2.215450 0.618820 -1.150005 4.123606 -3.494264 4.121940 1.216501 3.442821 1.355964 -1.034547 3.600561 0.502308 -1.625140 -4.606060 -4.234411 3.089063 0.931651 1.659711 -0.780868 -4.645446 1.694695 3.967051 -3.629394 -0.107028 -0.416801 -2.195831 1.294955
180 363.5586507006 3.0000000000 1.0000000000 1.5254664210 11.0000000000 6.1888124314 0.9782082025 4.7656139670 0.0067829807 4.4405868681 0.0357990570 22.7110764822 -1077.4081970342 24.2336283370 6.1365826543 1.324701 -1.731281 5.000000 2.137353 0.456510 3.171944 0.340990 -1.009277 0.565264 1.823068 -4.278946 -0.716104 -2.660650 -0.325269 -2.764684 -0.235234 3.820726 -0.899456 4.130742 -0.247145 -1.598312 3.390045 1.422380 1.027079 1.500575 -2.080096 -0.016507 0.752276 1.770913 2.177655 0.917423 -4.599093 -4.474529 4.203417 2.563478 -0.528087 -0.161311 1.569634 0.319567 1.577672
1005 140140.7115386180 3.0000000000 1.0000000000 0.6939830758 67.0000000000 5.5998996913 0.8819980756 6.2698742727 0.0241994946 5.5663404926 -0.0065403593 39.3113233960 -538.1063770916 25.1465956661 6.4077261190 0.175826 4.804132 4.041816 0.840632 -1.902415 5.000000 -2.542984 -1.713962 -3.789071 1.121752 -2.700474 2.418516 -1.871850 1.215746 -4.618449 2.657690 -1.264365 -3.709755 2.520882 -0.513102 -1.537974 2.911664 -2.710045 1.252303 -2.275575 -1.568934 -2.838154 -0.067313 0.123188 2.881099 1.385749 -4.812810 -2.547753 2.362642 -0.021473 -0.997391 0.101599 4.400158 2.943681 4.542865
evaluations raw_y rep iid sigma t d_norm d_mean ps_norm ps_mean pc_norm pc_mean ps_squared loglikelihood mhl_norm mhl_mean x0 x1 x2 x3 x4 x5 x6 x7 x8 x9 x10 x11 x12 x13 x14 x15 x16 x17 x18 x19 x20 x21 x22 x23 x24 x25 x26 x27 x28 x29 x30 x31 x32 x33 x34 x35 x36 x37 x38 x39
1 223315.0881825198 4.0000000000 1.0000000000 0.6939830758 67.0000000000 5.5998996913 0.8819980756 6.2698742727 0.0241994946 5.5663404926 -0.0065403593 39.3113233960 -538.1063770916 25.1465956661 6.4077261190 0.101123 0.999903 -1.991818 1.387197 -0.836603 -3.169154 -1.295414 1.197150 0.664500 -2.294953 1.237339 -0.175974 0.850145 0.664506 -2.313633 0.701994 -1.213775 3.093959 1.446683 0.092271 -1.965983 0.108865 0.319786 -2.417896 4.446720 0.788590 3.384715 -2.225624 3.271495 -2.721931 -1.302452 1.084903 0.096012 -4.716147 -2.211168 1.675673 4.175742 1.829682 -0.552407 1.593024
3 56085.1282324338 4.0000000000 1.0000000000 0.6939830758 67.0000000000 5.5998996913 0.8819980756 6.2698742727 0.0241994946 5.5663404926 -0.0065403593 39.3113233960 -538.1063770916 25.1465956661 6.4077261190 -2.194244 -1.056392 -4.759551 -1.215367 -2.150580 4.044810 -1.129751 -3.085858 1.741684 -0.350421 0.097206 0.377292 0.418627 -0.748890 1.909397 1.046495 -0.991637 -0.342929 -1.888737 0.561729 1.476494 1.301506 1.229481 -0.253137 3.157748 -0.414363 0.060134 -0.672360 0.162528 -0.481048 4.064359 0.851693 -3.365930 -0.867773 -2.832455 1.759798 2.749186 -0.902086 1.227065 -0.420313
8 28133.4025216417 4.0000000000 1.0000000000 0.6939830758 67.0000000000 5.5998996913 0.8819980756 6.2698742727 0.0241994946 5.5663404926 -0.0065403593 39.3113233960 -538.1063770916 25.1465956661 6.4077261190 1.703855 -2.066700 -2.492424 2.989114 -1.556844 -0.179769 4.862448 -0.930497 -4.404129 5.000000 2.025159 0.717582 5.000000 -0.150532 2.891866 0.024920 -0.551289 1.265029 1.768776 2.564735 2.389033 -0.997441 -0.161479 3.875743 1.217674 0.195078 2.694858 2.800322 2.579957 -1.092370 -0.769573 1.504269 2.384730 -2.390124 -0.910047 -0.459379 2.014494 -2.166005 5.000000 0.180108
14 16476.8257733302 4.0000000000 1.0000000000 0.6939830758 67.0000000000 5.5998996913 0.8819980756 6.2698742727 0.0241994946 5.5663404926 -0.0065403593 39.3113233960 -538.1063770916 25.1465956661 6.4077261190 0.191050 -0.433071 0.966319 0.661012 2.542311 0.918238 -1.038353 -2.103775 -3.325320 -2.045083 2.281958 -2.759396 0.194570 2.518324 1.249969 3.115222 1.545722 3.186481 -1.054709 -1.557844 3.956269 0.767653 0.260961 -1.041363 3.255388 1.043665 1.070735 -1.198956 0.248072 -0.766460 -0.120049 0.715160 -0.934873 -1.593485 1.635797 -1.939711 2.840003 3.108947 -2.689375 3.264675
19 4041.5333946617 4.0000000000 1.0000000000 1.8941481871 1.0000000000 6.3118087066 0.9979592528 3.3548169795 0.1986945773 2.8450112845 0.1685004929 11.2547969659 -1271.7632725366 26.0157477808 6.6492529845 -0.329950 0.140220 -3.615479 2.378468 0.476241 -0.045112 2.260604 -1.969902 1.463391 -0.880441 1.220439 -2.147289 0.661293 -0.582028 1.317326 0.682916 -0.181453 -0.599109 -1.862122 -1.040804 1.942656 0.359295 4.095077 0.848460 2.041863 5.000000 -1.327362 -2.364904 0.694743 2.106420 -0.292694 -0.714433 -1.525962 -0.286924 -1.175817 0.122282 1.145757 1.017293 -0.471528 -1.344855
54 3897.1193054372 4.0000000000 1.0000000000 1.7349192376 3.0000000000 6.2826625470 0.9933095566 3.9883560613 0.1125169341 3.5138838216 0.1074854806 15.9069840719 -1214.6162700400 26.0436925927 6.5885728567 -2.374638 0.157225 -2.580135 1.950591 0.641665 -2.244824 -0.094684 -3.309417 -1.128369 -0.539713 0.884175 1.310494 3.091183 0.386870 1.891960 0.751422 -0.945993 0.272365 1.614315 1.306280 2.042918 -0.870238 2.180124 2.203328 1.761900 5.000000 0.832547 1.143040 -0.417801 -0.351665 -3.281295 -1.215851 -4.055661 -0.165998 -5.000000 2.180673 0.968916 2.388804 -2.985241 0.318082
60 2398.3862798988 4.0000000000 1.0000000000 1.7349192376 3.0000000000 6.2826625470 0.9933095566 3.9883560613 0.1125169341 3.5138838216 0.1074854806 15.9069840719 -1214.6162700400 26.0436925927 6.5885728567 2.215209 0.434677 -2.349182 1.770169 1.444535 -3.206257 -0.906006 2.719764 -2.322512 -1.515343 0.642955 -1.257961 1.914099 0.152648 1.019227 3.383886 -0.959060 1.433404 3.763116 2.964544 -0.923407 0.069070 1.323492 -2.854538 3.020214 3.535665 -1.096525 -0.610917 0.489926 -1.639111 0.607407 1.902145 -2.583539 -2.534691 -3.874308 2.520860 0.768808 0.468419 -2.588943 -0.776006
68 910.5352320785 4.0000000000 1.0000000000 1.6872301912 4.0000000000 6.2687145337 0.9910813305 4.7831747830 0.0040356375 4.2381387520 0.0188178250 22.8787610044 -1165.1615395975 24.8285805052 6.3510132060 -2.204135 0.067707 -5.000000 2.358553 -0.076590 -1.106037 -3.503271 1.081837 -3.866474 -2.083965 -0.875404 -1.962351 0.066259 -0.974999 0.806676 2.274861 -3.804639 0.215737 -1.432325 3.376865 0.036300 -2.096032 0.343269 0.703819 4.497249 3.632217 -1.394197 0.482644 0.484965 1.182698 -2.503981 2.997385 -3.237017 -1.209915 -5.000000 2.786485 3.064996 0.188525 -2.618596 -1.748223
149 570.8190607346 4.0000000000 1.0000000000 1.5444097803 9.0000000000 6.2059136413 0.9809750551 5.2989637168 -0.0895304642 4.9045182834 -0.0812638896 28.0790164719 -1088.2514795783 24.2383686948 6.1751164841 1.539017 1.006026 -3.451274 3.960727 -0.352165 -5.000000 0.338878 -0.317266 -2.661702 -2.915098 0.344992 -4.505982 0.208031 2.084470 -0.169237 1.708338 -0.273425 3.445393 0.765528 5.000000 -0.252852 0.558386 3.216613 1.192757 3.010827 0.013100 -0.854694 -2.890617 4.293719 0.128666 3.150279 -1.983777 2.892592 -3.057488 -4.220180 2.521855 2.882079 1.832377 -4.383034 -0.789157
525 526.2594893747 4.0000000000 1.0000000000 0.9221865062 34.0000000000 5.9156265292 0.9341169154 5.1209297310 -0.0287798440 4.4763397251 -0.0217180690 26.2239213099 -775.3636927293 25.9219403878 6.5373370479 -4.683071 1.841456 -5.000000 3.180239 0.095955 -0.406858 -1.068961 0.105391 -2.189379 0.171473 -1.369456 -3.062446 2.828836 2.189931 -0.089863 0.823423 -0.697106 2.400557 -0.528488 3.256818 4.120090 -1.617250 -0.121172 -2.282557 2.699650 1.900080 -0.369186 -3.190960 2.922185 -0.329464 4.210457 -4.683958 -2.688301 -1.817664 -3.814455 1.082174 1.350726 2.052057 -3.264994 1.512110
544 502.9773527024 4.0000000000 1.0000000000 0.8811705544 36.0000000000 5.8940081929 0.9306049942 5.0594506769 -0.2443189542 4.4272732549 -0.1971551951 25.5980411518 -711.9131070589 24.5843433321 6.2804352575 -4.291732 2.272404 -4.002321 4.656766 2.572407 -2.276713 0.294720 -0.966732 -2.215187 1.793112 -0.963726 -3.957788 3.290788 0.688212 -1.595063 -0.214894 0.249477 1.703669 -0.328200 5.000000 2.846852 -1.476534 -1.949642 -3.589964 2.923303 2.145879 -0.538673 -3.446986 4.098295 -0.948041 3.580968 -5.000000 -1.961491 -1.317223 -3.824027 -0.140073 1.915572 1.760775 -2.724767 0.838718
703 442.3095074767 4.0000000000 1.0000000000 0.8375959005 46.0000000000 5.7929827991 0.9140240381 6.6815595871 -0.1842725758 6.1680218290 -0.1888345732 44.6432385157 -670.1675003375 24.6962187432 6.2889886817 -3.255393 2.199812 -2.279906 1.351648 3.189994 -3.619523 -0.511938 2.442586 -2.249300 1.395520 0.832557 -3.633943 5.000000 2.687100 -1.206623 0.315066 -0.477678 0.105619 -0.715497 3.065110 1.380413 -2.079077 -0.841352 -2.462768 3.767466 1.186833 -0.868112 -2.979600 2.774630 -0.325663 0.241330 -2.305628 -1.781008 -1.501911 -4.476030 -0.746806 1.542927 -0.009287 -3.554191 -2.505729
720 389.0651252003 4.0000000000 1.0000000000 0.8402972195 47.0000000000 5.7844104641 0.9125717467 6.4587335664 -0.1019872743 6.0631248664 -0.1227968587 41.7152392822 -658.8656440127 24.1722880103 6.1656978906 -3.500033 1.103863 -3.329018 0.915705 2.395245 -4.009761 0.932088 0.905190 -2.742912 2.807126 -1.599132 -4.674018 3.138940 2.716133 -1.558729 1.506808 -0.942889 -0.715819 -2.518736 2.682544 1.754946 -0.549477 0.441885 -3.720310 3.874703 0.762227 -0.602393 -1.642267 2.723844 0.267277 1.450259 -3.041047 -1.274440 -2.407368 -3.283762 -0.062755 1.896375 -0.328201 -3.916962 -1.207959
