fid,iid,rep,high_level_category,ela_distr.skewness,ela_distr.kurtosis,ela_distr.number_of_peaks,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.intercept,ela_meta.lin_simple.coef.min,ela_meta.lin_simple.coef.max,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.adj_r2,ela_meta.quad_simple.cond,ela_level.mmce_lda_50,ela_level.mmce_qda_50,ela_level.lda_qda_50,disp.ratio_mean_02,disp.ratio_mean_05,disp.ratio_mean_10,disp.ratio_mean_25,disp.ratio_median_02,disp.ratio_median_05,disp.ratio_median_10,disp.ratio_median_25,disp.diff_mean_02,disp.diff_mean_05,disp.diff_mean_10,disp.diff_mean_25,disp.diff_median_02,disp.diff_median_05,disp.diff_median_10,disp.diff_median_25,ic.h_max,ic.eps_s,ic.eps_max,ic.eps_ratio,ic.m0,nbc.nn_nb.sd_ratio,nbc.nn_nb.mean_ratio,nbc.nn_nb.cor,nbc.dist_ratio.coeff_var,nbc.nb_fitness.cor,bsf-progression_0.5,bsf-progression_1.0,sigma,d_norm,d_mean,ps_norm,ps_mean,pc_norm,pc_mean,loglikelihood,mhl_norm,mhl_mean,std_y_last_1,mean_std_x_last_1,std_y_last_2,mean_std_x_last_2,std_y_last_3,mean_std_x_last_3,BFGS,DE,Elitist,MLSL,Non-elitist,PSO
1,1,10,1,0.5512999558550236,0.09162721928135155,0.0,0.4128951555380973,0.23861889650382354,2.7029274814396263e-10,4.285485012590806e-09,7.793543065452513e-05,0.8853326714514425,0.9999999999999887,2.0445731682672795e-11,0.5471698113207547,0.2962962962962962,0.16477272727272727,0.0,0.378651953963975,0.2493346169126242,0.134593865066561,0.0,0.3675564751763763,0.1619516078067397,0.12305646398651643,0.7047582985204075,0.43340111328731123,0.27491784678054804,0.17971887081406146,0.6826592947950658,0.4150572679519318,0.1961008502666643,0.22437437584241782,0.6628609788222024,0.049261083743842464,7.538952729735653e-09,0.07936507936507933,0.47058823529411753,0.8575736974832973,0.7035288561706561,0.8130174150156437,0.4790283663231366,0.5902543968662491,1.0,0.9999999999999999,0.4695961839497471,0.3812998671493526,0.38726559208654443,0.46050890496178565,0.7416791875873473,0.5132039170800433,0.7664231389392226,0.7312584585031332,0.2929998821980837,0.1741694018238522,0.1356024208909712,0.6152581357162153,0.11330860986758137,0.304159814689285,0.24410292248596324,0.2678179560344254,1e-12,1e-12,1e-12,1e-12,1e-12,1.9401784049782502e-05
1,1,11,1,0.62252968101004,0.1806923036770544,0.5,0.5995287107833007,0.23861889695067778,7.2836658781283945e-09,4.074595373329761e-09,1.618923076530653e-06,0.9464975182306758,0.9999999999999951,2.527689343235053e-11,0.5471698113207547,0.3888888888888889,0.12554112554112554,0.0,0.2287178838930276,0.12693781311812363,0.2665036743122844,0.0,0.2265611036268681,0.1428461193607222,0.22132139724771965,0.6401243047917982,0.2978675070838718,0.14485326459757697,0.2900706426211503,0.6549460896719359,0.2880963610883033,0.1716462851214955,0.3059822796585645,0.543127669960968,0.036945812807881874,2.4695781138116472e-08,0.10052910052910044,0.4117647058823529,0.8262598899694427,0.7764518832455618,0.9498331745482567,0.29852937649023914,0.45421771025204916,1.0,0.9526843623110725,0.25432119188026947,0.29138816840655934,0.33004191180315967,0.2201225449596145,0.693566225398583,0.258070494543256,0.7312906095124752,0.6370350189676954,0.5470594798009487,0.6094438040465833,0.14644586653608316,0.5121485137576595,0.1599770166867354,0.427124214997755,0.3362053782458726,0.35212080023059533,1e-12,1e-12,1e-12,1e-12,1e-12,4.86818009797544e-05
1,1,12,1,0.5668279241756998,0.0900096041771256,0.0,0.7618662114892207,0.23861889882280118,1.8328042881065821e-09,4.7628096922364e-09,1.1636349395650362e-05,0.9263213166370035,0.999999999999998,9.700965237276898e-12,0.4339622641509434,0.25925925925925924,0.1493506493506494,0.0,0.3113091742185071,0.331888037039438,0.23778431700712999,0.0,0.31421779337702455,0.27392128889651723,0.2449047712866132,0.5350664491139345,0.3543005689828094,0.3250402874438073,0.2359506479264286,0.5915557056727783,0.3558796938660805,0.2928324067048378,0.31321066186879437,0.48600145853808696,0.059113300492610925,5.5843438822630834e-08,0.11904761904761901,0.3529411764705881,0.8187304395015886,0.8792620287506883,0.9692653473974013,0.19689988002332484,0.6444262276555861,0.9079690099609156,0.9999999999999999,0.16129949434467594,0.0,0.0,0.19428753375641536,0.6495038416947392,0.2247902280364134,0.6689689658233579,0.45091054322900836,1.0,0.925801760806096,0.1601576732982588,0.33020784170900475,0.2500040998125317,0.32233255221339596,0.5485465434332832,0.5204270937577413,1e-12,1e-12,1e-12,1e-12,1e-12,4.333770821338185e-05
1,1,13,1,0.4842410829503011,0.04701528320485339,0.0,0.6020669506273431,0.23861889798560548,2.3787874855851907e-09,1.592531299354561e-09,2.7781765980061104e-06,0.8828062207058823,0.9999999999999778,1.889528878279206e-11,0.339622641509434,0.3333333333333333,0.09090909090909091,0.0,0.28026679839076674,0.26262519440330623,0.25219752402444584,0.0,0.2722197047317818,0.18809102869034092,0.16116818027609087,0.5483309446762625,0.3282503123520771,0.25757084047083045,0.2540474499748491,0.5435858226229437,0.3097558491675905,0.19586919979011852,0.22113160842907248,0.7352593005032555,0.05418719211822665,3.114101983533755e-08,0.08465608465608468,0.5294117647058824,0.7631460246480193,0.8134090053974634,0.7958947788284885,0.21662042889043406,0.5253504898936906,1.0,0.9999999999999999,0.48212402918665265,0.5531745077839503,0.6088143943083999,0.4260958182400977,0.684388233106575,0.47439026289999625,0.7086057695849702,0.6417836101888197,0.22661068764106695,0.23102495189203198,0.10827974500123622,0.3399953052817156,0.04665891072102754,0.32351798462063064,0.16035892408743643,0.4550594570815272,1e-12,1e-12,1e-12,1e-12,1e-12,9.038637038389807e-05
1,1,14,1,0.4350598615099473,0.04251459668024524,0.0,0.4774595707682896,0.23861889807885953,1.904155993251648e-10,2.470380261407091e-09,6.882453056992247e-05,0.7831077844265473,0.9999999999999559,3.129910210403295e-12,0.39622641509433965,0.40740740740740733,0.08677685950413223,0.0,0.26782715939158375,0.2879946069741017,0.354917570045737,0.0,0.26173583154718155,0.1813992366532968,0.3460803240562296,0.5642942388044632,0.31957383853277,0.2858703763867109,0.362714400817646,0.567475124807687,0.30404142002665124,0.19332397691007458,0.40471338551660896,0.6475888685640314,0.03940886699507392,2.9405161118860123e-08,0.08994708994708989,0.4117647058823529,0.691300901121368,0.5831180499726498,0.6323362609784551,0.5090049064310229,0.2956903538796829,1.0,0.778160145875167,0.3190372267728043,0.41718892798334384,0.4640600741815133,0.34847074794436705,0.6474453322915485,0.40615793913681103,0.6772681312270962,0.24721988864022482,0.7458230192576583,0.8449330004848898,0.25200793695137064,0.37966547554093266,0.21121832179554226,0.4832350532163001,0.13545573368844702,0.40278125395144926,1e-12,1e-12,1e-12,1e-12,1e-12,3.9539405529011056e-05
1,1,15,1,0.49578597484374864,0.03304526195703843,0.5,0.7118711960009203,0.23861889564675856,6.645391487939943e-10,7.81976364488082e-09,5.459710727036803e-05,0.9476476327698036,0.9999999999999861,2.960098495935785e-11,0.2641509433962264,0.2777777777777778,0.08484848484848484,0.0,0.2309686934663996,0.21974812984155256,0.3231664519861861,0.0,0.23366392996990298,0.18027380632900944,0.35492562815934464,0.8600789299908451,0.33766752702955877,0.2801994584969584,0.39055999536762764,0.8761381473638337,0.3351922815693751,0.25057638257427295,0.4648910260758318,0.5236139021475785,0.06896551724137948,4.362548406938171e-08,0.08465608465608468,0.5294117647058824,0.8207699314423946,0.8309297714825266,0.9331640843153641,0.24454210267859952,0.32101889691595176,1.0,0.9999999999999999,0.0406180387649977,0.11936725480145771,0.1429401300270321,0.0607995155956392,0.6923987917815057,0.12320001322680496,0.7176868329453996,0.9584420676836967,0.5658944253507379,0.6076848482248076,0.3049651004263904,0.2556273712855749,0.32012021453665684,0.08839706847754636,0.3077376821115372,0.07564394321909251,1e-12,1e-12,1e-12,1e-12,1e-12,5.802271399239868e-05
1,1,16,1,0.78290557188361,0.5076876914618255,0.5,0.6248622508351445,0.23861889760431995,1.8147314819950029e-09,5.40634577084443e-09,1.3337822020275902e-05,0.9133964066451301,0.9999999999999944,8.855984942233129e-12,0.5283018867924528,0.6296296296296297,0.0748663101604278,0.0,0.2598424890353919,0.1822839746173705,0.27086396103036015,0.0,0.26148279703871175,0.16343329104837426,0.20354888315285852,0.6528578868871773,0.32659096550370237,0.20084852432453,0.29728327499902263,0.688953596634821,0.32454291233060395,0.198796512189237,0.29817274342342476,0.7520500671670944,0.06403940886699519,3.2967169620703465e-08,0.10317460317460311,0.47058823529411753,0.8704490143366224,0.7897156964064682,0.9492533036112107,0.37441763288625896,0.5930352908758744,0.8539937717240431,0.9999999999999999,0.28397979388804084,0.22416195722710164,0.2347688709751834,0.29426972877989066,0.47589502290932073,0.34449312863742404,0.5063139003566726,0.8930774528676673,0.3776875000171511,0.34482917354075293,0.01981791576722175,0.367522470853373,0.0,0.22139838401255818,0.36500587627235226,0.3544521202475157,1e-12,1e-12,1e-12,1e-12,1e-12,1.317627330856989e-05
1,1,17,1,0.547027328198302,0.08410337308721112,0.5,0.32736115849880115,0.23861889979499584,4.216675305427516e-09,1.836619303523203e-09,1.3059098185954905e-06,0.8651042281151009,0.9999999999999543,1.1957960595570909e-12,0.4905660377358491,0.46296296296296285,0.09454545454545456,0.0,0.4151810499909979,0.30245789568057474,0.4545895426171931,0.0,0.39972968158183275,0.3043851658801955,0.38299514686584074,0.2681357961958972,0.42370427753502904,0.24986964345568263,0.4236295583343248,0.2735049935150302,0.4015807255376679,0.28641074297474417,0.39516981410012897,0.8760250335835471,0.061576354679803054,4.0153957768493584e-08,0.07671957671957667,0.588235294117647,0.7410231409904173,0.6568194045021727,0.6177981493149136,0.4795152842490098,0.3970963052386268,0.7776904097571057,0.9999999999999999,0.3861883384796545,0.4497275796270781,0.4854376950713899,0.5360336681279538,0.8311792589818935,0.6059059317882083,0.8546711752058753,0.2842873638613783,0.6202693550414555,0.6585688671745356,0.4014960403536324,0.8296109905726273,0.36266194089032666,0.7765794061740021,0.24949135170701706,0.7864930916104775,1e-12,1e-12,1e-12,1e-12,1e-12,0.0001485520160208654
1,1,18,1,0.6513596818677666,0.3095556710388229,0.5,0.7794361864955766,0.23861889559423807,1.412710249942291e-08,7.124818136739411e-09,1.2168845693852104e-06,0.9158513361161777,0.9999999999999956,1.486629882510495e-11,0.2264150943396227,0.3333333333333333,0.060606060606060615,0.0,0.15029281334174366,0.17302683458331752,0.2764440698195265,0.0,0.14880156946977174,0.09318012491458053,0.2760127343536802,0.3967780285953757,0.18012671528433372,0.13222798165883198,0.24456802924258048,0.4378875986007771,0.17045929787277808,0.07059924805772155,0.3105094594014496,0.8036267119024945,0.06650246305418722,4.362548406938171e-08,0.11111111111111113,0.6470588235294117,0.670538700558547,0.6470844233906825,0.7801866075588877,0.3942703616857718,0.3483177736591193,0.5235414658710155,0.9999999999999999,0.38417900276732997,0.288502704189618,0.2990782337321871,0.40890355971935677,0.746460667880137,0.4500403701427291,0.7581253998301906,0.31756929960462665,0.8163859621337433,0.6795130202466872,0.5072528801933353,0.8227385680826426,0.7749168440867851,0.6468235969306388,0.5166558891706596,0.6372585464168243,1e-12,1e-12,1e-12,1e-12,1e-12,0.00045407054378636955
1,1,19,1,0.527149135358321,0.07892979613687441,0.0,0.6044398149497523,0.23861889583224252,1.5338706230458036e-09,3.6770522146441666e-09,1.0994482589924733e-05,0.9025418003611936,0.9999999999999795,1.640552964473057e-11,0.2264150943396227,0.22222222222222224,0.09090909090909091,0.0,0.11124883292436442,0.34215796670792425,0.3723500339154511,0.0,0.11218869927189959,0.3918469275831429,0.447456332826698,0.8008194929209775,0.23321046347336333,0.3754892970577343,0.4228592966565865,0.8154798930580791,0.22725139778654263,0.42924072391611057,0.5313235129271692,0.48600145853808696,0.051724137931034496,5.432734310466162e-08,0.07142857142857144,0.47058823529411753,0.7579463478727244,0.6799018951180509,0.7746217674460869,0.40935237806077296,0.3215850796413532,0.8419709899546858,0.8388720650479828,0.31608144897998014,0.44085490419655216,0.48624467035430996,0.4525060782997029,0.5922131961193156,0.5079170499283361,0.6242648209061828,0.908480823671439,0.1631917930119331,0.18351916657539458,0.2030441493659646,0.4898313863665221,0.07139974797082091,0.16392952714895803,0.20763374081950134,0.12851685692320514,1e-12,1e-12,1e-12,1e-12,1e-12,1.745101814150287e-05
1,2,0,1,0.49050582785558566,0.035600993801741275,0.5,0.8548012777756898,0.23861903807635826,8.221125984294673e-09,7.04772665492986e-09,2.903675052651097e-06,0.9693322715212213,0.9999999999999912,2.4584218754968804e-11,0.20754716981132074,0.40740740740740733,0.045454545454545456,0.0,0.42883879852120155,0.46298863386736305,0.5013362726693891,0.0,0.41390793391400793,0.3825908837682247,0.4568685257676978,0.36184452051378013,0.44566234981053343,0.4416282380787119,0.48900435353181293,0.3629420394748508,0.4251315139256134,0.3874761965051038,0.48754053167823874,0.6628609788222029,0.07635467980295577,4.486325002404216e-08,0.10317460317460311,0.588235294117647,0.8293656232395703,0.5824062436072066,0.8224891267134098,0.47341827991503094,0.5636813979441516,0.8685330542574146,0.34433840340664645,0.6161081404617097,0.6866915940364677,0.7193684016747737,0.5908281758246547,0.7452704292521684,0.6236267659985266,0.749598046456368,0.5967506610663409,0.14485074418200106,0.17616640723929988,0.6499456855264161,0.8918914403392583,0.4759865418220004,0.5735009446665713,0.7864824216716397,0.7012497478409494,1e-12,1e-12,1e-12,1e-12,1e-12,3.124666524320361e-05
1,2,1,1,0.5813421962009991,0.1012042068522476,0.0,0.8595388185591433,0.23861903601588838,7.457854195714847e-09,6.806950788685416e-09,3.179266848620733e-06,0.9802924896327769,0.9999999999999923,3.2224988926214324e-11,0.20754716981132074,0.2962962962962962,0.0625,0.0,0.45326347527689137,0.40056939853656676,0.2587613131361134,0.0,0.4406335246656053,0.3549789277578518,0.17700624691091277,0.6972886377268903,0.4947175001476467,0.41426395179866027,0.29595258860832574,0.6777471594685756,0.4777614422563876,0.3837584578531031,0.271513557127545,0.6588300685403892,0.06650246305418722,6.054944607393265e-08,0.10317460317460311,0.47058823529411753,0.6555458630783502,0.5702115907530567,0.842716855297867,0.4311283806333762,0.701267618882477,0.6744054507118289,0.7742449609480283,0.5119574256692223,0.4954272024200632,0.5306864955457344,0.6406414258780353,0.6777509813755814,0.6578973492618754,0.7040344246983107,0.7461868203197399,0.1761840086264128,0.13582544546598396,0.018203166813447774,0.24645501539087988,0.40579298831896227,0.1737679166217334,0.5654496173518472,0.24738720596664177,1e-12,1e-12,1e-12,1e-12,1e-12,4.3123309246528864e-05
