fid,iid,rep,high_level_category,ela_distr.skewness,ela_distr.kurtosis,ela_distr.number_of_peaks,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.intercept,ela_meta.lin_simple.coef.min,ela_meta.lin_simple.coef.max,ela_meta.lin_simple.coef.max_by_min,ela_meta.quad_simple.adj_r2,ela_meta.quad_simple.cond,disp.ratio_mean_02,disp.ratio_mean_05,disp.ratio_mean_10,disp.ratio_mean_25,disp.ratio_median_02,disp.ratio_median_05,disp.ratio_median_10,disp.ratio_median_25,disp.diff_mean_02,disp.diff_mean_05,disp.diff_mean_10,disp.diff_mean_25,disp.diff_median_02,disp.diff_median_05,disp.diff_median_10,disp.diff_median_25,ic.h_max,ic.eps_s,ic.eps_max,ic.eps_ratio,ic.m0,nbc.nn_nb.sd_ratio,nbc.nn_nb.mean_ratio,nbc.nn_nb.cor,nbc.dist_ratio.coeff_var,nbc.nb_fitness.cor,bsf-progression_1.0,sigma,d_norm,d_mean,ps_norm,ps_mean,pc_norm,pc_mean,loglikelihood,mhl_norm,mhl_mean,std_y_last_1,mean_std_x_last_1,std_y_last_2,mean_std_x_last_2,BFGS,DE,Elitist,MLSL,Non-elitist,PSO
1,1,10,1,0.5956085959148988,0.08391644286091642,0.0,0.6844720051771305,0.31617623635934516,7.22424729828481e-10,4.410332941303947e-09,0.0019298147698381645,0.9999999999999953,3.1216619716142695e-11,0.0,0.0,0.2879610853268848,0.06867426826270095,0.0,0.0,0.27849266561174,0.11331998858228515,0.66762599493009,0.66762599493009,0.31420782633902744,0.1292157350933733,0.6320576452220963,0.6320576452220963,0.3028853664004059,0.16170832204191377,0.5668938185766375,0.06009615384615384,3.6834136413611198e-09,0.07371007371007371,0.3636363636363637,0.7636831738488247,0.7143843709546776,0.8855258420241077,0.5450071641131541,0.5938558206404083,1.0,0.5268974894804819,0.35807868307594326,0.34932634314000666,0.5637992758772201,0.653042439121556,0.6800611725260337,0.6530424390816223,0.6633320629782897,0.40807602120142317,0.38900960774599525,0.11527531954775752,0.31600434494876084,0.3098726602120422,0.3206623020926411,1e-12,1e-12,1e-12,1e-12,1e-12,6.548296942468733e-05
1,1,11,1,0.6511960773808445,0.17187845746472774,0.5,0.8075856251198124,0.31617623573015347,6.093639724485017e-09,5.438246082410191e-09,0.00021549589862938733,0.9999999999999979,7.263273535678023e-11,0.0,0.0,0.26464405288054393,0.25031053524189045,0.0,0.0,0.2664196877439347,0.2878495064073153,0.7012239161903486,0.7012239161903486,0.2961490465167297,0.30036979849967843,0.7312379898510828,0.7312379898510828,0.3006917463915476,0.33569592716375596,0.6173911261921317,0.05528846153846148,1.5473412397083412e-08,0.1449631449631449,0.45454545454545453,0.828347449299809,0.8127291423172558,0.9721314679521385,0.3189012924548832,0.4602665574459206,1.0,0.3848068805403444,0.27094512735094156,0.2828446014074988,0.4208633996439684,0.46479583615915426,0.5564856092429045,0.4647958361113991,0.7794072644222512,0.3918711444864136,0.23871784521306716,0.17038590133716694,0.42554088078800123,0.388604324375569,0.2360697739930262,1e-12,1e-12,1e-12,1e-12,1e-12,1.9552949762067324e-05
1,1,12,1,0.5623467991479096,0.05983733937027498,0.0,0.8769169274127199,0.31617623687363355,1.4628402184173961e-09,4.308210667965053e-09,0.0008970805393986737,0.9999999999999962,2.3525731682834047e-11,0.0,0.0,0.2348903390913401,0.08880284784829467,0.0,0.0,0.23041762237681734,0.1460957355392309,0.45454823591850957,0.45454823591850957,0.2444235085363426,0.10904199299376155,0.4657836797085615,0.4657836797085615,0.24046841283415513,0.168480569472094,0.5668938185766375,0.06009615384615384,1.086982214382582e-08,0.11547911547911549,0.3636363636363637,0.7663127110002225,0.9175278151751476,0.9917559485285079,0.15803560532661348,0.4191400837697844,0.9079690099609156,0.21798336362456094,0.0,0.0,0.24486595594552213,0.4597334698141986,0.40432658646481817,0.4597334698066673,0.1897915507101411,1.0,1.0000000000000002,0.27708580283036655,0.46706066420933934,0.6039707063366345,0.5617428240135065,1e-12,1e-12,1e-12,1e-12,1e-12,4.038628173774268e-06
1,1,13,1,0.4917910283810282,0.0407463510847082,0.0,0.7473632884042458,0.3161762370682766,6.940672402078312e-10,1.3307090772833555e-09,0.0006713506306255532,0.9999999999999799,3.5963222932413816e-11,0.0,0.0,0.2218705080639441,0.18369491929815512,0.0,0.0,0.21185626226975002,0.17389280481665498,0.5731157312313839,0.5731157312313839,0.24427035688245163,0.22153018632486055,0.5229437866434585,0.5229437866434585,0.22844656573683408,0.20466619812812042,0.6877946908363517,0.06730769230769226,1.91631608759648e-08,0.1449631449631449,0.27272727272727276,0.8031605122500697,0.8959001793558277,0.9187486895201913,0.2427804077541509,0.5029895295645893,1.0,0.59421795408768,0.6994818206544604,0.7179052800934294,0.6294466768514912,0.5871191130906357,0.7368167944714276,0.587119113070821,0.36984223970294217,0.44217830637630806,0.6012567898981269,0.061899534433215275,0.41806697531662396,0.20335670255808802,0.3886401555793766,1e-12,1e-12,1e-12,1e-12,1e-12,0.00011495104442756994
1,1,14,1,0.47657379547603923,0.07140369539634321,0.0,0.43014738480566794,0.3161762377211998,5.800666127503548e-10,1.3258864106083237e-09,0.0008143753514991132,0.9999999999999438,2.5400451205792422e-11,0.0,0.0,0.46028769039591755,0.3633772812202148,0.0,0.0,0.4470487660886657,0.40966139367170007,0.47771890800595873,0.47771890800595873,0.4675671281110326,0.3869026148254405,0.47021580711991406,0.47021580711991406,0.4577116673573438,0.4391264751996684,0.44599294631692343,0.04086538461538454,9.73130643986826e-09,0.07862407862407866,0.45454545454545453,0.47417032044710716,0.516319340604301,0.3417078584654901,0.7052418818789187,0.28840276368861406,1.0,0.3660632099084391,0.46371340553383966,0.4901715449635109,0.4015442091403392,0.49300033857004305,0.5397831555509688,0.49300033853794706,0.7811752082576593,0.3359910855228887,0.4264629194097902,0.1109567853702019,0.8142556489958255,0.0958368601544608,0.49070788456491865,1e-12,1e-12,1e-12,1e-12,1e-12,0.00016898215519171522
1,1,15,1,0.5328627559003604,0.020707540402338742,0.5,0.7193900292763487,0.3161762348990793,1.2076049998231132e-09,5.6187879959036444e-09,0.0014302950109841089,0.999999999999994,6.192769894434146e-11,0.0,0.0,0.28089296000071934,0.26293619658301454,0.0,0.0,0.26673476472594726,0.2419592849006797,0.7610864647790816,0.7610864647790816,0.3156682899223026,0.3185263123015752,0.6849033332474188,0.6849033332474188,0.29676547144467996,0.28939979523627957,0.8790991277402858,0.08173076923076929,9.460924380787874e-09,0.10810810810810806,0.6363636363636365,0.8075859334653853,0.8123233942681134,0.8564117465627578,0.39786788708074844,0.5372304644033135,1.0,0.10276285789677564,0.06731077850347766,0.07828603105954812,0.11767041743104512,0.6956430365894454,0.294359370801074,0.6956430365712605,0.5161607543844724,0.8018694554329397,0.7962567457566403,0.29180851987324397,0.21561232470249458,0.3324556542146829,0.21144824262095163,1e-12,1e-12,1e-12,1e-12,1e-12,2.8845878562429868e-05
1,1,16,1,0.796987515380585,0.5055916379019461,0.5,0.8367119915030929,0.3161762349413022,1.928115370854408e-09,6.120971473765147e-09,0.0009481364503264067,0.9999999999999984,2.6805731571065416e-11,0.0,0.0,0.19043714218909089,0.07771857315363162,0.0,0.0,0.1907003828005662,0.06926133410425966,0.5516563983373799,0.5516563983373799,0.21209351004923566,0.11596236499399215,0.5866149564478871,0.5866149564478871,0.21571543694730055,0.11157588298339466,0.6877946908363517,0.07692307692307694,7.993832797701598e-09,0.1597051597051597,0.27272727272727276,0.7999883277507095,0.9258197161544013,0.9860145863499745,0.2555547455598512,0.5394254861285211,0.8539937717240431,0.35879856506670915,0.17722645111021684,0.16711004415130937,0.3940264192666902,0.4299876700024329,0.5332836318500123,0.4299876700157381,0.5750659269620275,0.6284551987149758,0.6016703426167498,0.05659366563080814,0.34380005607069397,0.45648573572772355,0.4772163516189458,1e-12,1e-12,1e-12,1e-12,1e-12,7.70097425977277e-05
1,1,17,1,0.5582669552869395,0.07608384797190107,0.5,0.6733745831944405,0.31617623927608524,7.351918254406177e-10,2.7825245220155375e-09,0.0012263804253120458,0.9999999999999755,4.133555874159551e-11,0.0,0.0,0.36521420398621846,0.432595530399197,0.0,0.0,0.3355373197109461,0.3197704153171893,0.4739957105903745,0.4739957105903745,0.37425312245585557,0.45572416461250853,0.3529376525551462,0.3529376525551462,0.3390897501967967,0.33915976315860097,0.6372973832208577,0.07451923076923077,2.075849205123892e-08,0.13267813267813264,0.7272727272727273,0.6712566037126279,0.466808927817024,0.464274288686246,0.7081347040892444,0.41054494122926266,0.7776904097571057,0.27824095974949303,0.2408013660200794,0.25815778298409775,0.30950992730164045,0.6612118506763253,0.46021469086503386,0.6612118506474952,0.732203451687548,0.49283901450569356,0.5796597661731464,0.30291075305614,0.6024917758656714,0.2359469244508205,0.5070329440374342,1e-12,1e-12,1e-12,1e-12,1e-12,4.4176316620045176e-05
1,1,18,1,0.7743374149698723,0.48817101804755436,0.5,0.828126177341859,0.31617623425116687,6.8909196122257835e-09,6.252065499134997e-09,0.0002178138897449186,0.999999999999997,5.158010535344631e-11,0.0,0.0,0.13601023137041002,0.2381767495354407,0.0,0.0,0.13658671757829585,0.2524276981999072,0.4246645497891728,0.4246645497891728,0.14245469103955966,0.25565692838767295,0.4739713223541364,0.4739713223541364,0.14761090559193135,0.2784246575001791,0.8790991277402858,0.079326923076923,2.2465408054930805e-08,0.1449631449631449,0.5454545454545456,0.7357650756916291,0.6324865858530604,0.7967650784617809,0.5859080827367226,0.5217677421604979,0.5235414658710155,0.42356141998747177,0.38364759245760816,0.3976323431309101,0.4604577316385727,0.8818700611623747,0.5907169863262267,0.8818700611421219,0.7551166671325351,0.34922677058785556,0.417064246965946,0.7665593252370122,0.6685300328963166,0.5541897739971967,0.5814035667655668,1e-12,1e-12,1e-12,1e-12,1e-12,0.00011854358377692225
1,1,19,1,0.5828236927150132,0.0758922321809766,0.0,0.8522493406125982,0.3161762339743767,2.571986855541217e-09,4.3302828974177784e-09,0.00048135550187504075,0.9999999999999881,4.173446382590724e-11,0.0,0.0,0.4184167527077836,0.2709944889607902,0.0,0.0,0.41213805686187677,0.28454334938044257,0.9292126849535132,0.9292126849535132,0.4400851878946894,0.34392586448518925,0.8993195080538978,0.8993195080538978,0.43385609014288734,0.34670784988532577,0.7382919984518457,0.06490384615384608,1.8169422341279167e-08,0.1597051597051597,0.3636363636363637,0.8028384476732334,0.6504269198948265,0.7426142063642456,0.6227919505794351,0.24364274040614098,0.8419709899546858,0.2399691930307717,0.2237301043917359,0.23941461935058328,0.26859712137396363,0.4854504884880087,0.42484342387390145,0.4854504884672183,1.0,0.30924724887986854,0.3347194231169939,0.0,0.05255956167347953,0.23979834169140907,0.0,1e-12,1e-12,1e-12,1e-12,1e-12,0.0007386771699853587
1,2,0,1,0.5107948773862171,0.018652426082910206,0.5,0.8987363962055442,0.3161763937247833,1.0721363979106959e-08,5.701575960024992e-09,9.779912957036414e-05,0.9999999999999917,1.0866573277052566e-10,0.0,0.0,0.33080955118647154,0.22947564152360694,0.0,0.0,0.30606672945221547,0.19712418476689025,0.574879623714438,0.574879623714438,0.3470026429314004,0.2656305129711425,0.4630759703907099,0.4630759703907099,0.3161172863871703,0.22052358353242468,0.7581982554805717,0.08653846153846143,1.506775999945128e-08,0.1474201474201474,0.6363636363636365,0.8480891200178845,0.6114138492358023,0.8752020561841224,0.6145952176519776,0.49868157862066087,0.8685330542574146,0.6387572927503595,0.5318567976812201,0.5165144649130617,0.6721820071423388,0.7689856450836703,0.7737637293864978,0.768985645011469,0.5408809413997693,0.40585730614275795,0.4369117788722725,0.24033989631513777,0.06723034887887636,0.7457295494474834,0.4125374291833488,1e-12,1e-12,1e-12,1e-12,1e-12,6.439328924289325e-05
1,2,1,1,0.5881739350729493,0.07803787886594449,0.0,0.9173452346786192,0.31617639719596674,5.801177038466782e-09,6.109871441259704e-09,0.0002652572996924038,0.9999999999999987,2.221645482191519e-10,0.0,0.0,0.16328082488511192,0.3270650759318357,0.0,0.0,0.15269840375324795,0.33922930026718245,0.6582344811809127,0.6582344811809127,0.20017172228703461,0.36629142902576506,0.566584136513109,0.566584136513109,0.17682676879019033,0.3725958524076165,0.7254052335582852,0.06971153846153844,2.0208588936785667e-08,0.05896805896805894,0.45454545454545453,0.606874380143194,0.5075321974818858,0.6874904373103975,0.7237904697940786,0.41802770879177886,0.6744054507118289,0.38758893831809305,0.3477108895388259,0.3549491720264175,0.42372140017018006,0.527738596363389,0.5589565006281598,0.5277385963400348,0.8518561469364636,0.36727325077525697,0.3510949399586851,0.4273972139264244,0.3379361560123537,0.5628660833101583,0.2764503664936573,1e-12,1e-12,1e-12,1e-12,1e-12,0.0003610212609800793
1,2,2,1,0.6631769410276265,0.28261864196362385,0.5,0.8488413418812909,0.3161763920417832,6.8528296011152525e-09,6.25979649508935e-09,0.00021978060917417382,0.9999999999999882,6.920604698036972e-11,0.0,0.0,0.30836727563602445,0.13840340956460112,0.0,0.0,0.3035564731561709,0.13704062142864853,0.39009007271237994,0.39009007271237994,0.31234224601104466,0.1485065163115295,0.4171327388158588,0.4171327388158588,0.3101836025289527,0.15185188044323006,0.5540070536830768,0.08413461538461536,2.2232922583181183e-09,0.07371007371007371,0.7272727272727273,0.8046556581675978,0.7336578247082324,0.8955699988835744,0.4008979026040054,0.4893540356980479,0.8152731268953084,0.84175778827472,0.8293320235289077,0.8070459750383208,0.8603335531034946,0.18821619323746064,0.9364306111523336,0.18821619320716282,0.4696992244296716,0.2688813942091832,0.3484199966917243,0.16677958414292046,0.41666550663792856,0.5869779044614843,0.6238557022876985,1e-12,1e-12,1e-12,1e-12,1e-12,5.3993654007896114e-05
1,2,3,1,0.6360935984544491,0.19646852822114427,0.0,0.8889344752089942,0.31617639672016506,5.631202654268535e-09,4.70928479871769e-09,0.00019999931307858906,0.9999999999999982,2.9308087410423976e-11,0.0,0.0,0.28765078201027156,0.3582737712654401,0.0,0.0,0.28932743294775604,0.33700251445319573,0.1958812435610593,0.1958812435610593,0.27552846536490183,0.36101266698590406,0.2893527866904595,0.2893527866904595,0.2853015015191263,0.35396345163758863,0.24180174451942849,0.10817307692307689,3.695936607328713e-08,0.1695331695331696,0.3636363636363637,0.5873924572088914,0.7379205870893402,0.6456701965016647,0.41963667336263755,0.7722537036105127,1.0,0.9154371829010013,0.8424386337276069,0.8235832244924062,0.9260895134450837,0.2493725831202558,0.9932800883970161,0.24937258316136007,0.39925507308962604,0.25365089784227446,0.24058254627196907,0.4254153540944653,0.9344053530199237,0.91356563831044,0.7802070850333696,1e-12,1e-12,1e-12,1e-12,1e-12,7.357043952394017e-05
1,2,4,1,0.46523650888747703,0.12743050830061403,0.0,0.9580999186341401,0.316176395721214,1.944933358408475e-09,5.635648295757903e-09,0.0008636654416485675,0.9999999999999873,4.904052247026603e-11,0.0,0.0,0.2884398834852424,0.3986651568440482,0.0,0.0,0.28145452425325956,0.3808829813679656,0.6335728929054247,0.6335728929054247,0.31187979774381547,0.43105701150967024,0.6174648513719281,0.6174648513719281,0.3044066878997897,0.41542886844750165,0.4964902539324174,0.08653846153846143,5.043479232865798e-08,0.19656019656019652,0.18181818181818188,0.8797060386485823,0.7546067757238362,0.9181285266321381,0.5328273990152702,0.651126586179128,0.0,0.3103322434467737,0.2867839163303909,0.305580069594269,0.3434344502401055,0.5286845277558603,0.48954422059915026,0.5286845277529871,0.5302530863307284,0.5941780575804798,0.6590375994139006,0.6397170225659385,0.2858699981664803,0.7036737876930566,0.3243978517474093,1e-12,1e-12,1e-12,1e-12,1e-12,7.746264092328586e-05
1,2,5,1,0.6155923001356267,0.146655513718122,0.0,0.9429260781017601,0.3161763958331315,8.860510936504548e-09,6.062028172806812e-09,0.00014633698736133603,0.9999999999999941,1.069839618099682e-10,0.0,0.0,0.35314567775041217,0.3386464122015988,0.0,0.0,0.34104737272392766,0.29480158293937975,0.5919231717587294,0.5919231717587294,0.3689756665332785,0.3715817213575604,0.5614389825375103,0.5614389825375103,0.3568937889979844,0.3286370314290809,0.8591928707115597,0.09134615384615377,2.7727408936762282e-08,0.1277641277641278,0.6363636363636365,0.9077219434321989,0.5826192138859163,0.72653424100318,0.677473637204554,0.6867981705594223,0.4769693462409259,0.316004809663351,0.3272428378780603,0.34061756421082734,0.3493954694552522,0.3606559431485506,0.49469783441168974,0.3606559431182123,0.5831229170329486,0.571231315637093,0.6371528959023063,0.32409867147957117,0.4119541869794341,0.8332973492357194,0.35272461856474635,1e-12,1e-12,1e-12,1e-12,1e-12,7.856594210735237e-05
