fid,iid,rep,high_level_category,ela_distr.skewness,ela_distr.kurtosis,ela_distr.number_of_peaks,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.intercept,ela_meta.lin_simple.coef.min,ela_meta.lin_simple.coef.max,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.adj_r2,ela_level.mmce_lda_50,ela_level.mmce_qda_50,ela_level.lda_qda_50,disp.ratio_mean_02,disp.ratio_mean_05,disp.ratio_mean_10,disp.ratio_mean_25,disp.ratio_median_02,disp.ratio_median_05,disp.ratio_median_10,disp.ratio_median_25,disp.diff_mean_02,disp.diff_mean_05,disp.diff_mean_10,disp.diff_mean_25,disp.diff_median_02,disp.diff_median_05,disp.diff_median_10,disp.diff_median_25,ic.h_max,ic.eps_s,ic.eps_max,ic.eps_ratio,ic.m0,nbc.nn_nb.sd_ratio,nbc.nn_nb.mean_ratio,nbc.nn_nb.cor,nbc.dist_ratio.coeff_var,nbc.nb_fitness.cor,ela_meta.quad_w_interact.adj_r2,ela_level.mmce_lda_10,ela_level.mmce_qda_10,ela_level.lda_qda_10,ela_level.mmce_lda_25,ela_level.mmce_qda_25,ela_level.lda_qda_25,t_0,t_1,t_2,t_3,t_4,t_5,t_6,t_7,t_8,t_9,t_10,t_11,t_12,t_13,t_14
1,1,10,1,0.12327140515576224,0.004749285897361408,0.16666666666666666,0.8513770604214145,2.130307534808521e-07,8.305029553352486e-10,8.701784515288455e-09,0.004993321911030629,0.0,0.9999999999999999,0.3526315789473683,0.2721893491124261,0.4981968935457309,0.26572062673682795,0.2514895869083874,0.22835491696745447,0.21940459031906467,0.23106729477780374,0.23752143145845317,0.2282171327590068,0.2058759425659169,0.2512005218016191,0.22155787135285843,0.16471645793854517,0.18134936546079117,0.18816387453841432,0.18836794077444197,0.13315619938885304,0.13228137873695456,0.7552283650944775,0.12735849056603774,3.140502511462929e-07,0.19459459459459458,0.5820895522388057,0.8866797461277303,0.849752027928556,0.9380999386584827,0.2686447603723651,0.598838279238644,0.0,0.31250000000000017,0.0,0.31250000000000006,0.20161290322580636,0.25531914893617036,0.2502536706833477,1.2760977482959404e-12,1.4796521666474572e-12,4.255787957356442e-12,4.316421188354766e-12,7.911538598536077e-10,1.1155113290791428e-09,4.010648497512482e-09,3.0298540147737322e-09,1.9449720667363244e-07,1.8150655858696686e-07,3.1203754531840395e-05,0.0035010480721801665,0.004490045056646305,0.9176473890640889,0.7430588855278449
1,1,11,1,0.14106850044726146,0.007841588041723493,0.33333333333333337,0.8792532763409406,2.1316858714997815e-07,7.957213294874228e-11,1.1097174167772101e-08,0.06589225715528514,0.0,0.9999999999999999,0.11052631578947367,0.17751479289940827,0.12650140557117295,0.11340634166396213,0.1315520199633814,0.16140578528849947,0.12451525783009032,0.12748168215429911,0.12156004851379953,0.16543705840378542,0.14070777600493956,0.13158076351108394,0.1354399384346051,0.13306549539327017,0.12303843999021691,0.11808750121452116,0.11063012465994282,0.11243606650689308,0.10874073442268761,0.5570676556335932,0.12735849056603774,2.833055370724629e-07,0.18918918918918926,0.4328358208955221,0.8161816276144895,0.9133229357482087,0.9794676945234588,0.09996802888534423,0.5061594319494986,0.0,0.45312500000000017,0.0,0.45312500000000006,0.2983870967741934,0.2765957446808509,0.3639606074412358,1.254443022939396e-12,1.4623283863622217e-12,1.8391206075660933e-12,2.4367910274067175e-12,1.8812094342025552e-11,1.828379770277063e-10,3.073180002672659e-10,7.790446160936727e-09,3.300008052713254e-08,7.960550170594927e-08,7.959234749962847e-06,0.0007528402474267072,0.0019514873170195454,0.2865833649852613,0.3237762178215177
1,1,12,1,0.16400151366651566,0.012519198449913733,0.0,0.8684649200882006,2.1665037944421454e-07,4.688245238154162e-09,1.1275390909497836e-08,0.0011081464352142528,0.0,0.9999999999999999,0.26315789473684215,0.27810650887573973,0.3101041400460007,0.11292676043130823,0.13825732874084462,0.15560308909957643,0.19019951286889136,0.12002219571593009,0.14084183145974039,0.1693155186949582,0.21067227397483412,0.11905634965294076,0.12903756009861633,0.11310792061578212,0.1755819822475182,0.10749179900484562,0.12621969222294005,0.11234992632741414,0.17699031265528442,0.8626796600596269,0.11792452830188682,2.555259097980893e-07,0.19189189189189185,0.4179104477611939,0.8180011680744181,0.918550810110375,0.9728496044564388,0.14670614205756577,0.6077856899720531,0.0,0.24999999999999983,0.0,0.24999999999999983,0.2177419354838709,0.21276595744680837,0.2877365993319547,1.2024716820836896e-12,2.15961054284295e-12,2.220243773841274e-12,2.6576692260434696e-12,4.926296913839821e-11,2.2567535472802242e-10,6.322731399126415e-10,1.0678840047894038e-08,1.0833983162238466e-08,3.910079700671063e-08,2.0068443516681885e-05,0.0004703201466006161,0.0023818154135401824,0.430875285562474,0.4440548987088365
1,1,13,1,0.15269321194094357,0.009788495259270098,0.16666666666666666,0.8358587370791006,2.1371708287054509e-07,2.080733952268222e-08,9.67432771830877e-09,0.00018187716722867852,0.0,0.9999999999999999,0.1894736842105263,0.17159763313609475,0.3513927932532584,0.2290786153384129,0.14481575824750237,0.19598741669648978,0.22397545794651652,0.23989563801996794,0.10891917659987171,0.20392636910705852,0.22404913328421716,0.23353773361595298,0.135747310847259,0.15542025611032229,0.20992371923624376,0.21863039395090933,0.08302335146477491,0.13795273597077762,0.1807291647832222,0.6986592242114953,0.12264150943396224,3.4807653357786345e-07,0.19189189189189185,0.4328358208955221,0.8556947265122501,0.9004863297745302,0.9710174792110262,0.13266816513461138,0.5409180122236538,0.0,0.5781249999999998,0.0,0.578125,0.3951612903225805,0.46808510638297873,0.39430571019564176,2.393481576693629e-12,2.098977311844626e-12,3.017137666962106e-12,3.3462894923815797e-12,6.881718613535775e-11,3.696741608095233e-11,2.7591569549817143e-09,1.3390698195986638e-07,5.06388374545691e-08,1.4977762190005094e-07,1.1880888075648173e-05,0.0018518608159061747,0.004162985097506003,0.42483858771611493,0.42483858771611493
1,1,14,1,0.12079966047921789,0.004510310509964402,0.16666666666666666,0.8656688355496195,2.1597563889012994e-07,8.583753582381643e-08,9.569106217749953e-09,1.2354250740675419e-05,0.0,0.9999999999999999,0.11578947368421047,0.10650887573964496,0.29476835456901923,0.10992879376424392,0.11817906410040857,0.14978544536224836,0.17715148736650765,0.10616374756722913,0.09403408705201033,0.14231787890530723,0.1646222030628992,0.06385198702023465,0.05115380990778362,0.04620374182761666,0.10562847182932955,0.02985453289357498,0.0021049254627326652,0.0,0.05442278596053063,0.6669003720242404,0.1438679245283019,3.140502511462929e-07,0.19729729729729728,0.3134328358208953,0.7547308831208648,0.741129390272679,0.920430087814812,0.30646823040918597,0.6155977971534137,0.0,0.2031249999999999,0.0,0.20312499999999994,0.1774193548387096,0.2765957446808509,0.2122350936692071,1.4709902765048396e-12,1.3973642102925888e-12,4.45501143063665e-12,2.098977311844626e-12,2.0999300262481295e-10,3.0525213946825157e-10,2.7182157446281835e-10,1.6448343181549933e-10,7.728524119344628e-08,1.0292471319607935e-07,2.636531755021476e-05,0.0010699850077948694,0.0025184280702207885,0.4446107597574297,0.5096609870787033
1,1,15,1,0.1358869870028539,0.006053700771343514,0.16666666666666666,0.8820369015905555,2.167864153089203e-07,8.920811346310309e-09,1.1138403265520488e-08,0.0005557346353919006,0.0,0.9999999999999999,0.15789473684210525,0.18934911242603555,0.23005471035845998,0.1357440518270978,0.19637173378839512,0.22285875292581048,0.2089415131002712,0.1321655603711599,0.20437563103030365,0.22959053976417954,0.21854544707754364,0.11845322066790087,0.16366383105192728,0.15804760625545722,0.16967684199354083,0.09316049152077455,0.16188632882229792,0.14454614728480186,0.15525567058244916,0.8272308423169421,0.13679245283018876,2.907968835814683e-07,0.19729729729729728,0.2537313432835817,0.8597260379807814,0.8736800642626577,0.9607750007145999,0.15464800303279064,0.6416365559824666,0.0,0.46875000000000006,0.0,0.46875000000000006,0.29032258064516125,0.46808510638297873,0.28021407385922403,1.3150762539377203e-12,1.6961994202129009e-12,2.8135832486105887e-12,3.65378659244451e-12,9.361184666860101e-11,8.489849693907948e-10,2.6640789312368227e-10,3.899187806911229e-08,1.0129199887553674e-07,3.0192268282831445e-07,1.8396357180828335e-05,0.0009768177864085033,0.002123201169003684,0.3093616917990423,0.32662414628193087
1,1,16,1,0.11448826019214427,0.002578958344476768,0.0,0.8926530701545756,2.135618124448206e-07,1.539509983116508e-08,1.0050636837125314e-08,0.0002717026900129979,0.0,0.9999999999999999,0.15263157894736845,0.10650887573964496,0.42689204483224436,0.1746262579043597,0.1541136305813885,0.19714469705824655,0.23422299498707533,0.18275922176815806,0.14070026507441558,0.18697938742640452,0.21580159711979996,0.1401042184843151,0.0990993368689026,0.10880968212469289,0.17640716508828036,0.12079860312805268,0.06376858547844222,0.06315666215140359,0.1220991107497359,0.8274384300273288,0.12735849056603774,3.4807653357786345e-07,0.19729729729729728,0.4477611940298507,0.7943679567781619,0.7638446788927311,0.9105777044879781,0.3385631309579959,0.6862666568497843,0.0,0.31250000000000017,0.0,0.31250000000000006,0.25806451612903203,0.2765957446808518,0.3133854361838928,1.5402853976457814e-12,3.796707779797702e-12,7.1142117044202965e-12,5.2394242424954526e-11,8.24588755804112e-10,1.222559298406684e-09,1.7312440339991052e-08,9.263829421910378e-08,1.7829408275755e-06,1.84856684134715e-06,0.00021859472571584583,0.011634874344743624,0.009791798584659528,0.9999999999999999,0.9999999999999999
1,1,17,1,0.1417143080872528,0.006681948204065775,0.0,0.8880541606844576,2.1438369408111047e-07,1.1298868526818421e-09,1.0101034426642364e-08,0.004239056202783752,0.0,0.9999999999999999,0.17894736842105258,0.21893491124260364,0.22905604300953147,0.24003838103585617,0.23514193161669905,0.2569042495096582,0.23300019858647403,0.23906880264491537,0.24081563738295564,0.2701050965131955,0.26024518599538093,0.24870904185631848,0.23158833508335552,0.22442803326822125,0.22442286029955227,0.23089414889431592,0.2338950515587067,0.2274345602351422,0.23535379826707759,0.7246323485453527,0.13679245283018876,3.140502511462929e-07,0.19729729729729728,0.4328358208955221,0.8111295945119599,0.8016367375825482,0.9392272088837785,0.21222190032988414,0.6073339796864381,0.0,0.515625,0.0,0.515625,0.161290322580645,0.5106382978723407,0.13001431525369808,1.1331765609427477e-12,3.406922723379904e-12,3.4155846135225218e-12,1.254443022939396e-12,5.333283688135193e-10,1.0783128418616707e-09,1.7841399529680913e-09,1.0308233794194962e-07,8.008027722844645e-08,1.1368305884310006e-05,1.2611157793424879e-05,0.004114469250686808,0.0021535944036765522,0.3836484393126343,0.46747453146279294
1,1,18,1,0.15355136858929147,0.008679392834641253,0.0,0.8949808154615033,2.1535793134965007e-07,1.8435764169479247e-09,1.1057562869348555e-08,0.0028254128262980484,0.0,0.9999999999999999,0.24210526315789466,0.2721893491124261,0.27799074310702215,0.17545233322039233,0.17196341136513982,0.22081603448016895,0.21371880135234433,0.20650146275573122,0.1848865593394764,0.240151425418891,0.2291907269169977,0.17183454777992158,0.15299534811879123,0.17098962698774645,0.18942996789983113,0.18552450868260217,0.1612014835399117,0.1776218339213056,0.18661550476661748,0.6805221802134835,0.13679245283018876,2.9828823009047364e-07,0.18108108108108106,0.4029850746268653,0.8038521675178636,0.8786689416081614,0.939436488857897,0.2490775323786481,0.6784113683042848,0.0,0.40625000000000017,0.0,0.40624999999999994,0.314516129032258,0.40425531914893686,0.33003633872092586,1.4363427159343685e-12,1.7178541455694451e-12,3.5195272952339345e-12,8.889899183656933e-12,5.780280622457165e-12,7.027506090580509e-10,1.6235398478338157e-09,5.6442719620849816e-08,2.3709136716063392e-07,1.4878058731814325e-06,3.12949313848332e-05,0.003978349573837744,0.006196003600449103,0.62975421669739,0.7261935233410028
1,1,19,1,0.1446540544920925,0.006059801583180324,0.16666666666666666,0.8939545928078901,2.13800191219868e-07,1.69069161560923e-09,9.808980107782126e-09,0.002739331581625474,0.0,0.9999999999999999,0.2789473684210526,0.18343195266272203,0.5578360592895479,0.15034601087877753,0.1125638823999896,0.12851655999942502,0.19215814290395783,0.15810997530910864,0.11834477037780888,0.12982166368582915,0.22546388723086896,0.15155793769774184,0.09808055689338924,0.0793105293120967,0.17266737374395846,0.14276138985348763,0.10047670598221292,0.06679757755260607,0.18944199837699272,0.7605211617126764,0.12735849056603774,2.3042540993167526e-07,0.18648648648648652,0.3582089552238803,0.8110804572326309,0.9015500334774487,0.9659746284530524,0.16488009866065462,0.6513819673316854,0.0,0.515625,0.0,0.5156249999999998,0.23387096774193553,0.46808510638297873,0.2187801158319221,1.5142997272179283e-12,2.2982007851248334e-12,4.45934237570796e-12,7.170513990347311e-12,4.760213036299602e-10,1.5359248290412373e-09,9.350417928061611e-09,2.1484612964985742e-08,1.2142188942231973e-07,1.1741352180181209e-07,1.5217662289170739e-05,0.0009014641621760962,0.0030438769711204467,0.39156097554744007,0.461659521941703
1,2,0,1,0.17321072223178696,0.01476506609303225,0.16666666666666666,0.9103972405791645,2.840058795526352e-07,8.107647729535877e-09,1.1772558940979885e-08,0.000652163294263237,0.0,0.9999999999999999,0.19473684210526307,0.26627218934911245,0.19156574858000225,0.20075062490163265,0.15779308053396868,0.18208631912271656,0.18893191349728244,0.19584680563927082,0.15511519854948885,0.20372913589145214,0.2242267601961112,0.17699432035915375,0.11453715669609332,0.10440664546578338,0.13950541585681553,0.16014370827172708,0.11195035089574523,0.11780181026349623,0.16309570422829867,0.6087449111996759,0.13207547169811326,3.140502511462929e-07,0.18108108108108106,0.5820895522388057,0.7731465322234499,0.8665375169666554,0.9530935286923716,0.14917350707515237,0.6052138496024456,0.0,0.3124999999999997,0.0,0.31249999999999983,0.24193548387096772,0.3617021276595749,0.26168637223194235,8.05402678489432e-12,9.28401518514604e-12,1.8985332144877906e-11,5.467231953246299e-11,1.666878828567956e-10,1.5602820641222786e-09,1.078802022013963e-07,7.216201822986812e-09,3.9827964928315373e-07,2.1094915121501924e-05,6.145879595414517e-05,0.0006217959045768175,0.0017364310446694729,0.33452797382399796,0.35163731689962524
