fid,iid,rep,high_level_category,ela_distr.skewness,ela_distr.kurtosis,ela_distr.number_of_peaks,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.intercept,ela_meta.lin_simple.coef.min,ela_meta.lin_simple.coef.max,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.adj_r2,ela_level.mmce_lda_50,ela_level.mmce_qda_50,ela_level.lda_qda_50,disp.ratio_mean_02,disp.ratio_mean_05,disp.ratio_mean_10,disp.ratio_mean_25,disp.ratio_median_02,disp.ratio_median_05,disp.ratio_median_10,disp.ratio_median_25,disp.diff_mean_02,disp.diff_mean_05,disp.diff_mean_10,disp.diff_mean_25,disp.diff_median_02,disp.diff_median_05,disp.diff_median_10,disp.diff_median_25,ic.h_max,ic.eps_s,ic.eps_max,ic.eps_ratio,ic.m0,nbc.nn_nb.sd_ratio,nbc.nn_nb.mean_ratio,nbc.nn_nb.cor,nbc.dist_ratio.coeff_var,nbc.nb_fitness.cor,ela_meta.quad_w_interact.adj_r2,ela_level.mmce_lda_10,ela_level.mmce_qda_10,ela_level.lda_qda_10,ela_level.mmce_lda_25,ela_level.mmce_qda_25,ela_level.lda_qda_25,t_0,t_1,t_2,t_3,t_4,t_5,t_6,t_7,t_8,t_9,t_10,t_11,t_12,t_13,t_14,t_15,t_16,t_17,t_18
1,1,10,1,0.3187085394229949,0.012230922410206124,0.25,0.7410171513617227,1.5832269787298688e-07,1.6180935910991188e-08,8.34446318804857e-09,9.84905809485183e-05,0.0,1.0,0.4285714285714285,0.5714285714285714,0.35787886403618996,0.15587979853339862,0.14996727660015408,0.18631405223205877,0.30114341965659674,0.16087925528920355,0.19575040104119368,0.1759796472110251,0.33605999035452294,0.16181924160145633,0.1314402689811106,0.2030480756840516,0.3231611061097547,0.17087249841746172,0.185933904445593,0.20288263214117652,0.34622325600172765,0.8841648516987566,0.16597510373443988,1.0654731410992131e-07,0.23404255319148937,0.6666666666666667,0.7875756239546283,0.8790115752010976,0.9091704252193942,0.22353334712938755,0.545917208358264,0.0,0.19999999999999996,0.0,0.2,0.36065573770491793,0.0,0.360655737704918,1.2490293416002582e-12,1.4049433641673764e-12,1.1624104401740814e-12,1.2100508359584786e-12,1.283676902170729e-12,1.4872313205222442e-12,4.263367111231208e-12,4.3240003422295315e-12,7.911614390074766e-10,1.115518908233009e-09,4.010656076666327e-09,3.0298615939275842e-09,1.9449721425278487e-07,1.8150656616611939e-07,3.120375453941932e-05,0.0035010480721877194,0.0044900450566538515,0.9176473890640897,0.743058885527847
1,1,11,1,0.3564575159725243,0.022988523547539982,0.25,0.8695886223518059,1.5978900881403575e-07,5.926398256591916e-09,7.077141485713723e-09,0.000273187626430168,0.0,1.0,0.39682539682539686,0.48979591836734687,0.36994219653179194,0.25130444244323835,0.2831665966417489,0.20212275686078285,0.3173202944702065,0.25674481607273325,0.2913508575935797,0.23395111597081453,0.32261828045577046,0.25484951556252805,0.2652038015574021,0.2149061078837866,0.3353595165063594,0.2638778839030523,0.28001488146454934,0.25603120416704006,0.3298675455899761,0.669684919621774,0.1701244813278008,1.8192173122757839e-07,0.24822695035460995,0.4242424242424243,0.8667881520874761,0.7803418059876748,0.8612848430841618,0.34277903455061154,0.3731991598885829,0.0,0.14285714285714285,0.0,0.14285714285714285,0.44262295081967223,0.0,0.4426229508196722,1.3486410782403615e-12,1.1320938246749195e-12,1.3659648585255968e-12,1.3832886388108321e-12,1.2620221768141847e-12,1.469907540237009e-12,1.8466997614408777e-12,2.4443701812814974e-12,1.881967349590021e-11,1.8284555618157975e-10,3.0732557942113836e-10,7.790453740090544e-09,3.300008810628617e-08,7.960550928510255e-08,7.959234757541942e-06,0.0007528402474342807,0.00195148731702711,0.2865833649852667,0.3237762178215229
1,1,12,1,0.35447884106421346,0.010318864880894247,0.0,0.8616100296115277,1.6112895280104827e-07,1.8859518096580176e-09,6.985033379689296e-09,0.0009185926478763631,0.0,1.0,0.31746031746031755,0.38775510204081626,0.34494610217153576,0.1900777605425158,0.16182590763293714,0.09117094026696182,0.11694170573383422,0.1980897407409381,0.21754401309457227,0.1511925233446476,0.12085412544637197,0.19561155550795095,0.14327385988847885,0.1091947539104654,0.14460101060592256,0.20895269948015682,0.21006676465951601,0.18127205187307016,0.13650646285580492,0.5070881475790552,0.16597510373443988,1.0654731410992131e-07,0.2151300236406619,0.5757575757575759,0.8043462043730809,0.9326841852894319,0.9721642153989605,0.15451396233216835,0.6061233169232052,0.0,0.45714285714285713,0.0,0.45714285714285713,0.5081967213114755,0.0,0.5081967213114754,1.5521954965918768e-12,1.547864551520568e-12,1.5002241557361706e-12,1.3832886388108321e-12,1.2100508359584786e-12,2.1671896967177316e-12,2.2278229277160554e-12,2.6652483799182475e-12,4.927054829227264e-11,2.2568293388189553e-10,6.322807190665117e-10,1.0678847627047832e-08,1.083399074139226e-08,3.910080458586421e-08,2.006844352426089e-05,0.00047032014660819177,0.0023818154135477436,0.43087528556247834,0.44405489870884074
1,1,13,1,0.3493763401319343,0.012897314938920195,0.0,0.8415282008535088,1.5838041045707568e-07,3.1104669999451254e-09,6.1610651268312805e-09,0.00047600618258723814,0.0,1.0,0.33333333333333337,0.4489795918367347,0.3283236994219654,0.28485265915498437,0.20178417425745954,0.20731696848035708,0.18665220874341992,0.2876535380934234,0.19942756099006664,0.17460879664635032,0.18979471866094055,0.2964171386236764,0.19786710062931667,0.23789289077228926,0.22858401758939062,0.3015319526857506,0.20109452998955268,0.21416178933421204,0.21557994795310087,0.7042209259748318,0.1701244813278008,1.3063591505112507e-07,0.23877068557919617,0.6666666666666667,0.9017053817213676,0.7944421782183646,0.8346867606856885,0.4382632215397049,0.5174258434933832,0.0,0.5714285714285714,0.0,0.5714285714285716,0.49180327868852464,0.0,0.4918032786885246,1.1927270556732433e-12,1.5825121120910387e-12,1.599835892376274e-12,1.5132169909500972e-12,2.401060730568409e-12,2.106556465719408e-12,3.0247168208368814e-12,3.3538686462563528e-12,6.882476528923204e-11,3.6974995234826854e-11,2.7591645341355684e-09,1.3390698953901926e-07,5.063884503372259e-08,1.497776294792037e-07,1.1880888083227239e-05,0.00185186081591374,0.004162985097513552,0.4248385877161193,0.4248385877161193
1,1,14,1,0.3466472648703989,0.02402747077403402,0.25,0.7597546462442852,1.6263749929495684e-07,1.7269658583721808e-09,7.190823618193468e-09,0.0010366745047225734,0.0,1.0,0.5714285714285715,0.6122448979591835,0.4605009633911369,0.34002986150271075,0.21050535091714617,0.24527731158030286,0.16178739062261327,0.34218495761118595,0.18823901825448286,0.24273568695173253,0.16268166538448137,0.33727755609579446,0.1746182032510245,0.24148944328585997,0.1642076266727639,0.3415419505543448,0.15673345420523188,0.24658566131359694,0.14843829464752412,0.6927586785673272,0.18049792531120332,1.0125069360403509e-07,0.2364066193853428,0.6363636363636362,0.8373714056660009,0.6666887217050892,0.8358991981846906,0.43657147120835693,0.4158870526099381,0.0,0.45714285714285713,0.0,0.45714285714285724,0.4262295081967212,0.0,0.42622950819672123,1.171072330316699e-12,1.1883961106019346e-12,1.2706840669568024e-12,1.3313172979551262e-12,1.4785694303796266e-12,1.4049433641673764e-12,4.462590584511415e-12,2.106556465719408e-12,2.1000058177868616e-10,3.052597186221241e-10,2.718291536166911e-10,1.644910109693729e-10,7.728524877259958e-08,1.0292472077523246e-07,2.6365317557793716e-05,0.0010699850078024406,0.002518428070228349,0.4446107597574339,0.5096609870787071
1,1,15,1,0.33522048861607046,0.01530635820517248,0.25,0.7592840900961826,1.6078336704708015e-07,1.234887540613088e-09,8.836079565794119e-09,0.0018031611055331035,0.0,1.0,0.39682539682539675,0.510204081632653,0.3591880629116817,0.1300244532742998,0.17038079143607865,0.12697977242679115,0.11637231375042578,0.13189286272630563,0.1970576838664162,0.13572432949883484,0.12364481528118221,0.13520768213880185,0.15107923758982522,0.14326979537971196,0.14281392254045733,0.1392889785883259,0.1831819146613557,0.15908488346830918,0.13109323413332874,0.6511089412140842,0.17219917012448138,1.8192173122757839e-07,0.2505910165484634,0.4545454545454546,0.8030658347577027,0.8982596044414599,0.962412012647978,0.16899300755040597,0.46574179889083667,0.0,0.4857142857142856,0.0,0.4857142857142857,0.44262295081967223,0.0,0.4426229508196722,1.149417604960155e-12,1.2576912317428758e-12,1.171072330316699e-12,1.27934595709942e-12,1.3226554078125085e-12,1.7037785740876862e-12,2.821162402485366e-12,3.661365746319281e-12,9.361942582247512e-11,8.489925485446634e-10,2.664154722775551e-10,3.899188564826587e-08,1.0129200645468987e-07,3.01922690407466e-07,1.8396357188407352e-05,0.0009768177864160753,0.002123201169011247,0.3093616917990476,0.326624146281936
1,1,16,1,0.30762155738451147,0.007171109290540971,0.0,0.7415307493335067,1.581763841835173e-07,1.4415828170159141e-09,5.707218676167709e-09,0.0009856382731677027,0.0,1.0,0.4761904761904763,0.34693877551020397,0.554913294797688,0.3404930281276919,0.32348623670362153,0.22653844678680524,0.14039032708341992,0.34159755867301533,0.3628187812892514,0.2784704202917685,0.16409980433880023,0.34512308193966895,0.3091109648192648,0.2420238263605855,0.16703439917143148,0.3479790277096252,0.35249915581612346,0.2992358413266468,0.1722116353008759,0.5895977225961841,0.1701244813278008,1.5219470556452203e-07,0.23404255319148937,0.4545454545454546,0.5654881934002258,0.7055880975825346,0.7281916322411772,0.43133449749564856,0.42989153311785977,0.0,0.5142857142857142,0.0,0.5142857142857143,0.2786885245901638,0.0,0.2786885245901639,1.1104390993183755e-12,1.2403674514576405e-12,1.335648243026435e-12,1.2663531218854935e-12,1.547864551520568e-12,3.804286933672471e-12,7.121790858295041e-12,5.240182157882893e-11,8.245963349579807e-10,1.2225668775605497e-09,1.73124479191448e-08,9.263830179825697e-08,1.7829408351546404e-06,1.84856684892629e-06,0.00021859472572342337,0.011634874344751116,0.009791798584667033,1.0,1.0
1,1,17,1,0.33739108817189045,0.010953171891364204,0.0,0.8007835579980092,1.5940830025179716e-07,5.636890835405031e-09,8.063235440716394e-09,0.0003336696022771076,0.0,1.0,0.4126984126984128,0.4693877551020407,0.39701113774143526,0.22150953033366927,0.18723569090088965,0.10774333541425052,0.15491612593469695,0.2287167280308161,0.21331804608585925,0.1576813171554825,0.17341437428158812,0.2452895083931979,0.20163619989294868,0.1642622649602784,0.2213130446415218,0.2565488949170117,0.23547901342131106,0.22183006234340896,0.22571466084931158,0.8438586944466047,0.18049792531120332,1.3404846464820287e-07,0.24349881796690306,0.39393939393939403,0.810145244151653,0.8141104605237501,0.9148845491911273,0.30550226825105364,0.4599721698424364,0.0,0.5142857142857142,0.0,0.5142857142857143,0.39344262295081966,0.0,0.39344262295081966,1.1147700443896842e-12,1.201388945815861e-12,1.4785694303796266e-12,1.4958932106648619e-12,1.1407557148175372e-12,3.4145018772546766e-12,3.4231637673972944e-12,1.2620221768141847e-12,5.333359479673901e-10,1.0783204210155374e-09,1.7841475321219528e-09,1.0308234552110273e-07,8.008028480759974e-08,1.1368305891889076e-05,1.2611157801003938e-05,0.004114469250694357,0.002153594403684115,0.383648439312639,0.467474531462797
1,1,18,1,0.3378832758838328,0.01027781019781521,0.0,0.8859141969657107,1.6104252217074618e-07,4.1056396093027936e-10,8.409860904819847e-09,0.005216876433162162,0.0,1.0,0.3492063492063493,0.3673469387755101,0.39306358381502904,0.16690857674196635,0.2619951746166971,0.19469133068421152,0.24825756505433283,0.1701543270049405,0.31632469329652646,0.2226417990621501,0.2759056187019757,0.17606026882640413,0.25080623489985365,0.2166090936785171,0.27749332809970073,0.18225706785845086,0.3105948269264946,0.25159273475311794,0.2903700309366991,0.6009810644335518,0.18049792531120332,1.5219470556452203e-07,0.23877068557919617,0.5151515151515154,0.8379220290934244,0.7882467095739898,0.8964630226898034,0.3503110514722021,0.6424493221055624,0.0,0.17142857142857143,0.0,0.17142857142857149,0.37704918032786894,0.0,0.37704918032786894,1.3139935176698907e-12,1.3486410782403615e-12,1.1840651655306256e-12,1.7124404642303037e-12,1.4439218698091557e-12,1.7254332994442303e-12,3.5271064491087063e-12,8.897478337531664e-12,5.78785977633192e-12,7.027581882119204e-10,1.6235474269876783e-09,5.6442727200003266e-08,2.3709137473978602e-07,1.4878058807605751e-06,3.1294931392412125e-05,0.003978349573845294,0.006196003600456637,0.629754216697393,0.7261935233410052
1,1,19,1,0.3012982678136491,0.003922832534931168,0.25,0.8854069294139388,1.58529361124596e-07,2.098729512625136e-09,6.8990217745679555e-09,0.0008115912704655758,0.0,1.0,0.39682539682539675,0.4081632653061224,0.4186188013386066,0.12136042127563385,0.14738419640462985,0.11507841276910535,0.03399944398629984,0.11755599150406426,0.11064955121966324,0.07334483786115809,0.0,0.13423160415304097,0.13862869876562833,0.1440795302683714,0.07795810332293862,0.12879972968782716,0.10091010943166967,0.10442877149880803,0.01571131763718614,0.7749145172221277,0.16390041493775936,1.772956729012547e-07,0.23877068557919617,0.6363636363636362,0.7550285514827677,0.9061655365523364,0.9808276859582736,0.07081136925582787,0.5437840864087863,0.0,0.45714285714285713,0.0,0.45714285714285713,0.39344262295081966,0.0,0.39344262295081966,1.1624104401740814e-12,1.1277628796036108e-12,1.6518072332319801e-12,1.335648243026435e-12,1.5218788810927149e-12,2.3057799389996145e-12,4.4669215295827246e-12,7.178093144222055e-12,4.760288827838315e-10,1.5359324081951005e-09,9.350425507215416e-09,2.1484620544139456e-08,1.214218970014727e-07,1.1741352938096509e-07,1.521766229674978e-05,0.0009014641621836686,0.003043876971128003,0.39156097554744473,0.4616595219417071
