fid,iid,rep,high_level_category,ela_distr.skewness,ela_distr.kurtosis,ela_distr.number_of_peaks,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.intercept,ela_meta.lin_simple.coef.min,ela_meta.lin_simple.coef.max,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.adj_r2,ela_meta.quad_simple.cond,ela_meta.quad_w_interact.adj_r2,ela_level.mmce_lda_25,ela_level.mmce_qda_25,ela_level.lda_qda_25,ela_level.mmce_lda_50,ela_level.mmce_qda_50,ela_level.lda_qda_50,disp.ratio_mean_02,disp.ratio_mean_05,disp.ratio_mean_10,disp.ratio_mean_25,disp.ratio_median_02,disp.ratio_median_05,disp.ratio_median_10,disp.ratio_median_25,disp.diff_mean_02,disp.diff_mean_05,disp.diff_mean_10,disp.diff_mean_25,disp.diff_median_02,disp.diff_median_05,disp.diff_median_10,disp.diff_median_25,ic.h_max,ic.eps_s,ic.eps_max,ic.eps_ratio,ic.m0,nbc.nn_nb.sd_ratio,nbc.nn_nb.mean_ratio,nbc.nn_nb.cor,nbc.dist_ratio.coeff_var,nbc.nb_fitness.cor,sigma,d_norm,d_mean,ps_norm,ps_mean,pc_norm,pc_mean,loglikelihood,mhl_norm,mhl_mean,std_y_last_1,mean_std_x_last_1,std_y_last_2,mean_std_x_last_2,std_y_last_5,mean_std_x_last_5,BFGS,DE,Elitist,MLSL,Non-elitist,PSO
1,1,10,1,1.721252773725169,2.934667165686001,2,0.4395471104167352,98.53387541077822,0.1484463420775554,4.358624044852143,29.36161298319491,0.6154899572351575,0.9999999999999786,1.000000383146405,0.9999999999999905,0.275,0.1,2.75,0.225,0.1125,2.0,0.352821269739289,0.3473420968825873,0.364154791625784,0.4167091648101789,0.3684874966304441,0.3649378786575094,0.3761073692812395,0.4334054157779655,-2.6448688830198206,-2.6672609875742133,-2.5985514161887653,-2.3837739214988174,-2.471120181575923,-2.4850099027817603,-2.441303478045985,-2.217095155475248,0.7724759122203827,0.9279279279279278,0.4828622504698816,0.3333333333333329,0.5769230769230769,1.0229408950633665,0.9472393394883664,0.9786190880390916,0.1329327716354883,-0.3864281377334415,1.0866341297,1.437437888,0.6343635912,1.8807865129,-0.4712746496,1.257659917,-0.3359460131,-37.7145380392,7.213398322,2.3606190965,1.7511576380567062,0.5696928294039438,1.6558758262538469,0.6722617863294473,4.1984193976715485,0.8796402760663202,0.0,0.0,0.0,0.0,0.0,1.6118e-06
1,1,11,1,2.7467347061910905,9.207407716263004,2,0.3911533223780543,101.5893352775668,1.2641207381458432,2.549027395559707,2.0164429857376662,0.6742607878327456,0.9999999999999848,1.0000003112125015,0.9999999999999905,0.3,0.15,2.0,0.4125,0.1625,2.5384615384615383,0.2594627586572762,0.3467106966464774,0.3624240500509817,0.4652927462308387,0.2780624237718886,0.3801166280331057,0.3868225877073487,0.5001865349523853,-3.112056554248096,-2.7454031273770703,-2.679368846153025,-2.247070263041901,-2.8309549024712064,-2.430766770720875,-2.404470495196945,-1.95993313797339,0.8566159415755262,0.7517517517517519,0.8017583181542541,0.1131131131131128,0.5128205128205128,1.006415758322469,0.9366480912542998,0.9639682555726832,0.1338104813005751,-0.3502339209157996,0.9955535874,1.4333329546,0.6351995783,1.1856990883,0.309179819,0.9558073604,0.2390654206,-44.9140568639,9.4836206927,3.1243313972,1.6878159922559075,0.5449496260628892,1.9704050544724945,0.7425760802625577,4.303554440396522,0.9985947727112114,0.0,0.0,0.0,0.0,0.0,1.0524e-06
1,1,12,1,2.6051277350803006,7.003060513065442,3,0.5445452453634682,109.69219555580958,0.3177597273503364,3.154006455330129,9.925758942550877,0.7725987352986179,0.9999999999999896,1.000000177233513,0.999999999999993,0.25,0.1625,1.5384615384615383,0.4375,0.1875,2.333333333333333,0.2530976556496681,0.2648380040381793,0.3690220912791766,0.4163801340221496,0.2783272725752209,0.293736296888299,0.3880728858824362,0.4442408568418097,-3.468470703588612,-3.413950785766028,-2.930139940735363,-2.710218306969204,-3.047522073393781,-2.982451938498789,-2.584081837533216,-2.3468924235349253,0.8996967222317103,0.861861861861862,1.2975171686575868,0.1571571571571572,0.6923076923076923,1.018801325480434,0.9404869496561792,0.975257274799507,0.147466956958641,-0.3468341081025126,1.1170421224,1.3488432566,0.5983766205,1.0108719617,0.3654116753,0.6621766334,0.220926953,-35.1055365682,7.1301847923,2.2449076626,1.626582650271882,0.5277726825690285,2.582391449521483,0.6043865621131814,4.023923854583411,0.9522257231959907,0.0,0.0,0.0,0.0,0.0,2.534e-07
1,1,13,1,1.181287128038658,1.045730651090902,1,0.4823181145383917,100.46058790523722,0.2842751750196038,3.706867445530918,13.039715639170003,0.7329714811064796,0.9999999999999704,1.0000003968351918,0.9999999999999808,0.3,0.125,2.4,0.2625,0.1125,2.333333333333333,0.2098273811380619,0.2392063912563709,0.3495552435266957,0.4961142448164193,0.2139552833815819,0.2358526837447184,0.3434470826872025,0.4913100989851641,-3.470688748951808,-3.3416468188229027,-2.85695966200144,-2.213226046470108,-3.3859464815475406,-3.291621789647611,-2.8281508587560564,-2.191219843000459,0.8414090490035181,0.9059059059059056,1.2654403332856807,0.3553553553553552,0.6282051282051282,0.998668164736288,0.9264987771884374,0.9341782284445284,0.1356887805170757,-0.4537478721603301,1.167002025,1.5529377815,0.6850915372,1.6700782241,-0.3717206187,1.2060888315,-0.2222901581,-43.078307201,6.6361918676,2.1782174925,3.7516300116759873,0.7769006849096712,2.9263922085932554,0.7544328826984932,4.5293655110620605,1.0638414801468037,0.0,0.0,0.0,0.0,0.0,1.41997e-05
1,1,14,1,0.8515751605749065,-0.2544522283846326,1,0.4286716349738736,101.40640253246548,0.1220690743499018,3.406946688617641,27.909990362111564,0.5201105473401044,0.9999999999999633,1.000000225080348,0.999999999999984,0.3,0.1375,2.1818181818181817,0.3,0.15,2.0,0.2732918574217147,0.337465115249732,0.3292733253102015,0.4590793986755002,0.2812285784631952,0.3285423197763305,0.3328718012752795,0.4805930510376686,-3.3522004915870696,-3.056178452155126,-3.0939660048923843,-2.49518919553626,-3.222018286515586,-3.0099261872102945,-2.9905185311143985,-2.328332259123085,0.8659016670810238,0.7737737737737733,1.1144152514667882,0.1351351351351351,0.6282051282051282,0.9759811943064796,0.9156408176498928,0.9170987073799391,0.1554966122640374,-0.4590232540495896,1.2402721944,1.4585395135,0.6423454808,1.3282117968,0.4851943322,1.2115727665,0.3365411803,-47.0766350277,7.8076208496,2.527859051,3.6494336881607703,0.7247164701438689,3.062614557221066,0.8115982534916736,7.973213356214741,1.132394882880149,0.0,0.0,0.0,0.0,0.0,1.0178e-06
1,1,15,1,1.615501702402932,1.832261647638889,2,0.6990446664524856,102.80506596837766,0.2760844048334945,5.696790800369233,20.634236127190693,0.8992095665059067,0.9999999999999832,1.0000004719528448,0.9999999999999885,0.3,0.1625,1.846153846153846,0.1625,0.1375,1.1818181818181817,0.2782349985913684,0.3562956564854554,0.444713632203279,0.5095323064667998,0.2955340828318925,0.3623492863556238,0.4775444435602491,0.5366423314093891,-3.128811667572441,-2.7904229999025825,-2.4071359279204936,-2.126150532512741,-2.875065703598507,-2.602379551652006,-2.132245173780289,-1.891054924018884,0.8230932356232135,1.0380380380380387,1.3312624876018004,0.4214214214214208,0.4487179487179487,1.0429522169416952,0.9278191242033929,0.9554620936224412,0.1636625446524391,-0.3603071343836341,1.2766177612,1.4839628628,0.6539333007,2.1766617984,0.1772746273,1.3838928685,0.09013722,-43.4213751895,6.9345350176,2.2600861293,3.200652102789494,0.9154835763080964,2.96257542463112,0.9343395327060998,3.124818152808182,0.984306894536314,0.0,0.0,0.0,0.0,0.0,5.936e-07
1,1,16,1,3.65634334885994,18.89968073120658,3,0.5828807479461613,101.96532371079644,0.053721289322967,4.990009636931863,92.88700438540154,0.7650423539589122,0.9999999999999856,1.000000118632125,0.9999999999999948,0.325,0.1,3.25,0.325,0.0875,3.714285714285715,0.1950729061499496,0.1932326285190748,0.2828551770834056,0.3666063391420179,0.2023415734961439,0.2023683297593462,0.2844317188411975,0.3856088079910514,-3.141117439987876,-3.148298870709895,-2.7985591831500383,-2.471731775088452,-3.0009338109188564,-3.000833149066327,-2.6920959869533325,-2.311449663124044,0.7846518691154937,0.9939939939939944,0.9571521538991856,0.1571571571571572,0.5128205128205128,0.9993870032758954,0.9560261299830524,0.9800140976206028,0.1130782739402839,-0.3176576239805669,0.8766660886,1.3741787212,0.6091180143,1.3338965505,-0.0175394951,0.8331447449,-0.0367820557,-30.4084483735,7.9397272952,2.5999981428,0.8387297685863383,0.502096536994185,1.137573781867144,0.5906835343553218,2.517555107644088,0.7531620626429669,0.0,0.0,0.0,0.0,0.0,6.0131e-06
1,1,17,1,1.2020239257113217,1.1124622120208425,2,0.6030294589796483,108.6337651972016,1.315303804761648,4.377597399949239,3.328202491395152,0.7573764998256739,0.9999999999999682,1.0000001038697477,0.9999999999999898,0.3375,0.1375,2.4545454545454546,0.2375,0.15,1.5833333333333333,0.2752469636578412,0.3027517920679734,0.3533430660526031,0.4517704227557855,0.2778493226820154,0.2876690358372964,0.3531629458145028,0.4505343491734714,-3.8146281432567593,-3.669860633129068,-3.4035811035958217,-2.885523577626281,-3.765331195031025,-3.714130699855757,-3.3726420464938207,-2.8649424844950264,0.7657908708577721,0.971971971971972,1.1144152514667882,0.1351351351351351,0.4743589743589743,1.0199944195129358,0.9261648543634868,0.9425746298009454,0.1435035171678337,-0.4093347714604425,1.330140193,1.5213464774,0.669357504,1.2207094372,-0.4039749101,0.8192623632,-0.2146142237,-44.8588583031,6.4089406307,2.1957013958,5.569080635547957,0.8063221619308105,4.001746536023862,0.8700212371649156,5.413765099877186,1.1720026201431235,0.0,0.0,0.0,0.0,0.0,5.37e-08
1,1,18,1,2.432814967826833,9.358614548674018,2,0.6172027542176338,107.48629594509332,1.5418268716013086,4.81601558494565,3.1235774091444126,0.6939088682368604,0.9999999999999842,1.0000001935352385,0.999999999999992,0.3125,0.1,3.125,0.2,0.1375,1.4545454545454546,0.4939676520402686,0.4919533832699016,0.4446113127988039,0.5821707760932223,0.5160508263853131,0.5331875762298719,0.4825164150360485,0.6173858794046624,-2.713538554965913,-2.724339832770568,-2.9782060806758497,-2.240559744913285,-2.4840681193708987,-2.396106704661685,-2.656197273993449,-1.96392429372911,0.880439230054838,0.9939939939939944,1.7154331750298604,0.3113113113113108,0.5897435897435898,0.9981362767857446,0.923391842724557,0.9255710255986522,0.1529472306740405,-0.3768375921174655,1.4391751193,1.4618585235,0.6448487549,0.7748942772,0.0681577654,0.5222032114,0.0778741597,-67.4891807187,10.6904428633,3.6010388293,3.881121872982512,0.9776697435450212,9.255742533811524,1.2442758454149154,8.67193651392515,1.3567059757028683,0.0,0.0,0.0,0.0,0.0,8.191e-07
1,1,19,1,1.7912121716915996,3.130637658335961,3,0.5027823531332942,98.94941937921402,0.2326264165240055,3.486822851313012,14.988937642656737,0.7911419150024349,0.9999999999999696,1.0000002399740997,0.9999999999999852,0.3375,0.1125,3.0,0.2375,0.05,4.749999999999999,0.1389841958294303,0.249182251183728,0.3218143875813403,0.4310146185210036,0.1443310011581838,0.22585907382554,0.3306360032159138,0.4396314529850692,-3.561041078071523,-3.105277316315398,-2.804880947227669,-2.353244047849684,-3.407826316944015,-3.0831289024278883,-2.6658395325098496,-2.2317492912445545,0.8251421646718102,0.8838838838838833,0.5208548550577665,0.0250250250250249,0.5384615384615384,1.0181442145243702,0.940715795980142,0.959573105972196,0.1419969045650895,-0.4116826371990799,0.8794897527,1.4146184863,0.6284606389,0.9912644669,-0.2740752161,0.7501784624,-0.1669637575,-32.9780873519,7.9293680585,2.6366225519,1.2575305641718246,0.5284516855058247,1.0997139318093827,0.6431822751780432,3.120696028603961,0.8690629146547781,0.0,0.0,0.0,0.0,0.0,7.761e-07
1,2,0,1,1.629885083162526,1.977599418328772,2,0.794566438066359,462.8886197701552,1.522769079197296,4.512907529119458,2.963619100736119,0.9136389289283584,0.9999999999999912,1.0000001754438528,0.9999999999999978,0.3125,0.05,6.25,0.1375,0.0875,1.5714285714285716,0.1864023700663951,0.2424441162051523,0.2767696895595424,0.3821835540839466,0.1910721892262659,0.2470200196052271,0.2683239363860156,0.4018399977346517,-4.843118088760979,-4.509517320439524,-4.305186826957991,-3.677687710317246,-4.697633173036573,-4.37273102423266,-4.249014192085032,-3.473655166754184,0.8236475723615835,1.1041041041041042,0.7427982482564911,0.3773773773773774,0.5256410256410257,0.9459745221285678,0.9098109338290492,0.9235725888487536,0.1578647099986285,-0.3230727239766202,1.386832935,1.6317004772,0.7199275762,0.6664910567,-0.0932719466,0.4725266704,-0.0510976803,-55.9688209954,7.3470329319,2.2857310051,3.447016555816788,0.7983737142863256,5.123089540244758,0.9689817114240352,8.012124699841154,1.3704931079808294,0.0,0.0,0.0,0.0,0.0,1.0297e-06
1,2,1,1,1.99328701954774,3.894747693096657,1,0.7556551118933543,449.5325466998201,2.027380818459874,4.574746027448959,2.256480867232543,0.8971004116755658,0.9999999999999876,1.0000004729286296,0.9999999999999916,0.2625,0.125,2.1,0.225,0.1625,1.3846153846153846,0.3731126917027454,0.387610896264994,0.4126014587981639,0.475075559625649,0.3884138964584978,0.4074810704817281,0.4654990654484179,0.4957062447710569,-3.1513784977197936,-3.0784956533739507,-2.952867457730836,-2.6388085584577308,-2.9533434955907563,-2.8612682930073103,-2.581099945378295,-2.435229762821726,0.7594495886348692,0.9279279279279278,0.4706224849841282,0.0250250250250249,0.5128205128205128,0.9588592559781344,0.914004140961218,0.919276172547487,0.1491194346363873,-0.3227102118594525,1.2788904343,1.4765023264,0.6496534164,1.2619082792,-0.4896241165,0.9205702194,-0.3512520532,-51.5061955244,8.4119898212,2.5311872935,1.6977364140528948,0.7730004398935939,5.652050935347232,0.9385449922488066,6.19775674020864,1.227153881000595,0.0,0.0,0.0,0.0,0.0,1.96e-07
1,2,2,1,1.4337791418615589,2.4460612345179484,2,0.7809122530627195,457.62711289846567,2.1285300097912163,6.224148885274443,2.9241536913472777,0.860905058595528,0.9999999999999886,1.0000001942034416,0.9999999999999905,0.15,0.125,1.2,0.1125,0.05,2.25,0.2418863964908034,0.2589023115231232,0.2795078090370985,0.494498996148366,0.2496251497189251,0.2623033435416591,0.2846170565619854,0.5077115179527897,-4.383241092418275,-4.2848589269360575,-4.165722608823698,-2.9226922747262005,-4.203997463024757,-4.132967504269416,-4.007954262030586,-2.7580608929357897,0.7606461931702719,1.06006006006006,0.9820453926876064,0.3333333333333329,0.5384615384615384,1.0256522424451653,0.928032376344927,0.9596709326610904,0.146321402787261,-0.3509893958172493,1.7000569402,1.4723902771,0.6414398579,1.0599817938,0.2402454385,0.710018471,0.1549044389,-61.1900595026,8.3728141343,2.6829697336,4.386346543051098,0.8638967535722781,6.972132151760171,1.14655335415755,7.837009022822803,1.3338512145609778,0.0,0.0,0.0,0.0,0.0,9.814e-07
1,2,3,1,2.699393124176691,8.111820178328543,3,0.7232488252627278,457.3272984407738,0.1376862397892584,4.2192717374017095,30.644106076683457,0.9264559061657396,0.9999999999999925,1.000000308194308,0.9999999999999978,0.3125,0.15,2.083333333333333,0.2625,0.1375,1.909090909090909,0.3549423764841097,0.4188633876598641,0.438919919286544,0.4952946845281102,0.3906130717036047,0.4685513546214574,0.5027874553766116,0.5541527929398178,-3.659107851756814,-3.2965140843805014,-3.182742834063071,-2.8629553629654896,-3.1410938493160883,-2.739359828233752,-2.562889345338399,-2.298125960375608,0.7944607232319456,1.28028028028028,1.1723818032865998,0.4214214214214208,0.4871794871794871,1.065295754264075,0.8952355556553094,0.9276295832437548,0.2593550155612993,-0.271958678678247,1.3899180028,1.6249268688,0.6996613998,0.9975868869,-0.2640716347,0.679470889,-0.1682017913,-52.9432851089,7.8958543279,2.6673476773,4.147320440189319,0.8804999075615958,4.554193256860237,0.9807032789936132,7.187521031352457,1.2979796142059337,0.0,0.0,0.0,0.0,0.0,1.8334e-06
