fid,iid,rep,vbs_precisions,selector_precision,selector_switch_budget,selector_algorith,static_B8,static_B16,static_B24,static_B32,static_B40,static_B48,static_B56,static_B64,static_B72,static_B80,static_B88,static_B96,static_B100,static_B150,static_B200,static_B250,static_B300,static_B350,static_B400,static_B450,static_B500,static_B550,static_B600,static_B650,static_B700,static_B750,static_B800,static_B850,static_B900,static_B950,static_B1000
9,6,5,0.0,0.0,300,BFGS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-10,0.0113122233,0.1323759561,0.2163224588,0.1723345389,0.1723345389
9,6,6,0.0,0.0,300,BFGS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.168e-06,0.1334333243,0.184279514,0.1682276247,0.184279514
9,6,7,0.0,0.0,300,BFGS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004761915,0.0998203677,0.6820854596,0.7892320316,0.7253458654,0.7892320316
9,6,8,0.0,0.0,300,BFGS,3.9308394341,0.0,3.9308394341,3.9308394341,0.0,0.0,0.0,0.0,1e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-10,0.0,0.0114346438,0.1404097046,0.1787982576,0.1787982576,0.1787982576
9,6,9,0.0,1e-10,300,BFGS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-10,0.0,0.0,0.0,0.0,3.9308394341,3.9308394341,3.9308394341,0.0,1e-10,3.9308394341,3.9308394341,0.0,0.0,0.0,0.0,1.57457e-05,0.4502531735,2.8697988769,3.3361335769,4.1728245204,4.1728245204,4.1122093254,4.1728245204
9,6,10,0.0,0.0,300,BFGS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-10,1e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.59355e-05,0.0018381372,0.0162377852,0.0162377852,0.0162377852
9,6,11,0.0,0.0,300,BFGS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005837221,0.0028746976,0.0016205692,0.0051828855,0.0054624348
9,6,12,0.0,0.0,300,BFGS,0.0,0.0,0.0,0.0,0.0,1e-10,3.9308394341,0.0,3.9308394341,3.9308394342,0.0,0.0,0.0,3.9308394342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003791463,0.0921828804,0.1396695193,0.1835768486,0.1396695193
9,6,13,0.0,0.0,300,BFGS,0.0,0.0,0.0,3.9308394341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-10,0.0,6.2e-09,0.023855821,0.0900195294,0.0295942821,0.112720384,0.0761796266
9,6,14,0.0,3.9308394341,300,BFGS,3.9308394341,0.0,0.0,0.0,0.0,0.0,3.9308394341,3.9308394342,0.0,0.0,0.0,0.0,0.0,3.9308394341,3.9308394341,3.9308394341,3.9308394341,3.9308394341,3.9308394341,3.9308394341,3.9308394341,3.9308394341,3.9308394341,3.9308394341,3.9308394342,3.9308394341,3.9432884502,3.9927891544,3.9505760209,3.9543034822,3.955106025
9,6,15,0.0,0.0,300,BFGS,0.0,0.0,0.0,0.0,0.0,0.0,3.9308394342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0474753894,0.5753384505,0.5701553102,0.6397647492,0.5701553102
9,6,16,0.0,3.9308394341,200,BFGS,0.0,0.0,3.9308394342,0.0,1e-10,0.0,3.9308394341,3.9308394341,3.9308394341,3.9308394341,3.9308394341,3.9308394341,3.9308395225,3.9308394341,3.9308394341,3.9308394341,3.9308394341,3.9308394341,3.9308394341,3.9308394341,3.9308394341,3.9308394341,3.9308394341,3.9308394341,3.9308412739,3.9308394341,3.9308412739,3.9308406176,3.9308402175,3.9308412739,3.9308412739
9,6,17,0.0,0.0,300,BFGS,1e-10,0.0,0.0,0.0,3.9308394341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.39e-08,0.2317341121,0.1876388423,0.195389412,0.2660698581,0.195389412
9,6,18,0.0,0.0,300,BFGS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-10,0.0,0.0,0.0034254406,0.0940231316,0.1101406935,0.1509883528,0.0940231316
9,6,19,0.0,3.9308394341,300,BFGS,0.0,0.0,0.0,0.0,1e-10,0.0,0.0,0.0,0.0,0.0,3.9308394342,3.9308394341,3.9308394341,3.9308394341,3.9308394341,3.9308394342,3.9308394341,3.9308394341,3.9308394341,3.9308394341,3.9308394341,3.9308394341,3.9308394341,3.9308394341,3.9308394341,3.9308394342,3.9493261875,3.9717588138,3.9555747129,3.986934449,3.9717588138
9,7,0,0.0,3.9308394341,80,BFGS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9308394341,0.0,3.9308394341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001006484,0.0651159222,0.7587304011,1.2502275347,2.7389898866,2.0458187413,2.3855187208,2.1402681551
9,7,1,0.0,3.9308394341,300,BFGS,0.0,0.0,0.0,3.9308394341,3.9308394341,3.9308394341,3.9308394341,3.9308394341,3.9308394341,0.0,0.0,3.9308394341,3.9308394341,3.9308394341,3.9308394341,3.9308394341,3.9308394341,3.9308394341,3.9308394341,3.9308394341,3.9308394341,3.9308394341,3.9308394341,3.9308394341,3.9308394704,3.9308394341,3.9308394352,3.9308398097,3.9308434569,3.9308678299,3.9308435892
9,7,2,0.0,0.0,300,BFGS,0.5079578628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-09,0.0934381892,0.2934754637,0.4650894275,0.5395444373,0.5079578628
9,7,3,0.0,0.0,300,BFGS,0.0,0.0,0.0,0.0,0.0,3.9308394341,3.9308394341,3.9308394341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0020018409,0.1699178243,0.6204744654,0.6526780336,0.7171126986,0.7171126986
9,7,4,0.0,0.0,300,BFGS,3.9308394341,3.9308394341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1343e-05,0.0066121671,0.0687904169,0.0660633921,0.0533440819
9,7,5,0.0,0.0,300,BFGS,0.0,0.0,0.0,3.9308394341,0.0,3.9308394341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018067075,0.2657665168,0.5384697744,0.5619256006,0.464957558,0.5275192991
9,7,6,0.0,0.0,300,BFGS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.89e-08,6.76e-08,0.0,6.76e-08,1e-09,5.2574e-06,1.9354e-06,6.76e-08
9,7,7,0.0,0.0,300,BFGS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003087812,0.2524274145,0.4240978497,0.4348362346,0.4037251212,0.4037251212
9,7,8,0.0,0.0,250,BFGS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9e-09,0.0719532368,0.0956700579,0.2528491459,0.2306873224,0.2124596193
9,7,9,0.0,0.0,300,BFGS,0.0,0.0,0.0,3.9308394341,3.9308394341,3.9308394341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006617697,0.0341881018,0.0319769651,0.0319769651,0.0319769651
9,7,10,0.0,0.0,300,BFGS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.26e-08,0.0050896323,0.0008140544,0.0006377727,0.0007572108
9,7,11,0.0,0.0,300,BFGS,0.0,0.0,0.0,0.0,3.9308394341,3.9308394341,0.0,0.0,0.0,0.0,0.0,3.9308394341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0026817864,0.3120943984,0.1805947168,0.2885976142,0.1805947168
9,7,12,0.0,0.0,300,BFGS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2905444416,0.220968757,0.2920802852,0.3445573092,0.3183693909
9,7,13,0.0,0.1609509906,300,DE,0.0,0.0,0.0,3.9308394341,3.9308394341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1609509906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.88e-08,7.68e-08,5.371e-07,9.2e-08
9,7,14,0.0,0.0,300,BFGS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9308394341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0451712748,0.2556346061,0.9009395312,2.0264937868,1.2840276121,1.6038731656,1.2840276121
9,7,15,0.0,0.0,300,BFGS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0046057166,0.1898570269,0.2143937009,0.2030425215,0.2143937009
9,7,16,0.0,0.0,300,BFGS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0821e-06,6.85367e-05,7e-06,5.3981e-06,8.7304e-05
9,7,17,0.0,0.0,300,BFGS,0.0,0.0,0.0,0.0,0.0,0.0,3.9308394341,3.9308394341,3.9308394341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016060823,0.0266929395,0.0049123783,0.0178854545,0.0046267631
9,7,18,0.0,0.0,300,BFGS,3.9308394341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.64584e-05,0.0210083666,0.0232702278,0.0172705901,0.0181946381
9,7,19,0.0,0.0,300,BFGS,3.9308394341,0.0,0.0,0.0,0.0,3.9308394341,3.9308394341,3.9308394341,3.9308394341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002125392,0.2181930258,0.2703622045,0.2713033375,0.2985803011,0.2713033375
10,6,0,6.4e-09,3.0487e-06,48,BFGS,1.7543e-06,1.0634e-06,9.595e-07,3.612e-07,6.4e-09,3.0487e-06,3.062e-07,4.21e-08,8.297e-07,3.38e-08,4.15e-07,7.0028e-06,4.678e-07,1.5097e-06,4.309e-07,1.7497e-06,2.0651e-06,2.379e-07,5.43e-08,7.869e-06,1.5e-08,4.168e-07,1.71e-08,6.6957e-06,2.949e-07,0.0038338405,1.43117e-05,0.0034424448,0.4156800209,7.893360461,9.4219271079
10,6,1,7.9e-09,2.2738e-06,48,BFGS,4.02e-08,8.4e-09,6.7239e-06,8.105e-07,2.77e-08,2.2738e-06,4.053e-07,1.9572e-06,2.0015e-06,6.9499e-06,7.9e-09,1e-08,2.1427e-06,6e-07,3.01e-08,8.1814e-06,4.041e-07,2.499e-07,5.22e-08,5.1158e-06,2.2096e-06,2.473e-07,6.5021e-06,1.082e-07,2.9412e-06,6.6264e-06,2.5545e-06,0.0058854861,0.1733455628,36.5580513465,36.3036728174
10,6,2,7.9e-09,4.164e-07,80,BFGS,7.5303e-06,7.9e-09,2.835e-07,3.208e-07,2.867e-07,5.591e-07,1.2693e-06,7.3078e-06,5.201e-07,4.164e-07,1.564e-07,2.586e-06,6.5788e-06,9.83e-08,3.2377e-06,4.98e-08,1.0776e-06,1.1807e-06,1.406e-07,3.956e-07,5.476e-07,1.656e-07,4.59e-07,4.20372e-05,4.73e-07,9.361e-07,0.2417637491,0.000284049,0.0039529,17.0832973527,33.7854995397
10,6,3,2e-09,8.51e-08,48,BFGS,7.3309e-06,1.073e-06,2.419e-06,5.399e-07,3.554e-07,8.51e-08,5.115e-07,1.5042e-06,3.327e-07,2.813e-07,2.28e-07,2e-09,1.3798e-06,1.5258e-06,1.6395e-06,1.137e-07,2.508e-07,1.1398e-06,1.8998e-06,1.8639e-06,9.543e-07,3.828e-07,8.495e-07,8.909e-07,4.355e-07,2.381e-07,3.597e-07,1.93565e-05,0.0020269772,0.0033139915,0.0025287291
10,6,4,1.24e-08,2.10574e-05,48,BFGS,2.2306e-06,6.444e-07,3.689e-07,8.49e-08,6.9683e-06,2.10574e-05,2.1487e-06,3.453e-07,3.186e-07,1.8732e-06,1.24e-08,1.359e-06,3.17e-08,5.64e-07,1.619e-07,3.44e-08,7.18e-08,7.9e-08,2.112e-06,1.223e-06,1.517e-07,8.78e-07,1.7476e-06,5.511e-07,1.146e-07,1.7948e-06,8.518e-07,8.78614e-05,0.0934531506,1.5997889765,1.5997889765
10,6,5,1.32e-08,2.0439e-06,48,BFGS,2.9584e-06,7.384e-07,2.5043e-06,4.32e-07,6.892e-07,2.0439e-06,3.593e-07,6.673e-07,1.5266e-06,8.48e-07,1.7342e-06,9.09e-07,1.684e-07,2.369e-07,2.591e-07,9.405e-07,6.7644e-06,2.9421e-06,8.394e-07,6.94e-08,1.8838e-06,1.32e-08,9.49e-07,5.8391e-06,1.442e-06,0.0014208791,0.0008277176,0.0962316953,0.9484716189,2.2079876664,2.2079876664
10,6,6,3.5e-09,6.2816e-06,56,BFGS,7.216e-07,3.6e-08,9.86e-08,8.57e-08,2.366e-07,3.38e-08,6.2816e-06,2.931e-07,9.1e-08,4.188e-07,5.855e-07,4.7658e-06,2.1558e-06,2.306e-07,1.158e-06,3.5e-09,1.62e-08,2.08e-08,7.51e-07,6.435e-07,3.719e-07,2.3645e-06,1.5994e-06,5.6e-09,1.0998e-06,3.1504e-06,2.0216e-06,0.0007485799,0.2204188941,2.2841540757,2.2841540757
10,6,7,6.7e-09,3.75e-08,48,BFGS,8.479e-07,2.43895e-05,3.0361e-06,9.395e-07,1.0478e-06,3.75e-08,3.817e-07,2.272e-06,2.0439e-06,1.278e-07,8.119e-07,5.248e-07,3.127e-07,6.7e-09,1.7216e-06,6.57e-06,1e-08,7.781e-07,2.465e-07,1.6268e-06,8.587e-07,1.3086e-06,8.66e-08,7.857e-07,6.7087e-06,2.0893e-05,1.0499e-06,0.0039969422,0.0021615392,0.0061491935,0.0061491935
10,6,8,2.66e-08,3.475e-06,96,BFGS,3.572e-06,2.1782e-06,1.0182e-06,2.981e-07,2.794e-07,1.7907e-06,6.5e-08,1.706e-06,5.757e-07,2.966e-07,3.12e-08,3.475e-06,1.6183e-06,4.3688e-06,1.039e-07,3.46e-07,1.7888e-06,8.2746e-06,7.4628e-06,1.893e-07,1.55318e-05,1.49881e-05,1.708e-06,9.57e-08,2.299e-07,7.387e-06,2.66e-08,0.1012676822,0.2582986504,1.9946878207,1.6778125713
10,6,9,2.74e-08,2.74e-08,48,BFGS,2.4071e-06,6.6388e-06,5.544e-07,3.403e-07,2.249e-07,2.74e-08,3.6382e-06,1.7138e-06,5.236e-07,2.496e-07,3.0743e-06,2.499e-07,6.047e-07,8.878e-07,1.201e-07,2.09e-07,6.711e-07,1.9445e-06,1.6671e-06,4.87e-07,4.137e-07,2.9234e-05,5.76e-08,2.1645e-06,1.9977e-06,6.183e-07,2.2439e-06,0.0002471817,0.0565426876,0.1550979657,0.1550979657
10,6,10,3.6e-09,3.6024e-06,48,BFGS,6.1e-08,7.508e-07,4.012e-07,1.8136e-06,8.8043e-06,3.6024e-06,3.6e-09,3.5542e-06,2.955e-07,2.06e-06,4.163e-07,4.72e-08,3.48e-08,1.6702e-06,3.672e-07,5.6e-09,2.82e-08,5.5e-08,2.801e-06,2.893e-07,1.0911e-06,3.103e-07,1.494e-07,8.1202e-06,5.076e-07,1.929e-07,6.07e-08,0.0033559011,0.0007180229,1.0613131613,1.0613131613
10,6,11,4e-10,1.695e-07,88,BFGS,3.789e-07,1.5547e-06,7.731e-07,2.6e-09,1.7264e-06,4.237e-07,5.75e-08,1.1708e-06,1.0505e-06,5.602e-07,1.695e-07,2.394e-07,7.696e-06,6.647e-07,1.1808e-06,8.725e-07,1.7e-09,4e-10,1.9431e-06,2.85e-07,1.1247e-06,2.234e-06,1.1119e-06,2.0484e-06,7.1e-06,0.0002223562,1.8502e-06,0.2686391055,0.3007818654,0.0325469611,0.0279552955
10,6,12,1.5e-09,1.5e-09,100,BFGS,3.071e-07,4.028e-07,5.6e-08,2.4675e-06,4.215e-07,5.39e-07,1.8391e-06,1.9366e-06,1.6239e-06,6.88e-07,4.69e-08,7.779e-07,1.5e-09,8.805e-07,2.319e-07,1.6815e-06,6.6515e-06,7.373e-07,7.526e-07,8.1683e-06,3.6544e-06,1.9666e-06,6.88e-08,1.7059e-06,9.2227e-06,1.2011e-06,0.0004443729,0.0020404233,0.0115286176,0.2598489006,0.2598489006
10,6,13,1.8e-09,1.8e-09,48,BFGS,1.593e-07,1.475e-07,6.408e-07,4.35e-08,3.86e-08,1.8e-09,1.085e-07,7e-09,9.239e-07,3.591e-07,4.435e-07,9.579e-07,3.074e-07,2.53e-08,1.7274e-06,1.0708e-06,4e-09,3.283e-07,7.6073e-06,1.365e-07,1.798e-07,2.575e-07,7.21e-08,4.91e-07,6.105e-07,7.035e-07,6.6501e-06,7.647e-07,0.0052764255,1.8168031914,2.8799503066
10,6,14,7.1e-09,1.423e-07,48,BFGS,3.571e-07,3.298e-07,1.7854e-06,4.984e-07,4.123e-07,1.423e-07,6.12e-08,4.21e-08,4e-08,2.2e-08,7.1e-09,2.0057e-06,3.595e-07,3.829e-06,1.9661e-06,1.5815e-06,1.193e-06,4.271e-07,4.328e-07,9.82e-08,1.88e-08,5.419e-07,5.08e-08,6.595e-07,1.41e-08,9.87021e-05,0.0028315755,0.0004397788,0.0199744227,0.4256084577,0.4256084577
10,6,15,3.7e-09,1.0933e-06,72,BFGS,5.304e-07,4.601e-07,3.7e-09,2.734e-07,1.213e-07,2.3414e-06,9.65e-08,4.2e-08,1.0933e-06,3.6e-08,1.982e-07,8.22e-07,3.064e-07,1.43e-08,7.71e-08,2.74e-08,1.7545e-06,3.364e-07,8.079e-07,3.829e-07,2.303e-07,1.7633e-06,5.598e-07,8.0548e-06,3.0613e-06,8.0601e-06,1.04e-07,4.78822e-05,0.0346856016,0.4581435658,0.8282220887
10,6,16,1.07e-08,3.24828e-05,56,BFGS,7.0449e-06,5.81e-08,7.93e-08,1.59e-08,1.8717e-06,3.901e-07,3.24828e-05,2.9369e-06,6.868e-07,6.4667e-06,8.973e-07,2.26e-08,1.798e-07,9.55e-08,2.057e-06,7.93e-08,9.662e-07,1.976e-07,7.348e-07,1.07e-08,4.9844e-06,2.38581e-05,1.0587e-06,6.6487e-06,1.4897e-06,3e-08,1.26616e-05,0.5969371895,0.8206469405,1.4825412188,1.9816864463
10,6,17,1.04e-08,1.7771e-06,48,BFGS,4.2918e-06,1.25797e-05,2.39e-08,5.348e-07,2.94e-08,1.7771e-06,6.78e-08,8.114e-07,1.961e-07,4.041e-07,2.32e-08,2.642e-06,1.45e-08,2.666e-07,3.144e-07,6.676e-07,4.24e-07,1.1909e-06,1.6639e-06,1.872e-06,2.0159e-06,4.388e-07,1.809e-07,1.04e-08,3.659e-07,5.59828e-05,6.971e-07,0.2608123956,0.1388734723,8.9400069321,9.316619648
10,6,18,3e-09,3e-08,56,BFGS,1.9507e-06,2.083e-07,2.11e-08,3.87e-08,3.13e-08,9.03e-08,3e-08,8.572e-07,1.2746e-06,9.35e-08,1.8768e-06,6.45e-08,2.379e-07,7.588e-07,3.008e-07,6.5536e-06,3e-09,1.1083e-06,1.781e-06,2.588e-06,2.3691e-06,1.9121e-06,3.0635e-06,6.51e-08,6.7665e-06,1.45073e-05,3.3086e-06,1.48466e-05,8.8457e-06,0.0001942919,4.91437e-05
10,6,19,1.36e-08,1.877e-07,48,BFGS,2.3916e-06,1.1556e-06,7.8e-08,3.887e-07,1.65e-08,1.877e-07,6.124e-07,1.253e-07,1.36e-08,1.3e-07,1.8392e-06,6.01e-08,2.335e-07,5.085e-07,6.191e-07,6.7506e-06,8.766e-06,7.5658e-06,4.6e-08,7.684e-07,3.227e-07,1.0259e-06,2.5416e-06,1.22076e-05,2.182e-07,3.1431e-06,0.0042255699,0.1367932101,0.9875747176,2.0648489747,2.0584159688
10,7,0,1.377e-07,9.1665e-06,96,BFGS,1.1879e-06,5.586e-07,3.0286e-06,6.5917e-06,3.1811e-06,6.079e-07,2.2754e-06,7.4009e-06,1.377e-07,1.782e-07,6.196e-07,9.1665e-06,7.019e-07,2.0269e-06,4.461e-06,8.694e-07,3.30583e-05,1.2324e-06,6.9686e-06,1.812e-07,3.779e-07,1.0295e-06,3.3042e-06,2.679e-07,0.0002331513,5.723e-07,2.03489e-05,0.0020005645,0.0038872108,0.0082279192,0.0082279192
10,7,1,6.9e-09,1.64e-08,88,BFGS,1.0019e-06,3.8643e-06,2.4247e-06,1.5799e-06,1.3003e-06,2.70535e-05,6.85e-08,1.314e-06,1.7193e-06,4.185e-07,1.64e-08,6.9e-09,5.45e-07,2.529e-07,6.105e-07,9.704e-07,2.4761e-05,1.1768e-06,1.9106e-06,2.5588e-06,2.076e-07,1.5628e-06,6.43e-07,1.75262e-05,1.178e-06,2.6207e-06,1.86322e-05,0.0005485414,0.0010281203,0.0013400711,0.0013400711
10,7,2,3.89e-08,5.848e-07,96,BFGS,3.8121e-06,9.9895e-06,1.0274e-06,4.635e-07,3.9136e-06,1.9895e-06,3.74227e-05,3.89e-08,1.8171e-06,3.543e-07,4.927e-07,5.848e-07,3.4421e-06,4.445e-07,1.7605e-06,6.90926e-05,4.53e-08,4.659e-07,5.9244e-06,4.281e-07,1.9653e-05,2.6685e-06,1.8952e-06,1.41745e-05,4.01e-08,9.451e-07,2.76861e-05,1.2816e-06,0.0006648584,0.0176867169,0.0748005628
10,7,3,3.5e-09,6.447e-07,96,BFGS,1.63e-07,9.1541e-06,2.2665e-06,2.411e-06,3.149e-07,3.6272e-06,8.02e-08,1.70676e-05,4.312e-07,4.8164e-06,8.602e-07,6.447e-07,1.76467e-05,2.072e-07,2.717e-06,4.192e-07,4.9923e-06,5.0358e-06,3.5e-09,6.852e-07,5.739e-07,2.8443e-06,4.918e-07,1.1646e-06,1.33009e-05,8.154e-07,2.174e-07,0.0036437314,0.0012874146,3.0081521832,5.1872509617
10,7,4,6.87e-08,2.019e-07,150,BFGS,3.0322e-06,6.87e-08,9.911e-06,1.709e-07,1.06043e-05,5.0698e-06,3.9646e-06,6.321e-07,1.7489e-06,2.2627e-06,9.948e-07,9e-08,7.3364e-06,2.019e-07,1.36576e-05,1.941e-06,4.3543e-06,3.47882e-05,4.3495e-06,3.6475e-06,5.4852e-06,3.7112e-06,8.553e-07,1.15343e-05,9.494e-07,8.93e-07,0.050252757,0.0272532048,17.585664188,13.4727740035,13.4727740035
10,7,5,1.12e-08,2.7801e-06,88,BFGS,5.191e-07,2.2976e-06,2.39039e-05,3.01809e-05,2.2033e-06,4.008e-06,2.2725e-06,1.26e-07,8.3909e-06,7.843e-07,2.7801e-06,6.552e-07,2.14298e-05,7.4082e-06,1.6864e-06,3.5466e-06,1.0077e-06,2.85e-08,1.5365e-06,1.0993e-06,6.6027e-06,1.65e-07,1.716e-07,1.12e-08,0.0001320838,6.0554e-06,0.003387764,0.0327460664,6.8593145781,133.407142363,59.3398001849
10,7,6,3.32e-08,1.70643e-05,150,BFGS,3.96e-08,2.9206e-06,6.7421e-06,4.05e-07,3.32e-08,3.3709e-06,8.5135e-06,5.956e-07,1.6321e-06,2.613e-07,5.05e-07,3.91e-08,4.3666e-06,1.70643e-05,4.69e-08,3.5701e-06,5.16e-07,7.99e-08,7.46e-08,2.592e-07,2.075e-06,3.575e-07,1.1502e-06,5.1546e-06,2.498e-06,5.53e-07,0.0025656654,0.0007013752,0.0102630425,0.1232571013,0.1232571013
10,7,7,9.3e-08,9.464e-07,150,BFGS,4.0944e-06,2.83843e-05,2.44e-07,3.43221e-05,1.9195e-06,1.4819e-06,2.5164e-06,2.3251e-06,9.3e-08,5.015e-07,6.612e-07,8.8736e-06,1.888e-07,9.464e-07,1.8909e-06,7.43e-07,6.5532e-06,5.096e-07,2.64634e-05,9.856e-07,1.6094e-06,8.8121e-06,2.962e-07,2.6756e-06,0.0544090235,4.797e-06,1.3712e-06,1.5192475544,63.7345900098,23.8586350667,26.5940408045
10,7,8,1.306e-07,1.88e-07,150,BFGS,5.2483e-06,6.845e-07,2.269e-07,6.9532e-06,1.978e-07,3.2814e-06,1.1269e-06,1.52528e-05,6.3195e-06,2.196e-06,1.306e-07,5.3174e-06,6.568e-06,1.88e-07,4.5794e-06,0.0002112526,1.8522e-06,4.5551e-06,6.817e-07,1.9353e-06,4.44339e-05,6.6591e-06,1.729e-06,1.9589e-06,0.0375957828,2.8258e-06,0.0002853805,2.222289696,6.501098289,6.1935024508,6.1935024508
10,7,9,2.22e-08,4.769e-07,150,BFGS,1.3625e-06,1.05748e-05,2.737e-07,2.885e-07,3.20491e-05,1.6514e-06,2.22e-08,8.57e-08,1.81531e-05,9.35e-08,9.574e-07,5.29222e-05,3.0018e-06,4.769e-07,2.48e-08,4.7717e-06,1.36707e-05,8.463e-07,5.695e-07,1.1705e-06,2.2758e-06,5.088e-07,4.7776e-06,1.1837e-06,1.65085e-05,1.36348e-05,1.24003e-05,0.001789688,0.265562245,2.4009186273,2.4280174492
