evaluations raw_y rep iid sigma t d_norm d_mean ps_norm ps_mean pc_norm pc_mean ps_squared loglikelihood mhl_norm mhl_mean x0 x1 x2 x3 x4 x5 x6 x7 x8 x9 x10 x11 x12 x13 x14 x15 x16 x17 x18 x19 x20 x21 x22 x23 x24 x25 x26 x27 x28 x29 x30 x31 x32 x33 x34 x35 x36 x37 x38 x39
802 951.7140421038 0.0000000000 1.0000000000 0.4476907631 53.0000000000 5.6164949875 0.8866251217 4.8759811172 -0.2289788071 4.0941742223 -0.2018004666 23.7751918552 -273.8581672431 25.1152124242 6.4020214815 -2.258993 -1.256336 -0.504336 1.221169 -3.298508 -2.133320 -1.977158 -1.726260 -1.228770 -0.051070 -3.227318 0.317674 2.015597 -1.234182 -1.059324 -0.142087 0.303121 0.524788 -2.433264 -4.170451 -2.497147 -0.869472 -1.786922 -4.072791 -1.599830 -2.471278 1.811848 -1.676378 -1.982798 -2.078818 -3.417851 -3.697500 2.182817 -1.990410 -3.003059 -1.017072 -2.317141 -3.477506 -3.726226 -1.687190
846 876.1308440111 0.0000000000 1.0000000000 0.4173009837 56.0000000000 5.5778857083 0.8804328195 5.0897927499 -0.1079406525 4.1895734920 -0.1082333169 25.9059902369 -253.7723771086 26.2771004172 6.6999668683 -2.012242 -1.473419 -1.322170 0.607843 -3.563756 -1.427998 -2.147977 -1.610319 -1.302274 -0.350384 -3.562424 -0.474656 2.187760 -1.156780 -1.463290 -0.863770 -0.006605 0.019094 -2.562368 -4.025794 -2.186325 -1.023548 -1.180069 -3.939927 -1.225693 -1.992292 1.407090 -2.013005 -2.035048 -1.729076 -3.241223 -3.090542 2.009412 -1.612950 -2.958071 -0.978478 -1.359613 -3.181167 -3.926870 -1.516334
870 836.8646551204 0.0000000000 1.0000000000 0.4053825313 57.0000000000 5.5626156524 0.8780032587 4.7236817517 -0.1040370240 3.8421827440 -0.0992933079 22.3131692916 -227.6662244208 26.0683461086 6.6009532019 -1.041289 -1.781966 -1.158569 0.678568 -3.935169 -1.990287 -1.707690 -2.039426 -1.560437 -0.205982 -3.009368 -1.049954 2.388569 -0.910385 -1.379317 -0.484429 -0.242237 0.567915 -2.973760 -4.041317 -2.478014 -1.481870 -1.178217 -4.350748 -1.371558 -2.084783 1.354572 -1.951966 -2.095752 -2.043194 -2.806078 -2.372137 1.776574 -2.198091 -2.809766 -1.125248 -1.922166 -3.540436 -4.213819 -1.937764
886 800.3126972601 0.0000000000 1.0000000000 0.3789666295 59.0000000000 5.5370743151 0.8739460170 4.4324542383 -0.0063130506 3.6606016358 -0.0301050616 19.6466505746 -188.1889219853 26.1894878982 6.6858683025 -1.294732 -0.906479 -1.269660 0.834484 -3.811433 -2.365486 -1.759147 -1.514733 -0.882832 -1.047005 -2.794542 -0.875555 1.874835 -1.462681 -1.748676 -0.310439 0.177076 0.259250 -2.284785 -4.036563 -2.008068 -1.248170 -0.835470 -3.956356 -1.369574 -1.592103 1.942564 -2.522237 -1.620242 -1.696315 -3.693404 -2.772916 1.470579 -2.244826 -3.307826 -1.340141 -1.893313 -3.377192 -3.928435 -2.554740
888 702.0076704605 0.0000000000 1.0000000000 0.3789666295 59.0000000000 5.5370743151 0.8739460170 4.4324542383 -0.0063130506 3.6606016358 -0.0301050616 19.6466505746 -188.1889219853 26.1894878982 6.6858683025 -1.847181 -0.799798 -1.274282 0.408669 -3.385071 -1.816097 -1.357558 -1.780512 -1.101276 -0.105946 -2.613114 -0.430230 1.360322 -0.818268 -1.544381 -0.482084 -0.033608 -0.154253 -2.856019 -4.361450 -2.443030 -0.665220 -0.655906 -3.608867 -1.197085 -1.143902 1.491895 -2.321612 -1.713867 -2.384537 -3.061818 -2.472620 2.137649 -2.307691 -3.288893 -0.689318 -2.100458 -3.290205 -4.293039 -2.020215
900 617.5175501949 0.0000000000 1.0000000000 0.3789666295 59.0000000000 5.5370743151 0.8739460170 4.4324542383 -0.0063130506 3.6606016358 -0.0301050616 19.6466505746 -188.1889219853 26.1894878982 6.6858683025 -1.177278 -1.178655 -0.936596 1.072744 -3.479007 -2.349241 -2.148251 -1.297093 -0.580790 -0.849428 -2.422711 -0.403701 1.994424 -1.043524 -1.661947 -0.786915 -0.298368 0.529847 -2.702153 -3.358809 -2.746337 -0.853756 -0.973761 -3.736053 -1.610573 -1.792399 1.703045 -1.527489 -1.435966 -2.010430 -3.801859 -3.067885 1.923779 -1.780017 -2.760895 -0.661153 -1.901486 -3.107884 -4.094212 -1.704031
919 610.5971023291 0.0000000000 1.0000000000 0.3559212234 61.0000000000 5.5117910056 0.8699222257 4.3905812646 0.0030413450 3.5172871126 -0.0130910034 19.2772038412 -125.3144254582 25.3639119666 6.4687092691 -1.608682 -1.113903 -1.396993 1.163282 -3.554580 -2.021937 -1.583892 -1.692993 -0.446073 -0.311337 -2.570059 -0.272322 1.548371 -0.774729 -1.552853 -0.600361 0.137682 -0.127245 -2.174232 -3.569916 -2.382717 -0.885011 -1.153917 -3.521794 -1.059045 -2.375392 1.175030 -1.610420 -1.586806 -1.677345 -3.427635 -2.904794 2.184761 -1.770010 -3.282971 -1.081935 -1.622364 -3.019049 -4.007363 -2.239587
926 572.1406421372 0.0000000000 1.0000000000 0.3559212234 61.0000000000 5.5117910056 0.8699222257 4.3905812646 0.0030413450 3.5172871126 -0.0130910034 19.2772038412 -125.3144254582 25.3639119666 6.4687092691 -1.367639 -0.764083 -1.400326 1.162041 -3.922488 -2.323653 -1.908905 -1.828438 -0.750017 0.007037 -2.462252 0.028097 1.456811 -1.350741 -1.102441 -0.693335 0.239991 0.319746 -2.869542 -3.563908 -1.990857 -1.328931 -1.247346 -4.043460 -1.545271 -1.896084 1.876984 -1.883299 -1.643803 -1.887009 -3.715198 -2.657920 1.480211 -2.455327 -3.223966 -0.837269 -1.578298 -3.265457 -4.283605 -1.359659
951 541.3464930165 0.0000000000 1.0000000000 0.3311596229 63.0000000000 5.4844130823 0.8655643211 4.4776831128 0.0473466306 3.6015785369 0.0235040836 20.0496460586 -75.7608752362 25.2021718903 6.3811034665 -1.547953 -0.842925 -1.204833 1.036314 -4.145403 -1.960451 -1.979079 -2.233341 -0.651715 -0.348627 -2.682690 0.113508 2.130895 -0.891585 -1.312850 -0.507748 0.099991 0.456491 -2.255635 -4.103664 -2.215232 -1.250480 -1.038330 -3.803479 -0.844820 -1.993816 1.292569 -1.672370 -1.624214 -1.615133 -2.942409 -2.731713 2.170431 -1.812221 -3.013299 -0.992535 -2.046311 -3.563119 -4.407763 -1.664108
967 537.6312976074 0.0000000000 1.0000000000 0.3183767885 64.0000000000 5.4719913960 0.8635946904 4.1638591660 0.0621850774 3.3316068256 0.0377169853 17.3377231539 -75.6171697177 26.5158530189 6.7928679070 -1.562848 -1.056226 -1.390847 1.225676 -4.330997 -2.180560 -1.756663 -2.180247 -0.667850 -0.518357 -2.530317 -0.311364 1.614865 -1.441449 -1.288862 -0.809004 -0.234587 0.107737 -2.561170 -3.855817 -2.080893 -1.228652 -1.237394 -3.677142 -1.565825 -1.869193 0.934979 -1.482563 -1.105660 -1.432431 -3.510420 -3.243532 1.844940 -2.215194 -3.211244 -1.266196 -1.385037 -3.275501 -4.207468 -1.434168
986 473.2226570602 0.0000000000 1.0000000000 0.3020439736 65.0000000000 5.4584091655 0.8614205451 3.4472380650 -0.0214177220 2.8421811436 -0.0221990380 11.8834502769 -39.7459385625 26.3776040067 6.7045743350 -1.472264 -1.291203 -1.339016 1.075962 -3.722992 -1.735434 -1.873962 -1.988416 -0.514581 -0.630381 -2.606005 0.286180 1.504539 -1.213873 -1.336492 -1.091767 -0.204172 -0.641901 -2.463433 -4.165377 -2.212699 -1.019406 -1.288631 -3.783240 -1.328243 -1.807550 1.273675 -1.904035 -1.653650 -1.791580 -3.377811 -2.935991 2.602494 -2.099084 -3.390289 -1.053683 -1.577390 -3.322817 -4.155058 -1.710778
999 458.5062781042 0.0000000000 1.0000000000 0.2880277883 66.0000000000 5.4457556863 0.8593845479 3.7246224068 -0.0666791965 3.1659588148 -0.0559030823 13.8728120735 -44.5423750709 27.6798979065 7.0555412696 -1.940698 -1.360396 -1.056311 1.162335 -3.991764 -2.137492 -1.330166 -1.816899 -0.451239 -0.667119 -2.548738 -0.114385 1.321208 -1.040881 -1.300170 -1.031983 -0.264087 -0.360207 -2.578493 -4.026947 -2.233515 -1.180939 -0.998606 -3.831235 -1.503379 -1.785146 1.239636 -1.627779 -1.668048 -1.782672 -3.767731 -2.661331 2.045577 -2.527370 -3.092444 -0.931256 -1.955139 -2.987653 -3.713272 -1.591822
1005 818.1757524937 0.0000000000 1.0000000000 0.2779014477 67.0000000000 5.4331443540 0.8573932492 4.3564889908 -0.1280240247 3.5393048739 -0.1082952383 18.9789963268 16.5502898894 26.1988958349 6.6523404613 -1.470922 -1.180559 -1.239870 1.084462 -4.178878 -2.056197 -1.841969 -1.405747 -0.304724 -0.756222 -2.980587 -0.288089 1.176635 -1.526614 -1.041432 -0.474063 -0.391938 -0.190025 -2.147756 -3.795116 -2.465767 -1.283760 -1.248104 -3.919414 -1.797257 -2.142098 1.672746 -1.430270 -1.017201 -1.657583 -3.400287 -3.198859 2.505156 -1.940548 -3.589850 -1.275971 -1.535903 -3.329481 -4.080891 -1.310420
evaluations raw_y rep iid sigma t d_norm d_mean ps_norm ps_mean pc_norm pc_mean ps_squared loglikelihood mhl_norm mhl_mean x0 x1 x2 x3 x4 x5 x6 x7 x8 x9 x10 x11 x12 x13 x14 x15 x16 x17 x18 x19 x20 x21 x22 x23 x24 x25 x26 x27 x28 x29 x30 x31 x32 x33 x34 x35 x36 x37 x38 x39
