fid,iid,rep,high_level_category,ela_distr.skewness,ela_distr.kurtosis,ela_distr.number_of_peaks,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.intercept,ela_meta.lin_simple.coef.min,ela_meta.lin_simple.coef.max,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.adj_r2,ela_level.mmce_lda_50,ela_level.mmce_qda_50,ela_level.lda_qda_50,disp.ratio_mean_02,disp.ratio_mean_05,disp.ratio_mean_10,disp.ratio_mean_25,disp.ratio_median_02,disp.ratio_median_05,disp.ratio_median_10,disp.ratio_median_25,disp.diff_mean_02,disp.diff_mean_05,disp.diff_mean_10,disp.diff_mean_25,disp.diff_median_02,disp.diff_median_05,disp.diff_median_10,disp.diff_median_25,ic.h_max,ic.eps_s,ic.eps_max,ic.eps_ratio,ic.m0,nbc.nn_nb.sd_ratio,nbc.nn_nb.mean_ratio,nbc.nn_nb.cor,nbc.dist_ratio.coeff_var,nbc.nb_fitness.cor,ela_meta.quad_w_interact.adj_r2,ela_level.mmce_lda_10,ela_level.mmce_qda_10,ela_level.lda_qda_10,ela_level.mmce_lda_25,ela_level.mmce_qda_25,ela_level.lda_qda_25,t_0,t_1,t_2,t_3,t_4,t_5,t_6,t_7,t_8,t_9,t_10,optimal_budget
1,1,10,1,0.09102609432988719,0.003685465515274251,0.14285714285714285,0.9065880917361985,2.283096643604345e-07,9.467967127041363e-09,1.121914361344385e-08,0.0003300592925145968,0.0,1.0,0.08074534161490685,0.06227106227106227,0.30051813471502603,0.11493378698545798,0.11753976181885972,0.13689820028519994,0.1575684668878531,0.1073792671378404,0.10751352940630987,0.12044603962137279,0.14676458359640632,0.22151771691658528,0.21511745133569482,0.22693513920257113,0.22219528731555194,0.16514288698707236,0.17640623936126032,0.17168794113631047,0.18454280080274732,0.7098875594457152,0.12151898734177216,3.1367718682130294e-07,0.14912280701754382,0.5894736842105264,0.8415603605780735,0.8809670000562377,0.9684123058681529,0.23025365043244528,0.7221604062413454,0.0,0.31034482758620663,0.4285714285714297,0.3256658304821845,0.25116279069767444,0.17058823529411762,0.2871742112482853,0.00812980680578943,0.012478929615123466,0.0008043096916158862,0.00509119103931993,0.00011807408415516466,2.8295334919490625e-07,4.713987022309944e-05,0.0014910744251154814,0.003945107660346826,0.559421891324178,0.5404659316057727,True
1,1,11,1,0.10494623014135904,0.006108651075215734,0.2857142857142857,0.8999726185474198,2.2787076506899958e-07,2.1457789474995357e-09,1.4410368415086856e-08,0.0020576030602372985,0.0,1.0,0.11801242236024831,0.09890109890109888,0.31197857205585294,0.022034285673803944,0.04209442133848573,0.045489371846219484,0.060700356117433296,0.03576058130104243,0.03375493453963785,0.04846926616249003,0.07352338104371092,0.2138005126742516,0.223734303410147,0.2249738730794778,0.21175545615144165,0.1850716192361851,0.20277729126205835,0.20220606202196179,0.21054821794485268,0.6301955276262343,0.10632911392405064,3.4947335434514227e-07,0.14035087719298248,0.3684210526315792,0.8375448914114454,0.9511716094910554,0.992890497698875,0.1230147310110235,0.6005467700285876,0.0,0.28448275862068984,0.2857142857142865,0.31108121742054845,0.13488372093023254,0.09999999999999967,0.235978835978836,2.345538231857957e-10,0.0031255324174077593,6.487696907202085e-05,4.93224121284899e-05,0.003736642360604124,1.5338936449631977e-07,3.698216415029222e-05,0.0008080409671691003,0.002151170611284109,0.39614977693099535,0.4349077526711346,True
1,1,12,1,0.11162727225278252,0.007966377015737075,0.0,0.8999867676669706,2.3138585363033773e-07,4.452416978819263e-09,1.4112348859260767e-08,0.0009492436132436462,0.0,1.0,0.03416149068322981,0.051282051282051266,0.1545393106555531,0.0557479233853681,0.042210543026587666,0.0658521095575274,0.05675752544157742,0.06230366165154899,0.03899694207333404,0.06957690341660672,0.07078608262433916,0.22678461760110702,0.2093296239889193,0.22642218299160688,0.19331424565344613,0.1930615829734087,0.19171235005766252,0.203984833355083,0.19250134258172058,0.6684873694448545,0.11645569620253163,2.9709530052904956e-07,0.14035087719298248,0.3368421052631576,0.8454683614274039,0.9350590161623877,0.9893244137837067,0.16139226327797485,0.6778157589643328,0.0,0.3275862068965515,0.2857142857142865,0.3557465949218093,0.21860465116279043,0.1117647058823529,0.35707070707070704,2.3556789522562124e-10,1.0797879338426573e-09,1.0252430966349177e-08,1.4364811667059954e-08,5.640611908954395e-08,2.686426917889184e-07,4.488404839163352e-05,0.0009491824325595303,0.00276199672057191,0.3646791617456693,0.3868826046015885,True
1,1,13,1,0.10666605514371358,0.006962580195267924,0.14285714285714285,0.8735782509249203,2.2944647613095596e-07,1.1362288246043332e-08,1.3706918593664834e-08,0.00033531127315775393,0.0,1.0,0.1739130434782609,0.11721611721611722,0.42347393134715033,0.10327460488607432,0.08891163447278938,0.08561148679036057,0.1257282652986158,0.10975439200492532,0.08481173367401573,0.08212167594728692,0.1304644746238668,0.25366344792805684,0.23533807323101597,0.22978025041119576,0.23939121572156197,0.21729672618648588,0.21238816446188435,0.19622797807242365,0.22638940114637218,0.7377723276583299,0.1189873417721519,4.10457286499518e-07,0.1461988304093567,0.4421052631578948,0.8520525136079868,0.9287186185377081,0.9908878268764338,0.09457030028029811,0.6630634377697818,0.0,0.12931034482758624,0.4285714285714297,0.14189970590556722,0.08837209302325583,0.12352941176470586,0.11578099838969413,0.0008760951186593054,0.006624834314309147,0.007232238889090613,0.0049331280175069735,0.00017922681255467689,0.00040261386994878203,0.0019375913984800664,0.003077692348935626,0.0038899317853488017,0.4964780635265933,0.5417384409595788,True
1,1,14,1,0.09127008197506992,0.0037181699322395957,0.14285714285714285,0.9050078598560445,2.3202084220831475e-07,3.5333324467425345e-08,1.0368244196032583e-08,5.0097324061856056e-05,0.0,1.0,0.05279503105590061,0.0769230769230769,0.15688239319581576,0.0966889351726512,0.059609806971425705,0.07500637292999224,0.10712123046577504,0.09830249137201069,0.05470633038752315,0.0695988292337607,0.10628220350096318,0.19239801175687254,0.14922353956890344,0.15627437261927302,0.16112518557221356,0.14911603317411792,0.11909444201442387,0.11500541088845795,0.13706355268659554,0.697317746755107,0.12911392405063296,2.813332792059859e-07,0.13742690058479534,0.3368421052631576,0.7611311392343127,0.7706492831073248,0.9544920427461854,0.3230660033551489,0.7123305838070523,0.0,0.2586206896551725,0.4285714285714297,0.273161223460294,0.0697674418604651,0.13529411764705881,0.07052469135802464,0.0015474067517892653,0.00041332924939948645,0.00416455820274082,0.005289866218315653,0.008837053854793595,0.009899307135345899,0.007501982111830817,0.01841913581845847,0.01745577358570736,0.5010386361558158,0.5177773113981565,True
1,1,15,1,0.10099672791457545,0.00509858647592907,0.14285714285714285,0.9101393382301202,2.322824835090277e-07,2.0066188735220684e-08,1.602044210490259e-08,0.00020698698671629812,0.0,1.0,0.11801242236024848,0.08424908424908426,0.3577484691474329,0.09136701982459183,0.07452398110608716,0.07327555199627211,0.10723267940941084,0.10044468977475884,0.07750605509226405,0.07744176600269659,0.11907540183462406,0.22101672657771,0.19864139823379312,0.19304553892966447,0.19809271766004422,0.19151718575236631,0.18597729148429798,0.17080404416233907,0.1958297149821896,0.6442517039241493,0.12658227848101272,2.5210868807813826e-07,0.14035087719298248,0.32631578947368434,0.8216639454139978,0.9273802142833247,0.9852391155702191,0.09618133149983243,0.704388490367642,0.0,0.3103448275862071,0.2857142857142865,0.3378804439213052,0.17674418604651138,0.09999999999999998,0.31137566137566125,2.3556789522562124e-10,1.0797879338426573e-09,2.6545313966320757e-08,1.97352891100819e-08,1.1373740976099292e-07,1.8441006851881975e-07,5.3842379490087755e-05,0.010807844752840854,0.0033836634834421963,0.421393928668353,0.4276185035767067,True
1,1,16,1,0.0932237836234686,0.003500841697948614,0.14285714285714285,0.9084279306309664,2.297748515904538e-07,1.0177331036410368e-09,1.2144166526936757e-08,0.0036997730717950347,0.0,1.0,0.09937888198757763,0.17216117216117213,0.10926739686495712,0.09906822441276786,0.11629460289689919,0.12666117327175108,0.1791551088583513,0.10748188442616613,0.11285365406895198,0.12241829219495337,0.1769977202860603,0.18616787762856735,0.1916647181297607,0.19421752602009823,0.21997873573301974,0.15247589176506382,0.16732738861932195,0.15888760021627468,0.19955756845070616,0.771579286826539,0.12658227848101272,4.329357211614252e-07,0.15497076023391818,0.3999999999999999,0.8190370033583383,0.7781501785401765,0.9425999670744778,0.3753376627076014,0.7205824523459319,0.0,0.18103448275862077,0.7142857142857144,0.1765596098873382,0.32558139534883723,0.18235294117647058,0.36792328042328043,0.09548247710777653,0.19423694105127423,0.2072116476737421,0.2218667420146404,0.1924506197541,0.21694543978292324,0.21711883422802586,0.35049860763205554,0.06259912060621564,0.5634338441905087,0.5694103302746937,True
1,1,17,1,0.10523345299618088,0.005783473651357765,0.0,0.9144430991885303,2.3052616753865073e-07,2.3870285135161838e-08,1.3135860428673168e-08,0.00013010576527766097,0.0,1.0,0.11490683229813667,0.07326007326007325,0.3857114388202471,0.10090420421565005,0.10290220453683618,0.10526700437915504,0.12252833323191947,0.1129641285833089,0.11186166681870591,0.12069271248820412,0.14785200261591114,0.2411112742725,0.23574265417696327,0.23435540129584542,0.22496524766137616,0.22423920877297265,0.23999729176986107,0.23441561103860542,0.2464662060235897,0.7244635924764657,0.13164556962025314,3.890902622535733e-07,0.14327485380116953,0.4526315789473685,0.7847005489826211,0.842537108621805,0.9707134812835987,0.18382520708913425,0.7208073725160379,0.0,0.267241379310345,0.5714285714285721,0.2710610391794183,0.14883720930232558,0.1117647058823529,0.23712121212121212,2.3556789522562124e-10,0.003747817722704556,6.8616791472372e-09,4.254155128106164e-08,1.7840927512670433e-07,3.8298555992644536e-07,3.0282301320865133e-05,0.002171426702339774,0.0035480550736116077,0.548893517663744,0.5431121525345304,True
1,1,18,1,0.11597784766201862,0.007735098979512052,0.0,0.9155462692658024,2.3144128803358896e-07,1.2364112199472874e-09,1.356365693945606e-08,0.003391059592341467,0.0,1.0,0.0869565217391303,0.12454212454212454,0.1586787564766839,0.08353185188899614,0.05993087384748064,0.06085836207587558,0.07229698673366158,0.08790840404994266,0.0683161641430774,0.07186618104148046,0.08623392821314801,0.22597999488534282,0.1986910805573332,0.19563549162765848,0.1801446164050956,0.1976339644012477,0.19719534317167886,0.18611562604432508,0.18615525469848881,0.6602533870830078,0.12658227848101272,3.1367718682130294e-07,0.14327485380116953,0.4736842105263155,0.8217370249859721,0.8883393867946587,0.979644372754735,0.19504999311661508,0.7272551904936042,0.0,0.27586206896551735,0.2857142857142865,0.3021481419202961,0.08372093023255814,0.09411764705882353,0.15383920505871718,2.3556789522562124e-10,1.0797879338426573e-09,9.533553895753139e-09,3.924866584451827e-08,1.3378768042812622e-07,5.62367313201654e-07,5.4685398255974086e-05,0.001779023420301674,0.002780854663413334,0.43596320292481855,0.505288868669744,True
1,1,19,1,0.10864507844544677,0.005976984209301547,0.14285714285714285,0.9098168844259296,2.3101093978974723e-07,1.3192692920286375e-08,1.4227511673643094e-08,0.0002950594118290372,0.0,1.0,0.18012422360248434,0.11355311355311354,0.4533678756476684,0.08402872344482837,0.06850258668693232,0.08390571605340713,0.12443188934160576,0.09064935048073919,0.08273796226515606,0.10385177123580014,0.16002090386580103,0.23706504503011439,0.21742886048955,0.22734309389631246,0.23731594749747964,0.2201520127525063,0.23186532934893567,0.23692395746169825,0.2730640598683097,0.6703853745366399,0.12658227848101272,3.311215835375343e-07,0.14327485380116953,0.3789473684210525,0.8647685457134235,0.9111684699154701,0.9830103122405296,0.24979247039003982,0.7103584074433162,0.0,0.267241379310345,0.5714285714285721,0.2710610391794183,0.18604651162790697,0.13529411764705881,0.2537808641975307,2.3556789522562124e-10,0.0016096248264127855,9.454582937896226e-09,2.4769305346230133e-08,4.0606259180218393e-07,1.168123074967762e-07,5.5593088305557454e-05,0.0019104880704412736,0.003907420334574798,0.4930915735915212,0.5390113396465823,True
1,2,0,1,0.1282586857536267,0.011341787367648855,0.14285714285714285,0.9160512749483247,3.0589056731256817e-07,1.0200197664002874e-08,1.3484563917094051e-08,0.0003716239801610816,0.0,1.0,0.09316770186335388,0.06959706959706957,0.3210911307528192,0.06064570152508825,0.04042287034191194,0.0514298530170717,0.06612522537648657,0.07366168581240834,0.049382995871569246,0.05917687228594448,0.08590640205257927,0.20277565028288325,0.1776655040183558,0.18281237123193494,0.17003756683748927,0.18255504307926929,0.1777942423555171,0.171684562420938,0.1824886242899082,0.6727653567055571,0.12658227848101272,3.1367718682130294e-07,0.14035087719298248,0.3999999999999999,0.8208128346707371,0.9485457364664498,0.9898624377664991,0.14758897747259492,0.6601896285632564,0.0,0.36206896551724155,0.5714285714285721,0.3653943164620817,0.20465116279069767,0.04117647058823529,0.5579861111111111,0.1031321964208025,0.11222412844327272,0.17916621986552944,0.12830327709485162,0.10849784864939792,0.05628878523923264,0.11373089272937398,0.08289302714154748,0.10995540260340508,0.42374062696340054,0.4420592706057092,True
1,2,1,1,0.11376128913108823,0.006614208840768847,0.0,0.9464743625094114,3.0551825457498446e-07,7.284299998287973e-09,1.1415100719131097e-08,0.0004499412728659921,0.0,1.0,0.10869565217391305,0.11355311355311354,0.2448186528497412,0.05796569573519772,0.022937693070162135,0.030358243703716203,0.03826914150054539,0.07486525634074742,0.03283018989333375,0.04678067324922641,0.06664571749344272,0.14975307126114812,0.10699865788888008,0.10593779489191246,0.08713791722577813,0.1428132925958816,0.1166721283458727,0.11205161223992499,0.11721779694341705,0.6586847847186807,0.12658227848101272,2.813332792059859e-07,0.14327485380116953,0.4210526315789478,0.7568495379327072,0.8566598434981039,0.9669499152892103,0.23571402802046026,0.7558657300045758,0.0,0.18965517241379315,0.4285714285714297,0.20315508076443972,0.18604651162790697,0.1117647058823529,0.301094276094276,0.12912798119054172,0.1247903560836443,0.16056158641433566,0.1441793313663218,0.11342257756079804,0.05499911316097532,0.1237421041484169,0.08779444982434885,0.13413580632319433,0.46686961878823424,0.47303444035377606,True
1,2,2,1,0.10408882591056419,0.005534322973104196,0.0,0.9250568930666008,3.0504643921283825e-07,3.858683167344353e-09,1.094277821374875e-08,0.000849233450275031,0.0,1.0,0.1304347826086955,0.09890109890109888,0.3507069465179589,0.09168192508813233,0.07696542777797621,0.10398409755027394,0.14923868945338115,0.10024489280713555,0.08556046384377058,0.10792586105648139,0.16703247682689226,0.17614101350496325,0.1521349184256885,0.16952697802431338,0.18808550298596738,0.15421832671073998,0.1513907942602356,0.1549667262662494,0.19911722614082472,0.5960833963870233,0.12405063291139244,4.329357211614252e-07,0.14327485380116953,0.41052631578947407,0.8523167769893618,0.8200499368011691,0.9594035149873967,0.2944851535251537,0.7277764963678488,0.0,0.22413793103448287,0.5714285714285721,0.22818227677820757,0.10697674418604652,0.19999999999999993,0.05536723163841811,0.15218681964954273,0.09793519701415392,0.13690578024616584,0.11732458377715456,0.10487888012073741,0.06647450275432934,0.10708665157853459,0.07456742582565024,0.10707091377965289,0.5445629648306162,0.5811683788235862,True
1,2,3,1,0.10537051766738775,0.0061630696947985696,0.2857142857142857,0.9344276648529345,3.047533678538368e-07,9.931111199303587e-09,1.141685351213049e-08,0.0003188175984024294,0.0,1.0,0.06211180124223603,0.08058608058608058,0.1798359240069085,0.1271639451047729,0.12680892329032933,0.14856821775717322,0.21028752923859517,0.13258316269251508,0.13790583672744816,0.16016921901180525,0.22711879598559348,0.21592843342243395,0.20611472527715136,0.21946924705507986,0.25409937896402846,0.19315849128975515,0.2095782801907875,0.2142226300780743,0.2660921510889599,0.7250150032692129,0.1189873417721519,4.10457286499518e-07,0.1578947368421052,0.41052631578947407,0.7667187553544341,0.7623992949885867,0.9467699799681029,0.27276943297428513,0.786488772857407,0.0,0.09482758620689663,0.4285714285714297,0.10689663455764015,0.19069767441860463,0.11764705882352935,0.29629629629629634,0.17350526992684498,0.10567058316930573,0.16624070417353476,0.14442082294227793,0.10733945085410833,0.07333415317248963,0.12327463809502655,0.08224893018132441,0.1091187475503519,0.5736745739233576,0.5636438481229277,True
