fid,iid,rep,high_level_category,ela_distr.skewness,ela_distr.kurtosis,ela_distr.number_of_peaks,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.intercept,ela_meta.lin_simple.coef.min,ela_meta.lin_simple.coef.max,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.adj_r2,ela_level.mmce_lda_50,ela_level.mmce_qda_50,ela_level.lda_qda_50,disp.ratio_mean_02,disp.ratio_mean_05,disp.ratio_mean_10,disp.ratio_mean_25,disp.ratio_median_02,disp.ratio_median_05,disp.ratio_median_10,disp.ratio_median_25,disp.diff_mean_02,disp.diff_mean_05,disp.diff_mean_10,disp.diff_mean_25,disp.diff_median_02,disp.diff_median_05,disp.diff_median_10,disp.diff_median_25,ic.h_max,ic.eps_s,ic.eps_max,ic.eps_ratio,ic.m0,nbc.nn_nb.sd_ratio,nbc.nn_nb.mean_ratio,nbc.nn_nb.cor,nbc.dist_ratio.coeff_var,nbc.nb_fitness.cor,ela_meta.quad_w_interact.adj_r2,ela_level.mmce_lda_10,ela_level.mmce_qda_10,ela_level.lda_qda_10,ela_level.mmce_lda_25,ela_level.mmce_qda_25,ela_level.lda_qda_25,t_0,t_1,t_2,t_3,t_4,t_5,t_6,t_7,t_8,optimal_budget
1,1,10,1,0.09277113054331,0.003681605660092563,0.14285714285714285,0.910754866649039,2.3423424395265199e-07,1.3259425241326365e-09,1.1326624057007154e-08,0.002644534691700376,0.0,1.0,0.05541561712846353,0.11396011396011385,0.0689064860592058,0.10554247961504964,0.11933692384855388,0.12758458737457817,0.1579164535679275,0.0966391075223757,0.11070419955493821,0.1117356177367918,0.14057414789502898,0.25533002179449893,0.2552918315487662,0.27609314384857253,0.2780268555579626,0.24048610774643953,0.2258177314815396,0.24857642605840713,0.2482781445945167,0.7805602591304295,0.1214470284237726,3.652153326436099e-07,0.14285714285714274,0.34579439252336464,0.8199381808430415,0.8897857349053062,0.9780296876291015,0.14428163970912755,0.7657577327262259,0.0,0.2753623188405799,0.2777777777777779,0.3189552567776063,0.2044609665427507,0.15319148936170218,0.2625942837814984,0.0010254062687913778,0.0007181952682531314,1.5821631997254392e-07,1.5896652937659912e-06,0.00010962848368033053,0.0023721638639022033,0.004584979368045779,0.6427178385006094,0.6156659468891301,True
1,1,11,1,0.104855840099935,0.005814254577342585,0.2857142857142857,0.909706331889615,2.336856368982474e-07,3.87996745410423e-09,1.4573500166922678e-08,0.0011301958344210666,0.0,1.0,0.08564231738035268,0.06837606837606822,0.37207587516360374,0.03603741010549372,0.04391352042452368,0.03801618734233986,0.04074418901923438,0.03798864319687045,0.048394913852431665,0.042107713700986704,0.052869316755138396,0.27621456640244935,0.27134149275198605,0.28262647368572,0.2624415639073767,0.2807470269773029,0.27065343056470237,0.2914226525743645,0.2774914224200943,0.644494641244016,0.11627906976744182,2.6278622170750845e-07,0.12797619047619038,0.476635514018692,0.8098960857863249,0.9680177160349928,0.995851669634285,0.009398437735515741,0.6590048055165046,0.0,0.40579710144927544,0.2777777777777779,0.47140180736169257,0.17843866171003692,0.059574468085106316,0.4859248578066171,2.54025464572619e-08,2.1080057878379015e-08,6.921306961933081e-08,4.3988954589699015e-07,3.0115664954785288e-05,0.0009360548789142856,0.0027905136707673086,0.37444823971316354,0.38490606986151554,True
1,1,12,1,0.11092080651481762,0.007398510123882785,0.2857142857142857,0.898324265615366,2.375250678706e-07,2.828545544253601e-09,1.516711827187392e-08,0.001633527207831552,0.0,1.0,0.040302267002518946,0.04273504273504257,0.27458924654161276,0.03714727351159669,0.019090127403001755,0.01778461111816282,0.03332171265982431,0.024779546046053924,0.01849239279829351,0.007512851701062362,0.0178079956706666,0.2667287649134964,0.24203682065607213,0.2569048312145379,0.2455808788756454,0.24623741244440955,0.21979430664664867,0.23675034462080224,0.22020927279799107,0.7150843138900269,0.11627906976744182,2.9353093641219965e-07,0.13392857142857137,0.4392523364485985,0.8258440540683774,0.9392833570570609,0.9932947199656041,0.09918324830353714,0.706925690053582,0.0,0.36956521739130416,0.19444444444444464,0.4731302263025553,0.22676579925650536,0.1234042553191489,0.36350669615079045,1.6847230124341822e-08,2.3589380093703115e-08,0.0020001872704913416,0.0032954226899606074,0.003220533766540225,0.0011790795899669188,0.006146642825347746,0.4041772053315512,0.39252251489669454,True
1,1,13,1,0.10497510031305435,0.006312010831699888,0.14285714285714285,0.8858492949024914,2.3531027830916897e-07,5.373807405981958e-09,1.5728932329352747e-08,0.0008688108514520301,0.0,1.0,0.11335012594458437,0.08831908831908822,0.39454716389846434,0.12054634817774307,0.12804120917781459,0.12068829008048226,0.11563701616668032,0.10852854004703377,0.1253344662958833,0.12065490220035041,0.11745161616485056,0.30987677583434037,0.3054170253440358,0.314073082518355,0.2882906359987977,0.29901189814927276,0.29275029993516855,0.3121900360319463,0.2877168706376241,0.5541708933817393,0.11111111111111113,4.530190129455648e-07,0.1369047619047619,0.476635514018692,0.8320229545392861,0.929140790539229,0.9932764971779733,0.043549519264532766,0.7065283737137317,0.0,0.4202898550724637,0.222222222222223,0.5195071633237822,0.10408921933085485,0.05531914893617006,0.3311722681585695,3.4989501327902667e-05,4.234130446684027e-08,1.1667534801946362e-07,0.0001004124479947398,5.689231423545504e-05,0.002677380698226231,0.004267124977847654,0.5655360222104775,0.561945988053357,True
1,1,14,1,0.09310142099654156,0.003710913095162767,0.14285714285714285,0.916766121701895,2.3805501874412467e-07,3.794202515097124e-08,1.0864482613891276e-08,4.101613565429501e-05,0.0,1.0,0.07556675062972291,0.11111111111111113,0.15243155465656233,0.07457927184673685,0.06372492945152153,0.05830054793849676,0.05817211473608763,0.05854634263580988,0.05973023701937891,0.050402996864040206,0.0537439889362874,0.22228240450132575,0.20087029548198132,0.21104526119746747,0.18467764057189306,0.2096836919061138,0.18232831462293142,0.19744542411680688,0.17295794831717282,0.7222124172557125,0.1214470284237726,3.8552589846462683e-07,0.13392857142857137,0.3551401869158881,0.7356706197394374,0.7854382799787203,0.9669168327151798,0.22877012035449573,0.7581931529883184,0.0,0.217391304347826,0.36111111111111116,0.22163584266736114,0.14869888475836412,0.01702127659574451,0.6480684206711604,0.003939616053959208,0.002576106953816556,0.006198025026374375,0.0016739551877232417,0.0034354707627649887,0.002876404619545993,0.007583439285629243,0.47982747601335246,0.5261598505277709,True
1,1,15,1,0.10277348145891949,0.005109588170240513,0.14285714285714285,0.9138837330915242,2.3777563770053352e-07,9.448664549248454e-09,1.600686864998155e-08,0.00048194005954909724,0.0,1.0,0.09319899244332498,0.05982905982905984,0.4612190535882167,0.07117085302628823,0.07467274569948784,0.07582925221210451,0.07195062237545724,0.0650246814411487,0.07352503273516908,0.07125951539061642,0.0733818804581352,0.255183039318418,0.24657778862391122,0.26234134914735807,0.2353367733375782,0.2501430275494577,0.23362182054279967,0.2554099423495809,0.23271504156608258,0.6393087193311189,0.12919896640826878,3.1011282276355624e-07,0.13392857142857137,0.514018691588785,0.811870485383313,0.9190770994089732,0.9883424881347764,0.09252267973402117,0.7256171238577078,0.0,0.40579710144927544,0.222222222222223,0.5018911174785099,0.2118959107806691,0.04680851063829779,0.6296760165253317,1.4874911624136044e-08,4.122720205494134e-08,1.0945557780366936e-07,6.326832956597429e-07,3.289505306144319e-05,0.0014866671710826419,0.0028345596972383967,0.39188767367501115,0.4191413370304234,True
1,1,16,1,0.09330341494550579,0.003530699109728751,0.14285714285714285,0.9178117417599494,2.3517629284165822e-07,2.3703862885719097e-08,1.431274434329638e-08,0.0001403089570598508,0.0,1.0,0.17884130982367769,0.17948717948717952,0.28354747727984975,0.10959824679643604,0.1273088888250291,0.13255761952364914,0.1604157448235649,0.10526473316868351,0.13180932618962204,0.13143690997486485,0.16525593680818162,0.23773728132251637,0.24099375542032386,0.2591436915515223,0.25872515992861966,0.2441130316674882,0.2402052278954433,0.26125327923116626,0.2658805524047243,0.7809864939479736,0.1188630490956072,3.8552589846462683e-07,0.14880952380952375,0.3925233644859816,0.7792937851121033,0.7870811830011384,0.9565667398105155,0.2818792336994723,0.7522252797274684,0.0,0.18115942028985516,0.3888888888888893,0.1731631191158411,0.07063197026022289,0.05106382978723405,0.26617058458763176,0.03245790638313668,0.07235560007090615,0.04406636172056836,0.03811135935896294,0.008869963904396821,0.020316923613949683,0.026276144169136432,0.6125752906322998,0.6410509914579164,True
1,1,17,1,0.10460285478432738,0.005548684347599283,0.0,0.9241382628855408,2.365385093637786e-07,1.1907743568574849e-08,1.4513590267936327e-08,0.00033343164727934495,0.0,1.0,0.05037783375314857,0.09116809116809113,0.11491004891936529,0.043267741142811844,0.05794181627005207,0.06849096903013346,0.09392394034984297,0.04439782062222636,0.0661661064360945,0.07220806980054623,0.1076640299459729,0.24064884798019492,0.2406711349693501,0.26404356125307504,0.2609649132377436,0.24931681677016793,0.24423946885667758,0.27300678489090835,0.2779704147053851,0.7335142687367178,0.12403100775193798,3.1011282276355624e-07,0.1369047619047619,0.44859813084112155,0.7727437043999217,0.8481287039459637,0.9767562857185075,0.1860518461745977,0.7490697153077016,0.0,0.21014492753623204,0.2777777777777779,0.2427319814855632,0.1524163568773233,0.10212765957446811,0.2907576526297987,7.104939446112522e-09,4.521999763731895e-08,1.7742861944198684e-07,4.440698827280394e-07,5.459088874313703e-05,0.0018774105154614916,0.003672571872043826,0.5436749604430711,0.5014440988569787,True
1,1,18,1,0.11404471684971285,0.007304124248831388,0.0,0.9121261965751772,2.3668300503114082e-07,4.349856973735022e-09,1.5006703570876167e-08,0.0010335840843976114,0.0,1.0,0.10579345088161209,0.07692307692307693,0.4205752289425121,0.04161541927615614,0.05653153528600058,0.045169434093974725,0.061223572075538746,0.04736297038793369,0.06301856993383931,0.046841634311582114,0.07383253551276059,0.24493177236452235,0.24515965123196215,0.25153603547723136,0.24044556653006222,0.2555600152556545,0.24621139793489044,0.2580749534187857,0.25560798758431535,0.7025007296778378,0.1188630490956072,3.4590899041498674e-07,0.13095238095238088,0.5233644859813085,0.7996074685623915,0.9156924541549287,0.986701034213116,0.1150215224972651,0.741723284897837,0.0,0.34057971014492766,0.25000000000000133,0.40862969829765705,0.15985130111524143,0.08510638297872335,0.3523269221899359,1.3328455193526211e-08,3.2821226552088246e-08,1.0033594878216297e-07,3.543445554283884e-07,2.4192825530265717e-05,0.0015967335852907249,0.0030115363856101467,0.41040301830980314,0.47817657896272076,True
1,1,19,1,0.10916887712656621,0.005970486787404774,0.14285714285714285,0.9095678081833123,2.371350283966544e-07,2.761172276736108e-09,1.4233386730720067e-08,0.0015699993209610128,0.0,1.0,0.11335012594458437,0.09401709401709404,0.36715763083672803,0.07397817581421007,0.07117655415391455,0.08272765766803519,0.09731911570692997,0.07271496340951306,0.07809333187145195,0.08538811872657509,0.11270016551829565,0.2767269808835138,0.2636293729763157,0.2875540832793103,0.2765243905755921,0.2824084119770919,0.2670005776894321,0.2967102505651654,0.2958509985867206,0.6412062543903732,0.11369509043927652,2.9353093641219965e-07,0.12797619047619038,0.2616822429906547,0.8328908908596153,0.9164244569306348,0.9883316848501869,0.15357948415357947,0.7368750085884277,0.0,0.36956521739130416,0.36111111111111116,0.3897890075540503,0.15985130111524143,0.14042553191489365,0.2205256927198768,7.072204362083931e-09,1.530315876692449e-08,8.3886675880598e-08,3.381335657932666e-07,2.535402381366417e-05,0.001273767699757355,0.0029555792756742662,0.41791367390767076,0.4380903448721946,True
1,2,0,1,0.12457619137025097,0.010314963815810261,0.14285714285714285,0.9161270728016253,3.138417376266111e-07,2.2328615418612885e-08,1.4977830965737993e-08,0.00016120505165652805,0.0,1.0,0.13098236775818645,0.08547008547008547,0.48597205957545075,0.06507778362981764,0.06315451812416933,0.04696725464460122,0.05305184547418362,0.06157412618343916,0.0720567436262825,0.053375763799468456,0.06394782572326896,0.26118011536492114,0.2484146332811018,0.2509133442375414,0.23178569168020458,0.2678877267002938,0.25524634944852154,0.26511050289549787,0.24985236908986774,0.7472895600479399,0.12403100775193798,3.8552589846462683e-07,0.13095238095238088,0.532710280373832,0.8139502418939548,0.9409396633478693,0.9925187515361467,0.11971533432534648,0.6531783090806209,0.0,0.2318840579710147,0.19444444444444464,0.3023624349453249,0.24535315985130107,0.034042553191489286,0.8003805175038056,0.067744122626079,0.06763485969100107,0.06618110383769334,0.039558062988445435,0.07909434850466905,0.1560502181574747,0.1565524139177077,0.47180975882647297,0.5021906006588754,True
1,2,1,1,0.11479408756535536,0.00672857009391125,0.2857142857142857,0.9488177862464837,3.142143971798101e-07,1.3707543839585012e-08,1.1369771267077978e-08,0.00021223089651898377,0.0,1.0,0.08564231738035268,0.08262108262108256,0.30071741952813713,0.044245642854811584,0.05506267178652652,0.045736641114249854,0.03650611469488263,0.04121808347698841,0.0626537827840799,0.05834365138998415,0.055207953206879434,0.1919478498054663,0.18836031425498856,0.19530884963974648,0.16041903847524674,0.21252924499057635,0.20354969096315423,0.2233359344774538,0.19461575681704313,0.6725892869111698,0.12919896640826878,4.778967063049876e-07,0.1369047619047619,0.3738317757009346,0.7489071598230534,0.8578450481891196,0.9747879907782329,0.1858354729552898,0.7768315681239976,0.0,0.41304347826086935,0.25000000000000133,0.49498286420585413,0.18959107806691444,0.06382978723404233,0.4924403855910706,0.06876182308118488,0.05766411593886687,0.07044169585230602,0.051715108396761834,0.08403967257101833,0.15735113299202094,0.17188125902666715,0.4662403750633245,0.5209393191093379,True
1,2,2,1,0.10410083358300572,0.0053852064537046,0.0,0.9279200382935966,3.1272201076716907e-07,3.2230353012250785e-08,1.1957470334038735e-08,6.752454919379489e-05,0.0,1.0,0.08564231738035268,0.051282051282051294,0.47863783557923323,0.06935808373979191,0.0749045035484816,0.07900449179843877,0.09157262890822249,0.06631787831249292,0.08224794257848178,0.08578240604582205,0.10399326718066082,0.20637031649570492,0.19855628603914233,0.2164663695886233,0.20117341642469255,0.21843715803992003,0.2043537355939783,0.22985059014317788,0.2195548565777795,0.7992948431606921,0.1214470284237726,3.8552589846462683e-07,0.1369047619047619,0.5514018691588785,0.8063191097046092,0.838602244265406,0.9703192550586417,0.22526619517280067,0.7562045430849919,0.0,0.3188405797101446,0.3888888888888893,0.3225849365534178,0.1301115241635687,0.059574468085106316,0.3758124382493526,0.061040147500157696,0.06657589832977932,0.07490393240197142,0.051308852683929464,0.09051601186854183,0.17012248279616568,0.15836455221940673,0.522833023572304,0.5561491272652404,True
1,2,3,1,0.10445797191930757,0.005787233265663148,0.2857142857142857,0.9421835348786247,3.126658751820645e-07,1.0577871423307902e-08,1.154322589330666e-08,0.00029470326936377163,0.0,1.0,0.04785894206549125,0.11965811965811968,0.027264180507677815,0.09010729299195658,0.1106963233592605,0.10779723991428686,0.12021412904253836,0.08924466675339099,0.11475090396769871,0.10749602441849188,0.12539125539988039,0.2217760994094885,0.22721843500002303,0.23868416954487215,0.22400717361437628,0.2301886657283888,0.2246062470849507,0.24016661224965086,0.2300275596063458,0.7531617364658985,0.12919896640826878,3.652153326436099e-07,0.14880952380952375,0.2336448598130838,0.7274405264975599,0.7807603441743147,0.960297973723863,0.19202313098372437,0.812536108392365,0.0,0.3550724637681159,0.3888888888888893,0.36190646745804333,0.048327137546468224,0.10212765957446811,0.10300186030779637,0.054397755366309995,0.05599011207814712,0.06625481377305205,0.059240635558950844,0.09178403556464604,0.1409290633478052,0.1711262657005532,0.5180507824152918,0.5580847616504854,True
1,2,4,1,0.11708944792682827,0.00788864626952469,0.14285714285714285,0.9253703312740853,3.126442810192783e-07,1.3195190810514999e-08,1.1907960147162386e-08,0.00023500417376780172,0.0,1.0,0.11335012594458437,0.09116809116809113,0.3806202826806322,0.030746030567331384,0.030490825416764067,0.024632970184024605,0.04209208574765744,0.033177387928149005,0.04383830028229624,0.03132182423603752,0.057813192108483236,0.19894836706176822,0.18616250861917294,0.1966108646977307,0.18486368545448972,0.21563620355342072,0.19840448340703276,0.2122462400283328,0.20807363243655896,0.7509140882631558,0.1214470284237726,3.8552589846462683e-07,0.12797619047619038,0.4392523364485985,0.7644704581007389,0.9088555541307848,0.9774958667145714,0.12642735922915976,0.7638280246167026,0.0,0.32608695652173897,0.30555555555555625,0.3656160458452721,0.26022304832713755,0.11063829787234038,0.4567874175545412,0.06306565875826885,0.05834864773123082,0.06533183530103505,0.049397802920105836,0.08336783401906493,0.15269335265595216,0.1751456468739585,0.48673027778655187,0.5526239723870876,True
