fid,iid,rep,high_level_category,ela_distr.skewness,ela_distr.kurtosis,ela_distr.number_of_peaks,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.intercept,ela_meta.lin_simple.coef.min,ela_meta.lin_simple.coef.max,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.adj_r2,ela_level.mmce_lda_50,ela_level.mmce_qda_50,ela_level.lda_qda_50,disp.ratio_mean_02,disp.ratio_mean_05,disp.ratio_mean_10,disp.ratio_mean_25,disp.ratio_median_02,disp.ratio_median_05,disp.ratio_median_10,disp.ratio_median_25,disp.diff_mean_02,disp.diff_mean_05,disp.diff_mean_10,disp.diff_mean_25,disp.diff_median_02,disp.diff_median_05,disp.diff_median_10,disp.diff_median_25,ic.h_max,ic.eps_s,ic.eps_max,ic.eps_ratio,ic.m0,nbc.nn_nb.sd_ratio,nbc.nn_nb.mean_ratio,nbc.nn_nb.cor,nbc.dist_ratio.coeff_var,nbc.nb_fitness.cor,t_0,t_1,t_2,t_3,t_4,t_5,t_6,t_7,t_8,t_9,t_10,t_11,t_12,t_13,t_14,t_15,t_16,t_17,t_18,t_19,optimal_budget
1,1,10,1,0.359515901766796,0.02593559240131049,0.0,0.9493795954024651,0.3642426589991683,3.805649576234105e-09,4.944859973599901e-09,0.0005501491155863462,0.0,0.0,0.6428571428571428,0.2692307692307693,0.5836814257866889,0.0,0.24814552663849265,0.404347516650172,0.2715308457894352,0.0,0.31446405694190227,0.47345951091623584,0.29477529776966627,0.6400123366701482,0.27226789381480887,0.4016064157023985,0.3000537254602498,0.6256178216767392,0.33619352304247496,0.47190662024327923,0.32515090153569615,0.6310804655727229,0.19718309859154948,3.246083093245563e-08,0.2625570776255708,0.33333333333333326,0.7573438209226839,0.8486202537668568,0.9257022784926298,0.24080250226253358,0.48057962995560066,0.0941512487103024,0.0757495423167544,0.05196175997077255,0.025578278341502204,0.015983282997790626,0.017864925037691368,0.018747812509888825,0.02351439179561026,0.027103707648136795,0.045220415456399266,0.014884386310075236,0.017319467667044813,0.02115944840769792,0.017599611823871045,0.026578896309372536,0.08673242801695044,0.14235212696898988,0.1765708433872493,0.5175971052916162,0.5254253079736383,False
1,1,11,1,0.39421349055396626,0.034048477594645694,0.0,0.9240204333523492,0.36424266135160277,3.236282726339501e-09,3.06692704079675e-09,0.00037400032637637643,0.0,0.0,0.28571428571428575,0.5,0.18285714285714283,0.0,0.4092919782364153,0.5307140141297901,0.4635409821618097,0.0,0.4806290327055712,0.5767788361492645,0.5253983801732267,0.3565668340278805,0.4160634996605751,0.5161328997127301,0.470620710041315,0.3647170419995316,0.4918446183910429,0.5655525190744084,0.5351870091744132,0.6375670837858727,0.19315895372233416,6.12796502395802e-08,0.23515981735159816,0.8571428571428572,0.8825091161105432,0.6675007563353095,0.7674647585165059,0.4818765798279306,0.4698180064738239,0.1729112868056119,0.0824169317971587,0.12840001790228292,0.05116617614449031,0.0444357687223391,0.023339655208233164,0.03530711455000775,0.027967135515074962,0.01289727497952392,0.02948049319622678,0.01877772316352684,0.02473566055690995,0.014262186831240198,0.01335322943698663,0.030166607920694494,0.028466732441359336,0.021631905724030127,0.027788140818314662,0.48443940247213246,0.5416200952272977,True
1,1,12,1,0.3715486536713161,0.022433834958976346,0.0,0.9055618314149232,0.36424266257469173,4.5077725020002796e-10,3.1168311726098714e-09,0.0033895703034419094,0.0,0.0,0.46428571428571425,0.3076923076923077,0.4084656084656084,0.0,0.3255527440090007,0.3314691556223963,0.28889484942029275,0.0,0.3008247925280322,0.34964663262700424,0.30568145984851913,0.47751345190296846,0.3385839044934379,0.3180879562840673,0.3057301474513078,0.5079788344594842,0.3176640307802707,0.34139784769827,0.32813889640768634,0.6767986142517204,0.1891348088531188,4.294389897233354e-08,0.226027397260274,0.6190476190476191,0.8762142577113845,0.7988902656671737,0.9041639255208019,0.31752473282156374,0.5800251071371254,0.061660418512088866,0.022649262638606428,0.04523056885916457,0.01919115596099609,0.002052337232100672,4.1302585374311604e-12,0.01624205653569583,0.010377390564340732,0.008284843753107663,0.009399562018856692,0.0071289029483238165,0.009779982572035127,0.00410073685343345,0.0012976706299638063,1.4107019358798458e-05,0.004626883053561667,0.0131963973483179,0.0384223213626684,0.48977410765547974,0.5438394233953846,False
1,1,13,1,0.3586670130703001,0.01977878459052454,0.0,0.8866474710282964,0.36424266154801765,1.0303798789659144e-09,2.6342930300826065e-09,0.0011889532487117651,0.0,0.0,0.39285714285714285,0.5384615384615385,0.2328042328042328,0.0,0.3361006038569745,0.4665355180778781,0.21985955452622807,0.0,0.2848084066300923,0.5361147086575042,0.21840941282406146,0.4739639055952143,0.34881163634767076,0.45555232926937084,0.2380529883376059,0.45032327339291633,0.2991650862727273,0.527219001419857,0.23957875504970272,0.5977289532090175,0.18712273641851115,3.246083093245563e-08,0.2237442922374429,0.5714285714285714,0.7927559384877774,0.7399354123644937,0.7121669149687494,0.46850001666432867,0.5748003236409527,0.15054261708363434,0.06681153164595485,0.08974245152112025,0.02965193408017292,0.01612229588771001,0.01655543734002539,0.018171044105247055,0.020650057038723187,0.0231808636956959,0.019100228655344755,0.010634864535919148,0.012036956920281694,0.007659983027815057,0.0018119946611691513,1.1003385086182434e-05,0.011967398793047639,0.014258352897464426,0.041145611563118224,0.5246427920099923,0.5237499947405151,False
1,1,14,1,0.3827266208632117,0.04894996983560674,0.3333333333333333,0.9537788587682272,0.3642426648647491,2.3761708192867395e-09,2.686425972313087e-09,0.00046703913925268744,0.0,0.0,0.14285714285714285,0.23076923076923073,0.1975308641975308,0.0,0.43458095590571366,0.3283061642528924,0.24556762258475473,0.0,0.49795185257383257,0.3425225735538018,0.24418620350084685,0.36893704099933977,0.4418811439044734,0.3076614350321658,0.2555534274533039,0.3188002182930525,0.5082849973767716,0.3221404776724561,0.2554336170390188,0.5534000461267738,0.2012072434607646,3.780842406834527e-08,0.23059360730593612,0.19047619047619047,0.7294195625769682,0.7624801020020016,0.9115717888270815,0.3069421904712768,0.4274399856589518,0.02832783358140415,0.020300361247941216,0.062142886933120395,0.019242497257111742,0.009715227944344273,0.013074938812534409,0.020038816521955164,0.018237293544177538,0.005324678921073752,0.004433887492190165,0.0037548199225567076,0.006447743339240947,0.008902164559852366,0.00623494994720356,0.004234984785303068,0.008501137577306661,0.00672359388191546,0.031022790246034226,0.5062555375372148,0.5494161756442001,True
1,1,15,1,0.4143768255341354,0.05906264315080065,0.3333333333333333,0.8311985289249615,0.36424266334758,1.9808547035641605e-09,2.5708607297628516e-09,0.00055193848604423,0.0,0.0,0.35714285714285715,0.3076923076923077,0.3259259259259259,0.0,0.0,0.08035479162039505,0.12723457195790155,0.0,0.052837246988122755,0.16559107684061103,0.12928563756176326,0.5497324627645508,0.023896930876323164,0.06919693830957196,0.1541259276887751,0.5397214877348535,0.07526869446684281,0.15843321331941784,0.16033505045018404,0.7308631462866657,0.1891348088531188,2.7867874867419453e-08,0.22146118721461183,0.523809523809524,0.8122749946231897,0.8421962268124705,0.9502839385039062,0.314198138151784,0.41630748514811156,0.22358697872954125,0.133616400147336,0.13585986447860277,0.0982807766344929,0.07756256028472694,0.06153620957196687,0.05091146158380336,0.07513808665627987,0.027896266402226855,0.050316403550635165,0.031328793351478035,0.040434073491217803,0.039763260455256265,0.038679182355916476,0.06043728100018356,0.04833709385111015,0.07002613145552682,0.04495497049423633,0.4399904133475684,0.4629823237427162,True
1,1,16,1,0.38567222184421635,0.033921354717472575,0.0,0.7599300484044279,0.36424265980756915,1.6570096807306227e-09,3.2964319941065612e-09,0.0009002782522499994,0.0,0.0,0.46428571428571425,0.15384615384615385,0.5529100529100529,0.0,0.473429129333901,0.548847668714395,0.328277852035201,0.0,0.4217197221163048,0.6148268005402877,0.32609581565827384,0.37375762829091563,0.4808981779360425,0.535554743411603,0.3376820393846859,0.34997080497813293,0.43223474802000933,0.6041677151128833,0.3383105546199432,0.7061857545916395,0.20925553319919526,4.5182123362254634e-08,0.2397260273972603,0.38095238095238115,0.7804942691153725,0.6524846693897146,0.45832722846194895,0.6475262096917291,0.36883066792190633,0.20360921968595316,0.15802657631877312,0.21458807674547908,0.08288020140012806,0.03374079766674783,0.06328881448934784,0.0745849585370059,0.05394574366399097,0.03879522291959551,0.029308820994057422,0.03712269498547634,0.02674112628790401,0.009599753642280533,0.026420689329596694,0.03006250075647871,0.025090127983403546,0.04606435530334507,0.0674910343341187,0.4766989162481839,0.5375948770627909,True
1,1,17,1,0.400501347936434,0.028395258226557987,0.0,0.9157506985204551,0.36424266338042627,4.0899301400027355e-11,3.994936345240652e-09,0.04893338779259677,0.0,0.0,0.42857142857142866,0.6923076923076923,0.1975308641975309,0.0,0.4188858809488021,0.4486451168916432,0.22103106859254185,0.0,0.38136269866188954,0.4491990356543374,0.21433508009158908,0.61429241203445,0.4363917206829712,0.444533826065255,0.24977726306717019,0.5620425764246662,0.39904729949851186,0.44456734940527004,0.24385014567470775,0.7241848673257469,0.20523138832997995,4.753676948089129e-08,0.25114155251141557,0.4761904761904763,0.9056496430603846,0.6856669470114181,0.8501064990565533,0.5026840549064606,0.5571270986026545,0.010815645208282938,0.020523695962793,0.030142391251398486,0.019378311497819642,0.016027744192710875,0.008741488891588376,0.017319434811813597,0.018621978456949132,0.007428888838898223,0.020059816427054285,0.0068747118660620376,0.008445193527623275,0.009338349887268617,0.01015700225424524,0.0072921493435656425,0.00035485757415295,0.006190613428759286,0.012249183201287714,0.4710624349913565,0.5035671030956994,False
1,1,18,1,0.35115537475131386,0.019696418171004888,0.0,0.9063414741526583,0.3642426592552477,2.5679916757589536e-09,4.451048699449609e-09,0.0007694207912341094,0.0,0.0,0.21428571428571447,0.5,0.13883597883597892,0.0,0.36524967651396634,0.43426843955536265,0.4261418137260371,0.0,0.4164688143642986,0.4746182197741986,0.46948698507154907,0.45485597965437385,0.3766761475359057,0.4216392687821518,0.4385867307109777,0.4459769765602015,0.4299015464996568,0.4645331589331338,0.4837399403827913,0.7564404752237048,0.19315895372233416,4.632960321446161e-08,0.23287671232876708,0.4285714285714286,0.7748213965990005,0.7418422004089678,0.8737826313949283,0.3668755313163794,0.5441692930601185,0.2611006914339514,0.06622056138235768,0.12119566652830295,0.02836557649580063,0.011829637733655638,0.014329476478561158,0.026042073084051032,0.020706441227925247,0.023629392302403084,0.02288697775375308,0.012742891104286953,0.019662498449707532,0.006955815434050557,0.01412212815011985,0.009067635896481133,0.023015963665256902,0.041623297810666114,0.058112597478903044,0.5223294413920526,0.5823267574350516,False
1,1,19,1,0.34225801422606833,0.017695427571919053,0.0,0.8881134568097293,0.36424266074593475,8.605829164435042e-10,2.0335483587194053e-09,0.0010936976424414807,0.0,0.0,0.35714285714285715,0.34615384615384615,0.30234315948601653,0.0,0.2801036771828185,0.42137589333096104,0.5315526649111146,0.0,0.24546443058832568,0.44668823221582854,0.5504036068730684,0.40326620939161906,0.2894032666938152,0.4056364207657036,0.5398071610314369,0.41066080123518667,0.2580175529221949,0.4343435473949612,0.5613331606695805,0.5759243355479953,0.19718309859154948,2.0534932916099597e-08,0.22831050228310507,0.2857142857142856,0.6767591859074802,0.6139086663962541,0.6405961172188178,0.5623568362965607,0.4003635107252652,0.28937119552719864,0.1710641530284771,0.15798096194537967,0.1106935000475716,0.08648725045820051,0.08787776358831638,0.12678750533260133,0.1280620185106303,0.08908173364199978,0.048613704654214766,0.03417079852896656,0.028135046300403022,0.016630637378556766,0.006770060798144284,0.024944283979977184,0.054124566362510604,0.1516780335315217,0.10893938754038675,0.577064035579403,0.541918610594737,False
1,2,0,1,0.3673706808472901,0.023282253704710897,0.0,0.9571346546136923,0.3642426873628306,1.898208008958275e-09,3.8502627320613865e-09,0.0009190578824314861,0.0,0.0,0.39285714285714285,0.3846153846153846,0.30591630591630586,0.0,0.2609338015092182,0.293704661584816,0.18874411087542242,0.0,0.1744031235308291,0.2978500055859632,0.2397731192093735,0.549888258066666,0.2791862151751008,0.28471549974829347,0.21367223939664726,0.5887659210869565,0.19773331901040458,0.29474375082963655,0.27015938475711365,0.7377975798828404,0.1951710261569417,4.632960321446161e-08,0.2397260273972603,0.7142857142857142,0.7263928855974242,0.7910099177936605,0.9201019638750182,0.2765710043035117,0.6055392962581827,1.2239763773846229e-12,0.01789667845199471,0.008396407445654395,0.01113517281286325,0.0075035879695514365,0.005634114745682312,0.05207628572138982,0.12707188178860804,0.024112091160847643,0.023363278801152222,0.007738829895386594,4.1514084910953955e-09,0.0011220209611367228,8.028467026221918e-08,0.00015040337049943608,0.004990334255004174,0.025985420029958805,0.08914191841287494,0.5693841170274586,0.6123280576435298,False
1,2,1,1,0.3499930865106482,0.012901594777016117,0.0,0.9354907494207825,0.36424268456569786,4.162490937452765e-10,3.5201066776421794e-09,0.004165668589011374,0.0,0.0,0.42857142857142866,0.5769230769230769,0.2382912012541643,0.0,0.278788523611317,0.44819318474640757,0.516636289896915,0.0,0.15891037288051957,0.5277105598010741,0.5417640804470696,0.48335917622388713,0.29276957525025016,0.4373365038616337,0.5283426335771937,0.4515217830119518,0.17409705278768473,0.5187295104899798,0.5543112822748072,0.6252677236720929,0.20321931589537234,3.246083093245563e-08,0.2465753424657534,0.4761904761904763,0.7918323997543955,0.6304699102138969,0.7233650422539469,0.4912938593403953,0.4562843520548765,0.03871215468023811,0.03884017269589639,0.010488759869028587,0.019362631850332747,0.018848817570601643,0.01198282609629727,0.07553618751940312,0.09116621217244525,0.030723320742736662,0.04702831989660317,0.01611119195297955,0.014775246155380707,0.009455582140689167,0.0032881323230418737,0.005180557567148897,0.023787603478008887,0.049312148601709974,0.04924760681222708,0.541454481580046,0.5163755831854914,True
1,2,2,1,0.3755247348347883,0.027393004106946367,0.0,0.799640950834302,0.3642426874254993,5.206497552387453e-09,3.0603002568742414e-09,0.0001920078101503216,0.0,0.0,0.5357142857142856,0.34615384615384615,0.4333585285966237,0.0,0.3196597014574798,0.4118150340932252,0.1691178768681807,0.0,0.22448672764640232,0.3790632256867905,0.16210064832737459,0.5149660704043892,0.33477071741959274,0.4020620580810914,0.19182889884330023,0.4735597524291766,0.24045954510737155,0.3690344022017968,0.18663570764288095,0.6609569102673825,0.2012072434607646,4.403464351004767e-08,0.2488584474885845,0.7142857142857142,0.8515019224619413,0.7820238433756632,0.9285327343672468,0.3509122351031541,0.4168144721183401,0.3744055009969066,0.19454228103416438,0.12226483650437585,0.04695202193342268,0.027065581732078927,0.025549774146599792,0.08857255381099631,0.16714762539845776,0.04782778877897078,0.07139067816775763,0.032857536335803614,0.012540432161326059,0.009210157897315214,0.002053999919227611,0.0066050148274948975,0.011917896938587656,0.04886646272549466,0.11558782494980804,0.527350369616537,0.5961477118378815,False
1,2,3,1,0.38505831113385247,0.015253384687209721,0.0,0.9261483584270761,0.3642426845338562,5.918270802081172e-10,2.499094285315181e-09,0.002032904471500941,0.0,0.0,0.46428571428571425,0.5000000000000002,0.29291005291005284,0.0,0.3335786197294548,0.4319044538536654,0.19386908021346416,0.0,0.31356421699341375,0.48711630468058664,0.2631181301587757,0.3050879133404987,0.3375706945336651,0.41120718584697075,0.1993878841659621,0.2855462294688813,0.3206325403672262,0.46987198189176865,0.271894005111851,0.7637969369731077,0.20925553319919526,4.8743935747320955e-08,0.2465753424657534,0.4285714285714286,0.8683721264650637,0.7959895453631791,0.8083587377839999,0.45409630064745604,0.4827760152786267,0.023787180995129272,0.0475424027004988,0.017330307505894236,0.013217873474959443,0.005846296813028902,0.011886086894259384,0.05320907788186587,0.10992590757171174,0.01742127357289249,0.03242279592990538,0.013538907277350427,0.009116102971744613,0.002905070991523482,0.0006535164790335509,0.0008862505500326833,0.005399198346699477,0.042528769727478516,0.10615211763101395,0.5190968796047105,0.55245605374617,False
