fid,iid,rep,high_level_category,ela_distr.skewness,ela_distr.kurtosis,ela_distr.number_of_peaks,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.intercept,ela_meta.lin_simple.coef.min,ela_meta.lin_simple.coef.max,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.adj_r2,ela_level.mmce_lda_50,ela_level.mmce_qda_50,ela_level.lda_qda_50,disp.ratio_mean_02,disp.ratio_mean_05,disp.ratio_mean_10,disp.ratio_mean_25,disp.ratio_median_02,disp.ratio_median_05,disp.ratio_median_10,disp.ratio_median_25,disp.diff_mean_02,disp.diff_mean_05,disp.diff_mean_10,disp.diff_mean_25,disp.diff_median_02,disp.diff_median_05,disp.diff_median_10,disp.diff_median_25,ic.h_max,ic.eps_s,ic.eps_max,ic.eps_ratio,ic.m0,nbc.nn_nb.sd_ratio,nbc.nn_nb.mean_ratio,nbc.nn_nb.cor,nbc.dist_ratio.coeff_var,nbc.nb_fitness.cor,BFGS,DE,Elitist,MLSL,Non-elitist,PSO
1,1,10,1,0.42808102327794206,0.0431010173232664,0.3333333333333333,0.7987266806012374,0.05605981222477532,1.7134375001693061e-09,3.651690304476115e-09,9.74607032176709e-05,0.0,0.0,0.5333333333333334,0.26086956521739124,0.5527777777777779,0.0,0.2921231784205527,0.2763601556212447,0.22094540012645902,0.0,0.3010074935246625,0.3268908108884645,0.22684608373373294,0.5747144546715859,0.3079575741365202,0.3034643828118545,0.25558080487170176,0.6305507187470996,0.319509049110561,0.34060532575048574,0.24550656109480706,0.7076162853815613,0.19920318725099603,5.1198987057933705e-08,0.22522522522522523,0.5,0.7727698783928321,0.8628410905612984,0.9144391338881588,0.19728815683103823,0.4793755661872433,0.03254808743591707,0.5794295192622616,0.11050941861912533,0.641616984885226,0.11797109893377225,0.13797298412933579
1,1,11,1,0.4762909742873612,0.045087607027061855,0.0,0.9629187331748182,0.05605981327964446,2.0414176164530478e-09,3.043438340152608e-09,6.66265722771998e-05,0.0,0.0,0.49999999999999994,0.6086956521739129,0.31442307692307697,0.0,0.3044293681510193,0.4277511868148156,0.3529846867039499,0.0,0.3207391028640314,0.503142182290983,0.3291495039579706,0.2593941817784504,0.3061543750608051,0.4353720031986651,0.3588637288721198,0.26792021780244824,0.31943889937345255,0.499311208189761,0.32111578902690874,0.5707628374982585,0.20517928286852594,5.6682030764096266e-08,0.22297297297297297,0.7,0.8741671082106066,0.6845432674757745,0.6768574478879239,0.5469755811708675,0.4283934429424191,0.02567702310977854,0.532121447631218,0.07577912987670368,0.5887096396592295,0.07424107272872099,0.15307941025847832
1,1,12,1,0.41184623428867795,0.007511099818173807,0.3333333333333333,0.9428264728859941,0.056059812885215554,2.133610711128846e-09,3.607738437273698e-09,7.621535167063504e-05,0.0,0.0,0.46666666666666673,0.21739130434782605,0.5264705882352941,0.0,0.17160839070257872,0.23117466212253213,0.1818048860537007,0.0,0.20817511264823207,0.2486698726672878,0.21118860917795157,0.38899541234292734,0.17965048192249372,0.2476079254043554,0.2010342406988619,0.470452169437535,0.21908730384729436,0.2533495482136484,0.21710091768486772,0.7348440555880873,0.19920318725099603,2.778301161109126e-08,0.23423423423423423,0.25,0.7594322561352755,0.9244607534007763,0.9755617360508142,0.11476811576382738,0.45547955577454846,0.007729961772703006,0.4058980636676647,0.0805203899205521,0.44878249990958563,0.06597017235095246,0.12785074349649736
1,1,13,1,0.4207302154262861,0.011771824718345071,0.0,0.9098905940754859,0.05605981219794924,7.349307886108745e-10,2.3683435837028115e-09,0.00015055208711696065,0.0,0.0,0.7333333333333332,0.3913043478260868,0.6166666666666665,0.0,0.13478165535761066,0.1767105159009943,0.3521955829638177,0.0,0.05938323778521526,0.19218197578073415,0.3413311376531203,0.619871234413222,0.15807556457477118,0.2111705755781813,0.3838780405733707,0.6199178602193598,0.08513679581983535,0.20846373860162004,0.35656932173868083,0.6116430235774319,0.20318725099601587,4.073147676886692e-08,0.2049549549549549,0.6499999999999999,0.6755364115561164,0.9427606581450618,0.9444660419974535,0.12479224068430843,0.5283603117068505,0.0038008527457382563,0.3767207346133087,0.07084754341097199,0.4096151578103976,0.07480683988976092,0.09878172047002648
1,1,14,1,0.45409352922610424,0.050105068202450115,0.3333333333333333,0.8412720264613255,0.056059813631420846,9.416163138690763e-10,2.2644548210625316e-09,0.00011102307001143728,0.0,0.0,0.5333333333333334,0.5217391304347825,0.37708333333333344,0.0,0.22873662004162698,0.20458983765583993,0.10185989733556555,0.0,0.36984047206634973,0.2700438065051063,0.15173763937674556,0.266533314749565,0.2299686383867332,0.2128250375958578,0.11039878979803042,0.2160485531967158,0.36671689375693367,0.2578482562071691,0.1350688845954766,0.5809181486335797,0.20119521912350596,3.49594151232834e-08,0.22522522522522523,0.19999999999999996,0.7264127873570785,0.7206373910104205,0.8933267010853669,0.3498384603866331,0.39179796172688475,0.053739262346623434,0.68149477336593,0.13470431056635207,0.745919747921477,0.1274749519414756,0.16574549749931633
1,1,15,1,0.44198396800754935,0.04729519842699371,0.3333333333333333,0.8301314853808323,0.05605981311594564,2.7234213580341854e-09,4.1638441204107304e-09,6.834606758843086e-05,0.0,0.0,0.6000000000000001,0.26086956521739124,0.6166666666666669,0.0,0.25231327244199964,0.1918457345389495,0.06291423003303542,0.0,0.3284722282202668,0.26758124681226314,0.0413660729156522,0.5127217248894338,0.26617274625736814,0.21787421541151142,0.09831579349465991,0.5226349053485588,0.3404568319589728,0.27563098535566877,0.053260490793073045,0.6384693759421389,0.20717131474103584,5.253500144493524e-08,0.22522522522522523,0.44999999999999996,0.7516699104223883,0.9217906228456361,0.957308609763402,0.18813955871601157,0.320280279141403,0.023255062507679836,0.49106540626384,0.08944379408333,0.5554663646686938,0.0976648257396836,0.15337500791398667
1,1,16,1,0.414314209216832,0.009637183187887918,0.0,0.7451664818282314,0.056059810622486925,3.0360130616417026e-10,3.536948477666595e-09,0.0005569347090184279,0.0,0.0,0.6333333333333333,0.4347826086956521,0.5034090909090909,0.0,0.38295586220512856,0.4351357933101532,0.4579084638770876,0.0,0.3966283209817836,0.47944675450036756,0.393002924135871,0.4476016359238235,0.3919128437275642,0.45057143316231085,0.47396261956119734,0.4475572606345013,0.40399836709375025,0.4821608781027047,0.3969564229604726,0.7076162853815613,0.20318725099601587,7.689912277094194e-08,0.23648648648648649,0.44999999999999996,0.603293937256044,0.6124501709835801,0.6692029126975267,0.40865667854053006,0.3317343671464116,0.061139056631157235,0.7157971830541979,0.15412241493908813,0.8012506671536783,0.14565093937607362,0.22574239363098367
1,1,17,1,0.3870557563462679,0.032175563821938404,0.0,0.8511759916362973,0.056059810061399595,3.553481554432484e-09,3.4124412113919866e-09,4.096532633313534e-05,0.0,0.0,0.6333333333333335,0.5217391304347827,0.44895833333333346,0.0,0.17189964083301867,0.19127029352141212,0.33003822624595847,0.0,0.1714630313983776,0.29541803193343563,0.2903998063050546,0.567744590510757,0.19076002469435105,0.22129423001682802,0.35901500775600725,0.580767709573732,0.19077548020033708,0.3067990843705934,0.303969696543823,0.7076162853815613,0.21314741035856571,6.438674946860104e-08,0.23198198198198194,0.5999999999999999,0.8823448253025945,0.7872625603442032,0.8860480348935742,0.3835885730832452,0.3792123743364403,0.030070734705793287,0.5084549801892486,0.08435559098284343,0.5849749149484899,0.10364042780512087,0.13497538031137546
1,1,18,1,0.4221066436886151,0.016382732157744988,0.0,0.9157309964872189,0.05605981323813865,2.840310857455037e-09,3.2665804579549482e-09,5.014076903968001e-05,0.0,0.0,0.3333333333333333,0.6086956521739131,0.2038461538461538,0.0,0.5269759358101547,0.3982812734702905,0.2541188657791369,0.0,0.5940006417998991,0.440222556423411,0.25666488257348474,0.3626428552794003,0.5328425261945565,0.41068535719603033,0.26941186126816763,0.3464706140739908,0.5974252744795878,0.4385318457619059,0.25298254089235006,0.6116430235774324,0.2091633466135457,7.499381434063046e-08,0.23873873873873877,0.5,0.7569729677417736,0.6492912530013015,0.6109075182616301,0.6671873691866795,0.5454998539731484,0.027434260568114863,0.5272313857527342,0.08159262808644069,0.5769710472294187,0.08718038405128312,0.15949593190148195
1,1,19,1,0.43967519774595276,0.023458374974891213,0.0,0.962200650790972,0.056059814030632475,2.8123318922525124e-09,2.1748662048323825e-09,3.205160632120239e-05,0.0,0.0,0.6333333333333333,0.7391304347826082,0.345689655172414,0.0,0.2802070166084847,0.3198144163495815,0.5021960229092439,0.0,0.2861322891266891,0.3966755908314137,0.5031106438711315,0.4489814756306423,0.2905093667475196,0.33811980310115425,0.5169405573653454,0.46808675405508726,0.295852936401344,0.4005529785901344,0.5079313548739701,0.5598701054444595,0.20318725099601587,6.27503127225007e-08,0.24549549549549549,0.34999999999999987,0.7327646685753253,0.8222352634488796,0.8291067524900415,0.3383218149588648,0.5058611030228827,0.032447552069992946,0.5341404533481909,0.08814993970614238,0.5832921385554583,0.08912612980320575,0.15958648857006869
1,2,0,1,0.41802993545575357,0.011798709007578002,0.0,0.9509972239959341,0.05605984230619348,5.585204704883899e-09,3.964028716763893e-09,2.8842012759211886e-05,0.0,0.0,0.6333333333333333,0.6956521739130432,0.3633928571428572,0.0,0.2369599939663405,0.2694592582893933,0.31252946109132695,0.0,0.2658055863848685,0.3297807921502478,0.2976174607378139,0.4669290311691734,0.24874653105634598,0.2901130058511506,0.3346008178583091,0.5486990932687865,0.2806090979278541,0.33864900981222773,0.30878702379238276,0.5848511420541382,0.20318725099601587,6.774474257426518e-08,0.23198198198198194,0.34999999999999987,0.6985429594934858,0.8073590957544319,0.8971846933958834,0.26326496070759625,0.6541437889645214,0.023804499572375515,0.5078798927169648,0.08078766670631954,0.5569177621719343,0.08925678788208125,0.09996642118080884
1,2,1,1,0.3898031440717304,0.016746555564651947,0.0,0.9613146325533806,0.05605983758231504,1.6741316196445222e-10,2.701188461808915e-09,0.0007746219129430027,0.0,0.0,0.4333333333333334,0.26086956521739124,0.4569444444444444,0.0,0.1524796741399781,0.29543491641121244,0.4585276235593314,0.0,0.16043846566190823,0.38489710072848293,0.4255799537369809,0.43070877162024335,0.16324548988889231,0.31325407236265246,0.47357827367622707,0.4419326258473353,0.1699146959888177,0.3874838738307924,0.4292117198849622,0.7974492238634721,0.2211155378486056,1.0430544878959002e-07,0.25675675675675674,0.5999999999999999,0.7853107139401967,0.8549488400971175,0.8180178458331702,0.3316709457628496,0.42506858195863106,0.07206489684956127,0.7300034488606711,0.1250096454648676,0.8154144303361601,0.1296449123926222,0.2556467214302617
1,2,2,1,0.4029734356603025,0.015155216227755003,0.3333333333333333,0.8873311118907445,0.056059840163641905,3.6312222373952954e-09,2.576695694223978e-09,2.8920093817065744e-05,0.0,0.0,0.5666666666666669,0.3913043478260868,0.4797619047619047,0.0,0.3446402363433583,0.32033547534939744,0.31056304025595294,0.0,0.41683578408068156,0.37069883687624583,0.23721571685785792,0.43450736799071166,0.3535707686020756,0.3378174639470461,0.3302114052930265,0.4250976403540072,0.42307819494495064,0.3724056093886631,0.2394737632210816,0.6768488197403522,0.19920318725099603,8.512529662763698e-08,0.25,0.6499999999999999,0.8595895210139495,0.7649043134789704,0.8598950668802428,0.4734310392226306,0.46826626449594955,0.05875037042973008,0.7164217718327993,0.11503914657161504,0.7739360034043112,0.1372577655316753,0.27840497718665125
1,2,3,1,0.45476863197886297,0.017549506816155663,0.3333333333333333,0.925626428671119,0.05605983852594227,2.2912992808477934e-09,2.126989427816453e-09,3.9564304464715744e-05,0.0,0.0,0.2,0.5217391304347825,0.13750000000000012,0.0,0.20136185517053584,0.39532121634147543,0.4261675297147489,0.0,0.2126469592041873,0.4356806264065092,0.3941892176213546,0.40821126953216424,0.2103463655880199,0.4098869235501104,0.4407581311252041,0.4175831979400826,0.21998637662929044,0.4371260429069983,0.39638616171638114,0.5746958309188175,0.19920318725099603,6.602318621470137e-08,0.23873873873873877,0.40000000000000013,0.7792880126869486,0.7400175354717717,0.7318384867362877,0.46233661661188,0.5553903111666263,0.07117237563487672,0.759829994286728,0.13816903563973174,0.810165336033457,0.15491431286961443,0.2619945355595652
1,2,4,1,0.3872701103430137,0.0002935460235870477,0.3333333333333333,0.9606508762261863,0.05605984215293725,1.0070958247848452e-08,4.1452009222264005e-09,1.4454353264651558e-05,0.0,0.0,0.2666666666666667,0.5217391304347825,0.18541666666666673,0.0,0.2935906523053391,0.30051898529985244,0.2207259620351847,0.0,0.29436101274441917,0.414329632305253,0.24914662180888092,0.6366482487516008,0.31217056305270513,0.3302747878358187,0.26082276778989344,0.6763400753205167,0.3156560190270142,0.4280308680257821,0.2708065693893106,0.6179455229105613,0.22310756972111548,3.000189033237841e-08,0.2432432432432432,0.40000000000000013,0.8023478338069716,0.8027324335785675,0.8878017083421177,0.33820543106232887,0.5042340445210206,0.05243400976494286,0.6824967420001412,0.115427684741253,0.734411289583469,0.10865601495324623,0.21693647359251775
1,2,5,1,0.43985016722189596,0.030889414951801912,0.0,0.9586657460531622,0.05605983772260299,1.0651110023411604e-09,2.2506525236075277e-09,9.69023792032496e-05,0.0,0.0,0.7000000000000002,0.6521739130434783,0.42500000000000004,0.0,0.27552705266783195,0.3211215855812095,0.29890308931576026,0.0,0.36975119633346254,0.3796439680386312,0.23512774251563862,0.5360390139496021,0.2900075452300525,0.3442625368887371,0.32683941067704037,0.4930244731693021,0.3795251341019351,0.3848908379550881,0.24274014550104517,0.8576141317692825,0.2211155378486056,9.913976977012341e-08,0.24774774774774774,0.5999999999999999,0.7382411055765323,0.8461685290552072,0.900408642992778,0.2621423938321369,0.45178899476149315,0.053130928592771715,0.6502051534425393,0.10451740473181009,0.7194755392501964,0.11935143226336539,0.24362760855241797
1,2,6,1,0.4266343605756399,0.018493085104103718,0.0,0.9634128938395861,0.0560598381734241,7.598449702372532e-10,2.845535463254919e-09,0.00017559686767022961,0.0,0.0,0.4333333333333334,0.6521739130434778,0.25462962962962976,0.0,0.3084765554165181,0.25187708136297404,0.38287490677334945,0.0,0.40620655537388806,0.3855430671630322,0.3830191322946219,0.6684415501765057,0.327882600277613,0.28602461493163284,0.41622786360878883,0.659094694549494,0.4223512745132447,0.3992502973233925,0.399671766324565,0.6337219000643319,0.2091633466135457,4.394978025509151e-08,0.21171171171171171,0.40000000000000013,0.6303996235824705,0.7559967040936755,0.8286172291171374,0.37554707367789547,0.5767507932716587,0.05510892151740451,0.7086663388868562,0.12658587784052833,0.7606299063696256,0.12059082583680916,0.25150241309790655
1,2,7,1,0.4438229456584849,0.036226808413414587,0.0,0.941596789960326,0.05605983368639356,3.616079685272837e-10,4.304084612512961e-09,0.0005686064075427564,0.0,0.0,0.6666666666666667,0.7391304347826086,0.3655172413793103,0.0,0.4635716466075246,0.3973488519452073,0.2615446455335402,0.0,0.5710267836980452,0.43577330974277695,0.24376054746295273,0.6680769975893126,0.47666717465985475,0.42390834220400264,0.3020074019716803,0.69759533611089,0.5818209877585396,0.44976451689062374,0.26723391211459324,0.6109875970514986,0.21513944223107573,9.913976977012341e-08,0.2432432432432432,0.5,0.6855856579619273,0.8061755518090212,0.8553283548258548,0.30357345586090606,0.525468569617027,0.07755829478813586,0.8257550546687087,0.12262937040344082,0.9040872947209815,0.13005713317343723,0.30905472223179153
1,2,8,1,0.4770025903933149,0.03572823648690852,0.3333333333333333,0.9868178133277195,0.056059839770309726,1.4928196441917465e-09,2.92278137938182e-09,8.921373615091944e-05,0.0,0.0,0.46666666666666673,0.5217391304347827,0.32916666666666666,0.0,0.2597464550244375,0.28225429822773695,0.2330840015814335,0.0,0.28924280313838824,0.30585302578944384,0.2149550039863568,0.39528153782000075,0.2676586729320989,0.2982102528566067,0.2516322144834894,0.4041205482155146,0.2952922188261599,0.3061970546185738,0.21545015550349078,0.46389684364033057,0.21713147410358563,5.963926124967435e-08,0.25450450450450446,0.19999999999999996,0.7372613148656519,0.8356196366322965,0.9095646133662931,0.30115692903028213,0.5338106296634886,0.08579387066777197,0.8720962823004799,0.12378358960234348,0.9442568983767019,0.1456619568478816,0.28812117166159534
1,2,9,1,0.4190876755554406,0.010688286045698409,0.3333333333333333,0.9475131039177038,0.05605983917046177,7.2939848418684365e-09,3.5916197294816873e-09,1.8368344781500877e-05,0.0,0.0,0.5333333333333332,0.4347826086956521,0.42499999999999993,0.0,0.23982433230364264,0.3558014796344404,0.28066371962867454,0.0,0.2473519550166714,0.46354256686718043,0.2959100184860861,0.21892291872585012,0.23870478319997274,0.3613719940070054,0.28383869861822986,0.20599516119972883,0.24132516482012412,0.45631657145577803,0.2827236216131256,0.8072685319221353,0.21314741035856571,8.956200977682138e-08,0.23198198198198194,0.7499999999999998,0.810349093866277,0.717895479903417,0.8230957813483386,0.4702465897870533,0.6229871379133178,0.06579000023734069,0.7452290488324971,0.11762877998339016,0.8270616533909779,0.11223177827879016,0.27278472521503205
1,2,10,1,0.4096349761444598,0.03706181990866152,0.6666666666666667,0.9506714170473723,0.056059836530236426,8.572188557708416e-10,2.5652016592599456e-09,0.00013933309058782357,0.0,0.0,0.6333333333333333,0.7391304347826084,0.3456896551724139,0.0,0.27572276149106245,0.4147227069413073,0.38994224002123934,0.0,0.38715910368732187,0.4840966958826092,0.3930824167716902,0.6510409482103334,0.2956368532995955,0.4396272279879213,0.42171621621131683,0.6526552647855857,0.40373043451125645,0.4947278195734174,0.40908044653783354,0.7232614261669408,0.21115537848605578,7.890353623388186e-08,0.24549549549549549,0.44999999999999996,0.7706451296799837,0.7309619736344093,0.7052364796979316,0.4159268115275308,0.48223190524617265,0.0729927541064666,0.7697127122777048,0.12318357097464747,0.8445421510608807,0.13470033478940746,0.18975724955775766
1,2,11,1,0.3877058197581026,0.008980282177873364,0.0,0.92612651799971,0.056059837461721065,5.64861009908929e-09,2.924376297440624e-09,1.9618896517296633e-05,0.0,0.0,0.6666666666666667,0.5217391304347827,0.47291666666666665,0.0,0.21737974719868114,0.3535212068268576,0.3441385909153838,0.0,0.25818731564601016,0.3965396596311961,0.2651093166815759,0.3237404269232993,0.22162198997234095,0.36451364039378653,0.35475523039447987,0.30750106070219907,0.2585347834718884,0.3924191298837984,0.25860671010781855,0.771360292417242,0.21115537848605578,1.0430544878959002e-07,0.25450450450450446,0.40000000000000013,0.7536695728666487,0.7166153597025566,0.8020682374731931,0.42045215110913886,0.46612176221023816,0.0831830542596732,0.8434775578746885,0.16262787538865325,0.9147291112363731,0.15725326930052722,0.30026971365149746
