fid,iid,rep,high_level_category,ela_distr.skewness,ela_distr.kurtosis,ela_distr.number_of_peaks,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.intercept,ela_meta.lin_simple.coef.min,ela_meta.lin_simple.coef.max,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.adj_r2,ela_meta.quad_simple.cond,ela_meta.quad_w_interact.adj_r2,ela_level.mmce_lda_25,ela_level.mmce_qda_25,ela_level.lda_qda_25,ela_level.mmce_lda_50,ela_level.mmce_qda_50,ela_level.lda_qda_50,disp.ratio_mean_02,disp.ratio_mean_05,disp.ratio_mean_10,disp.ratio_mean_25,disp.ratio_median_02,disp.ratio_median_05,disp.ratio_median_10,disp.ratio_median_25,disp.diff_mean_02,disp.diff_mean_05,disp.diff_mean_10,disp.diff_mean_25,disp.diff_median_02,disp.diff_median_05,disp.diff_median_10,disp.diff_median_25,ic.h_max,ic.eps_s,ic.eps_max,ic.eps_ratio,ic.m0,nbc.nn_nb.sd_ratio,nbc.nn_nb.mean_ratio,nbc.nn_nb.cor,nbc.dist_ratio.coeff_var,nbc.nb_fitness.cor,sigma,d_norm,d_mean,ps_norm,ps_mean,pc_norm,pc_mean,loglikelihood,mhl_norm,mhl_mean,std_y_last_1,mean_std_x_last_1,std_y_last_2,mean_std_x_last_2,std_y_last_5,mean_std_x_last_5
1,1,10,1,1.617925707153808,2.5170808871440675,2,0.410123372019108,98.83078506842304,0.2132394102296524,4.359173866816817,20.44262766494297,0.6049839302291196,0.9999999999999774,1.0000003695601838,0.9999999999999912,0.2946428571428571,0.125,2.3571428571428568,0.2749999999999999,0.1410714285714285,1.9493670886075949,0.2349930824780061,0.3569133723573308,0.3693245031597201,0.4556581196195046,0.2448904838161564,0.4082661783080213,0.3897187333444686,0.4644327642149664,-3.2218498359341723,-2.708378837244209,-2.656108983438232,-2.2925123392045363,-3.0516382161278965,-2.3913849651591623,-2.46634110151982,-2.164397890636142,0.7677732726881852,0.861861861861862,1.1144152514667882,0.3333333333333329,0.5,1.02005022372739,0.9530538268454696,0.9799611600083576,0.1100313147001466,-0.4134375262349129,1.1209907354,1.5018754265,0.6631236499,1.2636973035,-0.1441513323,0.9280138583,-0.0660241755,-46.567231726,8.1073807838,2.5598633446,1.6065136552231962,0.7444325664559518,2.877962093446948,0.8384547593127092,5.732808712389647,0.998681337543595
1,1,11,1,2.6435301322407465,8.405276930463225,2,0.437304508005686,102.94372076015496,1.1605965734773485,2.8009742910600286,2.413391832329665,0.6915385801076228,0.999999999999984,1.0000003066531906,0.99999999999999,0.3071428571428571,0.1357142857142857,2.263157894736842,0.3732142857142856,0.1214285714285714,3.073529411764706,0.4500071510439638,0.3697237183422142,0.4040833800191438,0.4923977924773639,0.4797052328233253,0.3932801411686132,0.4151351154188603,0.5317877435345697,-2.4330668626708487,-2.7882259526460462,-2.6362251504585226,-2.2455384881569973,-2.159192774949465,-2.517851837557016,-2.4271549759416144,-1.9430534094909608,0.7780084529312423,0.7517517517517519,1.143398527376694,0.2012012012012007,0.4857142857142857,1.0224798586920985,0.9274539384221664,0.954164941192915,0.1470551554782176,-0.365062145460625,1.1207617267,1.5039199478,0.6678279541,1.2375358884,-0.28586194,0.9227810594,-0.197625561,-47.0294904547,8.1714237715,2.6457728454,2.08842729092367,0.824212088771902,2.821741420704279,0.8442194303293158,4.341019510020088,1.0787706718127243
1,1,12,1,2.461146581838038,6.100284644585999,3,0.5332888826717574,110.02220594080411,0.1857190218954043,3.014354164443223,16.23072388428196,0.7647525452812047,0.9999999999999896,1.0000001821123523,0.9999999999999932,0.2624999999999999,0.15,1.7499999999999998,0.5375,0.2321428571428571,2.315384615384616,0.3447399565603798,0.3092458682290608,0.4197215058075039,0.4524352709136538,0.3748582143588065,0.3775444880108703,0.4264632985887752,0.4851447662593789,-3.210198466570319,-3.3840883124022065,-2.8428547580318555,-2.6825860530636105,-2.816574973582728,-2.804471973408396,-2.584068377334844,-2.3196791506818824,0.8490303912711559,0.9059059059059056,1.2975171686575868,0.2672672672672673,0.5571428571428572,1.0382801049900292,0.9320833751788806,0.9614055872843172,0.1714292031506599,-0.3502039872100384,1.2854591409,1.4433349359,0.6394618808,1.2363174429,0.4001865266,0.7208921292,0.2414459099,-46.6621563229,7.4414504101,2.5014594385,3.2398104221876336,0.6759043939464928,3.141039222353479,0.8043511172686995,5.44100496446304,1.120695054315275
1,1,13,1,1.1013575237184816,0.8048620602039747,1,0.4565899396997779,100.50197738868457,0.0918308528716238,3.8113481771417552,41.50400500439521,0.757183690099155,0.9999999999999688,1.0000004117198071,0.9999999999999838,0.2892857142857142,0.0678571428571428,4.263157894736841,0.325,0.1767857142857142,1.838383838383839,0.4004875134078597,0.3966775924041639,0.4381964159510534,0.5438879458667158,0.4120439675847447,0.42616570924392,0.4410203101772413,0.5356545878121051,-2.686437964844844,-2.7035103639295883,-2.5174629565334863,-2.0438552421354776,-2.560759859595244,-2.499254598666397,-2.4345574721753307,-2.022391177165712,0.8640159209430572,0.9059059059059056,1.4360089846512607,0.3333333333333329,0.5857142857142857,1.0376757998861006,0.9183811599429208,0.9123898898498024,0.1490105409271872,-0.4650804633441687,1.2361989034,1.6089251898,0.7102709889,1.6305903217,-0.3379331898,1.2948807592,-0.2796066904,-53.7078161703,7.7720959576,2.6018442977,1.9810632985520482,0.7329220779020649,3.0920187480286088,0.9397893056310312,5.934364118871087,1.1686606825029462
1,1,14,1,0.7754949464708619,-0.4131479448691464,1,0.4240334053378685,102.35821548164026,0.0518295705289644,3.034908392145604,58.55553810637064,0.5016606281572019,0.999999999999962,1.000000217705964,0.9999999999999842,0.25,0.0803571428571428,3.1111111111111107,0.3178571428571428,0.1071428571428571,2.966666666666667,0.2978562796788812,0.3824135390814276,0.3929184722334543,0.4665279089315595,0.3059901863268634,0.3981259461135389,0.4275234314043576,0.4867177526815979,-3.39032908908468,-2.9820409737760034,-2.9313174831095656,-2.575891368418133,-3.2619756452896063,-2.8289203792643067,-2.690746712030584,-2.412522354764149,0.8386455861947666,0.7737737737737733,1.1144152514667882,0.2892892892892895,0.6571428571428571,0.9961217806090972,0.9057049507913488,0.8995489138177026,0.1678953599749642,-0.5079382428379327,1.3714782803,1.497231149,0.6623855919,2.4123824414,0.0823043589,1.5041360465,0.0302015575,-51.5675991027,7.9253881122,2.3657819395,2.410168939999157,0.8099901770309996,3.1143009610343464,0.9456575784098978,9.676614927469062,1.2967920250640403
1,1,15,1,1.4864941325633971,1.3573649045518783,2,0.7129974750281389,102.45648263213168,0.0863158561380321,6.28447423415386,72.80787696879274,0.90920708186739,0.9999999999999832,1.0000005466376316,0.9999999999999882,0.25,0.1267857142857142,1.971830985915493,0.1410714285714285,0.1392857142857143,1.0128205128205128,0.3508630536536984,0.4382555220651063,0.4531654511469132,0.517592828725194,0.3694010247254312,0.5205346362210074,0.4768309362933578,0.5252221880847769,-2.863262301912278,-2.47778499749776,-2.4120191554756536,-2.127838009310316,-2.6419075184928245,-2.008730110722244,-2.191827670267973,-1.989091514724168,0.865301687187044,1.0380380380380387,1.5107033044866556,0.4874874874874874,0.4857142857142857,1.040361233704966,0.9250334160875692,0.935348560081346,0.1682878151715107,-0.3715972463493855,1.268919453,1.5483431725,0.6829600456,1.8862666292,-0.1174413019,1.2403495816,-0.0935624596,-47.0098794966,6.9699278136,2.3944667388,2.916220275838347,0.8308627881105368,2.513390060771926,0.9024276993050344,4.439186418070182,1.0504349776698256
1,1,16,1,3.5464402798323147,17.63710311013669,3,0.5763388029001922,102.34556818767216,0.1449220170155755,4.944313059599665,34.117059377308244,0.7670977812839922,0.9999999999999852,1.0000001186119614,0.9999999999999952,0.2785714285714285,0.0964285714285714,2.888888888888889,0.2785714285714285,0.0982142857142857,2.836363636363636,0.1852398179144593,0.2452031250342261,0.3249951859645523,0.4089595584557673,0.1929805544795857,0.2642354912975381,0.3288181325591488,0.4152820801253762,-3.3482666201957074,-3.1018466992421088,-2.7739402796061228,-2.4288876961841,-3.183427998504188,-2.9023505571153505,-2.647593141354465,-2.30652112249372,0.858408095249937,0.9939939939939944,0.9098272894455568,0.1351351351351351,0.6285714285714286,1.0027616069630776,0.9536988126243542,0.9776551929417548,0.1130449924208177,-0.3296902026737368,0.9687147779,1.4669604094,0.6497326033,0.8917096461,0.135486196,0.6085154165,0.0823011605,-34.1637528374,7.3521097815,2.4042787297,1.2523029201852376,0.6982764602769213,1.6147622907594434,0.673793641467301,5.016647017213025,0.965827733080458
1,1,17,1,1.141525210484768,0.9412235143203692,2,0.5687309300829445,108.83174152670632,1.2516581606928034,4.248405590072166,3.394221939735237,0.7368842022400237,0.9999999999999658,1.0000001017869935,0.9999999999999862,0.2785714285714286,0.125,2.2285714285714286,0.1946428571428571,0.1660714285714285,1.172043010752688,0.2842994793745186,0.3754180080384459,0.380226437486796,0.4907745018003965,0.2874644253092627,0.3704059917223659,0.3904453673516881,0.505877338280237,-3.904821389268062,-3.4076838723432625,-3.3814493543883297,-2.7783053945422846,-3.84475216423342,-3.397209924521253,-3.2890799790737386,-2.6662236111767483,0.8627002490224414,0.971971971971972,1.1144152514667882,0.2672672672672673,0.5714285714285714,1.0442845084740306,0.9212508150606632,0.919081702115056,0.164426318830204,-0.4631586308233116,1.4908556654,1.5932371589,0.6997086826,1.4500225354,-0.5003769435,0.8942305733,-0.3028206541,-55.9551485352,7.4445575305,2.4249643863,1.8054009733441054,0.8768349576757248,4.430616725310915,1.014915055020706,6.567516730070318,1.357743301184929
1,1,18,1,2.354338509178211,8.82102644069472,2,0.6138410170354807,108.44623598255008,1.5233360317199718,4.863154334832562,3.192437015581953,0.6845629647577269,0.9999999999999836,1.0000001812631223,0.9999999999999926,0.3089285714285714,0.1928571428571428,1.601851851851852,0.2482142857142856,0.1678571428571428,1.478723404255319,0.4765587226657595,0.4389989282562425,0.5196969427245375,0.5876662032417372,0.4911291683094733,0.5007299856704288,0.5328013800713498,0.6056588505653374,-2.9094290469992714,-3.118196604290308,-2.669655082068506,-2.291863437781484,-2.744530468968101,-2.692749674838865,-2.5197766655130893,-2.126829113383986,0.8741438049769141,0.9939939939939944,1.4360089846512607,0.3993993993993996,0.5285714285714286,0.9971617639392942,0.9246991009446174,0.925371933726128,0.1446819460813687,-0.3980798233695306,1.706001261,1.5725923055,0.6974770831,1.7951586576,-0.3519969574,1.1612671278,-0.1836619033,-58.6086647076,6.8029177428,2.286587388,10.228163949896036,1.4424203097257793,8.902377393113753,1.2734426485360333,9.066739056835234,1.4961765631609734
1,1,19,1,1.6814582885902276,2.6711687705669585,2,0.5182989705846801,100.06652905965169,0.0741706490611174,3.269470147021854,44.08037665044262,0.7925557284968496,0.9999999999999684,1.000000236569643,0.9999999999999872,0.35,0.125,2.8,0.1964285714285714,0.0946428571428571,2.075471698113207,0.3186957179171499,0.3432081496281852,0.3882729027941883,0.4510230947412646,0.3297376314269369,0.3397906219269566,0.3724198747184633,0.4720559907112179,-2.9610088541548354,-2.854475651235064,-2.658620235903019,-2.385902334604677,-2.8154715203457954,-2.773243417181704,-2.6361825641903174,-2.2176559392021327,0.860663346754387,0.8838838838838833,0.822081575524054,0.3333333333333329,0.4428571428571428,1.0313383354037922,0.9323282777941426,0.9538610943944807,0.1524385193718396,-0.4791165847286386,1.0145873998,1.4901588073,0.6605854516,0.61867176,0.1333800599,0.3740749742,0.0914811525,-46.8052265371,9.3954877061,3.0830416079,0.990862727148974,0.6579372830113825,2.61330464362134,0.7742131238340566,5.277328910181851,1.0797539477781561
1,2,0,1,1.522837776059323,1.5635680531870042,2,0.7819312815131408,463.1222972454962,1.5276981672662715,4.473054811941139,2.9279702678084734,0.9083111839650668,0.9999999999999905,1.000000179337785,0.9999999999999976,0.1964285714285714,0.1392857142857143,1.41025641025641,0.1517857142857142,0.1214285714285714,1.2499999999999998,0.2515663734286711,0.2832375918189524,0.3163775852506978,0.4677064702102534,0.2600583038518,0.2652862863811666,0.3026202153116962,0.4796178959221912,-4.6218311782241415,-4.426250675943493,-4.221599990229832,-3.2870928624888114,-4.420181985511864,-4.388951640854751,-4.165930339357429,-3.108601142497037,0.7943290388321647,1.0820820820820811,1.1144152514667882,0.443443443443443,0.5285714285714286,0.9429187369530964,0.909762656252434,0.9124957771094004,0.1497304667092784,-0.3483573457793855,1.6664998067,1.7459113007,0.769552882,0.8745170479,-0.3084570304,0.6336883882,-0.2156352089,-60.3318956335,6.2459865781,2.0928089365,5.945808191570789,1.0685649363650545,4.656937309144639,1.1472001966016443,12.983866902848755,1.6279298102461808
1,2,1,1,1.887222337432071,3.3723489389416548,1,0.7516780803163718,450.0493913577252,2.2443424265736995,4.576923825116101,2.0393161805096787,0.890441001412229,0.9999999999999876,1.0000005102289653,0.9999999999999892,0.2678571428571428,0.1535714285714285,1.7441860465116277,0.1946428571428571,0.2053571428571428,0.9478260869565218,0.4014151463396654,0.389018623571963,0.4126775628612876,0.4918157884085063,0.4186497234015892,0.438576341570491,0.4535716071472256,0.5054635986056185,-3.071542151891779,-3.135152919830606,-3.013750868221988,-2.6076657591388,-2.8603000024572864,-2.762259099594093,-2.688480931951438,-2.433167278082678,0.7483529812469125,0.9939939939939944,0.5764488282925874,0.3113113113113108,0.6428571428571429,0.9574133540792172,0.9080425348432204,0.9099210979390936,0.1539279323477494,-0.3211065485836136,1.4260125836,1.5782947279,0.6963755921,0.3168784125,-0.0744734618,0.2079444355,0.0065562787,-56.9125318725,7.8828365757,2.6099448632,7.85288930966663,0.9608777933854615,5.985858468785985,1.0469346470734169,7.758982040264133,1.3377194221218132
1,2,2,1,1.342535664470664,2.1985741153720726,2,0.7726178791961775,458.3485624684376,2.198433571668541,6.34695669600891,2.887035923124013,0.8528087648050301,0.9999999999999876,1.0000001898459676,0.9999999999999916,0.1678571428571428,0.1107142857142857,1.5161290322580645,0.0839285714285714,0.0553571428571428,1.5161290322580645,0.1871924304351186,0.2977281406470767,0.4594616470418811,0.5597770547386584,0.1931077996970932,0.2964775083569569,0.4998652343668364,0.5927181614679573,-4.810851172921254,-4.15661163205729,-3.199342214208933,-2.6055946719235368,-4.629543481853221,-4.036459844698606,-2.8695228971305005,-2.336779287425741,0.7749785859013194,1.1041041041041042,1.2333634979137746,0.5095095095095097,0.3714285714285714,1.0259223769579324,0.9275993028990736,0.9471485643469206,0.1348203595958636,-0.359085013764821,1.9443405694,1.6005642499,0.6944472335,1.4508039362,0.0560165986,1.0101977237,0.0147340893,-59.4149533888,6.0364803503,1.9585488007,8.473647271507453,1.2520871539947107,7.061897054927307,1.2725790055825816,14.053937821335383,1.587029836795093
1,2,3,1,2.552997476684522,7.132539576093606,3,0.7308673164598175,458.1881869403211,0.2342432666882259,4.011200572660751,17.12408057389156,0.9297774133850342,0.9999999999999925,1.0000003297954492,0.999999999999999,0.3232142857142857,0.1267857142857142,2.549295774647887,0.2125,0.1696428571428571,1.2526315789473683,0.3391691564681783,0.3786609394029872,0.4931384986223776,0.4830364309265084,0.3692095103071089,0.3630254611327378,0.5387985117955257,0.5473611597114375,-3.922911445841199,-3.688475101339404,-3.0088982750617954,-3.068867505279603,-3.4399078497596687,-3.473631502296941,-2.515083289172316,-2.4683883559703053,0.8223925218076182,1.28028028028028,1.4005083955986373,0.4654654654654652,0.4857142857142857,1.0644463964471458,0.8917230181668017,0.9183359658591546,0.2648347494230744,-0.270073226115003,1.6021488233,1.7252782761,0.7447429711,0.9468384164,-0.2408534991,0.6644287709,-0.1952922757,-65.971068967,8.3867277581,2.7479258139,4.849673739754029,1.0886408498014641,5.457726748516202,1.2967707742689563,15.504982562676696,1.644570824995548
