fid,iid,rep,high_level_category,ela_distr.skewness,ela_distr.kurtosis,ela_distr.number_of_peaks,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.intercept,ela_meta.lin_simple.coef.min,ela_meta.lin_simple.coef.max,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.adj_r2,ela_meta.quad_simple.cond,ela_level.mmce_lda_25,ela_level.mmce_qda_25,ela_level.lda_qda_25,ela_level.mmce_lda_50,ela_level.mmce_qda_50,ela_level.lda_qda_50,disp.ratio_mean_02,disp.ratio_mean_05,disp.ratio_mean_10,disp.ratio_mean_25,disp.ratio_median_02,disp.ratio_median_05,disp.ratio_median_10,disp.ratio_median_25,disp.diff_mean_02,disp.diff_mean_05,disp.diff_mean_10,disp.diff_mean_25,disp.diff_median_02,disp.diff_median_05,disp.diff_median_10,disp.diff_median_25,ic.h_max,ic.eps_s,ic.eps_max,ic.eps_ratio,ic.m0,nbc.nn_nb.sd_ratio,nbc.nn_nb.mean_ratio,nbc.nn_nb.cor,nbc.dist_ratio.coeff_var,nbc.nb_fitness.cor,sigma,d_norm,d_mean,ps_norm,ps_mean,pc_norm,pc_mean,loglikelihood,mhl_norm,mhl_mean,std_y_last_1,mean_std_x_last_1,std_y_last_2,mean_std_x_last_2,std_y_last_5,mean_std_x_last_5
1,1,10,1,1.3983062464268452,1.682125798129011,1,0.3596970470474114,100.21166613402956,0.3871255915457752,4.3163997322769125,11.149869258298631,0.565644544538274,0.999999999999976,1.000000392080913,0.3766666666666667,0.1733333333333333,2.173076923076924,0.35,0.13,2.692307692307692,0.4049829482595024,0.3684971189611601,0.4455797951967452,0.5237182389158448,0.4210369163937592,0.4210369163937592,0.4694909454016289,0.5444746258858635,-2.707536279813405,-2.873559600044948,-2.522806387439574,-2.1672490624876697,-2.534033237955593,-2.534033237955593,-2.3219573327804146,-1.9937651836925088,0.7739959128855929,0.9279279279279278,1.143398527376694,0.2892892892892895,0.4629629629629629,1.0333425698035723,0.949253922635342,0.9739234760973456,0.1182763865786987,-0.446537471463445,1.3700722488,1.700841078,0.7493308687,2.1848890631,-0.6725030745,1.8188907962,-0.5187944088,-56.6248022707,7.1006671095,2.344334644,6.1227966307714565,0.9520456203481243,5.262787799962275,0.9565383587444277,8.961373328976554,1.3699797620029703
1,1,11,1,2.364433050002134,6.4778064336564825,2,0.452160603622042,104.02550794455487,1.0382242303703269,3.5233110276054527,3.3935935268518187,0.6703349884077399,0.9999999999999842,1.0000003118204543,0.36,0.1566666666666666,2.297872340425533,0.3233333333333333,0.2566666666666667,1.2597402597402596,0.343662212631439,0.3287058128320831,0.4163397709444652,0.5182076181163748,0.3603384549314515,0.3467229546421061,0.4281778396745128,0.5600418968839921,-3.13825760464267,-3.2097711397639497,-2.7907522431470984,-2.3036744728155467,-2.91697424023373,-2.979063424612727,-2.607614174282589,-2.0062898316545854,0.8314474949893993,0.971971971971972,1.3650078065460138,0.443443443443443,0.5370370370370371,1.036383439969241,0.9375480868336388,0.9561390284573346,0.1276352743413149,-0.4171911673640481,1.3945876061,1.6624227295,0.7371949621,1.902298578,0.3170292498,1.5232081652,0.3063880416,-59.8896649744,7.8583924217,2.5803987075,5.00074733162419,0.9755294665399388,4.580408963084731,1.0955437964772958,6.35884338968784,1.3340805289847308
1,1,12,1,2.1176033557134324,4.163653288863734,3,0.5547394021702716,111.17666139750658,0.0257355225325862,3.672908448485885,142.71746158778228,0.7439165981093429,0.9999999999999905,1.000000215656423,0.3,0.1933333333333333,1.5517241379310345,0.53,0.25,2.12,0.3178533319054959,0.3232997065501894,0.4322040565014111,0.541567357545626,0.3412815773900034,0.3424670838998638,0.4719053165885437,0.5792074122396318,-3.67655468938949,-3.647200453450679,-3.060240467812212,-2.4708068810083854,-3.3065645166749515,-3.300613637474914,-2.6508733954855,-2.1122497744260733,0.8793992867657024,0.861861861861862,1.5107033044866556,0.3113113113113108,0.6296296296296297,1.0378460458095735,0.950791993814618,0.9733463815762148,0.111953497250559,-0.3759635338834161,1.5821691835,1.6271686636,0.7168813735,2.0026745507,-0.0564058032,1.3829395571,-0.0370169141,-61.6673283045,7.8544002284,2.497129751,4.092728902911136,1.0563267509840213,4.636131807797711,1.1787619900501902,6.991002743883416,1.457370567079359
1,1,13,1,0.9034546399770128,0.4120603498312278,1,0.4200897823173085,102.41506093967408,0.3103585833100196,3.2769935201524727,10.55873333742814,0.7393627811796348,0.9999999999999656,1.0000004311096604,0.22,0.1399999999999999,1.5714285714285718,0.4166666666666667,0.31,1.3440860215053765,0.3752163679397878,0.4033440745224256,0.5102421902032266,0.6299778152206719,0.3881663618713425,0.3881663618713425,0.4715720270767207,0.6578138931831986,-2.988239702403781,-2.8537094022570866,-2.342432894682483,-1.7697566430825056,-2.828674768784361,-2.828674768784361,-2.44306749576529,-1.5820202523380995,0.8716599706737926,0.9279279279279278,1.473356144568958,0.3333333333333329,0.5370370370370371,1.0635006776539555,0.9289858103936935,0.8633368638986025,0.1412701567173772,-0.5043081444222399,1.4492715162,1.807602126,0.7962255582,2.2190452519,-0.8523394617,2.1058700063,-0.7823307607,-63.870541215,7.6178277037,2.4075233817,4.112980161538907,1.1857394370375256,5.580596669362895,1.2098164180621513,7.296251293224137,1.3782965929642537
1,1,14,1,0.5404019915905982,-0.6913285023308107,1,0.3567185287651224,104.103796950926,0.488948190290208,2.65091831626342,5.421675279521959,0.4769791199780517,0.9999999999999544,1.000000245925532,0.3366666666666666,0.12,2.805555555555556,0.3,0.1399999999999999,2.142857142857143,0.4085170721185901,0.4296965720789396,0.4273727342148575,0.5594233933173998,0.4194455728416039,0.4510636056467039,0.4470062241583957,0.546294151060392,-3.0319208018396275,-2.923355425773152,-2.935267337390702,-2.258380277161124,-2.898365661147413,-2.740515481614924,-2.7607715930659165,-2.2650855653013813,0.8939819357301961,0.7737737737737733,1.6719497597319883,0.443443443443443,0.5740740740740741,0.994767899224239,0.8960820451904219,0.8478900169087695,0.1736216152298327,-0.5967401282347851,1.3630115749,1.6674993908,0.7365808676,1.1580211238,0.1034262573,0.8528549107,0.0957939785,-73.470829965,9.9535699849,3.2462225804,4.54179178833248,0.9869772107502943,10.273353584015393,1.2789994983405681,9.869153919885276,1.494446056107353
1,1,15,1,1.201640950054813,0.4667423034845734,2,0.6979305695070581,102.49051957216776,0.0054095431240653,6.837128067911984,1263.9012040583837,0.9033222572332004,0.9999999999999816,1.000000597799306,0.2333333333333333,0.1866666666666666,1.2499999999999998,0.1766666666666666,0.17,1.0392156862745097,0.1932055586396251,0.2529416462236244,0.3837298631029833,0.5580584661320858,0.2010229461240406,0.2695068484594733,0.3753675096169455,0.5839631432128453,-3.627333733219412,-3.358761325582801,-2.7707397841921777,-1.986961426267144,-3.452493803612416,-3.1565650941291192,-2.6991260789290314,-1.7977545952840752,0.870619429554931,1.0160160160160154,1.6306163126774824,0.5755755755755753,0.5370370370370371,1.0175308924854027,0.9439542409534484,0.9652211068296228,0.1311824424271317,-0.417329440571713,1.404889894,1.7067281852,0.7541041348,2.0103632821,-0.0274709035,1.4490902049,-0.0461747127,-50.4475776926,5.5583565306,1.8628466881,4.385725533725706,1.07390588430404,3.452894264887282,0.9986584298553604,10.83552538555023,1.2663752903109264
1,1,16,1,3.3107768858282016,14.989343070167529,3,0.5633478355991508,103.66051041374544,0.52332662542103,4.893668619469686,9.351079004498578,0.7699033277821059,0.9999999999999843,1.0000001231790672,0.3633333333333333,0.1066666666666666,3.40625,0.2666666666666667,0.0666666666666666,4.000000000000001,0.2246735727305389,0.266528875507694,0.3274857001410391,0.4570604597347679,0.2332308924793441,0.2776425695819351,0.3219062066956694,0.4491150540205028,-3.5401663679589728,-3.349053657233678,-3.070722759595461,-2.4790800786338547,-3.372637069293022,-3.1772921251155006,-2.9825983354371086,-2.423069697908879,0.8324626931111341,0.8838838838838833,0.7814350607844542,-0.0410410410410407,0.6481481481481481,1.0223852723346312,0.9498404695254062,0.9716335792272308,0.1266423029141883,-0.3785825800319942,1.3515630072,1.6742197817,0.7394570103,1.4137880559,0.0492879854,1.0411616339,0.0715139182,-47.8785056533,5.6909605318,1.8826886635,4.145547526406149,0.8299564150064386,3.2230520660029947,0.8957777499733911,6.948456976710782,1.3036570042064448
1,1,17,1,0.9588002888358332,0.544219778706764,2,0.5319092562888361,110.3726058125114,0.9504313137101322,4.22225085547052,4.442457644822764,0.7429149861941556,0.9999999999999584,1.000000105284728,0.2133333333333333,0.09,2.3703703703703702,0.3033333333333333,0.12,2.527777777777778,0.3791103438890024,0.3213529030935995,0.475673642429856,0.5690515643014449,0.3823803290188809,0.3823803290188809,0.4897892143154189,0.5650611383578493,-3.655082288372786,-3.995091494187736,-3.086628942871358,-2.536927421838309,-3.6047399981095394,-3.6047399981095394,-2.977847554146844,-2.538522629635644,0.8094905064635926,0.94994994994995,1.143398527376694,0.2232232232232229,0.6111111111111112,1.0506036565264147,0.9122187971067786,0.8613419580139519,0.1777983769819399,-0.4850874923168777,1.6107779119,1.7528709896,0.766246059,1.0631830599,-0.240236757,1.182842631,-0.2348280194,-64.6739045891,7.8649556947,2.6346959194,4.029148984632256,1.3301050943802184,5.345519473623653,1.281231832817826,13.205633413523898,1.7643455231714724
1,1,18,1,2.141202885983641,6.89559522330546,2,0.6183957776426776,108.10025855944824,1.2114337893613047,5.107896924015048,4.216406186513955,0.6869756945593014,0.9999999999999872,1.0000002089597917,0.37,0.2233333333333333,1.656716417910448,0.2666666666666666,0.2033333333333333,1.3114754098360657,0.4702338895194246,0.4528870847171407,0.4964369261423662,0.5727477672343453,0.484328198034646,0.484328198034646,0.5134287580628162,0.5943800559272305,-2.984190021034424,-3.081905146188141,-2.8365874491370864,-2.4067259574745736,-2.820264595418827,-2.820264595418827,-2.661110500039723,-2.218379137863068,0.8091001869358689,0.9939939939939944,1.8985316814422828,0.3993993993993996,0.5185185185185185,1.0026775178684508,0.9305354045930077,0.933370128802756,0.1406065386575989,-0.3780546425526069,1.7888356332,1.7308852677,0.7674638989,2.2291990897,-0.6282491495,1.6624070369,-0.3749010626,-64.2075623667,6.2719988653,2.0373187254,9.869964901605085,1.5027963464112162,8.170553577847688,1.4397198547282608,13.758992785400611,1.6900972203828108
1,1,19,1,1.4350364775192297,1.723016087433889,1,0.4959736889128543,100.89077671660375,0.0647903247260558,3.204225658028579,49.455310983184205,0.7839481563383626,0.9999999999999656,1.0000001884678542,0.3266666666666666,0.1399999999999999,2.333333333333333,0.29,0.2166666666666666,1.3384615384615386,0.0826048528653153,0.3446454291775788,0.444537782824254,0.5268646020133857,0.0850013484528555,0.4684484747907831,0.4885477887209947,0.5381510230149078,-4.325851781462177,-3.0902351582478387,-2.619206379289757,-2.2310054840008102,-4.192908616179119,-2.43579262791738,-2.3436891188960542,-2.116386239149041,0.8995496178551012,0.8838838838838833,0.822081575524054,0.2672672672672673,0.5370370370370371,1.0448103199824856,0.93328977954439,0.9398910721010167,0.1358332843780985,-0.46950022284494,1.3648228218,1.7091712203,0.7573434327,2.1446897673,0.2151917246,1.6321614432,0.132102938,-53.9794747537,6.7989569183,2.289129626,5.019009422941514,0.9887065109038508,3.7493087169073065,1.0078559690624096,7.7584001472258235,1.375782231430952
1,2,0,1,1.237824066885678,0.6474242408871089,2,0.7651108575080113,464.42723200573096,1.6843511965919302,4.697988838734544,2.789197910887186,0.8947741357612427,0.999999999999989,1.0000002141128548,0.2,0.1266666666666666,1.5789473684210529,0.2166666666666666,0.2666666666666666,0.8124999999999999,0.3935878877729136,0.3571520220695391,0.3780351465582933,0.5456073283627023,0.4034900735575898,0.4034900735575898,0.4140600032941227,0.581781695425839,-3.957320285760218,-4.195093225267739,-4.058814264964822,-2.9652727920739266,-3.797168587036369,-3.797168587036369,-3.7298841993278273,-2.6622279668063995,0.824143499008589,1.0820820820820811,2.5084150592775414,0.4654654654654652,0.5370370370370371,0.9510730763214136,0.8907213742250101,0.8626035481654117,0.1698020301780495,-0.3697547738236163,2.2166589689,1.9697121548,0.8693254565,1.0871950857,-0.1555817537,0.7972818235,-0.0365231004,-76.9595194601,5.8079236713,1.9373729598,12.486905378152404,1.693802723941669,9.969065241656232,1.6534951007486427,17.17727958495473,1.9447258900517095
1,2,1,1,1.650979024073702,2.251254793478301,1,0.7670237910597997,452.16524927405817,1.829768741746568,4.558996822686688,2.491569955630017,0.901419622819177,0.9999999999999876,1.0000005807027632,0.1433333333333333,0.1133333333333333,1.2647058823529411,0.1633333333333333,0.1433333333333333,1.1395348837209305,0.4196676399273436,0.4561128266821249,0.5167655387040917,0.6597589339981679,0.4396990384949127,0.4396990384949127,0.5578043602753923,0.7037841672480483,-3.119515529820568,-2.9236082637592418,-2.5975759931228573,-1.8289300447463188,-2.8746283102624988,-2.8746283102624988,-2.268688065807384,-1.5197375647712694,0.8618592299304084,0.971971971971972,1.8985316814422828,0.443443443443443,0.6481481481481481,0.9549058550356112,0.9020309789792544,0.8644796990647748,0.1655588850047069,-0.3157688430786866,1.9140130339,1.8083754705,0.7951727142,1.92489731,-0.5712047686,1.5405683461,-0.4491121259,-71.6534971726,6.8180588939,2.3523867878,3.935338517442809,1.3036809717048825,6.312748782642591,1.4820593634731272,12.297620243939383,1.554898437232057
1,2,2,1,1.1563928400654335,1.7920338769011162,2,0.7878372906616243,460.4917612906339,3.491982618341363,6.934443141737503,1.9858183443740205,0.8946840513189287,0.9999999999999856,1.0000002671183204,0.1666666666666666,0.1466666666666666,1.1363636363636362,0.2066666666666666,0.0866666666666666,2.384615384615384,0.6469155139867898,0.5269405406367963,0.5930759021738822,0.6303653159143228,0.6694165232879439,0.6694165232879439,0.6345664390655174,0.6586193382529886,-2.0887602157944354,-2.7985023912552074,-2.407262001184152,-2.1866670813370743,-1.8899148277726685,-1.8899148277726685,-2.089149500891127,-1.951641325112222,0.8238183882130199,1.06006006006006,2.266498079273693,0.6636636636636631,0.4629629629629629,1.0367025399679348,0.9097636421166152,0.8934461499214263,0.1611218416235041,-0.4052300086750536,2.15122977,1.752354409,0.7630199614,1.922288337,0.1869804794,1.3822430874,0.1794159681,-65.6430864561,5.3185904767,1.8263018231,11.729658212554337,1.4219844807923743,9.15227341598315,1.3565282592468655,18.455415937917287,1.7785764581756225
1,2,3,1,2.1790420075396923,4.928053065970465,3,0.7503016552296076,460.81237418404896,0.4288123626194013,4.628846509087524,10.794573367270022,0.9344241269744722,0.9999999999999928,1.0000002942952544,0.2166666666666667,0.1233333333333333,1.7567567567567572,0.22,0.2533333333333333,0.8684210526315792,0.3156423472844414,0.3868640297825977,0.4603410899995213,0.4969199735464698,0.3413983490778657,0.4306833366617296,0.4832131967912,0.5857235952424573,-4.365383621114004,-3.911074437879287,-3.442378641279666,-3.2090490971723336,-3.884149606459262,-3.3575851058980777,-3.047786557316296,-2.443224265003568,0.7871431984100623,1.28028028028028,1.1723818032865998,0.2892892892892895,0.4629629629629629,1.073846604117367,0.8977660193776079,0.918914210289894,0.2429163638311929,-0.2734695251863068,2.0775283418,1.9182501158,0.8296265417,1.0487795418,-0.0777916924,0.7869469805,-0.0569012077,-71.3099525167,6.072546476,1.766487193,4.170410092586337,1.4715248604749633,9.266727891974261,1.4411463102940483,16.78883464571046,1.815015414324198
1,2,4,1,1.170269804086164,0.7526156150941423,1,0.8319360311168127,463.6886142305898,1.2635074937975703,6.277042799064432,4.967950589828549,0.9177226089129296,0.9999999999999836,1.0000003043159795,0.18,0.1566666666666666,1.1489361702127658,0.1833333333333333,0.13,1.4102564102564104,0.3826063677027762,0.2925833072703201,0.4462523563704985,0.5674481425991593,0.3977699934853448,0.2662930648174032,0.47346056073979,0.5954091311342277,-3.658486107012142,-4.191935269222324,-3.281339416267173,-2.563170201440364,-3.432589189845686,-4.181981081942824,-3.001168270727844,-2.3060860929471594,0.7875830213146009,1.1481481481481488,3.2322839781813806,0.5095095095095097,0.4814814814814814,1.0628666883679423,0.898527875155351,0.8687542237685371,0.1882601536452959,-0.2856102616206641,1.9024131014,1.8136848368,0.7936149743,1.7013360012,0.0570600636,1.2580872064,0.0529146473,-77.0060405506,8.0914795636,2.7564459319,9.242517556499708,1.1653239752135653,11.767352223026247,1.5546009898883617,13.634796760442953,1.644637466266282
