fid,iid,rep,high_level_category,ela_distr.skewness,ela_distr.kurtosis,ela_distr.number_of_peaks,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.intercept,ela_meta.lin_simple.coef.min,ela_meta.lin_simple.coef.max,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.adj_r2,ela_meta.quad_simple.cond,ela_level.mmce_lda_50,ela_level.mmce_qda_50,ela_level.lda_qda_50,disp.ratio_mean_02,disp.ratio_mean_05,disp.ratio_mean_10,disp.ratio_mean_25,disp.ratio_median_02,disp.ratio_median_05,disp.ratio_median_10,disp.ratio_median_25,disp.diff_mean_02,disp.diff_mean_05,disp.diff_mean_10,disp.diff_mean_25,disp.diff_median_02,disp.diff_median_05,disp.diff_median_10,disp.diff_median_25,ic.h_max,ic.eps_s,ic.eps_max,ic.eps_ratio,ic.m0,nbc.nn_nb.sd_ratio,nbc.nn_nb.mean_ratio,nbc.nn_nb.cor,nbc.dist_ratio.coeff_var,nbc.nb_fitness.cor,ela_meta.quad_w_interact.adj_r2,ela_level.mmce_lda_10,ela_level.mmce_qda_10,ela_level.lda_qda_10,ela_level.mmce_lda_25,ela_level.mmce_qda_25,ela_level.lda_qda_25,t_0,t_1,t_2,t_3,t_4,t_5,t_6,t_7,t_8,t_9,t_10,t_11,t_12,t_13,t_14,t_15,t_16,t_17,t_18,t_19
1,1,10,1,0.4180930239778251,0.0671580904513782,0.0,0.3745180266637557,0.0968100290300919,4.8502848258792084e-09,5.0727096126552995e-09,2.885713231253312e-05,0.6408929319455234,1.0,8.131516293641283e-20,0.4324324324324324,0.3235294117647058,0.1292270531400965,0.0,0.3175205062406813,0.3157842382774238,0.2560186617804089,0.0,0.2652597908844915,0.3326357647233058,0.2611603471741306,0.6992219651016414,0.4014768777799145,0.4363917516492323,0.3940655677557945,0.6799985476395454,0.3064537352174918,0.4470677322257192,0.4311222242185825,0.6309815886632506,0.035264483627204,6.34627741402782e-08,0.0934844192634561,0.28,0.8760614870969717,0.8360107150219025,0.9444617714396192,0.2023774802139779,0.5669864075058736,,,,,,,,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,0.046875000000953126,0.03125000000096876,0.046875000000953126,0.046875000000953126,0.046875000000953126,0.046875000000953126
1,1,11,1,0.5114494962432815,0.1568503074749137,0.3333333333333333,0.5064863898640167,0.0968100308518547,1.1396935262320893e-08,4.7065227519780656e-09,8.932377869231929e-06,0.7652061445839677,1.0,8.131516293641283e-20,0.4054054054054054,0.3529411764705882,0.1103678929765886,0.0,0.2117910768926987,0.2267748854207504,0.1838160100383092,0.0,0.1614758488835548,0.2004330003938184,0.2274562862791792,0.666005346657919,0.3142130371532997,0.361249834998857,0.325709881665106,0.6616240055047646,0.2260289520829206,0.3448908282021227,0.3999221668213157,0.5724017592562334,0.0151133501259446,8.469014002356934e-08,0.0793201133144476,0.4799999999999998,0.9027914896487856,0.8431648081276593,0.945219592431052,0.1863488084076007,0.5944265774998525,,,,,,,,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,0.08593750000091407,0.07031250000092971,0.08593750000091407,0.08593750000091407,0.08593750000091407,0.08593750000091407
1,1,12,1,0.4844705904004308,0.1102837488765024,0.6666666666666667,0.5910522090574666,0.0968100345888975,1.9404002541996427e-10,4.676671082959748e-09,0.0007488227445123,0.8148153188338271,1.0,4.743384504624082e-20,0.5405405405405406,0.2058823529411763,0.2518115942028985,0.0,0.2417778286177603,0.2965511377670785,0.2691524468897107,0.0,0.211704854391011,0.3085350581846863,0.2982090018691226,0.4786361900590061,0.2896887251750805,0.3674507756991049,0.3333392872349799,0.5226143734739328,0.2393683303455269,0.3899104803552685,0.4089545631466573,0.6862820665240636,0.0251889168765743,1.6604745054051237e-07,0.0821529745042493,0.5600000000000002,0.936882604811868,0.8871259357862429,0.9670107371718216,0.1313003084668202,0.616693272713701,,,,,,,,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,0.007812500000992187,0.007812500000992187,0.007812500000992187,0.007812500000992187,0.007812500000992187,0.007812500000992187
1,1,13,1,0.357964139806981,0.0399755959775016,0.0,0.4422744641816031,0.0968100301881526,5.6018562733927024e-09,3.7107666645979595e-09,1.7238735670433453e-05,0.8659414727452873,1.0,3.8624702394796095e-19,0.7297297297297296,0.3235294117647058,0.2222222222222221,0.0,0.2771802969709631,0.3223023975217362,0.3194027644098965,0.0,0.2124464267591421,0.2962080030645131,0.3443058889771225,0.6772823471204903,0.3665537431936353,0.4360822742464741,0.4367592818990447,0.6645762893375993,0.2647888814901332,0.4165440202111599,0.4874333052171291,0.8820115268637856,0.0327455919395465,1.5156145345330338e-07,0.0963172804532578,0.5200000000000001,0.9519334962336352,0.7675850655620389,0.8121997667029766,0.274971583638798,0.3588774864626582,,,,,,,,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12
1,1,14,1,0.3219223188950049,0.0163662130133376,0.0,0.3671715677553829,0.0968100310072275,5.457728055412818e-09,2.949428482549037e-09,1.3679958740005425e-05,0.5589211547487001,1.0,0.0,0.5135135135135136,0.2058823529411764,0.2391304347826086,0.0,0.3342041068786724,0.3472122978302595,0.3072466759779761,0.0,0.2113137101012391,0.3262215167537835,0.3057379573042396,0.5434497880048363,0.3833423390485527,0.4256455757931791,0.3874576054596408,0.5188266187938988,0.2383736544446638,0.4037306741285222,0.4140737691691629,0.8656123745032829,0.035264483627204,1.0368818542048185e-07,0.0906515580736543,0.68,0.8214264254264735,0.6485015020724565,0.7043968126585147,0.4118141482606101,0.3030506240323618,,,,,,,,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,0.25000000000075,0.27343750000072653,0.27343750000072653,0.27343750000072653,0.27343750000072653,0.27343750000072653
1,1,15,1,0.3843315892836716,0.035964837284558,0.3333333333333333,0.7758611907028937,0.0968100298750364,3.52514830028089e-09,9.217460671189257e-09,7.601542631504565e-05,0.9240180569973296,1.0,8.131516293641283e-20,0.2162162162162162,0.2352941176470587,0.0869565217391304,0.0,0.1676952126953033,0.2275574873946551,0.2521596563437416,0.0,0.1281171389105307,0.2413753164095153,0.2517329363524231,0.7724242742889595,0.3124115332287023,0.392770158299547,0.4154050253415856,0.7412055425432391,0.2194332319477069,0.3987870097926577,0.4452772577719169,0.5418087088877221,0.0478589420654912,1.0368818542048185e-07,0.0934844192634561,0.24,0.8877827443060876,0.8882391212677354,0.9673337491543876,0.1981488706667461,0.5785010771255814,,,,,,,,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,0.0781250000009219,0.10156250000089845,0.10156250000089845,0.05468750000094533,0.10156250000089845,0.10156250000089845
1,1,16,1,0.6180092106041433,0.3404698356391797,0.6666666666666667,0.6062739666161604,0.0968100307539098,5.134605189318555e-09,6.3370386054042164e-09,3.4308302176690785e-05,0.8195287174754572,1.0,5.421010862427522e-20,0.2702702702702703,0.1764705882352941,0.1449275362318841,0.0,0.1684149689248983,0.188354851022791,0.1388667798122722,0.0,0.1271457130739125,0.1827518140574003,0.1671639156317285,0.6984377263445014,0.2908779888105923,0.3424123757314717,0.3031181714718901,0.6828145001465822,0.2051927395483474,0.3389148280693306,0.3636760311323716,0.9298604958123252,0.0302267002518891,8.469014002356934e-08,0.0906515580736543,0.44,0.9050864190019156,0.8376942799520442,0.9539519135142196,0.2811086513878204,0.6542895310739292,,,,,,,,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12
1,1,17,1,0.3607972405052855,0.0423227230599574,0.0,0.544838122911362,0.0968100342357318,1.0948020469292531e-08,5.223324239836758e-09,1.0866114627096752e-05,0.7953936949327678,1.0,1.2197274440461925e-19,0.2702702702702701,0.1176470588235294,0.208695652173913,0.0,0.2045636347112526,0.2899500291439695,0.2886164200089179,0.0,0.1750684550486806,0.2923738972742637,0.264197989120694,0.3620088577645675,0.2249513309257149,0.3322623396395507,0.3151431035150549,0.3263636421132214,0.1692051878075015,0.3249400180983171,0.3147632724201139,0.6918584819599694,0.0377833753148614,1.5156145345330338e-07,0.0934844192634561,0.44,0.9340011317488616,0.7942057705666379,0.8471007656105214,0.30679300079837,0.3792587364547776,,,,,,,,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,0.007812500000992187,0.007812500000992187,0.007812500000992187,0.007812500000992187,0.007812500000992187,0.007812500000992187
1,1,18,1,0.4937768442035671,0.1738866589705976,0.3333333333333333,0.7234987852836643,0.0968100316414886,1.5335756095538792e-08,6.742167282995172e-09,9.489984694024213e-06,0.806257975623009,1.0,3.3203691532368573e-19,0.2162162162162162,0.2058823529411764,0.0996376811594202,0.0,0.2997464901419898,0.2795258118571793,0.2666948825856324,0.0,0.2297117349244626,0.2749143140892978,0.2785506574708768,0.4846216449001093,0.3417705368473294,0.3541779448910065,0.3330220488829727,0.4643557767561466,0.2450750758011059,0.3459421209709089,0.3735707347883631,0.6438293262388635,0.0428211586901763,1.180576352204367e-07,0.0821529745042493,0.44,0.8409435214065385,0.831173862499035,0.9182437005280266,0.1849593684897613,0.6506237937442326,,,,,,,,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,0.01562500000098438,0.01562500000098438,0.01562500000098438,0.01562500000098438,0.01562500000098438,0.01562500000098438
1,1,19,1,0.4139302453939094,0.063365673073705,0.0,0.5900526514741968,0.0968100296655883,1.8721731515703903e-09,3.740333590920239e-09,6.030792561964875e-05,0.8337331678794258,1.0,2.1006417091906648e-19,0.2972972972972972,0.2352941176470587,0.1207729468599033,0.0,0.2237696947755637,0.2757571314511954,0.2077254415711347,0.0,0.2195339916993874,0.2848407312231863,0.2137649278239114,0.6923761268671773,0.330278810834567,0.4051615535539835,0.354234893539786,0.6631627892666838,0.2698525850507295,0.4077750329728731,0.3903336978318101,0.93936495727296,0.0302267002518891,6.112902919390669e-08,0.0679886685552408,0.5600000000000002,0.9178967638715724,0.7947546124588896,0.9298886689041104,0.2465451284429591,0.5639933463697363,,,,,,,,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,0.007812500000992187,0.007812500000992187,0.007812500000992187,0.007812500000992187,0.007812500000992187,0.007812500000992187
1,2,0,1,0.3927197556281169,0.0404005862980472,0.3333333333333333,0.7761281618739756,0.0968102199712693,1.8315487528583614e-08,6.298865530370396e-09,6.549731663595037e-06,0.922014352553454,1.0,1.626303258728257e-19,0.2702702702702703,0.4117647058823528,0.059903381642512,0.0,0.279323832725811,0.2298970391170081,0.292179609646151,0.0,0.2304221160260986,0.2420088802771002,0.3528876294846396,0.2159155818557327,0.2622877166904833,0.2334438714994295,0.2738907587988993,0.2320086739444229,0.2079441142195849,0.2484753530228575,0.3743692149772086,0.541808708887723,0.0554156171284635,2.4998559858293e-07,0.1303116147308781,0.4,0.8196831359971187,0.6037340007176684,0.7239761345405185,0.4502811028804349,0.571656621111027,,,,,,,,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,0.03125000000096876,0.03125000000096876,0.03125000000096876,0.03125000000096876,0.03125000000096876,0.03125000000096876
1,2,1,1,0.4366871935925778,0.0739790653724226,0.0,0.7854387231835963,0.096810213651284,1.7714684619820275e-08,6.3478886225419555e-09,6.995589364502347e-06,0.9298063533788238,1.0,1.0842021724855044e-19,0.189189189189189,0.1764705882352941,0.1014492753623188,0.0,0.2966875770651863,0.2664785772048935,0.370055812314837,0.0,0.207234624857592,0.2539233718269781,0.4074163796439,0.5332509839351631,0.3497421746684827,0.3558417382880213,0.4397307153789084,0.537563242040761,0.2382578929212478,0.3487377762521699,0.503688166838675,0.4994141331688737,0.0453400503778336,9.70318141062512e-08,0.0906515580736543,0.4,0.7394341374513395,0.6142133365952445,0.8120030106379121,0.4078361208156514,0.6522487983550316,,,,,,,,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12
1,2,2,1,0.3861368246685595,0.0698237662567785,0.3333333333333333,0.817064446786256,0.0968102188635491,4.6710163883075286e-08,9.040624643882568e-09,1.7609436637691254e-06,0.9435429243149148,1.0,2.1006417091906648e-19,0.2972972972972972,0.1470588235294117,0.1884057971014493,0.0,0.3327800383945914,0.3868479524279439,0.2899000738036092,0.0,0.2919327651825695,0.4061604039930625,0.3128369058136956,0.3662331178098348,0.3473162119499242,0.4243533815744962,0.3177158796169986,0.3693180419349198,0.2885599415455159,0.4426000310569644,0.3747440616274211,0.4628133707890269,0.0554156171284635,1.1437421227879658e-07,0.0963172804532578,0.3600000000000001,0.8572580908838657,0.6901172480145239,0.8805837272337835,0.3492502615821088,0.5531464046522973,,,,,,,,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,0.03125000000096876,0.03125000000096876,0.03125000000096876,0.03125000000096876,0.03125000000096876,0.03125000000096876
1,2,3,1,0.4871374233564786,0.1235143398838099,0.3333333333333333,0.7710783357574216,0.0968102181630834,5.0084625379272786e-09,5.893989112396474e-09,3.266198893955574e-05,0.9576496620679618,1.0,1.1519648082658485e-19,0.2702702702702703,0.3235294117647058,0.0785024154589372,0.0,0.2476047073070403,0.2879195836801376,0.139477962719028,0.0,0.1989779490301741,0.2911898036713616,0.2383092799113584,0.2424179277176028,0.2359673154749987,0.3000113409121406,0.1189784626463577,0.3244125320471547,0.1922027787918801,0.3232853764082184,0.2890729363033564,0.6132362758703522,0.0755667506297229,9.70318141062512e-08,0.0679886685552408,0.3199999999999999,0.9698961695169204,0.6688040700840951,0.8947977947308434,0.7638541070998729,0.6986114956575571,,,,,,,,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12
1,2,4,1,0.3880567327211675,0.0455914322920173,0.0,0.839068024307971,0.0968102193946152,1.5749857856541868e-08,8.891757134710459e-09,1.3167221337144726e-05,0.932779437571801,1.0,2.710505431213761e-20,0.1891891891891892,0.2058823529411764,0.0869565217391304,0.0,0.2709305298368689,0.3579724661551444,0.300689946562526,0.0,0.1855035549201371,0.3760356743812992,0.3215995537960776,0.3729500618073484,0.290427094998676,0.3986440889425203,0.3303981241869184,0.3860197110297905,0.1909041055594348,0.4178872573702868,0.3879149593454621,0.6153194410877207,0.0604534005037784,3.218775457789951e-07,0.1161473087818696,0.28,0.9692286795379392,0.7312395945851766,0.8434519127445517,0.4043278247100945,0.7521620686469124,,,,,,,,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,0.03125000000096876,0.03125000000096876,0.03125000000096876,0.03125000000096876,0.03125000000096876,0.03125000000096876
1,2,5,1,0.457457517180039,0.1018745285105325,0.3333333333333333,0.8262254706575398,0.0968102162569924,5.298856400755129e-09,9.20427295818374e-09,4.911313039776116e-05,0.9674127595792464,1.0,4.743384504624082e-20,0.3243243243243243,0.2352941176470587,0.1320450885668277,0.0,0.3088481725391125,0.2402931942595233,0.2855773617382189,0.0,0.2384724966358557,0.2846882563555963,0.3023786509122388,0.3544229450300769,0.3221981913478507,0.2833413783283551,0.3097747658100559,0.3826779271922735,0.2399870638303694,0.3326040534507908,0.3690828156627819,0.6193939619852478,0.0478589420654912,9.70318141062512e-08,0.1048158640226628,0.3600000000000001,0.813135697304935,0.5673153417924217,0.7218804252000126,0.6090203699995306,0.7699422567532285,,,,,,,,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1.0,1.0,1.0,1.0,1.0,1.0
