fid,iid,rep,high_level_category,ela_distr.skewness,ela_distr.kurtosis,ela_distr.number_of_peaks,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.intercept,ela_meta.lin_simple.coef.min,ela_meta.lin_simple.coef.max,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.adj_r2,ela_meta.quad_simple.cond,ela_level.mmce_lda_50,ela_level.mmce_qda_50,ela_level.lda_qda_50,disp.ratio_mean_02,disp.ratio_mean_05,disp.ratio_mean_10,disp.ratio_mean_25,disp.ratio_median_02,disp.ratio_median_05,disp.ratio_median_10,disp.ratio_median_25,disp.diff_mean_02,disp.diff_mean_05,disp.diff_mean_10,disp.diff_mean_25,disp.diff_median_02,disp.diff_median_05,disp.diff_median_10,disp.diff_median_25,ic.h_max,ic.eps_s,ic.eps_max,ic.eps_ratio,ic.m0,nbc.nn_nb.sd_ratio,nbc.nn_nb.mean_ratio,nbc.nn_nb.cor,nbc.dist_ratio.coeff_var,nbc.nb_fitness.cor,ela_meta.quad_w_interact.adj_r2,ela_level.mmce_lda_10,ela_level.mmce_qda_10,ela_level.lda_qda_10,ela_level.mmce_lda_25,ela_level.mmce_qda_25,ela_level.lda_qda_25,t_0,t_1,t_2,t_3,t_4,t_5,t_6,t_7,t_8,t_9,t_10,t_11,t_12,t_13,t_14,t_15
1,1,10,1,0.2261408031695542,0.0576185158879726,0.3333333333333333,0.5973152981361725,0.0165474626770665,1.1450057096528615e-09,7.885818474805434e-09,0.0002342263365195,0.7267848009807281,1.0,1.7787691892340307e-20,0.2700729927007299,0.0769230769230769,0.2727272727272727,0.0209691937195879,0.031999524741566,0.0429373854859703,0.0646986233424675,0.0228174078866705,0.0377845131155075,0.0564456225978205,0.0888410087588263,0.533307175744045,0.5906303389372778,0.5980355699855681,0.6564057429700266,0.5349330257786009,0.6571372507303186,0.6983085718954378,0.7637311523678023,0.4472763914842619,0.0294906166219839,3.066093038997052e-07,0.0419354838709678,0.40625,0.8841493631292809,0.907799457996842,0.9947513220136626,0.0445052692537767,0.7579149613706477,1.0,0.1847826086956522,0.1491228070175438,0.0489394823895699,0.5769230769230769,0.0763358778625954,0.1478073041457925,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,0.046875000000953126,0.03125000000096876,0.046875000000953126,0.046875000000953126,0.046875000000953126,0.046875000000953126
1,1,11,1,0.3017585080371742,0.1140596373403419,0.3333333333333333,0.4432930696335074,0.0165474648236424,1.2139580140190026e-08,3.9775481611141964e-09,3.133579886790188e-06,0.7261763789108496,1.0,1.9481757786848908e-20,0.364963503649635,0.1048951048951049,0.2594773647405227,0.0176577133140743,0.0289345315609166,0.0364746748402071,0.0677876232249445,0.0164951081850132,0.0334005612143819,0.0459314977971326,0.0829519179126036,0.5292136009051961,0.5863953939410183,0.592612748251101,0.6539077494319472,0.5161747543723537,0.6353565978669462,0.673867439236634,0.7390074978654944,0.3201494805674141,0.0241286863270778,1.1268928730276885e-06,0.0870967741935484,0.375,0.8626933283346727,0.8936731941795735,0.9865145243046272,0.0701897618151975,0.7282657830229521,1.0,0.1956521739130434,0.0921052631578947,0.0840630472854641,0.7051282051282048,0.0534351145038167,0.2339117597231298,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,0.08593750000091407,0.07031250000092971,0.08593750000091407,0.08593750000091407,0.08593750000091407,0.08593750000091407
1,1,12,1,0.2927607856754476,0.0992619253379452,0.5,0.451204569823327,0.0165474685151184,4.047814274719723e-09,8.553451564902522e-09,6.551627583486903e-05,0.7775765102499186,1.0,2.1175823681357508e-20,0.218978102189781,0.0839160839160839,0.2150349650349651,0.0192815823464781,0.0339984725380631,0.0440801630968418,0.0882929990342031,0.0157845435391415,0.0334103118709202,0.0501454015773354,0.097811578172287,0.488349982721295,0.5424881889949748,0.5486043852608985,0.6108455329987847,0.4710178590275099,0.5807355779537278,0.6170381002367228,0.6822869350205718,0.5066583303759153,0.0348525469168901,4.923017783686864e-07,0.0612903225806451,0.5104166666666665,0.8968994156480325,0.8743823362921077,0.990259003948545,0.0959772587009022,0.7645312781500828,1.0,0.1956521739130434,0.043859649122807,0.1675423234092236,0.7051282051282048,0.1297709923664122,0.1034632977564801,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,0.007812500000992187,0.007812500000992187,0.007812500000992187,0.007812500000992187,0.007812500000992187,0.007812500000992187
1,1,13,1,0.177866857821407,0.0340896095756087,0.3333333333333333,0.6521052013020754,0.0165474647576132,2.6872405377387486e-09,6.905821974419243e-09,8.234001991583656e-05,0.846873258867688,1.0,1.6940658945086007e-20,0.3576642335766423,0.0489510489510489,0.4863318499682135,0.0181741551915043,0.0267026956738342,0.0363445045486432,0.061863844608348,0.0178128561156157,0.0285119745408953,0.0425196739326899,0.0703732431672014,0.5068596917687391,0.5605939670911472,0.5670365957230966,0.6238053055619851,0.4930107245519444,0.6049259207046654,0.6421557938858834,0.7026356610045004,0.4480138749739177,0.0241286863270778,3.4622621350627813e-07,0.0451612903225806,0.4479166666666665,0.8121736892049849,0.8347699650872586,0.9824492501272516,0.076160771475955,0.7350492610252308,1.0,0.1847826086956522,0.1052631578947368,0.0704566886703489,0.5512820512820511,0.099236641221374,0.1115951499310245,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12
1,1,14,1,0.1624735560836522,0.0257625377049926,0.3333333333333333,0.6123905221003109,0.0165474629460301,7.0717164203958165e-09,7.0704766388763865e-09,2.658861113309275e-05,0.7381639512421059,1.0,1.6940658945086007e-20,0.2043795620437956,0.0349650349650349,0.4125874125874126,0.0320674053040015,0.0436810492057162,0.0596247447463314,0.0961410548792307,0.0300951213483258,0.0490230928511633,0.0736002912065748,0.1181427158140602,0.4967093791277708,0.5495300714678208,0.5579198344895613,0.6174254584515322,0.4948229049925777,0.6084982260916612,0.6479486482697029,0.7134830251301839,0.4911877849107697,0.0241286863270778,3.3607093019667e-07,0.0677419354838709,0.4479166666666665,0.7976883066815728,0.8217470823102468,0.9666400932632032,0.0699669400067265,0.7196468652615498,1.0,0.1956521739130434,0.1184210526315789,0.0652213297904462,0.5897435897435899,0.1908396946564886,0.0590204667747687,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,0.25000000000075,0.27343750000072653,0.27343750000072653,0.27343750000072653,0.27343750000072653,0.27343750000072653
1,1,15,1,0.2208713482033314,0.0514567229186114,0.1666666666666666,0.774083833120752,0.0165474671686266,2.251053934111648e-09,8.624812794078625e-09,0.000125953049144,0.916013471845005,1.0,1.6940658945086007e-20,0.2627737226277372,0.0419580419580419,0.4321678321678322,0.0151453583555359,0.0342209618437265,0.0500899188283198,0.0952940769406014,0.0139778814349374,0.0374574868908829,0.0604685355736585,0.110378439503254,0.4826863861703067,0.5383531952752192,0.5467133125343422,0.6090708984364267,0.4762493739341484,0.5894400469830763,0.6280468094317057,0.694455235478455,0.2522077466784798,0.0402144772117962,3.066093038997052e-07,0.0870967741935484,0.2499999999999997,0.884189124344174,0.8785895386755529,0.9886252686899766,0.0869427611491557,0.7793808763678123,1.0,0.1847826086956522,0.087719298245614,0.0845406782359497,0.5641025641025641,0.1908396946564886,0.0568745613398194,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,0.0781250000009219,0.10156250000089845,0.10156250000089845,0.05468750000094533,0.10156250000089845,0.10156250000089845
1,1,16,1,0.3807176792465719,0.2020312579059813,0.3333333333333333,0.6565794517786333,0.0165474661733913,2.246192515157069e-09,7.1312082929637566e-09,0.0001036544350904,0.8092234642460974,1.0,2.2022856628611812e-20,0.3211678832116789,0.0699300699300699,0.3386613386613387,0.0290858910360467,0.0400548342538267,0.0578346943774755,0.1013139138885539,0.0342445734944865,0.0533631473820321,0.0859858899489593,0.148940139988618,0.5561388769269953,0.6154187139630549,0.625287774558451,0.6928853366638408,0.5585573694973811,0.6861289670385061,0.7311859648505731,0.8046794582378991,0.5709988241548705,0.0375335120643432,3.675932386681001e-07,0.0516129032258064,0.46875,0.8760874142952864,0.8929437598780456,0.9893680726635938,0.0605447896996996,0.7841057890561901,1.0,0.2173913043478261,0.1008771929824561,0.0832224168126094,0.653846153846154,0.1755725190839695,0.0706512742321934,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12
1,1,17,1,0.1850800414763663,0.0369949815014658,0.3333333333333333,0.6702266712221316,0.0165474702583768,1.2464589599535885e-08,7.49269211103809e-09,1.2402501404860796e-05,0.7837986914110191,1.0,5.251604272976662e-20,0.4306569343065692,0.0349650349650349,0.7016317016317016,0.0316043992839747,0.0450125583891326,0.0586684685206206,0.0883499295654433,0.0317548434691033,0.0537759177261723,0.0756947505788504,0.1136232994637433,0.4718317627669249,0.5227627213434776,0.5297958610690194,0.5839007795667934,0.4878647235769883,0.600889739454301,0.6388164560739545,0.7017276239460002,0.5331493078833329,0.0402144772117962,4.647687379986257e-07,0.0483870967741935,0.4166666666666667,0.8316362443177681,0.8176551203806168,0.9798720118449716,0.0758945342323732,0.7270470508445442,1.0,0.1847826086956522,0.1491228070175438,0.0489394823895699,0.5641025641025641,0.2213740458015267,0.0477371575522937,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,0.007812500000992187,0.007812500000992187,0.007812500000992187,0.007812500000992187,0.007812500000992187,0.007812500000992187
1,1,18,1,0.240656505327821,0.0823274506039403,0.3333333333333333,0.728632038709915,0.0165474688385742,8.064955976847258e-09,7.398140287688795e-09,2.360337399473741e-05,0.8100223175542577,1.0,1.2790197503539938e-19,0.1970802919708028,0.0699300699300699,0.2367632367632367,0.0384399713199136,0.0584385611639539,0.0799392779361952,0.1346936467325516,0.038540587761205,0.057346021806042,0.0921582473366981,0.1504840739332381,0.4316297276112385,0.4809718803237536,0.4909016407122024,0.552950352051799,0.4335936736407279,0.5322693662941225,0.5712141170110958,0.6382807758209499,0.4455727952206421,0.0402144772117962,1.0679834862576577e-06,0.096774193548387,0.3229166666666667,0.8445748872875367,0.8771657848750172,0.9855190271641968,0.0486337897922609,0.7137720677042132,1.0,0.1847826086956522,0.0789473684210526,0.0936952714535901,0.5641025641025641,0.099236641221374,0.1135264648224788,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,0.01562500000098438,0.01562500000098438,0.01562500000098438,0.01562500000098438,0.01562500000098438,0.01562500000098438
1,1,19,1,0.2338736543044642,0.061338110148622,0.3333333333333333,0.5603765828616151,0.0165474627469226,2.245189757644637e-10,6.026888929201035e-09,0.0009486958889874,0.8188827291485626,1.0,1.2536087619363645e-19,0.3430656934306568,0.0489510489510489,0.4710743801652892,0.0167032206458204,0.0209390891880709,0.0271752508400847,0.0473430158244281,0.0161567076529864,0.0241368213729412,0.035560005705477,0.0608276359882752,0.5457946661762308,0.6025052079372779,0.6088057310294026,0.6682273017862421,0.5341835579296335,0.6550031280413654,0.6949779090127123,0.7587420595408121,0.3380852013824236,0.0241286863270778,6.341179307340254e-08,0.0032258064516129,0.2916666666666665,0.8587812903772496,0.8600831374554136,0.9842341808908645,0.1157902412159858,0.7439777421526297,1.0,0.1847826086956522,0.0964912280701754,0.0769118505545826,0.5897435897435899,0.1603053435114504,0.0717092989118597,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,0.007812500000992187,0.007812500000992187,0.007812500000992187,0.007812500000992187,0.007812500000992187,0.007812500000992187
1,2,0,1,0.2242301330014645,0.0531720673561708,0.1666666666666666,0.8255674175389269,0.0165477584584951,1.3855765407018958e-08,6.807094968176154e-09,8.586451425286534e-06,0.9325772040022026,1.0,3.4728350837426314e-20,0.2992700729927007,0.0419580419580419,0.4741258741258741,0.0178864870511153,0.0247915454608937,0.034339655359285,0.0577164069320738,0.0182203380473342,0.0300878181756193,0.0468601009414897,0.077776966921369,0.4202013477572228,0.4636202221941073,0.4680920851151972,0.5140841045195007,0.4643225158928051,0.5700456578098205,0.6059347607258333,0.664802679662199,0.3121108971264799,0.0509383378016086,5.837955684521638e-07,0.0741935483870968,0.3229166666666667,0.767859044007813,0.7526106072957646,0.9682925656842316,0.1259981395278999,0.8061433612564445,1.0,0.1847826086956522,0.1008771929824561,0.073555166374781,0.6153846153846154,0.0916030534351145,0.1309082988455674,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,0.03125000000096876,0.03125000000096876,0.03125000000096876,0.03125000000096876,0.03125000000096876,0.03125000000096876
1,2,1,1,0.2470371514072239,0.0689068355902696,0.6666666666666666,0.8118304358797718,0.0165477480784466,1.4743513670187273e-08,6.480738556527805e-09,6.783844444355586e-06,0.9195239359099052,1.0,2.710505431213761e-20,0.3284671532846716,0.0419580419580417,0.5076923076923079,0.0206105154761453,0.0275486669254442,0.0355102547262715,0.0683745399874865,0.0193732567052772,0.030325219720067,0.0455790682124752,0.0904154992555369,0.4616954367666946,0.5095532468781725,0.514211196586039,0.5690347592900036,0.4780243285390996,0.5863909591832765,0.6227465765656458,0.6873741301737264,0.4374114263306867,0.0402144772117962,1.7060640162150205e-07,0.0580645161290323,0.46875,0.7967464585466899,0.8332861266559357,0.977793003367906,0.0891751385750168,0.7981522738178353,1.0,0.1847826086956522,0.0482456140350877,0.1479186312811531,0.5512820512820511,0.1526717557251908,0.0716520464941288,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12
1,2,2,1,0.2043634043656284,0.0484878908029985,0.3333333333333333,0.8537996157135573,0.0165477545171616,2.0561301833802092e-08,9.236043983134016e-09,6.910324575291411e-06,0.9132340001521624,1.0,1.2705494208814504e-20,0.2627737226277372,0.0279720279720279,0.5559440559440559,0.0189733144044051,0.0259541687349268,0.03559658226477,0.0646981140296615,0.0192306113836941,0.0323831287137712,0.0461548237474814,0.0842945520746078,0.4087890382096567,0.4508608680347172,0.4550943485084215,0.5026701369187515,0.4544573115546989,0.5583134566296175,0.5922586538297665,0.6528687410177033,0.3675391837283031,0.0536193029490617,4.923017783686864e-07,0.0774193548387096,0.3854166666666667,0.8543277926778099,0.8638475350251902,0.9860319945267018,0.1140198217763015,0.808827457164069,1.0,0.1847826086956522,0.087719298245614,0.0845406782359497,0.5512820512820511,0.1526717557251908,0.0716520464941288,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,0.03125000000096876,0.03125000000096876,0.03125000000096876,0.03125000000096876,0.03125000000096876,0.03125000000096876
1,2,3,1,0.2983508848513092,0.1067822523343893,0.5,0.6991165021381803,0.0165477526213876,1.1712049885941525e-08,9.464973631944698e-09,1.9490216384084456e-05,0.9380282414620664,1.0,2.625802136488331e-20,0.2262773722627737,0.0489510489510489,0.3490146217418945,0.0156907145669639,0.0255793207987442,0.0329727606885018,0.0695197182398404,0.0136603649070001,0.0254154559218668,0.0356443877585529,0.0738014112273614,0.4219352500185003,0.4672464260138727,0.4707239581613209,0.5235625259315655,0.4139349998456293,0.5088765874886436,0.5387273245379516,0.5963638888423083,0.4209283458438406,0.0589812332439679,2.8825753230546577e-07,0.0774193548387096,0.3541666666666665,0.852749550561098,0.7342909250049114,0.9663985644566384,0.2084340389903072,0.8161238733580225,1.0,0.1847826086956522,0.0350877192982456,0.1943957968476357,0.5897435897435899,0.0839694656488549,0.1375936196236785,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12
