fid,iid,rep,high_level_category,ela_distr.skewness,ela_distr.kurtosis,ela_distr.number_of_peaks,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.intercept,ela_meta.lin_simple.coef.min,ela_meta.lin_simple.coef.max,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.adj_r2,ela_meta.quad_simple.cond,ela_level.mmce_lda_50,ela_level.mmce_qda_50,ela_level.lda_qda_50,disp.ratio_mean_02,disp.ratio_mean_05,disp.ratio_mean_10,disp.ratio_mean_25,disp.ratio_median_02,disp.ratio_median_05,disp.ratio_median_10,disp.ratio_median_25,disp.diff_mean_02,disp.diff_mean_05,disp.diff_mean_10,disp.diff_mean_25,disp.diff_median_02,disp.diff_median_05,disp.diff_median_10,disp.diff_median_25,ic.h_max,ic.eps_s,ic.eps_max,ic.eps_ratio,ic.m0,nbc.nn_nb.sd_ratio,nbc.nn_nb.mean_ratio,nbc.nn_nb.cor,nbc.dist_ratio.coeff_var,nbc.nb_fitness.cor,ela_meta.quad_w_interact.adj_r2,ela_level.mmce_lda_10,ela_level.mmce_qda_10,ela_level.lda_qda_10,ela_level.mmce_lda_25,ela_level.mmce_qda_25,ela_level.lda_qda_25,t_0,t_1,t_2,t_3,t_4,t_5,t_6,t_7,t_8,t_9,t_10,t_11,t_12,t_13
1,1,10,1,0.2140104598962807,0.0575726190753258,0.2857142857142857,0.6120825706488869,0.0146488385463604,1.403404111631968e-09,8.15538183662893e-09,0.0015728780026412,0.7381962314844774,1.0,1.1858461261560203e-20,0.4387755102040817,0.0204081632653062,0.6368527633660004,0.0072351221147307,0.0122006602320542,0.0169250450235856,0.0332378369677891,0.0075555454992384,0.0166494117199285,0.0227679290771411,0.05221885352136,0.5147967408952971,0.6137497109736051,0.6086527821887051,0.6803503598238344,0.5668473264537187,0.7117800214364929,0.7020876154304416,0.7925682535403701,0.3422361256662831,0.0416666666666666,2.3245139127967925e-07,0.0360655737704918,0.4150943396226413,0.8220731997458732,0.9559610868030834,0.99504934780683,0.0452317731194223,0.7475093945305943,1.0,0.1568627450980392,0.1294498381877022,0.0950752393980848,0.5068493150684932,0.1443298969072165,0.1388975929354793,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,0.046875000000953126,0.03125000000096876,0.046875000000953126,0.046875000000953126,0.046875000000953126,0.046875000000953126
1,1,11,1,0.2856705135305946,0.1105245317520147,0.2857142857142857,0.4406588938268603,0.0146488403459721,1.3057007741064998e-08,3.940849600792712e-09,2.3546095282452468e-05,0.7287671632537173,1.0,2.625802136488331e-20,0.3877551020408163,0.0714285714285714,0.2526553846369282,0.003361551965675,0.0059342303050197,0.0079536344712288,0.0187401728006619,0.0034462759946053,0.007554130571119,0.010302577501968,0.0267272917945256,0.5115024523666521,0.6092767301884673,0.6034663105607863,0.6731766623344791,0.558187878465781,0.7000336454462638,0.6898289279761094,0.7765276371703276,0.1935904334292577,0.0194444444444443,2.710896207278514e-07,0.0295081967213115,0.4402515723270438,0.8038774687439492,0.9490456884631098,0.9874090100557456,0.0528810734568611,0.7314299372083837,1.0,0.2026143790849673,0.0776699029126213,0.1872093023255813,0.6095890410958904,0.0618556701030928,0.3191283292978209,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,0.08593750000091407,0.07031250000092971,0.08593750000091407,0.08593750000091407,0.08593750000091407,0.08593750000091407
1,1,12,1,0.276666839755861,0.0967512960427045,0.7142857142857142,0.4604678235624684,0.0146488444526486,4.197775812600881e-09,9.129893150217454e-09,0.0005460745934429,0.7814281865229727,1.0,5.082197683525802e-21,0.3418367346938776,0.0306122448979592,0.4188082769963839,0.0138127023607812,0.0183834240437725,0.0220805206817115,0.038982923386619,0.0114962958799868,0.0203984532292986,0.025333716388406,0.0508069435045152,0.4767725766290895,0.5682341412944942,0.5634272660279622,0.6308130699267909,0.5206652161875558,0.6531668643996988,0.6437880228381235,0.7248955382819797,0.4772464489118346,0.0249999999999999,5.004419980610799e-07,0.0852459016393442,0.5220125786163522,0.8296435051021933,0.9407247341336912,0.9907575954565466,0.0511547757150012,0.7666181012096964,1.0,0.1568627450980392,0.0873786407766989,0.1387265265514239,0.5205479452054795,0.1237113402061856,0.1627118644067797,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,0.007812500000992187,0.007812500000992187,0.007812500000992187,0.007812500000992187,0.007812500000992187,0.007812500000992187
1,1,13,1,0.1674210427996958,0.0346683668145978,0.4285714285714285,0.666604576224806,0.0146488406866089,2.0989839805509892e-09,7.190523483719919e-09,0.000906030947539,0.8568115266204822,1.0,1.4399560103323106e-20,0.4591836734693877,0.0714285714285714,0.2933351070905946,0.0104584971883406,0.0144100797650202,0.0164029289214301,0.0243084088177008,0.011535024229739,0.0197959930309325,0.0229446865524751,0.0376219706614011,0.4941433081570546,0.5887923776540662,0.5831643279721418,0.6495862178358268,0.5553864375103733,0.6968144209088469,0.6865805870179283,0.7717264634108902,0.3496150952609869,0.0333333333333332,2.3245139127967925e-07,0.0688524590163934,0.490566037735849,0.7598705230047011,0.921736840929759,0.9841774491350326,0.0501124363512813,0.7578021559743398,1.0,0.1503267973856211,0.1941747572815533,0.0593520706379803,0.4931506849315067,0.11340206185567,0.1673123486682809,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12
1,1,14,1,0.1532716186389776,0.0269992182000035,0.2857142857142857,0.6304895988832939,0.0146488387069571,6.9418892016748485e-09,7.285111663419902e-09,0.0002324144382768,0.7579719739683819,1.0,7.199780051661553e-21,0.3571428571428571,0.076530612244898,0.2215644539044831,0.0108720185885695,0.013436046411026,0.0188809857864382,0.040112284099443,0.0135266836843533,0.0188524112287705,0.0262549838477061,0.0675411150222964,0.4785201505724867,0.5697323562544265,0.5655520829871195,0.6347823663306312,0.5554576341357362,0.6960063022290106,0.6867838430690241,0.7775089556518224,0.5904220646290634,0.0277777777777777,2.782105695205916e-07,0.0622950819672132,0.5283018867924528,0.7475386229601344,0.916572261652574,0.9690586145895363,0.0467605715169405,0.7514487165529751,1.0,0.1764705882352942,0.0711974110032362,0.1814784053156146,0.5205479452054795,0.1082474226804123,0.1821361312886737,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,0.25000000000075,0.27343750000072653,0.27343750000072653,0.27343750000072653,0.27343750000072653,0.27343750000072653
1,1,15,1,0.2085261354571159,0.0517428987054331,0.2857142857142857,0.7836932755951723,0.014648843171354,2.3485683642458743e-09,8.868452920431165e-09,0.0009966754992325,0.9166707807534804,1.0,1.1858461261560203e-20,0.4081632653061225,0.086734693877551,0.2230701319433526,0.0037166934763137,0.0061476144004711,0.0083640918972013,0.0203091262462419,0.0036516025602095,0.0070770274529372,0.0096786308331936,0.0269646476542161,0.4703404943681939,0.56035234473701,0.555204149312807,0.620360630261551,0.5240865787555163,0.6566371656300105,0.6467392043066732,0.7271090710462071,0.2246000672583155,0.0444444444444443,2.2082406738967938e-07,0.059016393442623,0.4276729559748425,0.8174423269399846,0.9431330927338172,0.9898771893364772,0.0608043034552104,0.7900581269025138,1.0,0.1503267973856211,0.064724919093851,0.174865831842576,0.4863013698630138,0.056701030927835,0.2801595214356929,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,0.0781250000009219,0.10156250000089845,0.10156250000089845,0.05468750000094533,0.10156250000089845,0.10156250000089845
1,1,16,1,0.3639533342323626,0.1949241937751902,0.4285714285714285,0.6579971292501205,0.0146488420865015,2.6165990277144514e-09,7.149002049327366e-09,0.0007097812198675,0.8098450525197947,1.0,7.199780051661553e-21,0.4081632653061225,0.0561224489795919,0.3209392044698682,0.0050686055435536,0.0075033865050892,0.0110177190299312,0.0280838888887062,0.005976437333156,0.0112086401845317,0.0165938788010479,0.0491859617998874,0.5320479266743008,0.6335522378188322,0.6278460717506285,0.7017380559440622,0.5861068555164585,0.7354172329999064,0.7253522283531532,0.8197918506120435,0.3529873086166419,0.0333333333333332,1.389157642064112e-07,0.0754098360655738,0.40251572327044,0.815438252303333,0.9498370011426968,0.98960166838697,0.0382746531731547,0.7826728999773974,1.0,0.1830065359477126,0.0679611650485436,0.1940264477884176,0.5136986301369864,0.0670103092783504,0.2610169491525423,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12
1,1,17,1,0.1745807938393278,0.0376176482475085,0.2857142857142857,0.6808511953355973,0.0146488462349734,1.2542505430878766e-08,7.768041597144141e-09,0.0001100044850239,0.7925573887591434,1.0,8.893845946170154e-21,0.489795918367347,0.0306122448979592,0.5643571540870995,0.0062371707173446,0.0102551732914169,0.0127868852673172,0.02776173123036,0.0075150431709741,0.0146574051476271,0.0185291493271498,0.0451607419736582,0.4570218700744126,0.5450207140212231,0.5401501009858868,0.6048135648313417,0.5453190807603074,0.6841715035747689,0.6742806478428898,0.7604754344564858,0.3341359986940071,0.0444444444444443,4.755643052625322e-07,0.0622950819672132,0.559748427672956,0.7734139524350756,0.9148103348753278,0.9815854133615252,0.0334055272999831,0.7423131732808835,1.0,0.1503267973856211,0.0679611650485436,0.1678066575467396,0.4863013698630138,0.0618556701030928,0.2639225181598063,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,0.007812500000992187,0.007812500000992187,0.007812500000992187,0.007812500000992187,0.007812500000992187,0.007812500000992187
1,1,18,1,0.2236724090921653,0.0775004063991433,0.2857142857142857,0.7478211722870347,0.0146488447457917,7.624348326812513e-09,7.488284600326214e-09,0.0002130166811389,0.824180129004706,1.0,4.235164736271502e-21,0.3112244897959184,0.076530612244898,0.1967207662631369,0.0098039366246644,0.0140595289366155,0.0181688004792637,0.0388376734963376,0.0090294987840799,0.0151470569687508,0.0204084892178993,0.0478251106957257,0.4132063009850894,0.4929586365889936,0.4894140734172066,0.5514896366417894,0.4770686962967606,0.5973754172925141,0.5887907586278216,0.6629980719496779,0.3632404396369872,0.0416666666666666,4.2943821614362587e-07,0.121311475409836,0.5408805031446541,0.7872099293344235,0.9426986347173985,0.9877817488230298,0.0423176240287022,0.7296006033876663,1.0,0.1503267973856211,0.0873786407766989,0.1344360154209675,0.4863013698630138,0.0824742268041237,0.2137354171252476,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,0.01562500000098438,0.01562500000098438,0.01562500000098438,0.01562500000098438,0.01562500000098438,0.01562500000098438
1,1,19,1,0.2219187121730673,0.0614212097177482,0.5714285714285714,0.5671568323294663,0.0146488385745882,1.0195724481623558e-09,6.210511270720322e-09,0.0016714741877029,0.8226313538088617,1.0,1.3552527156068804e-20,0.4795918367346939,0.0306122448979592,0.5543193004946364,0.0053121263154652,0.0082208589562939,0.0106669716745543,0.0209973973040899,0.0071967274096834,0.0128697878600559,0.0166741373323074,0.0384265032756483,0.5284715970687213,0.6294313987716696,0.6234821857638471,0.6950600060384343,0.589435556505154,0.7396317059200759,0.7292437646851031,0.8225467466838585,0.3308969902061547,0.0194444444444443,1.2525678936103e-07,0.0,0.3270440251572326,0.7992759910386411,0.9337828600882212,0.9847792262985136,0.0521268240195662,0.7518102214435277,1.0,0.1503267973856211,0.1100323624595468,0.108156634746922,0.5273972602739727,0.1443298969072165,0.1437686939182453,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,0.007812500000992187,0.007812500000992187,0.007812500000992187,0.007812500000992187,0.007812500000992187,0.007812500000992187
1,2,0,1,0.2126268449315882,0.0537516512191232,0.4285714285714285,0.8326311587651772,0.0146491364556188,1.4284819718469758e-08,7.2088160096105304e-09,7.801489686190297e-05,0.935938049073536,1.0,3.3881317890172014e-21,0.3571428571428571,0.0357142857142857,0.394550130814598,0.0045535807811201,0.006436552834918,0.0078672453771354,0.0174185366164469,0.0060288020674144,0.0090993807933907,0.0113250168938952,0.0273234158266234,0.4173064797025981,0.4970928722096016,0.4923807640019075,0.5501145229928426,0.5270567148631911,0.6600426781750651,0.6499817158572214,0.7303985376335445,0.3237324091388929,0.0527777777777777,1.071980725833944e-07,0.0655737704918032,0.4779874213836478,0.7194316939496241,0.8838626891303438,0.9707044706212804,0.05643186285693,0.812042389646638,1.0,0.1503267973856211,0.0906148867313915,0.1300193127866741,0.4794520547945207,0.0670103092783504,0.2464891041162227,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,0.03125000000096876,0.03125000000096876,0.03125000000096876,0.03125000000096876,0.03125000000096876,0.03125000000096876
1,2,1,1,0.2338179601494422,0.0683545029461529,0.5714285714285714,0.8197427364171511,0.0146491261677916,1.4555587793995698e-08,6.644869021394789e-09,6.483539505503966e-05,0.9206029617526053,1.0,1.3552527156068804e-20,0.4132653061224491,0.0408163265306123,0.4079982808198851,0.0110884274644799,0.0166254300452551,0.0201445613579543,0.0328518764447168,0.0118332735014604,0.0209370196100449,0.0257651302256415,0.0471423573279636,0.4535459773308216,0.5412296443725981,0.5367405979843953,0.599947142090659,0.5245447217812207,0.65808823602283,0.6486199406075435,0.7292970618134877,0.5077407199683746,0.0333333333333332,3.877606269401378e-07,0.0524590163934426,0.559748427672956,0.7479510465511094,0.9208243143499144,0.9797352973042792,0.0454455720730608,0.8138598569319387,1.0,0.1568627450980392,0.1359223300970873,0.0904582763337893,0.5136986301369864,0.1649484536082474,0.124455205811138,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12
1,2,2,1,0.1931887938995915,0.0485821297794032,0.5714285714285714,0.8626514517704732,0.0146491325306507,2.0630389250035763e-08,9.357778656557562e-09,6.224910267527508e-05,0.9182884625323844,1.0,1.6940658945086007e-20,0.403061224489796,0.0816326530612246,0.2328689890217095,0.0146681386538983,0.0216131584364956,0.0257174245725609,0.0383862396971355,0.0158316191406439,0.0290778331982224,0.0344555563214616,0.0594036265591933,0.4094593386564662,0.4894474127996504,0.4858893830890909,0.5436948065869605,0.5128195648757643,0.644228629309779,0.6349456767066803,0.7139620593616357,0.4314214550150443,0.0583333333333333,6.135837293775117e-07,0.0918032786885246,0.3459119496855346,0.7954747293424456,0.9343678904135782,0.9870793061848896,0.0708223772040006,0.8159775020360978,1.0,0.1503267973856211,0.1909385113268608,0.0605072082500263,0.4863013698630138,0.2113402061855669,0.0936067178403997,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,0.03125000000096876,0.03125000000096876,0.03125000000096876,0.03125000000096876,0.03125000000096876,0.03125000000096876
1,2,3,1,0.2821986022701589,0.1037726408182573,0.7142857142857142,0.7087458421061958,0.0146491307397741,9.593477205857987e-09,9.71648352315176e-09,0.0002189647378193,0.9411516058368372,1.0,2.1599340154984662e-20,0.3316326530612246,0.0561224489795919,0.2691815218837302,0.0037835567901389,0.0045212629868556,0.0062133510851801,0.0155588494231013,0.003582844805438,0.0051476860778893,0.0069800719486359,0.0186997162422787,0.4181787789719347,0.4976661097253035,0.4930786412802515,0.5508555630879218,0.4846526061949671,0.6059529672669655,0.5962018440064185,0.6672626225467466,0.2667194062051656,0.0638888888888889,5.983478265871581e-07,0.0622950819672132,0.490566037735849,0.7829607721425533,0.8756420536264822,0.96913722294619,0.091082325426638,0.8072455455448213,1.0,0.1503267973856211,0.0809061488673138,0.1441242663607078,0.4863013698630138,0.0463917525773195,0.3191283292978208,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12
