fid,iid,rep,high_level_category,ela_distr.skewness,ela_distr.kurtosis,ela_distr.number_of_peaks,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.intercept,ela_meta.lin_simple.coef.min,ela_meta.lin_simple.coef.max,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.adj_r2,ela_meta.quad_simple.cond,ela_meta.quad_w_interact.adj_r2,ela_level.mmce_lda_25,ela_level.mmce_qda_25,ela_level.lda_qda_25,ela_level.mmce_lda_50,ela_level.mmce_qda_50,ela_level.lda_qda_50,disp.ratio_mean_02,disp.ratio_mean_05,disp.ratio_mean_10,disp.ratio_mean_25,disp.ratio_median_02,disp.ratio_median_05,disp.ratio_median_10,disp.ratio_median_25,disp.diff_mean_02,disp.diff_mean_05,disp.diff_mean_10,disp.diff_mean_25,disp.diff_median_02,disp.diff_median_05,disp.diff_median_10,disp.diff_median_25,ic.h_max,ic.eps_s,ic.eps_max,ic.eps_ratio,ic.m0,nbc.nn_nb.sd_ratio,nbc.nn_nb.mean_ratio,nbc.nn_nb.cor,nbc.dist_ratio.coeff_var,nbc.nb_fitness.cor,sigma,d_norm,d_mean,ps_norm,ps_mean,pc_norm,pc_mean,loglikelihood,mhl_norm,mhl_mean,BFGS,DE,MLSL,Non-elitist,PSO,Elitist
1,1,10,0.0,0.3649752100666711,0.0607094173509231,0.25,0.47217398119965737,0.024570813669671888,1.320480214496783e-09,5.692770201738042e-09,0.00018554291029863207,0.6782070860542829,0.9999999999999842,1.7255532601206068e-12,0.9999999999999952,0.6666666666666667,0.11320754716981134,0.19849624060150378,0.25862068965517243,0.13725490196078435,0.1346153846153846,0.17534073540417988,0.23892298925904645,0.2707487868023548,0.2082972604330875,0.17492151372881423,0.23889481701323115,0.260465498554524,0.225680452216303,0.29031571356834807,0.44174848713449527,0.47649203666475326,0.44466805436489687,0.29594390129653597,0.4457271586817246,0.427663081443543,0.48002761120093473,0.5416195709136935,0.030769230769230826,6.791641472457033e-08,0.08630952380952375,0.49459459459459465,0.9086116857770736,0.9037462045453082,0.9820604298095243,0.13447615110316402,0.5467312800333126,0.25960344234634614,0.1795701333592905,0.20212782085393188,0.42262037644976513,0.34459637820438793,0.3258618410278974,0.34342505025609416,0.5840007661209431,0.43494848726164725,0.4834205479292498,1e-12,1e-12,1e-12,1e-12,0.11350944034117537,1e-12
1,1,11,0.0,0.4595425694198505,0.14477067552464234,0.25,0.426597446668596,0.024570815964083458,1.12468790297352e-08,3.1891364384615424e-09,5.882063382406966e-06,0.7273918529774561,0.9999999999999898,1.2810987080197345e-12,0.9999999999999952,0.7333333333333333,0.18867924528301888,0.1398496240601504,0.5172413793103449,0.21568627450980396,0.18121301775147927,0.12894458133598724,0.2384886738300092,0.2692773074390479,0.2619635181334627,0.13199660917141484,0.2488310959435306,0.26883587723778724,0.2915146646793059,0.25764815260241314,0.4330578912785606,0.4650232432307476,0.46964451035595506,0.2711200783258002,0.4515791609612392,0.43239867793421843,0.5234878543032,0.7762047524894329,0.010256410256410345,1.6631732550622335e-07,0.05654761904761899,0.34594594594594597,0.8827826824691396,0.8526503555643532,0.9624577547628359,0.13930890833667775,0.6043102031863042,0.21979616157362966,0.17498269112641784,0.20459277141692245,0.2486382272626761,0.6550829896833625,0.23545190234428742,0.6140154930504157,0.5010487466592832,0.6786145124486046,0.7435711053069511,1e-12,1e-12,1e-12,1e-12,0.07411424185110582,1e-12
1,1,12,0.0,0.44648393142732357,0.11523012656387571,0.5,0.5710596298963831,0.02457082204869827,2.8268983889198422e-09,4.026143956522949e-09,5.7847160087280594e-05,0.8096899756453138,0.999999999999994,4.5328917096227163e-13,0.9999999999999968,0.6,0.20754716981132076,0.10375939849624059,0.5517241379310345,0.25490196078431376,0.16346153846153844,0.12578133144716377,0.1821716635043822,0.27488697305688925,0.2079338073786729,0.13212233325706707,0.1922849969792534,0.26981256933833975,0.23636225476687645,0.23272630284106927,0.3587052113526199,0.42943634218407734,0.3850249993123595,0.25617981603293616,0.3920607899389509,0.4093061457344994,0.45809194247861756,0.8963153922183427,0.02307692307692316,3.1929231441664293e-07,0.06249999999999999,0.7621621621621621,0.9021414847658848,0.8711703378012712,0.9775623555428006,0.21450282968229217,0.6097187346568731,0.2728934324208081,0.08056176608830223,0.09601840398937345,0.20487855308992703,0.6774535945324558,0.14750454048419637,0.6054798436844325,0.6140613779573055,0.42601706702481645,0.44400466580129816,1e-12,1e-12,1e-12,1e-12,0.017845447440012555,1e-12
1,1,13,0.0,0.3151809390635545,0.03539570020498791,0.0,0.5124550632410287,0.024570815116482396,2.528979012302519e-09,4.791044489471211e-09,7.830620632568633e-05,0.7765262915280835,0.9999999999999769,1.8101315090660996e-12,0.9999999999999893,0.7333333333333333,0.15094339622641512,0.17112781954887218,0.31034482758620696,0.13725490196078435,0.16346153846153844,0.10427740749265821,0.1645406835560169,0.25833622674475676,0.2960094743482537,0.10156486280162068,0.15439335574740998,0.2349523493283852,0.28276408998686914,0.2325712085682754,0.3667465134857436,0.4398213482479113,0.4758280214287303,0.23283302065954098,0.3587061032728253,0.37792632496020656,0.4844005251383255,0.7338074336086637,0.028205128205128244,3.0939445070666216e-07,0.08928571428571425,0.6135135135135135,0.8706730930900244,0.8036865500422095,0.9225989806785528,0.14965101175233142,0.4396368833020571,0.2947286984387155,0.30864630529771797,0.3517017545331238,0.36987955617373414,0.38420175552852787,0.3104154299375955,0.39690953130845275,0.5222000409987299,0.3729961409756145,0.42128736125189303,1e-12,1e-12,1e-12,1e-12,1.0,1e-12
1,1,14,0.0,0.2847757323767711,0.0179718951195713,0.0,0.4619316236130368,0.02457081582671526,1.0857959015433638e-09,4.376094708474917e-09,0.0001760055861740852,0.5983849362351086,0.9999999999999706,7.489181106187402e-13,0.9999999999999913,0.7333333333333333,0.169811320754717,0.15406698564593302,0.3620689655172414,0.19607843137254904,0.1346153846153846,0.1358171951926446,0.23212900143621082,0.24109250616951194,0.25510014780677454,0.13349958709160833,0.21506963774984916,0.2266912848703635,0.2721990018261145,0.24085636378445124,0.39849494283029974,0.40618780174231944,0.4243119152524613,0.2441418918081084,0.38909673974532977,0.35705080199290634,0.46122860031476465,0.8020936619712127,0.01282051282051283,2.6279304320181525e-07,0.05952380952380951,0.6135135135135135,0.8352130637137893,0.7513039933726087,0.8997467432954653,0.2587149151854623,0.43124463627721465,0.3267518521433054,0.2031521208285545,0.22566282906548119,0.2843095204465107,0.7251064849330242,0.31205796108816625,0.659885900894683,0.47613177230324033,0.4987271916060124,0.5403890782765003,1e-12,1e-12,1e-12,1e-12,0.07167757065382944,1e-12
1,1,15,0.0,0.3552231127872332,0.04593603494852695,0.25,0.7165648380165722,0.024570816877002195,2.456103940724459e-09,7.54416590990137e-09,0.00012820306134349373,0.915649414359377,0.9999999999999883,2.274257341728736e-12,0.999999999999994,0.7333333333333333,0.20754716981132076,0.12781954887218044,0.17241379310344832,0.17647058823529416,0.06381118881118879,0.13827377613668526,0.24508179132774416,0.33924004694629456,0.31083129549260063,0.14029042939076045,0.2372002785165541,0.3397048281204745,0.32745354499650947,0.256476570560072,0.4280509959133709,0.5036557895332741,0.4917371621701273,0.26807701812428036,0.4330647731107079,0.46739853884847826,0.535128235538314,0.682742340804968,0.04358974358974374,3.297050176614334e-07,0.09821428571428562,0.19729729729729728,0.9398896417235618,0.8100563612474283,0.9510765906557852,0.30367735594260004,0.5882854115161218,0.3426368935134546,0.23156382326443126,0.2598301065107185,0.49667871248174966,0.6026074159565782,0.3636707419479902,0.5439324557695597,0.518247251492702,0.4050177131530752,0.4491750507335881,1e-12,1e-12,1e-12,1e-12,0.04180370007912886,1e-12
1,1,16,0.0,0.5434243860162451,0.274657231110685,0.5,0.6071634239583229,0.024570816246421386,4.77690727931394e-10,6.5663119860882706e-09,0.0006029118870161436,0.8033661096866915,0.9999999999999905,9.121159180730401e-14,0.9999999999999979,0.8,0.11320754716981134,0.23759398496240602,0.3965517241379311,0.09803921568627452,0.28296703296703296,0.09694491164616388,0.13291713743458622,0.20162771940234006,0.1529528194676651,0.09605181898942998,0.1324739029145925,0.18885147449059683,0.17856156485779595,0.2556161035671027,0.38824974952283703,0.448108954382998,0.4285977056701557,0.2593937882069228,0.39007773914423033,0.395418825529301,0.46408174998843427,0.5755665409942714,0.038461538461538575,2.1426678778146846e-07,0.06249999999999999,0.34594594594594597,0.87179664706168,0.9461367245502745,0.9839269394140864,0.02515530028993751,0.6561336231346684,0.16783568872631768,0.10887525353623273,0.12768995094818947,0.2857324287474261,0.5251049104731645,0.19871237735552932,0.48420643816707254,0.6681806824312574,0.5129063543683825,0.564962500654652,1e-12,1e-12,1e-12,1e-12,0.42346669295887845,1e-12
1,1,17,0.0,0.3170932342832561,0.03628997264084548,0.25,0.6261391739748353,0.02457082125389979,1.170226595409758e-08,5.719020434043841e-09,1.4500471085074278e-05,0.7969506269552659,0.999999999999975,0.0,0.9999999999999949,0.8333333333333334,0.169811320754717,0.175393028024607,0.27586206896551724,0.19607843137254904,0.09855769230769229,0.13678881962302272,0.2082510695179709,0.26155663975146376,0.24702652758851606,0.13189544979542855,0.1883132601349368,0.24254206429043368,0.24256651004769542,0.20852164171539966,0.3302441394572633,0.3622503539337301,0.35299583179050453,0.20666050750715392,0.31312386987822677,0.3079213902954628,0.3705417598848497,0.5229814547410676,0.03589743589743598,2.6279304320181525e-07,0.05952380952380951,0.2567567567567566,0.9040063062312285,0.8020755907050376,0.9338332861508729,0.19267973363979152,0.5102906710347547,0.3660291836393026,0.2733416441746257,0.3053091558979848,0.25740140658348903,0.37137009648196523,0.19455436957710698,0.40052169337415494,0.5016847380638794,0.3486049595966869,0.42724306889790564,1e-12,1e-12,1e-12,1e-12,0.003781770038391374,1e-12
1,1,18,0.0,0.43059368230044204,0.1467970046027298,0.25,0.6394873681545646,0.02457082039224006,1.3717691162586232e-08,6.325585753901502e-09,1.3156061246668137e-05,0.7438351505340473,0.9999999999999892,5.54011858565069e-13,0.9999999999999962,0.7666666666666666,0.11320754716981134,0.22781954887218048,0.22413793103448282,0.17647058823529416,0.08741258741258742,0.24548591256592214,0.3383954146700455,0.3391530548185599,0.39106899547152335,0.2449700262227746,0.3490340573188468,0.34358876985640935,0.407052209401248,0.28551406568044047,0.4354004503802363,0.42261528105417956,0.4708340152408562,0.2950506653273697,0.4553184506718488,0.40003430345052565,0.5228133511200022,0.84262486781958,0.038461538461538575,4.4824754411224594e-07,0.08333333333333326,0.5243243243243245,0.8698417453166629,0.7886976223302198,0.9110826248103459,0.24467776507748684,0.5619882281750495,0.41368353236902633,0.20686125936057675,0.233043860306412,0.1458127388391094,0.5591976770549305,0.10558013658681671,0.5381616715344731,0.2409407923709933,0.8081443616884069,0.9059564748410516,1e-12,1e-12,1e-12,1e-12,0.057684317275250925,1e-12
1,1,19,0.0,0.3714266894327821,0.06333562610995808,0.5,0.531727972322396,0.024570813981712934,2.0694487255575844e-09,4.4866058866887424e-09,9.111281443990657e-05,0.8252085919805436,0.9999999999999762,8.409414183345627e-13,0.9999999999999921,0.8333333333333334,0.13207547169811323,0.2180451127819549,0.27586206896551724,0.03921568627450981,0.37259615384615374,0.0690706405662514,0.1714026858749566,0.23475090491603517,0.22409931007448008,0.06851412173125795,0.147851361198293,0.22494475244591983,0.2318182088361716,0.22625342579765448,0.3930344014824576,0.4472118334726087,0.4502460180727992,0.23132360222665724,0.3811992891364826,0.3987946035386397,0.4775510701114907,0.6884548226829112,0.025641025641025647,7.963969159518783e-08,0.044642857142857116,0.4054054054054055,0.9011144118088517,0.8722743717121593,0.9565770862344452,0.1843841739078671,0.5065556107730653,0.16906978754477123,0.15406845601478936,0.1847226652059657,0.19997074730212733,0.4230478271439019,0.1738625745308609,0.42294517922633523,0.6385736006615172,0.5117944835387943,0.5774382201530298,1e-12,1e-12,1e-12,1e-12,0.054656084284416116,1e-12
1,2,0,0.0,0.356549511911336,0.04788371248529854,0.25,0.8065257916610375,0.024571087271609806,1.3548129820489545e-08,5.906226244817377e-09,1.2105117143464788e-05,0.9277252148948115,0.9999999999999956,4.4223148363761733e-13,0.9999999999999998,0.7666666666666666,0.03773584905660378,0.4721804511278196,0.13793103448275865,0.09803921568627452,0.09752747252747254,0.0926359362423785,0.1667677874115652,0.19645382779576134,0.1701596783875427,0.09070222701329918,0.16170369214421149,0.1762686009050274,0.19456260837604838,0.13660566433252563,0.2368615299515875,0.2343035755626437,0.20826340237943475,0.1423440368794862,0.24207099270998683,0.19524670211729267,0.26766964289259654,0.6842878499451626,0.05128205128205138,1.4812417367522595e-07,0.09226190476190477,0.37567567567567584,0.7883122454576081,0.7231786150693984,0.9084087353709953,0.27175389824756735,0.647519108055935,0.39080707627784006,0.39666705531258506,0.4544175906332435,0.11867913720296216,0.49497642355782834,0.09070117357118977,0.47746975264681163,0.3736770386731654,0.44929166995687475,0.4579107077698007,1e-12,1e-12,1e-12,1e-12,0.07251561652803722,1e-12
1,2,1,0.0,0.39006152262530713,0.07357549660790813,0.0,0.769879695687814,0.024571077242242736,1.8037770694586348e-08,5.9917817482211836e-09,7.459139300580308e-06,0.9138842821044747,0.9999999999999922,2.2802863757105923e-12,0.9999999999999959,0.6333333333333333,0.15094339622641512,0.14766917293233084,0.25862068965517243,0.21568627450980396,0.08136094674556212,0.1854249144336869,0.26662231510715895,0.311938223748364,0.272769781676177,0.18438060271544648,0.26674434598893865,0.3302953721327697,0.2870979016879115,0.25489861089836185,0.39601293021946404,0.4262110825116997,0.39807192476528325,0.26267688873676315,0.4051346472682072,0.4096895259804679,0.4431629794937012,0.5053017504067152,0.030769230769230826,6.413962286790796e-08,0.044642857142857116,0.34594594594594597,0.8084512517750972,0.7434080982838513,0.9026601710616204,0.2236015371114266,0.6480958039806347,0.3436301785105763,0.22322634822494747,0.24721064956596428,0.26771358145746865,0.3372964471649174,0.22489778349540396,0.3362222923188538,0.425094890884409,0.5635949274528289,0.5415228090553151,1e-12,1e-12,1e-12,1e-12,0.013803108517363305,1e-12
1,2,2,0.0,0.33846511623826225,0.05416158885491587,0.25,0.7936664876153516,0.024571083320629343,1.8937717145389638e-08,8.273782372897014e-09,1.1845824958579704e-05,0.8835927244245552,0.9999999999999931,5.581404530040487e-13,0.9999999999999952,0.3333333333333333,0.15094339622641512,0.07729323308270676,0.10344827586206898,0.03921568627450981,0.15625,0.12020969902496098,0.1780887337018966,0.1987817815262036,0.29422524295289026,0.11849739666311575,0.17170842743937764,0.18899625426508163,0.29893294900507783,0.16876203475933815,0.2618469642960766,0.2540949288626021,0.34620492116060586,0.17639835339146287,0.26793780039716913,0.226239645683308,0.3886046915628838,0.5086379233836342,0.046153846153846226,2.2194802821466877e-07,0.08630952380952375,0.4054054054054055,0.9128495569421649,0.811085163422383,0.9567079774174334,0.20819529379846302,0.6031083694371793,0.5277034495853498,0.2186309536632538,0.2229925537978219,0.2171708688945066,0.6276589655064737,0.16183397884525358,0.5744107896140502,0.31351853519411244,0.5593901482056098,0.5932258998081685,1e-12,1e-12,1e-12,1e-12,0.06911413621507626,1e-12
