fid,iid,rep,high_level_category,ela_distr.skewness,ela_distr.kurtosis,ela_distr.number_of_peaks,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.intercept,ela_meta.lin_simple.coef.min,ela_meta.lin_simple.coef.max,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.adj_r2,ela_meta.quad_simple.cond,ela_level.mmce_lda_50,ela_level.mmce_qda_50,ela_level.lda_qda_50,disp.ratio_mean_02,disp.ratio_mean_05,disp.ratio_mean_10,disp.ratio_mean_25,disp.ratio_median_02,disp.ratio_median_05,disp.ratio_median_10,disp.ratio_median_25,disp.diff_mean_02,disp.diff_mean_05,disp.diff_mean_10,disp.diff_mean_25,disp.diff_median_02,disp.diff_median_05,disp.diff_median_10,disp.diff_median_25,ic.h_max,ic.eps_s,ic.eps_max,ic.eps_ratio,ic.m0,nbc.nn_nb.sd_ratio,nbc.nn_nb.mean_ratio,nbc.nn_nb.cor,nbc.dist_ratio.coeff_var,nbc.nb_fitness.cor,ela_meta.quad_w_interact.adj_r2,ela_level.mmce_lda_10,ela_level.mmce_qda_10,ela_level.lda_qda_10,ela_level.mmce_lda_25,ela_level.mmce_qda_25,ela_level.lda_qda_25,t_0,t_1,t_2,t_3
1,1,10,1,0.23983418212995952,0.06774415728447372,0.7272727272727273,0.7077112679533729,0.0003227958679247072,4.352393441629417e-09,1.4889167641295138e-08,0.00013482684586914475,0.8555922539861458,0.9999999999999999,9.825582188149884e-20,0.620952380952381,0.05645161290322574,0.27407081083887913,2.2555914505750237e-06,3.7689974958272977e-06,7.214803981391673e-06,3.7050800405955835e-05,7.886969004733623e-06,2.7455209518680956e-05,3.241002153096161e-05,0.00017252006646664592,0.7218580905821436,0.8024579357827947,0.807418522670218,0.769311786994636,0.7580539482270151,0.8672392844266184,0.8511273510479347,0.74932953217343,0.4412985694767927,0.020172910662824152,9.353431520292399e-10,0.24697336561743333,0.5963488843813388,0.6343098400462395,0.9779236612849384,0.9899319458849363,0.0,0.8470410399896577,1.0,0.16666666666666674,0.061923583662714055,0.09302606759932393,0.3982456140350876,0.03473491773308959,0.2663140874151098,0.04494355495993574,0.04494355495994215,0.044943554959942705,0.044943554959942816
1,1,11,1,0.28123889698208576,0.10470057428343502,0.5454545454545454,0.5102591916027887,0.0003227945096212122,1.276673474011408e-08,1.2915077016673612e-08,3.1619187358418734e-05,0.8531393565421609,0.9999999999999999,3.5575383784680614e-19,0.6057142857142858,0.030241935483870944,0.41157824384965463,2.0269033998969395e-06,3.496982944722255e-06,5.243669912943323e-06,2.3404343851041432e-05,7.272254455216671e-06,2.697494983974306e-05,2.4250619164839483e-05,0.00012769664104319545,0.7110981997718366,0.7904965482469294,0.795378523300956,0.7574663222761535,0.7574540444994988,0.8665529955980791,0.8504535522115637,0.7487314086125497,0.4520000796094181,0.020172910662824152,3.4957755743632797e-09,0.21791767554479408,0.6734279918864099,0.6702058671719167,0.9858662417275769,0.9952567751717252,0.009182076071597642,0.807392289405129,1.0,0.15104166666666666,0.061923583662714055,0.0846073739198622,0.38421052631578956,0.08043875685557594,0.1282569218139755,0.06393858899643973,0.06393858899644109,0.06393858899644073,0.06393858899644086
1,1,12,1,0.28243191865698736,0.0967447893065538,0.8181818181818182,0.8186159034037691,0.0003228001637482753,4.39083404566873e-09,1.448216864601938e-08,0.00012969345274851392,0.91237348460775,0.9999999999999999,1.0164395367051604e-19,0.580952380952381,0.05645161290322574,0.2572743002919603,1.8171942476662907e-06,3.2276874449506787e-06,7.1244952469491055e-06,2.9039978913923833e-05,4.906469782087086e-06,1.8367516437480236e-05,2.5394080721682554e-05,0.00011624697639079945,0.7110298461769182,0.7904205601631171,0.7953023065251831,0.7573918847831769,0.7553524741064955,0.864148702333071,0.8480937608445852,0.7466384155695047,0.450081408582924,0.03170028818443806,2.105345242766709e-09,0.24939467312348662,0.6612576064908723,0.6512075817875451,0.9783711317512417,0.993691391711031,0.005752397157693961,0.8527599647568755,1.0,0.15104166666666666,0.07378129117259555,0.07211511878259642,0.368421052631579,0.0731261425959781,0.13399100345347115,0.15219300333758318,0.15219300333759228,0.15219300333759112,0.15219300333759128
1,1,13,1,0.1919209859137688,0.04326250017110966,0.7272727272727273,0.5746551186812415,0.0003227963282325098,3.740717926962591e-10,1.2164487583754372e-08,0.0013444776694212883,0.8970129953521325,0.9999999999999999,8.131516293641283e-20,0.5257142857142858,0.05241935483870959,0.2475874238389753,3.592900268572421e-06,6.111216418040332e-06,1.065348061326633e-05,4.767841100868353e-05,7.568995798944484e-06,2.736603012394145e-05,2.828366286224455e-05,0.0001313767133970862,0.7048414568230195,0.7835412491101545,0.7883779643676996,0.7505825304082239,0.7521189529814553,0.8604495146811019,0.8444626899550207,0.7434186165342627,0.41466054823160947,0.03458213256484143,1.4032890847858733e-09,0.24939467312348662,0.6267748478701826,0.6238905245049107,0.950627524598657,0.979865845541336,0.016411866159266986,0.8255103267988727,1.0,0.15104166666666666,0.07114624505928856,0.07456730219843008,0.38596491228070173,0.058500914076782415,0.16975677582972087,0.14687321303702355,0.14687321303702977,0.14687321303703077,0.1468732130370311
1,1,14,1,0.16918115033675463,0.03174145702627382,0.4545454545454545,0.7405341336072117,0.00032279836433090665,8.997484303412315e-09,1.0835154760270231e-08,4.031260427996634e-05,0.853925282376576,0.9999999999999999,0.0,0.5885714285714286,0.048387096774193616,0.2921846947620268,6.8997988972033405e-06,1.267511515597707e-05,2.214616119037289e-05,0.00011768607648239806,1.103768809659913e-05,4.179223659651833e-05,4.384002390541609e-05,0.00023703286395531888,0.6938433665933027,0.7713154706278695,0.7760727134740868,0.7384874894723679,0.7461424273177754,0.8536124375232991,0.8377520301800496,0.7374718456386771,0.4312198097217481,0.03170028818443806,3.424006137970453e-08,0.2905569007263923,0.7058823529411766,0.6117480021048842,0.9411144547567628,0.9706752101222584,0.013592246399720023,0.8560534041044108,1.0,0.1545138888888889,0.05797101449275367,0.09175390944331638,0.38596491228070173,0.0731261425959781,0.1400910903039985,0.2188077501110997,0.21880775011108744,0.21880775011109554,0.2188077501110955
1,1,15,1,0.21628549893059343,0.05534960133703015,0.6363636363636364,0.7450435461084377,0.00032279877520179426,8.797962964526601e-09,1.2435808061621648e-08,4.90726785895576e-05,0.8658679565629227,0.9999999999999999,1.8295911660692887e-19,0.6514285714285717,0.04637096774193554,0.3317073217776569,8.973729724254393e-06,1.6333266754019685e-05,3.7038623924205304e-05,0.00017845729118598876,2.317735765774053e-05,8.551789218183782e-05,0.00011918070267054379,0.0007024584278210599,0.6944735055333944,0.7720161469400262,0.7767795765979221,0.7391903706917585,0.7529818125325632,0.8614370763937012,0.84543396437766,0.7442942353367525,0.45374978651233777,0.040345821325648394,3.093787571729923e-08,0.26876513317191286,0.6308316430020283,0.6429965080083369,0.960151013787886,0.9857103955992292,0.017652379625322415,0.8521751518249338,1.0,0.1458333333333333,0.03425559947299083,0.13643495688404844,0.41052631578947363,0.06581352833638025,0.16286474787930044,0.18528249832145566,0.1852824983212698,0.1852824983212898,0.1852824983212909
1,1,16,1,0.35958002436761066,0.18659455687055523,0.5454545454545454,0.6588649776409895,0.0003227993571234372,4.059237120435955e-09,1.2166032448748898e-08,0.00011754023009577772,0.7935018190500576,0.9999999999999999,4.743384504624082e-20,0.5980952380952382,0.07661290322580648,0.20748464402787942,3.2685694765014534e-06,6.04731042144603e-06,1.1739998531572572e-05,5.8156956792121806e-05,5.8044664305783715e-06,2.3075604338907644e-05,2.731112004621728e-05,0.0001301312593273589,0.7234106864603377,0.8041840218651742,0.8091561470321086,0.7710231246176275,0.7527775623583475,0.8612029881745359,0.8452023409070631,0.7440745432494347,0.4188783895249385,0.023054755043227633,1.4032890847858733e-09,0.2953995157384988,0.640973630831643,0.6491015798296216,0.973097509790246,0.988113507005637,0.015466896521430656,0.843833435607071,1.0,0.17013888888888898,0.07114624505928856,0.08365637333755266,0.40701754385964917,0.02193784277879337,0.3779944774745641,0.01930192132034489,0.019301921320348053,0.01930192132034847,0.01930192132034847
1,1,17,1,0.1783757683108507,0.03769647687146935,0.5454545454545454,0.5800318539681308,0.00032279818019716747,7.469808788529062e-09,1.0259490274774668e-08,4.781835208593857e-05,0.7021829967149064,0.9999999999999999,1.5246593050577406e-19,0.6533333333333334,0.05645161290322574,0.28766798604352767,8.939304118229222e-06,1.556317553664959e-05,2.2762975665690234e-05,9.321993669068185e-05,4.189945912790247e-05,0.00016007924735725765,0.00014569319899914463,0.0006143651626280386,0.687972138878906,0.7647887282805896,0.7695028474298496,0.7320209855856171,0.75808030105343,0.8672700177612326,0.8511580204308659,0.7493619454285679,0.4684203307770807,0.05187319884726222,4.9853734638739054e-09,0.29782082324455195,0.6470588235294119,0.6456724596481258,0.9721007021847713,0.9924144345122519,0.011851384178258553,0.8096861948598595,1.0,0.15972222222222227,0.07246376811594205,0.07738477879595243,0.3912280701754386,0.07129798903107865,0.14509316152143087,0.2599501392198383,0.259950139219845,0.2599501392198368,0.25995013921983523
1,1,18,1,0.23775916267249453,0.07544927437671936,0.5454545454545454,0.7085856539363165,0.00032279906683377606,8.514786863239742e-09,9.74005962611883e-09,3.7930365802485184e-05,0.8297267233761548,0.9999999999999999,1.6601845766184287e-19,0.5904761904761906,0.03225806451612902,0.386047547818338,2.673279296311617e-06,4.837061552413334e-06,8.340784161241374e-06,2.5572368543130538e-05,7.178423837551665e-06,2.8493653770168674e-05,3.0437985636764046e-05,9.749898122879538e-05,0.6851895995427193,0.7616949710680067,0.7663883648589642,0.7289479195045406,0.7532522879201684,0.861746129585135,0.8457354482574791,0.7445462502656915,0.4900982398882827,0.04899135446685874,8.890965989529171e-10,0.2711864406779661,0.6389452332657201,0.644912052023755,0.9746687016022623,0.9873381544025988,0.006778501585076244,0.8288812161573178,1.0,0.1527777777777778,0.0974967061923584,0.05618259012156854,0.38596491228070173,0.04570383912248636,0.20827431913327973,0.2220480402770586,0.22204804027706165,0.22204804027706487,0.22204804027706515
1,1,19,1,0.22920814341090953,0.06383061552017784,0.5454545454545454,0.6948668867302493,0.000322796465092405,3.3913621281434878e-09,1.0859148007310256e-08,0.0001269761869358823,0.832618839032694,0.9999999999999999,7.453889935837843e-20,0.5542857142857143,0.05040322580645151,0.26794636889796175,1.8013583780662705e-05,2.809656048828253e-05,4.6142005195881716e-05,0.0001865412757244393,5.908323658508479e-05,0.0001908402432581492,0.0001927187378157955,0.0008419114321217126,0.7163924481276545,0.79638261638898,0.8013048788873585,0.7633124937537863,0.7572344073611923,0.8663021584351855,0.8502086919874603,0.7485241814903936,0.4734427451210257,0.025936599423631128,7.10970943231244e-09,0.2881355932203389,0.7180527383367141,0.6410253538503308,0.9748038918858543,0.9866916272771207,0.013971915153327394,0.8346922860245607,1.0,0.1458333333333333,0.07378129117259555,0.06971624370188959,0.3631578947368421,0.031078610603290674,0.2651428707398086,0.0710813634863349,0.07108136348633418,0.07108136348634628,0.07108136348635499
1,2,0,1,0.2249441732674475,0.05790337987550685,0.8181818181818182,0.8883657422066599,0.000323102405303933,9.672141234930627e-09,1.1906346648683881e-08,4.12673456565307e-05,0.9352458713794117,0.9999999999999999,1.2536087619363645e-19,0.641904761904762,0.0423387096774194,0.34879077173577144,1.1812977241382373e-06,2.2693190984982778e-06,4.127308487297853e-06,1.792815478629521e-05,3.723395314455533e-06,1.5781640540299014e-05,1.767195728607701e-05,8.602254702452373e-05,0.6787809008327632,0.7545705202112571,0.7592169732627874,0.7218925413758339,0.754376120696602,0.8630317367730093,0.8469972070027044,0.745665366615362,0.4441316168071725,0.06340057636887603,9.353431520292399e-10,0.24213075060532685,0.669371196754564,0.5822163222348637,0.9316131352721745,0.9683464740872643,0.003978392850169571,0.8744659757576,1.0,0.17534722222222218,0.060606060606060566,0.09960991778454402,0.41578947368421054,0.04021937842778797,0.24771405116687337,0.4134705237762235,0.41347052377622295,0.41347052377622295,0.41347052377622295
1,2,1,1,0.20210843752251928,0.05071709841903668,0.5454545454545454,0.8491073643199191,0.00032309391284848934,2.3940771299988337e-08,1.046168059815441e-08,6.922577385988551e-06,0.9549358293722918,0.9999999999999999,1.3213713977167085e-19,0.5714285714285714,0.0423387096774194,0.31251443712906196,5.053511060829748e-06,7.795449473037315e-06,1.210351371020059e-05,3.111144172833758e-05,2.300786921053063e-05,7.447788721901253e-05,6.963230864664852e-05,0.000197187097937099,0.6672059204204493,0.7417031789828676,0.7462656375570589,0.709153137931588,0.7563339432952797,0.865271682916288,0.8491962061254034,0.7476168115179721,0.4806111400773063,0.06340057636887603,3.3229325163989758e-09,0.28571428571428564,0.6389452332657201,0.6092778008210855,0.9495367286173705,0.9761045682501768,0.009236086072264463,0.8752720123424964,1.0,0.14409722222222218,0.11198945981554675,0.04649196956889265,0.3754385964912281,0.051188299817184736,0.18487290435963435,0.6195958607050652,0.6195958607050553,0.6195958607050694,0.6195958607050686
1,2,2,1,0.19607022067857646,0.04900510797792303,0.5454545454545454,0.8157810705701468,0.00032309878533511016,3.072698900595399e-08,1.2785508393185456e-08,5.8585125252567835e-06,0.9435043632102837,0.9999999999999999,2.303929616531697e-19,0.6838095238095239,0.05040322580645151,0.32699695835814985,3.6504973412290674e-06,6.9102972420880005e-06,1.5509871068232776e-05,6.367632229661917e-05,1.0456828304254312e-05,4.1891729658226915e-05,6.0287027625782705e-05,0.00022511064885095096,0.6548921437884627,0.7280145754728254,0.7324881791786184,0.6956063598719509,0.75125822222411,0.8594650172993664,0.8434972934849116,0.7425645544246228,0.3990964979338645,0.07204610951008644,1.553070573933462e-09,0.2953995157384988,0.6328600405679513,0.5776600116261088,0.9242246439711607,0.9736344622828359,0.010117893326351046,0.8526716085973176,1.0,0.2031250000000001,0.07905138339920953,0.0901914906028722,0.4368421052631578,0.031078610603290674,0.31638360028423806,0.7285183648476339,0.7285183648476399,0.7285183648476286,0.728518364847629
1,2,3,1,0.2848847377477196,0.1068064490664883,0.6363636363636364,0.732044582433054,0.00032309737485064006,3.5318465515173446e-09,1.3158365435295686e-08,0.00014848817133926797,0.8760660641184383,0.9999999999999999,3.3881317890172014e-20,0.6095238095238096,0.05241935483870959,0.28473526197977994,8.720843624789442e-07,1.553935572391467e-06,2.8543233230295394e-06,2.0773972588557318e-05,3.168297901298227e-06,1.1561888185797716e-05,1.302767201874472e-05,0.0001047189230556907,0.6746652303180923,0.7499952123111411,0.7546115810188946,0.717362834438502,0.7549640124500577,0.8637042449512451,0.8476572655082638,0.7462513576112302,0.3601124826990588,0.040345821325648394,3.4957755743632797e-09,0.24697336561743333,0.5963488843813388,0.639839751043221,0.9562260098873795,0.9787854630566397,0.010058737500104373,0.8490651830227512,1.0,0.14930555555555555,0.03425559947299083,0.13953350386329474,0.38421052631578956,0.032906764168190134,0.26809124605089685,0.35614674758088416,0.3561467475808839,0.3561467475808846,0.3561467475808846
1,2,4,1,0.22747830480870732,0.06008266578553368,0.6363636363636364,0.8892425175896504,0.0003231010503413427,1.068599623578345e-08,1.4458447208557299e-08,4.614699539802576e-05,0.9625015355467871,0.9999999999999999,4.743384504624082e-20,0.5504761904761906,0.06249999999999996,0.2259247155661779,3.4531766595959026e-05,5.688744904652997e-05,0.00010208986859048361,0.0003387236130340465,6.660991297976657e-05,0.0002324060838690406,0.00025523606200816644,0.0009316472293421651,0.66501720660296,0.7392726576401788,0.7438260482589902,0.7067992097356733,0.7459184479499389,0.8533580369644395,0.8375074320909368,0.7372780407566991,0.4662983071901248,0.06628242074927948,2.8681180848265058e-08,0.3196125907990315,0.6632860040567953,0.6139386484750338,0.9574177157460325,0.9777375489890046,0.01285872729391023,0.8954766385788209,1.0,0.17013888888888898,0.08168642951251642,0.07364381368696846,0.38421052631578956,0.04204753199268744,0.22172708018984866,0.42728950596516446,0.42728950596095194,0.4272895059615637,0.4272895059617877
