fid,iid,rep,high_level_category,ela_distr.skewness,ela_distr.kurtosis,ela_distr.number_of_peaks,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.intercept,ela_meta.lin_simple.coef.min,ela_meta.lin_simple.coef.max,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.adj_r2,ela_meta.quad_simple.cond,ela_level.mmce_lda_50,ela_level.mmce_qda_50,ela_level.lda_qda_50,disp.ratio_mean_02,disp.ratio_mean_05,disp.ratio_mean_10,disp.ratio_mean_25,disp.ratio_median_02,disp.ratio_median_05,disp.ratio_median_10,disp.ratio_median_25,disp.diff_mean_02,disp.diff_mean_05,disp.diff_mean_10,disp.diff_mean_25,disp.diff_median_02,disp.diff_median_05,disp.diff_median_10,disp.diff_median_25,ic.h_max,ic.eps_s,ic.eps_max,ic.eps_ratio,ic.m0,nbc.nn_nb.sd_ratio,nbc.nn_nb.mean_ratio,nbc.nn_nb.cor,nbc.dist_ratio.coeff_var,nbc.nb_fitness.cor,ela_meta.quad_w_interact.adj_r2,ela_level.mmce_lda_10,ela_level.mmce_qda_10,ela_level.lda_qda_10,ela_level.mmce_lda_25,ela_level.mmce_qda_25,ela_level.lda_qda_25,t_0,t_1,t_2,t_3
1,1,10,1,0.22164270092748425,0.05942023796719127,0.7272727272727273,0.6347383457289268,0.012512006937131462,1.3309860186731746e-09,8.553704952800974e-09,0.0007907377828580139,0.7555701128226433,1.0,2.541098841762901e-21,0.6257309941520465,0.04051172707889128,0.40454597635173906,5.07865108352907e-06,8.417179089040704e-06,1.3873215949959731e-05,6.19280629938314e-05,2.7016232995877366e-05,4.5169135211058123e-05,3.947319411320902e-05,0.00021648421138150106,0.5715668039541524,0.6515495898151363,0.749248898242914,0.7582056967608424,0.7130365048548877,0.7698775379247389,0.7202355232569257,0.8100132630736628,0.40514865348078766,0.03693181818181811,5.804485942768984e-09,0.12737127371273704,0.6687116564417179,0.6281010257369442,0.9749693402189769,0.9962650004647822,0.013917428378258045,0.8232712874384049,0.9999999999999999,0.1285008237232289,0.08036890645586303,0.05025308130103802,0.3299832495812395,0.0959409594095941,0.10358533470392176,0.007812500000992187,0.007812500000992187,0.007812500000992187,0.046875000000953126
1,1,11,1,0.2861750784622462,0.10787451267714133,0.6363636363636364,0.4411481446257104,0.012512008230286979,1.4237894957797205e-08,4.3975500758027225e-09,5.359053453447093e-06,0.7341837380476386,1.0,4.658681209898652e-21,0.614035087719298,0.0426439232409382,0.38461966192170816,3.450612892314394e-06,5.448675201745385e-06,8.455750366446461e-06,4.441435712239694e-05,2.7951201002879926e-05,4.3959635840663965e-05,3.631477337748401e-05,0.00021920257669551526,0.5712205615334871,0.6511391962304863,0.748776629975762,0.7577124452767342,0.7169221426916322,0.7740728056324251,0.7241600449427835,0.8144269602810654,0.3964818135303251,0.02272727272727268,1.9023011886689457e-09,0.14905149051490507,0.6114519427402864,0.6150217865015235,0.9710469061904167,0.9905104003459237,0.01605425186497232,0.806025380184425,0.9999999999999999,0.14662273476112028,0.07378129117259555,0.061353566907414656,0.35678391959798994,0.04243542435424359,0.22586798741550632,0.023437500000976563,0.01562500000098438,0.01562500000098438,0.08593750000091407
1,1,12,1,0.27747579656007054,0.09537331232165923,0.4545454545454545,0.4729611785033798,0.012512012841886392,4.691811668433237e-09,9.909774677295861e-09,0.00023493874676415146,0.7877058941217813,1.0,5.929230630780102e-21,0.6023391812865496,0.05543710021321953,0.31658550290316534,2.69008133669792e-06,4.715860018145946e-06,9.106968938201004e-06,5.4073532579124494e-05,1.2168803678298693e-05,2.1966495130338828e-05,2.187595731914276e-05,0.0001422477996562183,0.554241664254187,0.631021571558053,0.7256433014939636,0.7336417552264497,0.7083206410156402,0.7647856593369796,0.715471897674848,0.8046539344511126,0.37915731780731565,0.03977272727272724,2.4512600620333397e-09,0.19512195121951215,0.6666666666666669,0.630500043659779,0.9663630458416085,0.9930219368378084,0.014434943201176859,0.8201133319847422,0.9999999999999999,0.13838550247116965,0.06587615283267456,0.06466540994727596,0.3467336683417085,0.02398523985239848,0.33745827984595633,1e-12,0.007812500000992187,0.007812500000992187,0.007812500000992187
1,1,13,1,0.1789083445899902,0.03749722829308207,0.7272727272727273,0.6880285618765613,0.0125120091699193,1.3518668801782398e-09,7.616673711839709e-09,0.0006917004399886566,0.8701764447974297,1.0,2.541098841762901e-21,0.6296296296296294,0.05330490405117261,0.33952101567759924,1.0432404541051511e-06,1.8164066449282215e-06,3.4788144124191477e-06,2.957441756507535e-05,8.743606118327606e-06,1.5565141007598892e-05,1.5122327535912284e-05,0.00015941826223436203,0.5631377814077847,0.6415620965513305,0.7377635692564868,0.7462507239342188,0.7167615239207391,0.7738992975320302,0.7239975761236738,0.814243635497469,0.35967165928499456,0.028409090909090898,7.109709432312439e-09,0.17344173441734412,0.6298568507157465,0.582052367965477,0.9556992067718152,0.9885435977591073,0.01477190100831434,0.8229916310784035,0.9999999999999999,0.13673805601317954,0.04347826086956521,0.09269787764572787,0.3467336683417085,0.05719557195571952,0.17177763128982637,1e-12,1e-12,1e-12,1e-12
1,1,14,1,0.16663970719030552,0.030625156941898293,0.4545454545454545,0.6558986108350882,0.012512006955496913,6.837635412003391e-09,7.594390408030247e-09,0.00010788245419907864,0.783396903546928,1.0,1.1011428314305904e-20,0.6042884990253411,0.03198294243070361,0.45057334914986163,1.4380129440767818e-05,2.4875038024999905e-05,4.4871619515409795e-05,0.00024116145901355746,6.929193655786429e-05,0.00011908837213893162,0.00011012372658485065,0.0007784446962609106,0.555553051494287,0.6325764277808378,0.727433901417794,0.7355322665207553,0.709301431292714,0.7658455332209083,0.7164652703664526,0.8057921391132561,0.45061675690297653,0.03409090909090913,1.4899550728525156e-07,0.24119241192411928,0.6421267893660533,0.5733349007858293,0.9527708794975168,0.9770940715995067,0.013555231920722208,0.8220753225464672,0.9999999999999999,0.15815485996705098,0.054018445322793186,0.08733601348178378,0.3634840871021774,0.0442804428044281,0.22200301114122248,0.1562500000008438,0.06250000000093751,0.27343750000072653,0.27343750000072653
1,1,15,1,0.2161893921278989,0.05402351610450447,0.6363636363636364,0.7967713043638446,0.012512011712016432,2.4540457268340146e-09,9.23421832542945e-09,0.00044724760462332933,0.918594551814975,1.0,8.470329472543003e-22,0.6335282651072122,0.02771855010660976,0.5097508896797152,4.754332798687084e-06,8.586145717381484e-06,1.884962702728335e-05,7.307979434168663e-05,3.2605625954190564e-05,5.66095451088173e-05,6.56015089118599e-05,0.0003680205772826109,0.5538411355610714,0.6305472397348544,0.7250989060677808,0.7330769170539154,0.7135033935613084,0.7703817454334263,0.7207079790710079,0.8105479983936676,0.4626514797821958,0.04545454545454547,1.5211855179861048e-08,0.14363143631436315,0.6400817995910022,0.621850015918288,0.9676429811089521,0.9927883475508412,0.014316088576826203,0.844666253123414,0.9999999999999999,0.13344316309719928,0.07509881422924904,0.0554161185746903,0.34505862646566154,0.07749077490774914,0.1311111111111111,0.023437500000976563,0.03125000000096876,0.046875000000953126,0.10156250000089845
1,1,16,1,0.3607482840770168,0.18728775338646322,0.5454545454545454,0.6622621830885279,0.012512010503263794,2.928940628396616e-09,7.235136670321878e-09,0.00028399626016344456,0.811924515042761,1.0,2.964615315390051e-21,0.6432748538011696,0.0426439232409382,0.40213523131672596,5.038734628252643e-06,8.006068876605046e-06,1.3605549292716265e-05,7.601543852234757e-05,2.618031370632431e-05,4.150840222030289e-05,3.5617967438877585e-05,0.00024194088764469638,0.5792001941055664,0.6605940458894703,0.7596492574735143,0.769030041552039,0.7136476637485667,0.770537342406624,0.7208526861436934,0.8107082540987716,0.4036822653494495,0.03125,2.330061410696925e-09,0.15718157181571818,0.6564417177914111,0.6236111001428541,0.9713533207913551,0.9917734999738088,0.01779124553073423,0.8428638247176045,0.9999999999999999,0.16309719934102135,0.06587615283267456,0.07507086274143483,0.371859296482412,0.0442804428044281,0.22671243601324897,0.06250000000093751,0.007812500000992187,0.01562500000098438,1e-12
1,1,17,1,0.18564789290721787,0.04044844961717007,0.4545454545454545,0.6967353342212241,0.012512014772968219,1.2607222600937386e-08,8.200684318718236e-09,4.822532364715134e-05,0.8054064953534182,1.0,8.046812998915853e-21,0.6179337231968809,0.05970149253731337,0.30778469750889675,1.7596948312238374e-06,3.095929474400418e-06,4.932639055253849e-06,3.607568449007717e-05,1.0446048476410724e-05,1.823181353742398e-05,1.5387760283777975e-05,0.00012905706235985138,0.5490214884594293,0.6248362931993336,0.7185302844599953,0.7262374495848656,0.7112165804454071,0.7679123773934282,0.7183967193917504,0.8079434483011123,0.3858457634422453,0.05397727272727268,2.5787628875938037e-09,0.19241192411924107,0.6196319018404909,0.5897445342629601,0.9515182104946279,0.9864852080293782,0.01078343132869626,0.81192389302537,0.9999999999999999,0.13014827018121905,0.056653491436100184,0.07021498477082734,0.35008375209380227,0.04981549815498164,0.19468834688346887,1e-12,1e-12,0.007812500000992187,0.007812500000992187
1,1,18,1,0.22606293145752726,0.07402991951859778,0.6363636363636364,0.7719925359685179,0.01251201320667754,7.221802577406605e-09,7.66537811281431e-09,0.00010147637852841264,0.8414610768862741,1.0,4.658681209898652e-21,0.539961013645224,0.03624733475479744,0.37636519818382613,3.843122651247273e-06,6.799561418349734e-06,1.2476682826883207e-05,6.949538061382596e-05,1.5236159468103398e-05,2.7409266925539765e-05,2.5364955674654003e-05,0.00018409702345300412,0.5274353185049105,0.5992599074382651,0.689120385614781,0.6956395442071669,0.7006799871917402,0.756536082962777,0.7077544954326374,0.7959762698187177,0.39042266566644146,0.04545454545454547,4.985373463873894e-09,0.21951219512195114,0.6707566462167691,0.6024053154440785,0.9676376341122167,0.9917606043202156,0.004497258723990913,0.8139269866719148,0.9999999999999999,0.12191103789126843,0.05797101449275367,0.06488739294021803,0.3232830820770519,0.03690036900369005,0.23055242860120903,0.007812500000992187,0.01562500000098438,0.023437500000976563,0.01562500000098438
1,1,19,1,0.22942300465258453,0.06338349315457587,0.5454545454545454,0.5791826282233874,0.01251200690719189,1.8947812155972878e-09,6.498990964427764e-09,0.00040996612600120155,0.8286976950162984,1.0,2.541098841762901e-21,0.6530214424951265,0.0746268656716418,0.27492996138411446,2.895737207199361e-06,4.7056301230510375e-06,9.24100193342693e-06,5.377348523553637e-05,2.60674103517387e-05,4.167230140294345e-05,4.369907390507836e-05,0.0003186892022165798,0.5784237944798707,0.6596740230085937,0.7585911849583135,0.7679265810601779,0.7183849861457304,0.7756522378027275,0.7256377788828042,0.8160903194983242,0.397879328223694,0.03409090909090913,2.71289780037247e-09,0.20054200542005418,0.6114519427402864,0.6104834694326979,0.9622025621476272,0.98808691447053,0.01641644982552523,0.821661688754189,0.9999999999999999,0.13179571663920917,0.061923583662714055,0.06550308161875541,0.355108877721943,0.03690036900369005,0.2512014453477867,0.007812500000992187,0.007812500000992187,0.007812500000992187,0.007812500000992187
1,2,0,1,0.2208863718782319,0.056351825307097286,0.6363636363636364,0.842340144859931,0.012512307712040607,1.4778066221285446e-08,7.769708520169275e-09,3.228399238289687e-05,0.9404172639503507,1.0,5.082197683525802e-21,0.5477582846003897,0.0426439232409382,0.34491770462633453,2.1511707136942504e-06,3.6715728116828397e-06,5.694852075107011e-06,2.629768284216416e-05,1.7559124688045847e-05,3.020108256664075e-05,2.5137890772762708e-05,0.00015737312420649325,0.5335613808676296,0.6065182109742393,0.697466025469881,0.704315686028461,0.7138110082492535,0.7707136842149083,0.7210174895182485,0.8108915524411086,0.4113561495050416,0.06818181818181814,4.504573251759463e-09,0.16802168021680203,0.6012269938650308,0.5502438125165763,0.9338264815234464,0.9781619753289093,0.013237710640795694,0.8565544189643092,0.9999999999999999,0.12355848434925855,0.06455862977602106,0.059519440565437405,0.33668341708542704,0.05535055350553501,0.17192612666867407,1e-12,0.03125000000096876,1e-12,0.03125000000096876
1,2,1,1,0.2394806981560544,0.06951518341641913,0.7272727272727273,0.8307205624409914,0.012512297563623716,1.4167885001668923e-08,6.930650639694863e-09,2.7830048344770058e-05,0.9227789951170248,1.0,1.7364175418713157e-20,0.6335282651072122,0.05543710021321953,0.33231878628956724,4.47656397301174e-06,7.388116335718048e-06,1.1346828026678212e-05,5.986093639581432e-05,2.6792639341284382e-05,4.375472023149035e-05,3.50751723876626e-05,0.00023222214022275685,0.5460291731381094,0.6212910053936862,0.7144538743019545,0.7219989588097523,0.7107120934829801,0.7673678482478711,0.7178875806568251,0.8073735854313162,0.4120438810476158,0.04545454545454547,4.070142453219438e-09,0.20867208672086718,0.6932515337423315,0.574248784432511,0.955405372186204,0.985241497412259,0.007089492419572824,0.856515523397855,0.9999999999999999,0.14662273476112028,0.06587615283267456,0.06813389421199557,0.355108877721943,0.05535055350553501,0.18056007226738932,1e-12,0.03125000000096876,1e-12,1e-12
1,2,2,1,0.20270357866102592,0.0506927420932869,0.4545454545454545,0.8738281798724591,0.012512303804288659,2.0809080759906196e-08,9.610752659751128e-09,2.363762368828448e-05,0.9246922709764882,1.0,8.046812998915853e-21,0.614035087719298,0.04904051172707877,0.3508896797153025,5.323218994069771e-06,1.0351149617666073e-05,2.22047603886264e-05,0.00012742574068102803,2.7121193798073245e-05,5.152976440667249e-05,5.866120140769274e-05,0.00039214065386788304,0.5265683940996486,0.5982331056520447,0.6879410558289973,0.6944236058451229,0.7054684109767434,0.7617065492135745,0.7125927795535549,0.8014257796607505,0.3724474228080251,0.06818181818181814,1.5211855179861048e-08,0.20596205962059605,0.6584867075664622,0.6070897095397567,0.9626375593833566,0.9904714248027591,0.023531166302971057,0.8514661326110771,0.9999999999999999,0.12355848434925855,0.06587615283267456,0.058422138270780646,0.34003350083752093,0.027675276752767503,0.2996412440314879,1e-12,0.03125000000096876,0.06250000000093751,0.03125000000096876
1,2,3,1,0.28277880713859616,0.10179080102022234,0.5454545454545454,0.722512088084263,0.012512302127558082,6.971625957812487e-09,1.0066854475832805e-08,0.00014929462362409075,0.9453877892798745,1.0,1.4823076576950256e-20,0.5886939571150096,0.03837953091684436,0.394661921708185,1.365738189275881e-06,2.959387483223107e-06,5.553841248969048e-06,3.210579751649173e-05,1.1338221838682446e-05,2.4849128432916502e-05,2.458566152233031e-05,0.00018556968522087574,0.5333473480962231,0.6062646549033432,0.6971745903236495,0.704013738093349,0.7139326443324182,0.7708450626096695,0.7211404851340721,0.8110307271777445,0.4341874788285046,0.05397727272727268,1.6003103137387018e-08,0.1598915989159892,0.6421267893660533,0.5895820574411372,0.9290737699763368,0.9771471910614513,0.02222136041073193,0.8506796236359024,0.9999999999999999,0.13179571663920917,0.05797101449275367,0.0695490357920012,0.35008375209380227,0.06642066420664207,0.15230352303523031,1e-12,1e-12,1e-12,1e-12
1,2,4,1,0.21821335434378236,0.055441943859579325,0.6363636363636364,0.8655695019135375,0.01251230673933165,5.678925449145205e-09,7.754446958275289e-09,0.00014065841222228568,0.954049620215739,1.0,9.317362419797304e-21,0.6569200779727095,0.04690831556503203,0.38564998953317975,1.5491850313725729e-06,2.8778622240517416e-06,5.951566113557378e-06,2.7230772998034284e-05,1.5802690566649222e-05,2.9012671031913723e-05,3.089484235960094e-05,0.00020502163907356615,0.5319238681107548,0.6045779666658642,0.6952351469510124,0.7019943573187722,0.7157679064730256,0.7728265700366295,0.7229942957202897,0.8131158239879606,0.417971289988989,0.06818181818181814,4.281851798652416e-09,0.13008130081300806,0.6482617586912068,0.5787582351139318,0.9402163052761016,0.9797177127715169,0.013381930968092731,0.8913150685194596,0.9999999999999999,0.15321252059308063,0.07246376811594205,0.06493833985663097,0.3634840871021774,0.09225092250922508,0.11748741773132013,1e-12,1e-12,1e-12,0.03125000000096876
1,2,5,1,0.254960885202825,0.08158271781467373,0.7272727272727273,0.8162309475220176,0.012512300542520957,4.619580404805228e-10,9.182683082493388e-09,0.002511604646108252,0.9492038097638159,1.0,4.235164736271502e-21,0.7056530214424949,0.012793176972281332,0.788256227758007,1.4057015343020487e-05,2.1479613043340632e-05,3.359004389696454e-05,0.0001332083770217844,0.00014950062712052866,0.00023024078999003166,0.00018632197152167963,0.0009408516347205196,0.5360979615186726,0.6095244462998635,0.7009249488298634,0.7079320317076206,0.71635858960677,0.7734650366938993,0.723592868736725,0.8138004152728425,0.4720474296213911,0.05681818181818181,1.346260579298823e-07,0.1544715447154471,0.6871165644171782,0.5321859609994188,0.9070399910766455,0.9647521090708122,0.024952421614357068,0.8822277779897987,0.9999999999999999,0.17792421746293247,0.07509881422924904,0.0720648430453445,0.3785594639865997,0.10885608856088566,0.10470210548259327,0.03125000000096876,0.12500000000087502,0.5937500000004063,1.0
