fid,iid,high_level_category,ela_distr.skewness,ela_distr.kurtosis,ela_distr.number_of_peaks,ela_distr.costs_runtime,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.intercept,ela_meta.lin_simple.coef.min,ela_meta.lin_simple.coef.max,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.adj_r2,ela_meta.quad_simple.cond,ela_meta.quad_w_interact.adj_r2,ela_meta.costs_runtime,disp.ratio_mean_02,disp.ratio_mean_05,disp.ratio_mean_10,disp.ratio_mean_25,disp.ratio_median_02,disp.ratio_median_05,disp.ratio_median_10,disp.ratio_median_25,disp.diff_mean_02,disp.diff_mean_05,disp.diff_mean_10,disp.diff_mean_25,disp.diff_median_02,disp.diff_median_05,disp.diff_median_10,disp.diff_median_25,disp.costs_runtime,ic.h_max,ic.eps_s,ic.eps_max,ic.eps_ratio,ic.m0,ic.costs_runtime,nbc.nn_nb.sd_ratio,nbc.nn_nb.mean_ratio,nbc.nn_nb.cor,nbc.dist_ratio.coeff_var,nbc.nb_fitness.cor,nbc.costs_runtime
3,4,1,0.5801667575906952,-0.2196056845147216,1.0,0.0021765,0.8555673479266659,429.46655401482747,4.818706999059684,57.19241935350891,11.986380773117517,0.8560114668277681,0.9925014693856504,8.566375589105272,0.993783563479312,0.0082215,0.5039876231088496,0.614067485153222,0.6849778925002885,0.7868228664777146,0.4967080451041992,0.594938709712852,0.6729004240864755,0.7801111569796968,-4.37045314483717,-3.39714163450543,-2.77410649520775,-1.8772514809685745,-4.454303604178069,-3.584226793100118,-2.899657487814818,-1.9459509641207908,0.003273,0.8161574520025803,2.0470470470470468,17.232630891242025,1.4664664664664666,0.4919354838709677,0.1262815,0.8535821503911751,0.8698332324569715,0.6621438574620009,0.18464940572264915,-0.3629537810720549,0.0136995
3,5,1,1.8221136367308193,2.59740911214569,2.0,0.0021895,0.5904441317038813,1367.2683413269174,7.144652021294844,384.9686394850745,53.663421877536706,0.59410988310208,0.9115479199152986,338.81702090179385,0.9881178470723633,0.0082085,0.5052240660148719,0.5963461781938632,0.6795948296104393,0.7963021759152595,0.48552167497421417,0.5914551437334402,0.6654412517406245,0.789452245899998,-4.357096601122567,-3.548555133252664,-2.8219217761959605,-1.7943097116716875,-4.540803413334567,-3.6065220846602255,-2.9657971005520194,-1.8632977218275877,0.0032830000000000003,0.7252408854748995,3.1581581581581584,20.97203149152406,2.037037037037037,0.5221774193548387,0.130049,0.8341934390225716,0.8632213482154598,0.6331639235797214,0.1886910671949695,-0.3270863745537924,0.0141395
4,1,1,2.454309876256901,5.788683875436469,2.0,0.0022085,0.3087601826663853,811.6132660466351,9.533753505344354,313.47338762657955,33.501674005298455,0.3086089699007673,0.7192750452726248,40.50330510343845,0.9313454878526621,0.008221,0.5341398273499385,0.6050028892411854,0.687667845808496,0.794885258097745,0.5166756475290697,0.6068630056962027,0.687066883120508,0.7919361449243003,-4.101230809327944,-3.4777762371136003,-2.7502260707393544,-1.8055197955012572,-4.286375805738869,-3.482421221713283,-2.774528968808328,-1.8385921428844916,0.003255,0.767287535785254,3.3683683683683685,29.963450650496743,2.0470470470470468,0.5383064516129032,0.131444,0.8438675431514069,0.86053825513165,0.6124527133189195,0.19509264501581974,-0.32648016164097904,0.0146165
4,2,1,2.0352925440645797,4.248898975677157,2.0,0.002226,0.3544922110380955,1572.8120888274989,13.475153140060758,261.5142656520238,18.318668724712424,0.36598468261393174,0.7578127206012644,49.96219147815158,0.9379876320920211,0.008402,0.5994943317559229,0.611925764041056,0.6791870258078927,0.7869769223886145,0.5915645260159802,0.6333138123223752,0.6703978211233717,0.7804643183362985,-3.5267058248003256,-3.418167129588669,-2.8245738060918573,-1.8762188048475965,-3.614979885158705,-3.2380277961762074,-2.923822940501358,-1.9423858028648295,0.0033689999999999996,0.7551897019380198,3.338338338338339,34.40740236452726,2.167167167167167,0.5504032258064515,0.13329000000000002,0.8255765207460245,0.8601880143218155,0.5994640897091122,0.19366292037786825,-0.3570972620416861,0.0154345
4,3,1,1.5921088909001626,1.5589537319319433,2.0,0.0022025,0.5961116245196806,1800.5152832566491,5.880725719043442,509.9427721441268,87.29575975883549,0.6029424543382917,0.9276293726574085,66.75916992335216,0.9874229630357849,0.008174,0.5682205599020222,0.6209548536325009,0.6824383783607045,0.7885372864639977,0.5504296972193419,0.6126147332787326,0.6646453985504384,0.7808117229891911,-3.803189532709163,-3.338126068126198,-2.7986882476036747,-1.8628480478144793,-3.990735443856627,-3.4245305046701207,-2.973694079615144,-1.9441460224011329,0.0032960000000000003,0.764654231007885,3.2082082082082084,41.9176165998922,2.127127127127127,0.5423387096774193,0.1326345,0.8404544107181023,0.864711989725139,0.6234503961631876,0.19140399784165846,-0.3199106216531853,0.014301999999999999
4,4,1,1.7559997007324561,2.781602006253161,3.0,0.002178,0.3104758261892281,989.6994991466111,7.408927857539755,171.22212693544162,21.394955444567714,0.32049438064229624,0.7407359119012702,42.89247435665331,0.9244895919410522,0.008189499999999999,0.5025287022536937,0.6205064622909864,0.6882604279359088,0.7887984278566631,0.48161365464345707,0.6128039650060755,0.6777952945132392,0.78330316813717,-4.38046708088107,-3.342486828649923,-2.7440178179025225,-1.860120739977941,-4.574663925330412,-3.4329352581854913,-2.850494700155836,-1.9177008322182587,0.0032685,0.7966232559783144,3.0380380380380387,32.10010895543175,1.9569569569569571,0.5141129032258065,0.13107200000000002,0.8463554487183578,0.8642220311678661,0.6309995417774147,0.19029819126316572,-0.3831701290836969,0.014247
4,5,1,2.917471056868668,8.282090626721349,3.0,0.002205,0.2550609349603643,1066.212282334991,4.892789241667099,237.44397171908145,49.06187288220151,0.2648674403653002,0.6768395748558117,62.19546449199319,0.9052603184676276,0.0082285,0.5250736178803126,0.638564317614823,0.703480209984012,0.8048416012679672,0.4939982561505445,0.62114847642025,0.6971311642102542,0.8041961550438679,-4.183293859286554,-3.184541353234482,-2.6128391159287605,-1.7181166707980347,-4.4751282009661875,-3.355055614938047,-2.686609257769356,-1.7335368715417039,0.003308,0.7996342635841083,3.308308308308309,25.49214654451421,1.7467467467467466,0.5524193548387096,0.131162,0.8411010006836213,0.8664778693337094,0.6188410548252102,0.18736242698383485,-0.29382651074731075,0.0149765
5,1,1,0.02392011660955065,-0.6883037653556501,1.0,0.002151,1.0,98.60985161055396,0.9999999999999988,10.0,10.00000000000001,1.0,1.0,8.853846802610928,1.0,0.008189,0.7009336535436392,0.7381399292150146,0.7921670646899253,0.8573636408131786,0.6934738868214556,0.7210242350810014,0.7732084541487168,0.8500340486313942,-2.633317290628645,-2.304591001374199,-1.8301317989905956,-1.256327597751945,-2.7135036478055286,-2.47367513331769,-2.009228073372436,-1.3333539004980657,0.0032255,0.8190052458704014,1.0460460460460457,2.6633327251749805,0.6256256256256253,0.4758064516129032,0.1210825,0.7261578043518738,0.8461928124821074,0.611214145801827,0.19802080297133545,-0.35224057989457164,0.0147055
5,2,1,-0.0184825516077743,-0.6759775547443976,1.0,0.002184,1.0,763.809851610554,0.9999999999999988,10.000000000000002,10.00000000000001,1.0,1.0,10.330582802883706,1.0,0.0082365,0.699688275404774,0.7367346818532647,0.7732087347815124,0.8596024467829823,0.7185471253230322,0.7368951495408218,0.7695987004774993,0.862055923300425,-2.645148739713017,-2.3162043257910496,-1.9972377603818026,-1.236634281546796,-2.4914362748751495,-2.329402409322734,-2.0386258081617905,-1.224747837783854,0.003319,0.8168265049043729,1.0460460460460457,2.72615650877771,0.6056056056056053,0.4838709677419355,0.1212565,0.7260862596431017,0.8479753669737989,0.5944528033457003,0.20119866559575983,-0.3469309011819538,0.0148445
5,3,1,-0.026650097914401052,-0.6621545379401113,1.0,0.002155,1.0,174.52985161055398,1.0000000000000013,10.000000000000002,9.99999999999999,1.0,1.0,7.568176985550127,1.0,0.008142,0.6751639017398097,0.741002436427612,0.7789285694611613,0.8629066385324604,0.671868954049706,0.7352451173343103,0.768187308436856,0.8521963742462073,-2.860839567230263,-2.2810601210635424,-1.9477505915315207,-1.2074283786621756,-2.910311217192595,-2.338059037153046,-2.053917452378819,-1.303803203201992,0.0032325,0.818020962813832,1.0460460460460457,2.7889802923804394,0.6456456456456453,0.47379032258064513,0.11988750000000001,0.7374840476955329,0.846047506257557,0.5943904913832967,0.20348609603941226,-0.3492094725911714,0.014626
5,4,1,-0.0038197912918587,-0.6920097205380025,1.0,0.0021585,1.0,1049.4898516105538,0.9999999999999996,10.000000000000002,10.000000000000007,1.0,1.0,7.2762500817676266,1.0,0.008153,0.6864086656308991,0.7657531450634797,0.7955502035902406,0.8682455789105581,0.685605975863369,0.7493534241459607,0.7852395631460571,0.8593871141119462,-2.7590857948560172,-2.0626549361598183,-1.800463173943526,-1.1605027814785402,-2.7881763753449933,-2.211077503994287,-1.899241704440727,-1.246704440608681,0.003253,0.8230374466329581,1.0460460460460457,2.72615650877771,0.6456456456456453,0.4798387096774194,0.12048,0.7200970370205618,0.8464111220308024,0.5889780239950503,0.2013771320475976,-0.357118450448089,0.0142805
5,5,1,0.004561626449857501,-0.6053910240578231,1.0,0.0021384999999999998,1.0,70.36985161055397,0.9999999999999996,10.000000000000002,10.000000000000004,1.0,1.0,8.57457274990233,1.0,0.0081575,0.7552804245251734,0.7617663225006955,0.8025738310348413,0.8666758165766839,0.763960753968798,0.7561079108066442,0.7894292065715405,0.8688294196489447,-2.155973442910903,-2.0963320597042534,-1.7384939110277045,-1.1744896302129462,-2.09602822636007,-2.1607351833075485,-1.8693865351782435,-1.1631754550485494,0.003235,0.8190159097903048,1.0660660660660657,2.543345761304648,0.6056056056056053,0.49193548387096775,0.1210695,0.7285985843314993,0.846248540362978,0.596070491493659,0.19964884311754874,-0.34614516274401774,0.014779
6,1,2,0.8381805958764856,0.3246157221816139,3.0,0.002168,0.6113751398502976,231453.67598973462,4325.479158979022,34519.04036509845,7.927055297151396,0.7916970619114452,0.7548209545143285,4.2514478097937065,0.974906238503741,0.0082155,0.5210957896005379,0.6548684534282139,0.7101167791374117,0.8174102996712994,0.5128937084571727,0.6325704408933712,0.7042389160539549,0.8058200326044981,-4.217282984073957,-3.0375797650491543,-2.5530019617868973,-1.6068083884662259,-4.310491903336217,-3.266496002588264,-2.619243833946687,-1.7128979508634585,0.0032535000000000003,0.7898079759711146,5.070070070070069,14097.728716289676,4.40940940940941,0.5,0.14649800000000002,0.8331231481814905,0.858530252881271,0.6191438291954583,0.19436307260221702,-0.36875875837659394,0.0142895
6,2,2,1.6191950077126815,2.528449138366641,2.5,0.0021765,0.7138839370851829,232909.8740613492,9930.038106897848,49604.743210847606,4.943392966563694,0.8978823212337914,0.8025501111444775,3.988073715977256,0.983081699439154,0.0081775,0.504643301106803,0.6019098638609758,0.7010321235568442,0.8156618114218106,0.5092893535778911,0.5895102684973245,0.6800417950565659,0.8086973568314464,-4.3591643528589765,-3.504173187975667,-2.6305460716876685,-1.6231419082698992,-4.346441381208774,-3.638561002913363,-2.831394461058073,-1.6901254417215075,0.0032415,0.7468030167028934,5.19019019019019,12000.3642563748,4.379379379379379,0.4879032258064516,0.1468275,0.831427962004497,0.8609865315542722,0.6274497155255151,0.190733307424082,-0.2928879709723641,0.0143155
6,3,2,0.8816172473704156,0.7605451187523551,3.0,0.0021365,0.7277430880078473,327468.8778389073,9856.25536380445,37900.09671832602,3.937353107282387,0.8677547445112843,0.8352301588028213,2.5642899788542652,0.9833779613284511,0.0081355,0.5950387180897581,0.6785154720415281,0.7038336093337073,0.796043400125165,0.5862140839475118,0.649425239295742,0.6816533281995144,0.7899787831494279,-3.564484256989265,-2.8316056165393872,-2.609749609514618,-1.7960463517626994,-3.6720111601419623,-3.1013939837770055,-2.825500996874063,-1.867203067925109,0.0031799999999999997,0.7981455076978894,5.11011011011011,14264.000216990735,4.459459459459459,0.49193548387096775,0.1454625,0.823314429984026,0.8620467519902243,0.6386020471810917,0.1905399228882301,-0.35622015302181315,0.013981500000000001
6,4,2,0.8138064654006143,0.0920881723547253,2.0,0.002164,0.8962722678567379,859848.2991301476,13080.74822837536,135009.57861191424,10.158350988934735,0.9536829841019553,0.9369452799055378,2.7207092504780066,0.9932468720900209,0.0082145,0.562347385500199,0.6544741595293588,0.7280601599987071,0.8333034325648971,0.5671772170849794,0.6551885653175877,0.7220155004934667,0.8250479470244187,-3.853443819877044,-3.0424203184453567,-2.3945688134782896,-1.4663772462556937,-3.8299016294112067,-3.050373040591534,-2.4681490052203503,-1.5458521938181846,0.0032325,0.8043331097862922,5.41041041041041,31594.744607593275,4.78978978978979,0.4838709677419355,0.148607,0.8249727100968409,0.860318230239618,0.6281576091803596,0.19300217809450138,-0.3349633463662758,0.013875499999999999
6,5,2,0.87009394683808,0.3966738711206821,2.0,0.002172,0.9003285597752664,715370.8978655215,20725.421071027555,122240.19706552048,5.992272086613696,0.9375955332273547,0.9504771432537158,4.619463733878936,0.991842927119136,0.0082215,0.5693381898494497,0.6275086935490304,0.6948738107835276,0.8204581892461271,0.5464218513503059,0.6255724760606347,0.6777730928296384,0.8049633957906608,-3.7929253011942023,-3.2781386085752473,-2.6867806269024337,-1.5815268235144146,-4.02380305203373,-3.32262017267107,-2.8504515612488044,-1.7286371717880784,0.0032294999999999997,0.7980558835628614,5.390390390390389,28812.0930781622,4.77977977977978,0.47782258064516125,0.1499585,0.8148421199884761,0.8640759870939692,0.6373155430111412,0.18832652841261355,-0.3377536015172449,0.0135355
7,1,2,1.7997275080101205,3.9474792379265944,2.0,0.0022164999999999997,0.0027585610135838997,627.2825544740755,2.4821452459221494,20.437799735590602,6.659482642570495,0.8018448516721817,0.1919029105461574,4.175573415270196,0.9957584957031863,0.0083035,0.6651432923029266,0.7422813156914754,0.7961969464640661,0.8786332620841861,0.6690702365899819,0.72798852845037,0.7876285206397724,0.8684501813744729,-2.9494064748818336,-2.270127197591238,-1.7953580462612724,-1.0679446271577446,-2.9325166039041624,-2.4080875118819853,-1.8805283412529787,-1.1599419317985582,0.003283,0.8018227326105852,2.5575575575575575,37.730444899259666,1.836836836836837,0.5221774193548387,0.131043,0.7948388552283423,0.8580726138539947,0.5896777441269334,0.19899312842329847,-0.36120875836077915,0.015638
7,2,2,0.8975906210706085,0.5977219441596884,1.0,0.0022215,0.7907650632018519,869.8730783659288,40.83465653536845,117.96977749496477,2.8666976087525575,0.9148708849025313,0.8718440580779931,4.076999196570438,0.9959752044035158,0.008323500000000001,0.5712322432278656,0.6710496211534913,0.7327313181476752,0.8229027026898332,0.5827926633566594,0.6364931139477554,0.7121663741346133,0.8053910192466485,-3.7762612732024006,-2.896742189130134,-2.354077621760634,-1.559560409334491,-3.69616889446361,-3.2193363664451,-2.540566110423015,-1.7231898351941646,0.003321,0.7991900627445495,2.4574574574574575,40.4209583979631,1.8668668668668664,0.4798387096774194,0.131821,0.8262716091237956,0.863163948848594,0.6318007992392913,0.19040351242293097,-0.34279675976272395,0.013867500000000001
7,3,2,1.5535423096427878,2.3721412254765637,2.0,0.0022034999999999997,0.7905041947729984,1225.559708411256,16.005391665207654,231.06252453848953,14.74675655375935,0.9490835994145745,0.8385145387340013,9.72525193549209,0.997440321425505,0.008243,0.6136073989879365,0.6906197049428939,0.7563196574769253,0.8396300331345359,0.6197108684982016,0.6629835436354159,0.7374243422721369,0.8283150319087815,-3.4033893642537385,-2.724813220183343,-2.1457206505927795,-1.413087364960166,-3.3602308314811857,-2.9854752052829094,-2.3245674323432617,-1.5151832398580938,0.003281,0.7642906881236369,2.787787787787788,49.75217212830911,2.027027027027027,0.4879032258064516,0.1316155,0.7854633853562974,0.8563265379702343,0.6177073022358688,0.19317270265330536,-0.2997576775636424,0.014553
7,4,2,1.2097096252779531,1.9792316012671938,2.0,0.002188,0.3354709735337563,578.9960848684339,5.594815075947619,50.51069147125577,9.101400989253593,0.7748143353425139,0.5918740449786277,7.806640175905775,0.9938605977755808,0.0082635,0.5734087147776468,0.686745868506798,0.7352857881631951,0.8239914912208601,0.5853367905703861,0.6669313884153356,0.7081409904013414,0.8060457993869866,-3.756762913380007,-2.7595415753248043,-2.330801353461058,-1.5482444575624692,-3.6743453491018325,-2.9426744578892436,-2.577858637903825,-1.7174286946082011,0.00336,0.8214148608949705,2.3673673673673674,30.653952950565294,1.7367367367367366,0.5080645161290323,0.12972850000000002,0.8243512719957762,0.8638146121412729,0.6233729885323656,0.19066201258675294,-0.39667348950656073,0.014695
