fid,iid,rep,high_level_category,ela_distr.skewness,ela_distr.kurtosis,ela_distr.number_of_peaks,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.intercept,ela_meta.lin_simple.coef.min,ela_meta.lin_simple.coef.max,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.adj_r2,ela_meta.quad_simple.cond,ela_level.mmce_lda_50,ela_level.mmce_qda_50,ela_level.lda_qda_50,disp.ratio_mean_02,disp.ratio_mean_05,disp.ratio_mean_10,disp.ratio_mean_25,disp.ratio_median_02,disp.ratio_median_05,disp.ratio_median_10,disp.ratio_median_25,disp.diff_mean_02,disp.diff_mean_05,disp.diff_mean_10,disp.diff_mean_25,disp.diff_median_02,disp.diff_median_05,disp.diff_median_10,disp.diff_median_25,ic.h_max,ic.eps_s,ic.eps_max,ic.eps_ratio,ic.m0,nbc.nn_nb.sd_ratio,nbc.nn_nb.mean_ratio,nbc.nn_nb.cor,nbc.dist_ratio.coeff_var,nbc.nb_fitness.cor,ela_meta.quad_w_interact.adj_r2,ela_level.mmce_lda_10,ela_level.mmce_qda_10,ela_level.lda_qda_10,ela_level.mmce_lda_25,ela_level.mmce_qda_25,ela_level.lda_qda_25,t_0,t_1,t_2,t_3,t_4,t_5,optimal_budget
1,1,10,1,0.2229719644219215,0.0589688393265028,0.8,0.6326853829752737,0.0126753603488582,1.3451657918424144e-09,8.5930586879533e-09,0.0005912529802898,0.7544265538498954,1.0,1.9312351197398048e-19,0.5664621676891614,0.0467289719626167,0.2906823665014945,1.904057571742666e-05,2.8109845121278102e-05,4.9703009076171565e-05,0.0001454208008396,1.8659591919927155e-05,0.0001270417542115,0.0001290518765354,0.0004630776095101,0.7162364416153939,0.6820178901127449,0.7362887060798122,0.7330173606693822,0.7676909605788347,0.7332899509421944,0.7511293009581688,0.7704819231549822,0.4376350934804264,0.0342857142857143,2.1693835183851822e-08,0.1840659340659342,0.656470588235294,0.6400893039730444,0.973897348299539,0.995964693006668,0.0161272202108872,0.8172615007078751,1.0,0.1439588688946016,0.0895522388059701,0.0548381066941761,0.4341085271317829,0.0815899581589957,0.1142582534690824,0.06094254733495135,0.018643639265069657,0.027547135626865355,0.04969756329876724,0.06350129975740512,0.05435035062129727,True
1,1,11,1,0.2879475254189553,0.1078248525560396,0.7000000000000001,0.4409064307986987,0.0126753616887159,1.4132816259553268e-08,4.428010252367049e-09,4.044526939221509e-06,0.7340477958286642,1.0,7.453889935837843e-20,0.5562372188139059,0.0584112149532709,0.2422241713332883,1.4995405211267446e-05,2.018753830841112e-05,3.453172914155068e-05,0.0001453606610796,1.713511657745212e-05,0.000109254999111,0.0001102805018096,0.0005059289520626,0.7156639108576619,0.681470840452244,0.7356944616981858,0.7324117809345632,0.7703517942889188,0.7358338569279994,0.7537403910261337,0.7731899631210137,0.3607494223139341,0.0228571428571429,2.7954159990678536e-08,0.1565934065934067,0.611764705882353,0.6264354961749925,0.9698072304800818,0.9897478267523954,0.0159521064967766,0.7998524012625857,1.0,0.1593830334190231,0.0671641791044776,0.0775431354407084,0.4780361757105945,0.0648535564853557,0.1528460627814781,0.1513155278289234,0.056842364215216906,0.07665326598773499,0.10391851835462232,0.11313154385287316,0.097231950574532,False
1,1,12,1,0.2792396278935902,0.0952110301638287,0.5000000000000001,0.4716411839843225,0.0126753662540433,4.6514570256775696e-09,9.915370724627348e-09,0.0001788146719102,0.7873943182052456,1.0,1.0503208545953324e-19,0.5439672801635991,0.0443925233644859,0.2898106317736008,1.7384319526334213e-05,2.3084176414328344e-05,3.895186683621194e-05,0.0002381927499335,1.2057453219640298e-05,7.57671282799826e-05,7.100093048538586e-05,0.0004685158414641,0.6909080440417332,0.6578470978304529,0.7100767721043459,0.7062141041600664,0.7561317353479474,0.722236253445243,0.7397802688210697,0.7587278614098005,0.3615481959686238,0.0371428571428572,8.107909806730332e-08,0.2197802197802198,0.6447058823529412,0.6428624013775581,0.9649228482567422,0.992460105295019,0.0145792184380573,0.8128604754425246,1.0,0.1516709511568123,0.0492537313432835,0.0989962578403141,0.4625322997416023,0.0585774058577406,0.1621394618828928,0.11038581353192128,0.04455763426220403,0.07342787549210825,0.11179550598005347,0.12431260025018528,0.11445299580198916,False
1,1,13,1,0.1800051224749932,0.0369483485146566,0.6000000000000001,0.6860915804831678,0.0126753625735055,1.4145407202074882e-09,7.653767405531996e-09,0.0004982433193934,0.8692333136956817,1.0,1.6940658945086007e-20,0.5705521472392636,0.0420560747663551,0.3150909388825168,7.551684749547882e-06,1.1913043502154237e-05,2.3670633433691816e-05,0.0001031681740081,9.642817004017111e-06,7.343900378263078e-05,8.140400342859773e-05,0.0003594325346175,0.7038076144962215,0.6701564754307137,0.7234247440758323,0.7198492835479231,0.7704418997558389,0.7359199670115898,0.7538285557992369,0.7732769220199514,0.4039998376730837,0.0228571428571429,1.4459729217920194e-08,0.2115384615384616,0.6164705882352942,0.5921351986930614,0.9538026226567636,0.9875837243615706,0.0140866053621438,0.8157622817132344,1.0,0.1542416452442159,0.0746268656716418,0.068598730176923,0.4573643410852713,0.0376569037656903,0.2314973818306907,0.0059880923047668155,0.00467325819345302,0.022496264588821695,0.03200528478178737,0.03161322994873796,0.04383116237171585,False
1,1,14,1,0.1676113881007821,0.0300072187519618,0.5000000000000001,0.6536337582503662,0.0126753603798006,6.847542805466511e-09,7.642275402143339e-09,8.144044851945573e-05,0.7816003110019916,1.0,6.437450399132684e-20,0.5296523517382412,0.0677570093457942,0.2056538199504989,8.312007667257602e-05,0.0001146778424074,0.000204058776738,0.0007127310542635,6.0786682095606624e-05,0.0003955513993681,0.0003968544364646,0.0013977502672783,0.6928309231800746,0.6596879205967886,0.7120849561701355,0.7083342446241341,0.7575437060372482,0.7235914458786915,0.7411809545125891,0.7602199544827285,0.4527745897224712,0.0257142857142858,5.29326605836026e-07,0.2500000000000001,0.5388235294117647,0.5830263035615608,0.9507485161863796,0.975213447590082,0.0138568780532172,0.8072897455750775,1.0,0.1696658097686375,0.0761194029850746,0.072355988850656,0.4702842377260984,0.0543933054393305,0.1753561613062231,0.16570091320755834,0.06319000763765507,0.22517950568098805,0.25734236090788803,0.29158733450037544,0.324261793286812,True
1,1,15,1,0.217524527367773,0.0535333098172353,0.7000000000000001,0.7955829264302525,0.0126753651103877,2.4447311457484096e-09,9.276505808622642e-09,0.0003397774674396,0.918509485746501,1.0,1.0503208545953324e-19,0.5685071574642125,0.0630841121495327,0.2331640176962149,3.4317532143016084e-05,4.732883945178089e-05,6.3710360191243e-05,0.0001576869364183,2.988052849273608e-05,0.0001992547871405,0.0001542081000577,0.000400933283376,0.6902270907719702,0.6571989586160228,0.7093733589294152,0.7054722705692171,0.7619779028886419,0.7278282275845882,0.7455211911070123,0.76466535570874,0.4963700244651073,0.04,2.282224474186892e-08,0.1785714285714286,0.6305882352941177,0.6337990805402856,0.9662572505139556,0.99217439041719,0.0179316814094919,0.8409019484139155,1.0,0.1388174807197943,0.1059701492537314,0.0453634518412998,0.4315245478036176,0.0899581589958159,0.103954702291427,0.024082033066039087,0.015766532229964624,0.07189850792003621,0.05046612177286695,0.0863190197661659,0.1124089495745338,True
1,1,16,1,0.3626710464990209,0.1877048644054816,0.5000000000000001,0.6617833101230465,0.012675363913457,2.9018625256995182e-09,7.301764792259587e-09,0.0002177157940314,0.8119956113824068,1.0,8.809142651444725e-20,0.5869120654396728,0.0327102803738316,0.3817723286480632,2.384731772801864e-05,3.2953987579500147e-05,6.015623520060252e-05,0.0002519269132591,1.7833857507008153e-05,0.0001144203535639,0.0001184338025695,0.0005254503829442,0.7274038583256708,0.6926746327804069,0.747845673712283,0.7448598654828957,0.7641940950770666,0.7299460200641259,0.7476965124525075,0.7669290809672785,0.4066756252980364,0.0228571428571429,3.9865810735777294e-08,0.1565934065934067,0.6164705882352942,0.635392497891722,0.9701267397351874,0.9911465788814378,0.018505841510699,0.8331642746571557,1.0,0.1722365038560412,0.0626865671641791,0.087611255246246,0.5012919896640826,0.0836820083682009,0.1270669817958148,0.05550664118680998,0.0827742263857525,0.053796838888516135,0.05206019619989441,0.14050866884518184,0.13086405485634442,False
1,1,17,1,0.1867683971136632,0.0399022568685679,0.4,0.6952482848581761,0.0126753681715523,1.2601267626810784e-08,8.236693384160561e-09,3.639374016561699e-05,0.8045462069624066,1.0,6.437450399132684e-20,0.558282208588957,0.0537383177570092,0.2588685892184172,9.755885829856849e-06,1.3807935511739793e-05,2.7489858636896285e-05,0.0001155111511738,7.747240685610472e-06,5.106145587700419e-05,5.741867082749737e-05,0.0002560948569898,0.6830291684759218,0.6503280724802223,0.7019228576164818,0.6978459445885031,0.7579145419036202,0.7239407262703158,0.7415302950818423,0.7605265832920273,0.429872947005287,0.0428571428571428,6.963744730627713e-08,0.1950549450549452,0.6611764705882353,0.60035241289939,0.949442665377825,0.9853690172654396,0.0118061113205375,0.8006984885235616,1.0,0.1491002570694088,0.073134328358209,0.0681728061167427,0.4573643410852713,0.0355648535564853,0.2421435063211582,0.0525348251859321,0.01603159160097399,0.019173119225612188,0.021612710714358302,0.022113423658954592,0.03567389047954595,False
1,1,18,1,0.2277757659656777,0.0740073543386715,0.6000000000000001,0.7698948978882834,0.0126753666107464,7.2554911316660195e-09,7.724288704429957e-09,7.641332956343153e-05,0.8402225087545736,1.0,4.4045713257223624e-20,0.4805725971370143,0.0584112149532709,0.2101280951508901,2.4074510708937444e-05,3.747845756193957e-05,6.100884907212406e-05,0.0002337394609122,1.4837690430451804e-05,0.0001111543655114,0.0001023199296817,0.0003985008152342,0.6517190719158173,0.6204522381876274,0.6695267600354334,0.6647146379766828,0.7442911840952599,0.7109159751943099,0.72815978785976,0.7466777420766468,0.3833682513691397,0.0485714285714286,2.400934876860652e-08,0.2362637362637364,0.628235294117647,0.6132974497719685,0.9662515914577136,0.9910204156072676,0.0093279898910836,0.8024126364797336,1.0,0.1362467866323908,0.0791044776119403,0.059287148999189,0.4237726098191215,0.0355648535564853,0.2263851339318029,0.04169883528821668,0.0346712787677878,0.03489895731472942,0.036089578074969694,0.055071333929393326,0.04928591570680413,True
1,1,19,1,0.2307493031863917,0.0629257119021641,0.6000000000000001,0.5779736447580627,0.0126753603242206,1.817148160644212e-09,6.547475900916976e-09,0.0003244507096941,0.8283774869276731,1.0,1.0503208545953324e-19,0.5848670756646217,0.0607476635514017,0.2468341096884437,1.8177544217817064e-05,2.169142988099685e-05,4.177031619943082e-05,0.0002021103314355,2.555214861223911e-05,0.000148196613918,0.0001566657902994,0.0008110228724334,0.7261828842379178,0.691508571956225,0.7465803544334408,0.7435600008182113,0.7741734042644435,0.7394880457480176,0.7574922601630545,0.7770840734799657,0.4038219078861386,0.0228571428571429,9.1614024571385e-09,0.2115384615384616,0.6141176470588234,0.6218276412469099,0.9605842382007486,0.9871665910595384,0.0206521326285829,0.8121814025681657,1.0,0.1388174807197943,0.0626865671641791,0.0746522891599105,0.4832041343669251,0.0230125523012552,0.3506338393094121,0.032345893496355124,0.04477947918194715,0.049109450604844056,0.08772628621337387,0.08121653571942183,0.1007945532210217,False
1,2,0,1,0.2221685776648956,0.0558371491248889,0.7000000000000001,0.841449036716326,0.0126756608759469,1.4738040468981805e-08,7.795788961652919e-09,2.437542274690398e-05,0.9401131282813056,1.0,1.694065894508601e-19,0.4867075664621676,0.0654205607476634,0.1947247919720474,9.873441750919827e-06,1.4097215136067202e-05,2.39916493777579e-05,7.604822937390511e-05,1.2781244689774609e-05,8.698059487399462e-05,8.685025373053651e-05,0.0002901541802589,0.6602734260266572,0.6286128706763134,0.6783736787290409,0.6737365953765365,0.7663782009613223,0.7320342710143646,0.7498394358979029,0.7691392103526536,0.4696794070399658,0.06,9.637934799615775e-09,0.1565934065934067,0.6188235294117646,0.5592007882826353,0.9309935495003492,0.97638781179413,0.0128215538083317,0.8532682934165495,1.0,0.1362467866323908,0.1,0.0473498520634856,0.4470284237726099,0.0397489539748954,0.2172937652456364,0.0009531925086295287,0.003088653093869574,0.00843430966135218,0.007162869499924768,0.032064590668271546,0.02982064804081328,False
1,2,1,1,0.2409326478293999,0.0691272873798908,0.8,0.8297332624845137,0.0126756507149814,1.4202052343979754e-08,6.979530961114329e-09,2.0879843828911864e-05,0.9226778755902836,1.0,1.5246593050577406e-19,0.5623721881390592,0.0677570093457942,0.2180722164250541,1.5467229518047206e-05,2.55463577397438e-05,5.139557077301149e-05,0.0001761006842438,1.4464603641884188e-05,0.0001147779432075,0.000134117824307,0.0004782208897301,0.6787390811198167,0.6462355611544297,0.6974871571727721,0.6933149713539462,0.7622046326526909,0.72804439597742,0.7457454582600673,0.7649038865846112,0.3954626954785584,0.0371428571428572,1.6835508029612005e-08,0.2252747252747253,0.6211764705882353,0.5839156780555856,0.9534960727587628,0.9840114483140704,0.0062237295688196,0.8490812276338163,1.0,0.1722365038560412,0.0865671641791044,0.0648262599296121,0.475452196382429,0.0230125523012552,0.3456335865320206,0.0052065523705098395,0.009766127942149424,0.02181377414383867,0.055765041560001505,0.024814278104623496,0.034956828890196,False
1,2,2,1,0.203918138632854,0.0502128475791095,0.5000000000000001,0.8728522981848631,0.0126756569670595,2.079316856817988e-08,9.662609000089851e-09,1.7905271152752126e-05,0.9242561306125036,1.0,1.3891340334970526e-19,0.5357873210633947,0.0327102803738316,0.3497139681838582,4.2654985764963576e-05,5.264895168921819e-05,9.851996787339094e-05,0.0005081254640417,3.878105988761151e-05,0.0002287053055493,0.0002438802636918,0.0013732814190983,0.6502661416672044,0.6190650533956814,0.6680276332154145,0.6632444246674802,0.7570404153954757,0.7231067884758664,0.7406799628345138,0.7597128945076693,0.3821101921078483,0.0657142857142857,1.8724569552045546e-07,0.2225274725274726,0.5905882352941177,0.6183293760570021,0.9610370388164288,0.989684409208581,0.0312782002661238,0.848434305325973,1.0,0.1388174807197943,0.0611940298507463,0.0763209185723651,0.4728682170542636,0.0585774058577406,0.1653719485268631,0.07481498947502024,0.0413108770032231,0.06295975070624332,0.10126696585544434,0.11514466816610552,0.11258249349324459,False
1,2,3,1,0.2845512388938968,0.1016822793160771,0.6000000000000001,0.7212064745299334,0.0126756552804537,7.189810896115059e-09,1.0111186436490352e-08,0.0001087433290515,0.9450982865535456,1.0,1.1519648082658485e-19,0.5296523517382412,0.0514018691588784,0.2542007368137299,1.148679233997393e-05,1.5680879626289853e-05,2.7453915443004207e-05,8.992288554887704e-05,1.3277538816255666e-05,8.898595000868961e-05,8.708812346617322e-05,0.0003005372036525,0.6600465436176424,0.6283963712480556,0.6781393023973306,0.6734993968731732,0.7642695658483484,0.7300180011880201,0.7477695095865812,0.7669942494315634,0.468127078525503,0.0457142857142857,1.7273359336531418e-08,0.1840659340659342,0.6094117647058824,0.6007997445586897,0.9260373675004914,0.9752786885972452,0.0273897626255427,0.8456707070269057,1.0,0.1568123393316196,0.0970149253731343,0.0541173121307941,0.4341085271317829,0.0690376569037656,0.1327280866946628,0.001461475550904021,0.005689600418942576,0.014419513503451095,0.00837323417426414,0.02859014161443318,0.02087090461542184,False
1,2,4,1,0.219444545377196,0.0549122915117581,0.5000000000000001,0.864952424809462,0.0126756599027987,5.686236272699178e-09,7.827001352518288e-09,0.0001066519448108,0.9538876363087346,1.0,1.694065894508601e-19,0.5623721881390592,0.0560747663551401,0.2525285627038863,1.0827901870963393e-05,1.4314060034756472e-05,2.528882833878718e-05,6.297784052304251e-05,1.5415065548996983e-05,9.47277719291405e-05,9.566315557945411e-05,0.0002619695385246,0.6578009674563079,0.6262532860533079,0.6758151564406276,0.67111439362105,0.7671878861298389,0.732808345578318,0.750634280105452,0.7699612718841793,0.4792168956644781,0.0628571428571428,9.39966862837714e-09,0.1565934065934067,0.6047058823529412,0.5890706610466285,0.9376569104937263,0.9780598454873152,0.0158935260543248,0.8866494805664872,1.0,0.1568123393316196,0.1208955223880597,0.0436574096296231,0.4987080103359174,0.0502092050209204,0.1977525474949106,0.0013800734755366325,0.00455455199690343,0.013377627129079594,0.01795585464228745,0.02566299367612155,0.03415371748362377,False
