run_id,evaluations,sigma,d_norm,d_mean,ps_norm,ps_mean,pc_norm,pc_mean,mhl_norm,mhl_mean,loglikelihood
10_1_0,180,1.4914590090064386,6.177975975845843,0.9764576810829816,5.460019922575481,0.0303001660988205,5.108209852690863,0.0082042389846781,23.31771819636294,5.94462283605265,-1041.6373701552309
10_1_0,195,1.4728205514304418,6.166900489158536,0.9746555432862268,5.607526241009814,0.0766097486753,5.242659076874854,0.047853540941972,24.967040913386125,6.39782895259248,-1072.4354749076883
10_1_0,210,1.4369668122311274,6.154523930878536,0.972661862004195,4.957120568364706,0.0727119900205374,4.673265163050008,0.0496310437904885,23.278080964562157,5.94190180887466,-1014.3748456031624
10_1_0,225,1.3932201274175398,6.140833598138392,0.9704695610409888,4.619125240255665,0.1246138546326388,4.315926045969808,0.0935308273641137,24.000376391629707,6.103447314728082,-1011.1655903945438
10_1_0,240,1.3433386183112026,6.126915781731131,0.9682294546647604,4.3204224790942725,0.1338543448332477,4.1318244640380986,0.1061746927354567,25.25272748872293,6.4384009751662585,-1017.2069017226996
10_1_0,255,1.2881442784516943,6.111828834871018,0.965812629039996,4.024262306923844,0.0707909922038459,3.7993968636676665,0.0583736525383985,25.76902413357507,6.537980731712688,-1002.1121896458214
10_1_0,270,1.2425054201036387,6.098559043178333,0.9636921787049636,4.34127161946574,0.1262018110125141,3.9166035791856415,0.1049478220619221,25.75220054702969,6.554108409615237,-977.1449101729722
10_1_0,285,1.2063660258373308,6.085301675558344,0.9615622825365836,4.694544633203498,0.0047696242518338,4.266369371112281,0.0083194960841048,25.553966328035862,6.498562990243363,-953.91151642922
10_1_0,300,1.1738088315882258,6.074683250767088,0.9598324741478012,4.810870508129197,-0.1219155345118785,4.344626374530806,-0.0946807067052567,26.214991215166595,6.717095458642556,-953.0895712299372
10_1_1,15,1.9006090397926496,6.311675785579083,0.9979399940735666,3.538318668278249,0.0550919410637591,3.000627635108839,0.0467200431407562,26.610822875296293,6.775369907591739,-1289.5183507837803
10_1_1,30,1.8283462933523007,6.298211914795727,0.9957974502975332,4.196325633295276,0.0328653781255259,3.625681266693569,0.0296419801864238,25.58687879075353,6.506131842969471,-1236.8165917177982
10_1_1,45,1.7920040889413509,6.2842657039903065,0.9935592925822206,5.2032604474361,0.0316262422136281,4.588454853905228,0.0298213744902992,26.63956053273129,6.770553988772118,-1250.0827141975835
10_1_1,60,1.749046801462013,6.271825029283958,0.9915686712945384,4.977660616023275,-0.06347598593612,4.451894436034822,-0.0496398913143093,24.461358604753105,6.2568011386922056,-1178.92206220658
10_1_1,75,1.7088016202400411,6.256897701704354,0.98917846855318,5.030741998020259,-0.1203353144776954,4.5622939663310245,-0.0995740511223692,24.42453372083186,6.2029210376858215,-1160.5358936680664
10_1_1,90,1.6654827183113423,6.245591192373067,0.9873642439000796,4.901478493824071,0.0682631704729947,4.450104012642167,0.0551102825839293,26.22777316185488,6.714265858910809,-1189.8331350511808
10_1_1,105,1.6173667895380723,6.231909171983276,0.9851778415851512,4.705412567092729,0.1549604616900042,4.293342123745963,0.1300314390001318,25.17938162922536,6.437332525535033,-1143.1201113832808
10_1_1,120,1.570756314507816,6.2189097989999125,0.9830906278974092,4.709371190381865,0.1692933281208481,4.280646279900221,0.1473603326406751,25.743148996260917,6.558369315894229,-1137.4994540771918
10_1_1,135,1.5282289073306303,6.205335241522128,0.9809200549448271,4.8060710516691785,0.1376574507205063,4.377467325671256,0.1268651952599466,25.132547571903437,6.427722191150751,-1103.9908499469514
10_1_1,150,1.4857631397474709,6.190536765817598,0.9785554452481564,4.766559057024264,0.0589806949900979,4.433325073747682,0.0631234223267052,25.119384373190755,6.375789018169149,-1083.9716195418764
10_1_1,165,1.4351967159486985,6.177697284989463,0.9765022276403644,4.419205615648067,0.1075705593353635,4.08741138729979,0.1045115790816977,25.922735808403672,6.603878287248945,-1081.879232003714
10_1_1,180,1.3922968627594827,6.1660408037339565,0.9746379701521024,4.649825196111597,0.1632801164583371,4.308757467741536,0.1519707107651269,25.52421883522769,6.538540956021047,-1053.0155673377485
10_1_1,195,1.3471498577203336,6.149402603502157,0.9719768360556928,4.508821438250571,0.0939919163487465,4.216131730829271,0.0976341188705964,25.893651207782987,6.55486833010452,-1037.5858806004812
10_1_1,210,1.309592345189914,6.139072286677585,0.9703151263829828,4.76147763864663,0.0426183377378769,4.294865569491277,0.0559479859158664,25.30842830712396,6.445582147575665,-1005.9654568036798
10_1_1,225,1.2858080725666583,6.127605310565427,0.9684609605131088,5.297500506895706,-0.014449886361622,4.745642805088653,0.0119283145062094,26.405130546563974,6.744144657229921,-1021.2159451090752
10_1_1,240,1.264404343790143,6.116921080818252,0.9667407981807946,5.380614044184224,0.0204912730658214,4.898172279796626,0.0394418929794959,23.743091655752853,6.037897949421099,-944.7095810226796
10_1_1,255,1.246086793712038,6.105659851017894,0.9649239726143288,5.498802953254155,0.141057340489824,5.0129584236991,0.1369489238153395,24.98527265911924,6.364979409187158,-963.514572107534
10_1_1,270,1.2369116794150652,6.098163002214251,0.9636940508242956,5.886951304165521,-0.0193295513889516,5.395751364149705,0.0084083299991418,25.40474176557644,6.507758055634904,-968.2344254703708
10_1_1,285,1.2184735348066371,6.08746996673425,0.9619503605913472,5.475859167522246,-0.0158860863345322,5.063625595385987,0.0065009170244064,23.89543106011708,6.112458523774624,-921.749339686442
10_1_1,300,1.192165496251938,6.075145591620406,0.959944958390356,5.108944248066312,-0.0798914322732799,4.641518229511454,-0.0523600865424765,25.764659247358043,6.5473743143633145,-951.127094877048
10_1_10,15,1.8818060779154957,6.311530974155413,0.9979215467860404,3.002528854908701,0.0463784581470168,2.5462576726122776,0.0393306811049314,25.336025631883302,6.476461773749566,-1250.497430564567
10_1_10,30,1.8102488871630296,6.298304953157185,0.995807293486768,4.196047332936675,0.0753314199661271,3.623995415728234,0.066211930187001,25.546963361728068,6.496175907676292,-1230.3339695421914
10_1_10,45,1.7642595297554728,6.285241293238085,0.9937182331369748,4.898463139793891,0.1504059825291237,4.289174661056431,0.1316370717359558,25.973234251662458,6.583514665600755,-1224.084595999313
10_1_10,60,1.7158928283432806,6.272739865180488,0.991716074651696,4.787221417599103,0.1306376462517506,4.280294907070223,0.1189556792194046,25.951056414336172,6.618668089961472,-1204.8896810886667
10_1_10,75,1.680395440825863,6.258384564816442,0.9894181418503332,5.158688452722898,0.1652091877160101,4.6660849896609085,0.15191291795681,25.984567785310425,6.601697572527013,-1189.874864241168
10_1_10,90,1.6390994606173954,6.24286755213118,0.9869344956759496,4.944328701475796,0.2053675668739488,4.564519403044761,0.1903631360468098,26.00223101281284,6.599118269796843,-1172.8993560180795
10_1_10,105,1.6065285046000295,6.228767372465697,0.984669626011234,5.203581532157847,0.1698718410394146,4.880185227256465,0.1655233505814184,25.217939353376917,6.410048622518684,-1139.2268398164877
10_1_10,120,1.5826461559852714,6.218062293196628,0.9829296502644932,5.478090363305618,0.2124031449039597,5.088212796323388,0.2027254411937761,25.29887417515388,6.430423669291116,-1132.5506828107896
10_1_10,135,1.5517630416686026,6.203861740286451,0.9806554333159628,5.223242630182846,0.260378741268811,4.9060494927182585,0.2462492928089009,23.85842591704019,6.028448554754983,-1082.2121620422895
10_1_10,150,1.5036135741703656,6.192676111722704,0.978855668306338,4.586594063106645,0.198917562262938,4.3241834779936985,0.1987190782015797,24.91922540552263,6.380593761230147,-1087.1000101945758
10_1_10,165,1.45628360507952,6.178263869367769,0.976553830734197,4.561639169981038,0.1993586038401386,4.2329953344779545,0.1993881000596786,25.57411671164096,6.496711173196855,-1081.4461797578865
10_1_10,180,1.4156516761987448,6.164450534857527,0.9743373999866152,4.7602652008717,0.2176624206903618,4.375584076680478,0.2190079692037061,26.10043083887945,6.615250576199644,-1076.2646725457248
10_1_10,195,1.3966940446451164,6.151429185744112,0.9722420836112862,5.558681404610735,0.3659020568911389,5.023608271153548,0.3433301362266816,25.411379214881165,6.459706958834565,-1048.0905660559638
10_1_10,210,1.3843938415768289,6.139792327612012,0.9703666505189028,5.808527101711499,0.4174831313339578,5.220549239381358,0.3928916999351713,23.79086082902344,6.03655525015905,-1002.8140982975916
10_1_10,225,1.3651384425285078,6.126114690855802,0.9681771683936824,5.5304103729992296,0.3411331621907236,5.030329265127001,0.3374108431062489,24.90345525482423,6.3239930576849455,-1017.558580497325
10_1_10,240,1.3430552039925745,6.113955877434899,0.9662119464815706,5.406341368106181,0.3454370469511109,5.010342648042709,0.3462765049203872,24.297920149890075,6.191184668833919,-993.5105866534768
10_1_10,255,1.3193125787680413,6.101032033481353,0.9641239517573392,5.324032256830877,0.3062932157863398,5.01043380800313,0.319508933715563,24.400183410834977,6.196568689214461,-981.1371523303744
10_1_10,270,1.3004701846884774,6.089638233179008,0.962282649471892,5.510018066626761,0.1578773062253678,5.134226885940892,0.2016478457578146,24.38278296586913,6.218733236429159,-971.0441041485568
10_1_10,285,1.281303244064167,6.077357803112269,0.9602983912239496,5.485055794502398,0.200641261771629,5.138227935724723,0.2335427561946369,24.90064480108048,6.349266965063982,-973.7838692398448
10_1_10,300,1.267394720251443,6.0659205163096255,0.958413720523406,5.697047913263936,0.1862171642544565,5.461283892815055,0.2261346843529501,25.843532112440357,6.593811526553254,-986.781613601911
10_1_11,15,1.8840247927367813,6.311565451168028,0.997927556429063,3.066028971621177,-0.0528809113449581,2.6001081657146434,-0.0448450065772719,26.503489384598076,6.770785087444567,-1280.9931469324138
10_1_11,30,1.8124890220050704,6.297840121882276,0.9957293064806902,4.199192757668344,-0.0275858431710507,3.630257748291625,-0.0250742006592388,26.54071016037858,6.774433677047723,-1256.6884457745375
10_1_11,45,1.7742064877165986,6.286330594836642,0.99387814301881,5.134794972537335,0.0023503421464312,4.496859847835951,-0.0015020020498432,26.500618905797385,6.778879552677523,-1241.2519819404845
10_1_11,60,1.7422775435266789,6.275851662359574,0.992182089059408,5.306578053324731,-0.0301058560904283,4.724425397543968,-0.0280657532446183,24.57156662313598,6.283541687209069,-1179.854275456598
10_1_11,75,1.7244940760451044,6.2631131550504335,0.9901343062197776,5.732337700414036,0.1049271757457693,5.175837998001607,0.0858844328785179,26.08834802655196,6.595947126643841,-1208.8401122717908
10_1_11,90,1.7017643255421409,6.253231292778596,0.988531064588009,5.570200782437042,0.0255835933280232,5.111134126148894,0.0227686531463334,24.30351931541251,6.220828675717245,-1155.639949993575
10_1_11,105,1.6922824017989382,6.243837429709226,0.9869911326494416,5.984113128400627,-0.0825246652437038,5.493959885658498,-0.0669874130376234,25.749920220977582,6.602185555650874,-1187.5483945810918
10_1_11,120,1.6651972557436807,6.232425549698409,0.985138913852946,5.415732244608768,-0.1136976710636476,5.0966333231791525,-0.0968745365564999,24.77139248819917,6.355197959993185,-1151.1599532899213
10_1_11,135,1.6315825846732697,6.220572386948853,0.9832339174333232,5.186240186879528,-0.0762834344452041,4.930624542290476,-0.0703021755158014,24.66406964618836,6.273804055034085,-1133.2878690502205
10_1_11,150,1.602349906167583,6.206758010780432,0.9810101648380876,5.310936196704438,-0.0712468526205387,5.080042946665552,-0.0691783933524595,25.13063521699346,6.413333738757304,-1131.8881969577596
10_1_11,165,1.5774507750610292,6.1924532528724665,0.978700970931705,5.441245155900292,-0.0558045120536927,5.123578891084871,-0.0550233720278372,24.51362264382815,6.217612746756109,-1105.9302786952007
10_1_11,180,1.5636504850695283,6.180892179818563,0.9768220359679076,5.811690127179893,0.0275050735122836,5.507378728652457,0.0115526514470113,23.02945805211995,5.886855726488334,-1064.6398499600236
10_1_11,195,1.5513396542765443,6.1697081370007085,0.9749874248848798,5.859257111898322,0.1252834175868989,5.354292949213227,0.0939275806803887,25.26165283387273,6.425322166195165,-1110.988935383497
10_1_11,210,1.5238958565544414,6.156237864555813,0.9728262928734122,5.323356644728694,0.110446961754493,4.999672742018303,0.087432776589929,23.41844025592966,5.945780965031314,-1053.337416945942
10_1_11,225,1.4909756695786145,6.142341417157807,0.9705939469057128,5.108301580848649,0.067601907997986,4.900949476230926,0.0544925211653568,23.94121844545649,6.0849361066484455,-1050.1762671666283
10_1_11,240,1.4523298406749352,6.1291028828314085,0.968476208593576,4.869988285846166,0.1141644083781971,4.670511134464475,0.0947240552490165,24.128487518744446,6.162115697353323,-1037.2866647587662
10_1_11,255,1.4157184739664146,6.116097649876633,0.9663901446100542,4.909315083316925,0.1899636450104164,4.754576015347912,0.1609849299973112,23.210454605996183,5.899754597397542,-999.730161261774
10_1_11,270,1.3656197047267726,6.101438618395352,0.9640424031096908,4.343640689914337,0.0806578880503829,4.186515223528872,0.0789759505384972,25.677545581673915,6.521513368629644,-1032.8320049195008
10_1_11,285,1.3133848446911305,6.087174708490601,0.9617539829379004,4.183490381018726,0.1183039508104862,3.9734558365886654,0.1096374962514409,26.005122475442008,6.6179946934402825,-1017.6456778204566
10_1_11,300,1.2724134699911116,6.0737984405015455,0.9596120213096708,4.577340258555639,0.0632518504150961,4.245251203723443,0.0661227723651578,25.152318312783645,6.381377350331137,-974.5465638043706
10_1_12,15,1.863849962770719,6.309706911336088,0.9976326160817296,2.485848898250833,-0.019628172820937,2.1080935891017205,-0.0166454305886064,26.999540952709108,6.897810857457914,-1286.9250970735025
10_1_12,30,1.791478590911726,6.297282528219433,0.9956385418012808,4.151035585297457,-0.002175628224081,3.5461421697827333,-0.0030823497164496,27.55443500462773,7.003896566461701,-1277.872105701733
10_1_12,45,1.748743541641701,6.285426926796069,0.9937418285620768,4.984121326225313,0.1397935251880368,4.337603427030818,0.1164174829130041,25.838245656205917,6.569178597172752,-1215.3842311791418
10_1_12,60,1.7144601362540972,6.270221199945168,0.9913084805923102,5.218240907202101,0.0583907118932628,4.638299628883937,0.0530083760911811,24.02294869879921,6.092903062001972,-1154.7610686881226
10_1_12,75,1.6681244433176008,6.258057213679601,0.9893492694080288,4.808733736151458,0.0121245038144554,4.379516294328441,0.0159960639948555,24.722174325082584,6.3220227769758175,-1154.3773474979594
10_1_12,90,1.6345095311341855,6.2437025894662455,0.9870478699956609,5.188180456840365,-0.0578643938042503,4.703353822913584,-0.0434400507274439,25.206105956129893,6.386725258269328,-1150.6117208955309
10_1_12,105,1.6136760676617747,6.232625739085588,0.9852600407873602,5.593924889585575,-0.0254296373660019,5.149693586419491,-0.018927300561318,25.52201470357385,6.5150736073942985,-1150.2351736062492
10_1_12,120,1.599222671535654,6.221838015769232,0.9835176043655915,5.800362627431557,-0.0969395200593764,5.319943289728142,-0.0795826276981512,24.853158087311414,6.346343278799483,-1126.9803067692917
10_1_12,135,1.5748264463945882,6.2089675014049215,0.9814408833336806,5.456793617798521,-0.0630056457171291,5.134799731481313,-0.055964594103729,24.63502557657433,6.291843543292108,-1109.4428753100688
10_1_12,150,1.568574274171328,6.198926860468345,0.9798051067718708,6.07084431578339,-0.0032354497756493,5.692611975312077,-0.0073053780864651,25.303178920467715,6.438248684187966,-1123.9269803179632
10_1_12,165,1.543703942773251,6.188488494508619,0.9781064051678192,5.423931428936528,-0.0377143728414704,5.183177482537714,-0.0354519028321831,24.03954998512525,6.145408416257625,-1081.1390370794634
10_1_12,180,1.5070835550729167,6.175681288238333,0.9760376994360838,4.991419569850623,0.0859932609709445,4.784272697038652,0.0677596203925466,24.961927833674597,6.344669604655426,-1085.725410390938
10_1_12,195,1.47854826615512,6.162409833761102,0.9738930138340012,5.255082678895879,0.0939319794001673,4.851364118447234,0.0813358312459738,25.092372905984323,6.378687625284576,-1076.56326138056
10_1_12,210,1.4382688395943943,6.148561216138679,0.9716613780295438,4.796760833249826,0.1266633655998491,4.51049621208229,0.1119275106691097,24.595912748353573,6.2397727233329165,-1044.105111354455
10_1_12,225,1.4069766776107202,6.1389094925429335,0.9701051989680612,5.099809047350608,0.1450569178237858,4.638780002789202,0.1307515411703875,25.08658118206565,6.439987057190602,-1042.8225614744938
10_1_12,240,1.3636445761533158,6.125066618856421,0.9678715333118212,4.59943156056066,0.217348340229907,4.147690349722852,0.1929298322139454,24.78440133500164,6.318367616334274,-1014.331879004862
10_1_12,255,1.3345914732979245,6.116324660111355,0.9664522507674632,5.12466692436557,0.2111764822054671,4.683468423750073,0.1937991633465091,24.643631964939537,6.325094709231547,-997.209845292077
10_1_12,270,1.2971057808348894,6.103956588878872,0.9644598293803858,4.74991672618454,0.2264043713410223,4.300188891862475,0.2098931464342023,25.26837283698693,6.422850636797571,-993.93306005495
10_1_12,285,1.2721463076736186,6.092135684658713,0.9625492391047504,5.238144014671882,0.1945820627542145,4.826176347780171,0.1898063056357604,24.57481680955604,6.256211590201803,-963.1328862170388
10_1_12,300,1.2561468349996372,6.08195650814466,0.9609009087462508,5.603162526291846,0.1837527893278636,5.228129302930786,0.1878535532842078,24.7259828081632,6.320777857107589,-959.5456796195772
10_1_13,15,1.8685033080864937,6.311565401363784,0.9979309938333624,2.6202233061216447,0.0214828336783917,2.222048153263332,0.0182182529215765,25.50761644328204,6.541161089983159,-1250.443928240879
10_1_13,30,1.780689634195267,6.29701989740821,0.995607460474048,3.691137436105501,0.0466856075586128,3.1769951078143257,0.0399257997318109,27.68550247630505,7.055235343858096,-1276.365991313291
10_1_13,45,1.7204990330151535,6.28328886248103,0.9934091650372984,4.432153903703241,0.0722805911959204,3.861578543131736,0.0626098115414808,25.885539640008712,6.60510044395805,-1205.200923593254
10_1_13,60,1.6809720206675531,6.2702693833660055,0.9913236114904104,5.032706932474935,0.0902384028885537,4.433112971648404,0.0799624641605047,25.93138234425072,6.5887023674829575,-1191.9537161519645
10_1_13,75,1.653736033600947,6.2564289845571,0.989098167429762,5.404919020688019,0.0300959327683201,4.835586338584716,0.031829367252709,25.965645152118,6.607072404577332,-1180.1993856876552
10_1_13,90,1.619211490358255,6.243151757300781,0.9869742921301295,5.148271776595974,-0.0490772925940205,4.709587807775219,-0.034408392697878,25.392357110830133,6.478833024702926,-1150.733661169225
10_1_13,105,1.5805232115135597,6.228944650696002,0.9846946592000254,4.98198707765153,0.1917395331787007,4.570360124461507,0.1648819165330927,25.838649664661204,6.56957576046429,-1145.9515288077191
10_1_13,120,1.519823167171439,6.21728301955787,0.9828286799382682,4.174798980806089,0.1471677277590534,3.8994581469549225,0.1331447371606318,25.271818132939813,6.425054177385098,-1105.6212542733826
10_1_13,135,1.4606923412508104,6.20389861277961,0.9806782950133218,4.146694928580643,0.0834331980477958,3.7421028431716135,0.0807846954986706,27.801667701934623,7.053929070162016,-1146.5827992627271
10_1_13,150,1.4091569981068857,6.190232171815483,0.978500172510686,4.349566276956464,0.0048186873496963,3.880949274213336,0.0165439205545772,26.215031584402933,6.619901035533016,-1079.305140570954
10_1_13,165,1.3740588402461824,6.179024003350709,0.976696300298881,4.925980987589488,0.0164888421479613,4.3282153914431625,0.0246460006607109,26.427451388114704,6.744071981597354,-1070.1925028744297
10_1_13,180,1.340108462167148,6.167142456953293,0.9747900783292336,4.936983632628467,0.1037751174952199,4.29867203073309,0.0964381115348365,27.609374006668336,7.0096374357973765,-1083.1611271451084
10_1_13,195,1.3065883440020063,6.15285712089095,0.9725067928999864,4.920134245333597,0.0085662153894552,4.409100549499016,0.0194110186307473,25.316893572401334,6.425360106198515,-1005.6446375893628
10_1_13,210,1.2648886037166052,6.141250640090211,0.9706391898994596,4.537290911588556,0.1285026194658062,4.1159342535474215,0.1175887700659991,25.29600263591625,6.4501882983738845,-985.3589031823826
10_1_13,225,1.2396329021279189,6.12985751848414,0.9688216324958392,5.198331084989294,0.1802118648231112,4.536345763658075,0.1640720020148097,25.78669630452576,6.571280021738937,-983.8289552428316
10_1_13,240,1.2002979504229885,6.118001939244292,0.9669251510141248,4.547524163854819,0.157325116036846,4.009918369302264,0.1474971796479145,24.059374612859312,6.150806492456051,-920.0748816137476
10_1_13,255,1.1657812049418863,6.104990901620732,0.9648500023852092,4.712807309127883,0.2602032275357603,4.186066684824181,0.2360229715384255,24.63039366210954,6.27211578430654,-913.6843138607504
10_1_13,270,1.147619580959326,6.092338679526874,0.9628227625132624,5.439066707854874,0.2896809929949266,4.865387906663126,0.2666931805598486,26.00960479044923,6.600212156107136,-936.9824294899462
10_1_13,285,1.1181450554744394,6.07875776328041,0.9606452484619912,4.883078474983535,0.2027720980756845,4.450772472936378,0.2013163366431019,25.04387687444772,6.3844608151684215,-895.2017676623511
10_1_13,300,1.093459622718977,6.062298963795545,0.9580206306057109,5.082161190200889,0.2666481909011352,4.6155282718797,0.2574820601314528,26.192922590207377,6.611049583840502,-906.6742098615427
10_1_14,15,1.8839195435513296,6.30843414650793,0.9974318059651048,3.063018406226996,-0.0526303397572414,2.597555092753729,-0.0446325124236455,27.48320968431045,6.962446817424256,-1306.067460404775
10_1_14,30,1.7911598907359751,6.295542330318803,0.9953719899515336,3.564278406434241,-0.0768509894799909,3.073739584025461,-0.0665877163620225,26.77430789505549,6.835611975295066,-1255.2773033963426
10_1_14,45,1.721610995690268,6.2821197679627545,0.9932170070249892,4.1510354689086855,0.0043311410803198,3.6179836058515655,-0.0005580874485,27.671613703882564,7.047397100811012,-1254.597944709948
10_1_14,60,1.658921200340546,6.266592904554242,0.9907402706461688,4.286295294986158,-0.0819747207336284,3.8126786570153577,-0.0727904543974701,25.563985874154504,6.485904995700778,-1172.78401851557
10_1_14,75,1.6248315680181808,6.255890578138228,0.9890068060462436,5.166289332924609,0.0160928022148041,4.629781470211781,0.0075898124153429,25.97410491350196,6.642835529088478,-1170.3428266640142
10_1_14,90,1.601744047420075,6.242778841372714,0.986897613954944,5.513997962219302,0.1150015341579278,4.96655241199155,0.0903309665925756,26.23027743941365,6.6512567319446045,-1164.9708449522243
10_1_14,105,1.5642577317909,6.230328757488594,0.984890433793044,5.009024017084305,0.159924370968576,4.617822543332684,0.1324574182603003,25.10140018104912,6.378194028615726,-1121.5065343545098
10_1_14,120,1.5210634451608307,6.219477612091106,0.9831575019086468,4.776219034227392,0.133913767004026,4.398285740155784,0.1147219873340666,26.294986065773063,6.686185115818775,-1133.026171735983
10_1_14,135,1.480512337908151,6.204939387638724,0.9808168865172028,4.829039885763922,0.0732790777135993,4.468263446179217,0.0685391947381321,26.971153237781305,6.869151657598073,-1131.391987749482
10_1_14,150,1.4346202158154626,6.1899232388789605,0.97840769855084,4.588341396462432,0.1227864099923187,4.276979686700074,0.1117981195387211,26.42780486389596,6.708903418406232,-1095.3989193454388
10_1_14,165,1.4023846773960202,6.179130010469199,0.9766573332994468,5.0605218003837775,0.1491314075342177,4.644705930955849,0.137465447430385,25.046288087610264,6.428981859747072,-1046.1858563361725
10_1_14,180,1.3434069035891552,6.165852415367061,0.9745299132620396,3.9698397123184352,0.0793462959216351,3.711151551051337,0.0818515080001822,25.95007684010908,6.616095415582588,-1039.9059091322538
10_1_14,195,1.306024668884787,6.153808343834385,0.972602131241908,4.764404327186923,0.014598587620634,4.344563098102535,0.030747052399316,24.74083715709371,6.311214820944789,-992.1423127068796
10_1_14,210,1.2686307624736528,6.13860588515968,0.9701697302216046,4.719740351229642,0.1939045891587605,4.373682606286768,0.1790206054338942,25.759329377251355,6.533100064553758,-996.3040058619422
10_1_14,225,1.2463595865760932,6.127605806855543,0.9683810835888472,5.330767727806993,0.1442327438296817,4.892068712877865,0.1447682761798511,25.613540867648588,6.567847123644762,-981.71795546046
10_1_14,240,1.2362649452240635,6.114565316962069,0.9662768065555124,5.846971014007708,0.1541645841862967,5.387886674836232,0.1544580226738396,25.148326663619407,6.386590295299589,-962.4023390853936
10_1_14,255,1.2277313789884534,6.102176100769419,0.964270469834246,5.911942538213967,0.1524991379632404,5.495238727867486,0.1540053189699918,24.604069584617125,6.295864188739794,-944.6940281502308
10_1_14,270,1.209997210293315,6.089345688273112,0.9622005997739276,5.501123218449584,0.0568861561668136,5.1893598596923365,0.0775162795380536,24.72591137666322,6.281422336272461,-936.3840632436109
10_1_14,285,1.19508834062395,6.075940854923385,0.9600411796506918,5.6170964965246375,0.0624861419902423,5.23546951515499,0.079058845128198,25.192706715493564,6.391741891237094,-937.0529616373032
10_1_14,300,1.167639772292882,6.064702484369136,0.9582078493851164,5.033056633642406,-0.0925344735191632,4.652248285186112,-0.0513127883348684,24.85972353648229,6.338604269822137,-915.1151942187852
10_1_15,15,1.889543872926947,6.312366039036351,0.9980502328548362,3.2236624855694256,0.0642913756117549,2.733787328762609,0.0545215104816059,27.646537642923757,7.043460187012699,-1314.4433591203635
10_1_15,30,1.8368859541243232,6.299335213242662,0.9959579284045996,4.762097423530728,0.1196246493203055,4.114656994640666,0.1036304755171487,26.31836693544092,6.674097221491343,-1259.1130334889608
10_1_15,45,1.789501445982235,6.286781712245757,0.993946933146352,4.8768323269090486,0.250508788577915,4.311747963543805,0.2172041589754962,25.202445317650152,6.454599791303594,-1213.0501522382367
10_1_15,60,1.7456001645342214,6.275639676974831,0.9921571370230295,4.946674865900249,0.1688550395932991,4.4062493875714965,0.1547430179712127,26.091590790176472,6.6434018554730265,-1219.4220267843496
10_1_15,75,1.6970522385535969,6.261414564422024,0.9898783492789656,4.765227298828348,0.1617499463188612,4.305610484682712,0.1519030071037553,25.76212301413013,6.55832272662476,-1190.6488223322704
10_1_15,90,1.6427456787388914,6.248875493965703,0.987862752669688,4.532528816175263,0.1699094779570245,4.132573550427426,0.1614408008904931,26.60788554034451,6.809660590197547,-1191.6195357586869
10_1_15,105,1.595586414974721,6.237131274956608,0.985975112853302,4.715538652639905,0.1682280912789653,4.3333176593652905,0.1647250495618236,25.639346267206516,6.5804114981749775,-1148.3607227869295
